Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Sports Matters,"John Bloom, Michael Willard",NYU Press,2002-09,Sports Matters brings critical attention to the centrality of race within the politics and pleasures of the massive sports culture that developed in the U.S. during the past century and a half.,Social Science,376,N/A,0,en
"Legal Liability in Recreation, Sports, and Tourism","John Otto Spengler, Bruce B. Hronek",N/A,2011,"This is a resource for individuals and organisations striving to prevent the occurrence of accidents, property loss, and excessive legal claims in the leisure field. This edition is expanded to include information on adventure recreation, disabilities, waivers, and case studies.",Liability (Law),0,N/A,0,en
Sport Ethics,"David Cruise Malloy, Saul Ross, Dwight Harry Zakus",Thompson Educational Publishing,2003,"""Sport has always presented participants, administrators, and observers with a wide array of ethical dilemmas, often displayed in the media. We look in astonishment and horror at such things as the judging debacle in the pairs figure-skating event at the 2002 Olympic Winter Games, the not-too-distant future possibility of genetically modified athletes, the bribe taking by members of the IOC, the widespread steroid use by athletes, the child sex-abuse cases in hockey, the acceptance of physical assault and violence, the hooligans among British soccer fans, and the drug abusers at the Tour de France. This revised and expanded edition is designed to provide an analytical framework for readers to explore and understand the ethical issues and controversies in sport today. Included for discussion purposes are topical case studies from the world of sport and recreation.""--Publisher's website.",Philosophy,0,N/A,0,en
Human Resource Management in Sport and Recreation,"Packianathan Chelladurai, Shannon Kerwin",Human Kinetics,2018-10-30,"Human Resource Management in Sport and Recreation, Third Edition, provides current and future practitioners with a solid foundation in research and application of human resource management in the sport and recreation industries. The third edition prepares students for success by bringing into focus the three divergent groups of people who constitute human resources in sport and recreation organizations: paid professional workers, volunteers, and the clients themselves. Dr. Packianathan Chelladurai, pioneer in the field of sport management, continues to bring his expertise to this edition; he is joined by new coauthor Dr. Shannon Kerwin, an active researcher in organizational behavior and human resource management in sport. With more than 50 collective years of experience in teaching management of human resources, Chelladurai and Kerwin synthesize the core dynamics of human resources and the management of these resources as well as the role of the sport and recreation manager. The third edition’s updated references, examples, and studies reflect the increased growth, interest, and complexity in human resource management in recreation and sport in recent years. Additional enhancements of the third edition include the following: • A new opening chapter on the significance of human resources describes consumer services, professional services, and human services and provides a model for the subsequent chapters. • A greater emphasis is placed on recruitment and training as an essential component of success. • New “Technology in Human Resource Management” and “Diversity Management of Human Resources” sidebars connect theory to practice for sport managers as they confront contemporary issues in the workplace. • Case studies at the end of each chapter help students apply concepts from the chapter to real-world scenarios. • Instructor ancillaries help instructors prepare for class with the use of an instructor guide with a syllabus, tips for teaching, and additional resources, as well as an image bank. In addition, updated pedagogical aids include learning objectives, summaries, lists of key terms, comprehension questions, and discussion questions to guide student learning through each chapter. Sidebars throughout the text provide applied concepts, highlight relevant research, and offer digestible takeaways. Organized into four parts, the text begins by outlining the unique and common characteristics of the three groups of human resources in sport and recreation. Part II focuses on differences in people and how the differences affect behavior in sport and recreation organizations. In part III, readers explore significant organizational processes in the management of human resources. Part IV discusses two significant outcomes expected of human resource practices: satisfaction and commitment. Finally, a conclusion synthesizes information and presents a set of founding and guiding themes. Human Resource Management in Sport and Recreation, Third Edition, explains essential concepts in human resources in the sport and recreation industries. The authors present a clear and concise treatise on the critical aspects of management of human resources within sport and recreational organizations to help aspiring and current professionals maximize their potential in the field.",Business & Economics,408,N/A,0,en
Recreational Sport Management,"Richard F. Mull, Kathryn G. Bayless, Craig M. Ross, Lynn M. Jamieson",Human Kinetics Publishers,1997,This text and reference has been updated and expanded to reflect current trends in sport management and recreational sport.,Sports & Recreation,335,N/A,0,en
"Introduction to Recreation and Leisure, 3E","Tapps, Tyler, Wells, Mary Sara",Human Kinetics,2019,"Introduction to Recreation and Leisure, Third Edition, presents perspectives from 52 leading experts from around the world. It delves into foundational concepts, delivery systems, and programming services; offers an array of ancillaries; and helps students make informed career choices.",Sports & Recreation,496,N/A,0,en
"Handbook of Leisure, Physical Activity, Sports, Recreation and Quality of Life","Lía Rodriguez de la Vega, Walter N. Toscano",Springer,2018-05-23,"This handbook provides an overview and synthesis of relevant literature related to leisure and recreation, and physical activity and its relationship to quality of life. Divided into two parts, the text presents the analysis of leisure and recreation studies and physical activities and sports, with diverse populations. The first part deals with leisure and recreation in relation to quality of life, with different perspectives on different age groups, ethnic groups, the approach of an Integrated Model of Leisure Well-being focusing on how leisure activities contribute to leisure well-being etc. The second part deals with physical activities and sports in relation to quality of life, discussing the consideration that ""exercise is good for you"", associating physical exercise with other conditions of life in society, its impact on people with disabilities, etc. It is of interest to researchers and students, legislators, educators, providers of leisure services.",Sports & Recreation,450,N/A,0,en
Law for Recreation and Sport Managers,"John T. Wolohan, T. Jesse Wilde",N/A,2001,"This text for undergraduate and graduate courses covers negligence law, intentional torts and criminal acts, risk management, contract law, constitutional law, and sport and legislation. Each chapter begins with an introduction, then explains fundamental concepts, presents a significant case, and discusses recent developments in the area. Material is written in plain language, and key terms are highlighted and defined. This second edition contains 18 new and revised chapters, with greatly expanded material on risk management. The first edition was titled Sport Law for Sport Managers. c. Book News Inc.",Law,788,N/A,0,en
Industrial Sports and Recreation,,N/A,1956,N/A,Industrial recreation,342,N/A,0,en
Kraus' Recreation and Leisure in Modern Society,"Daniel D. McLean, Amy R. Hurd, Nancy Brattain Rogers",Jones & Bartlett Learning,2005,"Dr. Jan Louise Jones, Southern Connecticut State University --Book Jacket.",Business & Economics,388,N/A,0,en
Leisure and Recreation Management,George Torkildsen,Psychology Press,2005,'Leisure and Recreation Management' is essential reading for anyone interested in exploring both the theory and the practicalities of managing leisure and recreational facilities.,Business & Economics,600,5,1,en
Recreation Facility Management,"Brent A. Beggs, Richard F. Mull, Mick Renneisen, Michael A. Mulvaney",Human Kinetics,2023-09-28,"Recreation Facility Management, Second Edition With HKPropel Access, is the fundamental text for students and new professionals who will manage a recreational facility. It outlines essential responsibilities and prepares readers to perform the duties of a manager for various types of facilities—ranging from recreation and aquatic centers, playgrounds, and parks to fitness centers, golf courses, and sport complexes—each with its own unique set of goals and challenges. Recreation Facility Management begins by defining the characteristics and expectations of the profession. It discusses the facility design and development process, including assessing needs, planning, reading blueprints, and securing funding. Topics such as facility resource management, financial issues, and human resources are explored in depth. The text then tackles strategies for utilizing facilities in a safe and efficient manner, addressing safety and security, maintenance, and emergency preparedness and response plans. Finally, a detailed examination of the operation of common types of recreation facilities is offered alongside coverage of national industry standards and guidelines. Content updates to the second edition include a new chapter on ancillary space design with a focus on sustainability and technology updates as well as accessible design. A chapter was also added to address larger-scale recreational sport events and outdoor facilities. Recreation Facility Management also includes new enhancements to help students apply and retain important information: Learning aids, including chapter objectives, review questions, and summary elements, help to facilitate learning. Case studies provide real scenarios and related discussion questions to help students better understand the material. Sample answers to the questions are provided in the instructor guide. Industry Profile features offer real-world examples from the field. Check It Out elements call out special content to help engage readers. Online materials include learning activities as well as checklists and forms from the files of actual facility managers. Recreation Facility Management offers a practical introduction to facility design, management, and maintenance for practicing recreation professionals or future professionals. It arms readers with the knowledge and skills necessary for becoming a successful facility manager in any recreation setting. Note: A code for accessing HKPropel is included with this ebook.",Business & Economics,486,N/A,0,en
Sport and Recreation in Canadian History,Carly Adams,Human Kinetics Publishers,2021,"""Sport and Recreation in Canadian History is a comprehensive textbook which provides an examination of events, documents, and pivotal moments that contributed to the development of sport in Canada. Content ranges from indigenous recreation, and the integration of British culture. It moves to the emergence of organized sport and national sport organizations, and their impact on how sport is viewed across the country. Amateur and professional sport is covered in detail and finally the globalization of Canadian sport and its expansion and position on the international stage""--",Sports & Recreation,441,N/A,0,en
San Francisco Bay Area Sports,"Rita Liberti, Maureen Smith",University of Arkansas Press,2017-03-15,"San Francisco Bay Area Sports brings together fifteen essays covering the issues, controversies, and personalities that have emerged as northern Californians recreated and competed over the last 150 years. The area’s diversity, anti-establishment leanings, and unique and beautiful natural surroundings are explored in the context of a dynamic sporting past that includes events broadcast to millions or activities engaged in by just a few. Professional and college events are covered along with lesser-known entities such as Oakland’s public parks, tennis player and Bay Area native Rosie Casals, environmentalism and hiking in Marin County, and the origins of the Gay Games. Taken as a whole, this book clarifies how sport is connected to identities based on sexuality, gender, race, and ethnicity. Just as crucial, the stories here illuminate how sport and recreation can potentially create transgressive spaces, particularity in a place known for its nonconformity.",Sports & Recreation,373,N/A,0,en
The American Midwest,"Andrew R. L. Cayton, Richard Sisson, Chris Zacher",Indiana University Press,2006-11-08,"This first-ever encyclopedia of the Midwest seeks to embrace this large and diverse area, to give it voice, and help define its distinctive character. Organized by topic, it encourages readers to reflect upon the region as a whole. Each section moves from the general to the specific, covering broad themes in longer introductory essays, filling in the details in the shorter entries that follow. There are portraits of each of the region's twelve states, followed by entries on society and culture, community and social life, economy and technology, and public life. The book offers a wealth of information about the region's surprising ethnic diversity -- a vast array of foods, languages, styles, religions, and customs -- plus well-informed essays on the region's history, culture and values, and conflicts. A site of ideas and innovations, reforms and revivals, and social and physical extremes, the Midwest emerges as a place of great complexity, signal importance, and continual fascination.",Social Science,1918,5,1,en
"Event Management in Sport, Recreation and Tourism","Cheryl Mallen, Lorne J. Adams",Routledge,2017-01-19,"Now in a fully revised and updated third edition, Event Management in Sport, Recreation and Tourism provides a comprehensive theoretical and practical framework for planning and managing events. Focusing on the role of event managers and their diverse responsibilities through each phase of the event planning process, this is still the only textbook to define the concept of knowledge in the context of event management, placing it at the centre of professional practice. Designed to encourage critical thinking on the part of the student, this book helps them develop the skills that they will need to become effective and reflective practitioners in the events industry. Containing a rich array of international real-world case studies, data and practical examples from sport, recreation and tourism contexts, this third edition is also enhanced by two completely new chapters on contemporary management issues and ethics in event management. Event Management in Sport, Recreation and Tourism is essential reading for any student or practitioner working in event management, sport management, leisure management, outdoor recreation or tourism.",Sports & Recreation,267,N/A,0,en
"Adapted Physical Activity, Recreation, and Sport",Claudine Sherrill,"McGraw-Hill Humanities, Social Sciences & World Languages",2004,"Offering the most comprehensive coverage available and broadening the audience scope to include students majoring in exercise science or coaching who are preparing for nonteaching positions, this new edition features a lifespan, cross-disciplinary approach valuable for both teaching and non-teaching professionals. Adapted Physical Activity, Recreation, and Sport emphasizes attitude change, inclusion, and psychosocial perspectives for understanding individual differences.",Education,824,N/A,0,en
The Great Book of Philadelphia Sports Lists (Completely Revised and Updated Edition),"Glen Macnow, Big Daddy Graham",Running Press Adult,2019-10-29,"When it comes to sports talk, no city has more to say than Philadelphia. With their 2007 The Great Book of Philadelphia Sports Lists, WIP sports radio hosts Glen Macnow and Big Daddy Graham compiled dozens of sports lists to stir up dialog and debate within the buzzing Philadelphia sports community (and beyond). A lot has happened in Philly sports since 2007 -- the Phillies' 2008 World Series win; the Eagles' record-breaking 2017 season, now-famous Philly Special play, and Super Bowl LII victory over the Patriots; the Sixers' ""Trust the Process"" campaign; and, of course, Gritty -- so now Glen and Big Daddy are back with dozens of new lists to keep the conversation fresh, ranking things like: The most overrated and underrated players in Philly sports history The top 10 Philadelphia sports quotes The 10 worst Eagles draft picks ever The greatest duos in Philly sports history The 10 best sports movies set in Philadelphia The worst bosses in Philly sports history and much more!",Sports & Recreation,417,N/A,0,en
Sports & Recreation Fads,"Frank W. Hoffmann, William G. Bailey",Psychology Press,1991,"True to the spirit of the all-American athlete and our society's seemingly endless pursuit of and passion for leisure activities is Sports & Recreation Fads. This readable and fascinating reference book highlights some of the most notable as well as some long-forgotten pastimes and personalities. Sporting and recreation events have thrived in the United States for more than two centuries. Just about every sport and recreation embraced from Colonial America to the present has had its faddish aspects. The fascinating introduction provides a basic understanding of the importance of fads in the development of sports and recreation. </br> No book on sports fads would be complete without several chapters on baseball, and this exciting volume is no different--Hank Aaron's 715th home run, baseball card collecting, Mark “the Bird” Fidrych's shining season with the Detroit Tigers, Bo Jackson's double career, Jackie Robinson's success in breaking the color barrier, and Pete Rose's gambling troubles--a true slice of Americana, the best and the worst of our favorite pastime! From the controversial people and events in professional athletics--Mohammed Ali, Joe Namath, Mike Tyson, the “battle of the sexes” between Billie Jean King and Bobby Riggs, the “Black Sox Scandal,” and the Dallas Cowboys cheerleaders, to the heroes--Charles Atlas, Joe Louis, and Babe Ruth, Hoffmann and Bailey illustrate the often fickle and sometimes enduring interest that Americans have for sports figures and their games. This informative and entertaining book also examines our personal quest for fitness, our devotion to automobiling, and our love of games, including bridge, charades, crossword puzzles, Monopoly, Dungeons & Dragons, Scrabble, and Trivial Pursuit. Sports &Recreation Fads is a handy guide to our favorite leisure activities of the last 200 years.",Sports & Recreation,424,N/A,0,en
SportsWorld,Robert Lipsyte,Rutgers University Press,2018-06-01,"Tough and witty, SportsWorld is a well-known commentator’s overview of the most significant form of mass culture in America—sports. It’s a sweaty Oz that has grown in a century from a crucible for character to a complex of capitalism, a place where young people can find both self-fulfillment and cruel exploitation, where families can huddle in a sanctuary of entertainment and be force fed values and where cities and countries can be pillaged by greedy team owners and their paid-for politicians. But this book is not just a screed, it’s a guided visit with such heroes of sports as Muhammad Ali, Billie Jean King, Kareem Abdul-Jabbar, and Joe Namath, who the author knew well, and with some he met in passing, like Richard Nixon, who seemed never to have gotten over missing the cut in college varsity football, a major mark of manhood. We see how SportsWorld sensibilities help elect our politicians, judge our children, fight our wars, and oppress our minorities. And now featuring a new introduction by the author,SportsWorld is a book that will provide the foundation for understanding today’s world of sports and the time of Trump. In the America of 2017—where the SuperBowl is worth billions, athletes are penalized or forced out of sports for political and anti-racist activism, and Title IX is constantly questioned and undermined—Robert Lipsyte’s 1975 critique remains startlingly and intensely relevant.",Sports & Recreation,405,N/A,0,en
"Sport, Recreation and Tourism Event Management","Cheryl Mallen, Lorne Adams",Routledge,2010-08-31,"Sport, Recreation and Tourism Event Management encourages students to apply theoretical foundations as they “think through” the requirements for any specific event, enabling them to develop a knowledge strategy for event management that will guide them into this field. This book focuses specifically on the operational planning component and the role of the event manager as the planner and facilitator, providing theoretical foundations behind the activities for planning. Full of industry applications strengthening the featured theory, Sport, Recreation and Tourism Event Management is the essential book for anyone entering the event management field.",Business & Economics,268,N/A,0,en
"Nelson Sport, Lifestyle and Recreation 2e","Adrian Eussen, Felicity Fedele, Nick Liley, Vally Grego, Angelo Stasos, Kim Vandervelde",N/A,2015-09-17,"Meets the New South Wales Board of Studies Sport, Lifestyle and Recreation Content Endorsed Course Stage 6 Syllabus 2000 A colourful new edition covering the most popular 10 of 15 options Written by experienced Sport, Lifestyle and Recreation teachers Updated with links to relevant websites Links to videos showing correct procedures.",Health education,0,N/A,0,en
Leadership in Recreation and Leisure Services,"Timothy S. O'Connell, Brent Cuthbertson, Terilyn J. Goins",Human Kinetics,2018-10-30,"Leadership in Recreation and Leisure Services presents cutting-edge guidance and helps students apply their newfound knowledge as they prepare to enter the rapidly changing leisure services field. This text presents fresh insights on leadership from the most prominent voices in the field today. The contributors present a comprehensive look at modern leadership, identify the challenges future leaders will face, and reveal how future leaders can best prepare to meet those challenges. Leadership in Recreation and Leisure Services provides • a detailed look at the collaborative approach to leadership in leisure services that represents a new direction in the field; • insight into classical leadership as well as innovative and modern leadership theory and best practices; and • an understanding of the roles and functions students will fulfill as they enter the profession. The material, designed for undergraduate recreation and leisure services leadership courses, is presented in three parts. Part I explores personal leadership issues, including communication skills, negotiation strategies, and leadership styles. Part II delves into professional leadership, examining topics such as group dynamics, supervision practices, and team leadership. Part III explores organizational leadership, including internal and external leadership and professional development. The authors present new theories of leadership from research in the field of recreation and leisure. Several learning aids—including chapter-opening scenarios, key terms, glossary, references, and chapter-ending questions for reflection and discussion—appear throughout the text. In addition, each chapter features a Leisure Leaders sidebar that profiles a leader in the field who addresses preparation for the job, a peek at day-to-day work, and advice for aspiring leaders. And a Best Practices sidebar showcases an organization whose innovative leadership has led to positive organizational outcomes. Leadership in Recreation and Leisure Services helps students understand the range of leadership skills they need to develop for successful careers.",Sports & Recreation,320,N/A,0,en
HOUGHTON the Birthplace of Professional Hockey,William Sproule,N/A,2019-07,"The story of how a Canadian-born dentist and Houghton entrepreneur changed hockey by openly paying players to come to Michigan's Copper Country to play hockey. In the early days of hockey it was a game for amateurs, however there were rumors that some players were secretly paid. It was not until 1903 that Jack ""Doc"" Gibson and James R. Dee decided to recruit the best players from Canada and pay them to play for the Portage Lake (Houghton) hockey team. The team won the 1904 U.S. Championship and defeated a team from Montreal for what was billed as the World's Championship. Following this successful season, Gibson and Dee began promoting the idea of a professional hockey league and in December 1904 play began in the International Hockey League (IHL). The league had five teams - Calumet, Pittsburgh, Portage Lake, Sault Ste. Marie Michigan, and Sault Ste. Marie Ontario, and although the league lasted only three seasons it was the start of professional hockey.",,136,4.5,2,en
Aim for Industrial Sports & Recreation,,N/A,1948,N/A,Industrial recreation,540,N/A,0,en
Primitive and Pioneer Sports for Recreation Today,Bernard Sterling Mason,Omnigraphics,2000-01-01,N/A,Games,0,N/A,0,en
Catalog of Copyright Entries. Third Series,Library of Congress. Copyright Office,"Copyright Office, Library of Congress",1964,"Includes Part 1, Number 1: Books and Pamphlets, Including Serials and Contributions to Periodicals (January - June)",Copyright,1222,N/A,0,en
Sports Management and Administration,David C. Watt,Psychology Press,2003,"This text should provide knowledge for those working in the field of sports administration and development by outlining management principles and procedures, examining the various structures and organizations involved.",Electronic books,293,N/A,0,en
British Qualifications,Kogan Page,Kogan Page Publishers,2006,"The field of professional, academic and vocational qualifications is ever-changing. The new edition of this highly successful and practical guide provides thorough information on all developments. Fully indexed, it includes details on all university awards and over 200 career fields, their professional and accrediting bodies, levels of membership and qualifications.It acts as an one-stop guide for careers advisors, students and parents, and will also enable human resource managers to verify the qualifications of potential employees.",Business & Economics,1080,N/A,0,en
Campus Recreation,National Intramural-Recreational Sports Association (U.S.),N/A,2008,"In Campus Recreation: Essentials for the Professional, 29 contributing National Intramural-Recreational Sports Association (NIRSA) authors share their expertise on all facets of campus recreation, including foundational theories, programming, facilities, and management issues. Campus Recreation: Essentials for the Professional also features a CD-ROM that includes worksheets, forms, and checklists to help new professionals in their day-to-day responsibilities in recreation programming and administration. A glossary of terms helps readers to retain the important points of each chapter. In part I, readers learn about the philosophies and theories of student development and how recreation contributes to that development. They also explore the history of campus recreation and of NIRSA, which provides students and professionals with lifelong learning opportunities. Part II focuses on programming and facilities. Readers will discover how to plan, implement, and assess a variety of areas, including aquatics, intramural sports, sport clubs, instructional programs, outdoor recreation, and fitness and wellness. Readers will also become familiar with standard indoor and outdoor facility offerings and structures. In part III, readers explore more advanced functions that delve into managerial areas, including writing a business plan, carrying out a marketing plan, understanding risk management issues, and assessing programs. Part IV covers professional aspects of campus recreation, including ethical issues, sustainability, careers in campus recreation, and professional standards. With its expansive coverage, the expertise provided by the many NIRSA contributors, and its practical approach, Campus Recreation: Essentials for the Professional will help entry-level and preprofessionals prepare for a successful career in campus recreation.",Business & Economics,352,N/A,0,en
The Encyclopaedia Britannica,Hugh Chisholm,N/A,1911,N/A,Encyclopedias and dictionaries,1016,N/A,0,en
"Water-based Tourism, Sport, Leisure, and Recreation Experiences",Gayle Jennings,Routledge,2007,"Offers a unique insight into these growing areas of the tourism industry looking at their interaction, market profiles, advantages and their effects on the environment. Gayle Jennings, Griffith University, Australia.",Business & Economics,280,N/A,0,en
