Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Code,Charles Petzold,Microsoft Press,2022-08-02,"The classic guide to how computers work, updated with new chapters and interactive graphics ""For me, Code was a revelation. It was the first book about programming that spoke to me. It started with a story, and it built up, layer by layer, analogy by analogy, until I understood not just the Code, but the System. Code is a book that is as much about Systems Thinking and abstractions as it is about code and programming. Code teaches us how many unseen layers there are between the computer systems that we as users look at every day and the magical silicon rocks that we infused with lightning and taught to think."" - Scott Hanselman, Partner Program Director, Microsoft, and host of Hanselminutes Computers are everywhere, most obviously in our laptops and smartphones, but also our cars, televisions, microwave ovens, alarm clocks, robot vacuum cleaners, and other smart appliances. Have you ever wondered what goes on inside these devices to make our lives easier but occasionally more infuriating? For more than 20 years, readers have delighted in Charles Petzold's illuminating story of the secret inner life of computers, and now he has revised it for this new age of computing. Cleverly illustrated and easy to understand, this is the book that cracks the mystery. You'll discover what flashlights, black cats, seesaws, and the ride of Paul Revere can teach you about computing, and how human ingenuity and our compulsion to communicate have shaped every electronic device we use. This new expanded edition explores more deeply the bit-by-bit and gate-by-gate construction of the heart of every smart device, the central processing unit that combines the simplest of basic operations to perform the most complex of feats. Petzold's companion website, CodeHiddenLanguage.com, uses animated graphics of key circuits in the book to make computers even easier to comprehend. In addition to substantially revised and updated content, new chapters include: Chapter 18: Let's Build a Clock! Chapter 21: The Arithmetic Logic Unit Chapter 22: Registers and Busses Chapter 23: CPU Control Signals Chapter 24: Jumps, Loops, and Calls Chapter 28: The World Brain From the simple ticking of clocks to the worldwide hum of the internet, Code reveals the essence of the digital revolution.",Computers,563,N/A,0,en
"Computers, a Visual Encyclopedia",Sherry Kinkoph,Alpha Computer,1994,"For the user who wants more than just a definition, this book combines text and art to explain the inner workings of computers and software. Approximately 1,000 terms and hundreds of illustrations help educate the reader. It is a highly accessible encyclopedia, which the beginning or intermediate user can always use to retrieve information instantly.",Computers,396,N/A,0,en
Computers and Society,Ronald M. Baecker,N/A,2019,"Computers and Society explores the history and impact of modern technology on everyday human life, considering its benefits, drawbacks, and repercussions. Particular attention is paid to new developments in artificial intelligence and machine learning, and the issues that have arisen from our complex relationship with AI.",Computers,549,N/A,0,en
Computers and Office and Accounting Machines,,N/A,1983,N/A,Accounting machine industry,20,N/A,0,en
Humans Vs Computers,Gojko Adzic,Neuri Consulting Llp,2017-09,"Humans vs Computers is a book about people caught between wrong assumptions and computer bugs. You'll read about humans who are invisible to computers, how a default password once caused a zombie apocalypse and why airlines sometimes give away free tickets. This is also a book on how to prevent, avoid and reduce the impact of such problems. Our lives are increasingly tracked, monitored and categorised by software, driving a flood of information into the vast sea of big data. In this brave new world, humans can't cope with information overload. Governments and companies alike rely on computers to automatically detect fraud, predict behaviour and enforce laws. Inflexible automatons, barely smarter than a fridge, now make life-changing decisions. Clever marketing tricks us into believing that phones, TV sets and even cars are somehow smart. Yet all those computer systems were created by people - people who are well-meaning but fallible and biased, clever but forgetful, and who have grand plans but are pressed for time. Digitising a piece of work doesn't mean there will be no mistakes, but instead guarantees that when mistakes happen, they'll run at a massive scale. The next time you bang your head against a digital wall, the stories in this book will help you understand better what's going on and show you where to look for problems. If nothing else, when it seems as if you're under a black-magic spell, these stories will at least allow you to see the lighter side of the binary chaos. For people involved in software delivery, this book will help you find more empathy for people suffering from our mistakes, and discover heuristics to use during analysis, development or testing to make your software less error prone. About the author Gojko Adzic is a partner at Neuri Consulting LLP, winner of the 2016 European Software Testing Outstanding Achievement Award, and the 2011 Most Influential Agile Testing Professional Award. Gojko's book Specification by Example won the Jolt Award for the best book of 2012, and his blog won the UK Agile Award for the best online publication in 2010. Gojko is a frequent keynote speaker at leading software development conferences and one of the authors of MindMup and Claudia.js. As a consultant, Gojko has helped companies around the world improve their software delivery, from some of the largest financial institutions to small innovative startups.",,222,N/A,0,en
How Computers Work,Ron White,Pearson Education,2015,"Take a trip through the neural pathways and vital organs of your personal computer with the newest edition of this long-standing bestseller. Glorious full color illustrations make even the most complex subjects easy to understand. Follow PC/Computing senior editor and computer expert Ron White as he shows you the cutting edge technologies, including the Internet, multimedia sound and video, Pentium processors, local bus architecture, Plug and Play, CD-ROM, digital cameras, color printing, and more in new chapters on the hottest, and coolest, PC components.",Computers,383,5,1,en
Emmy in the Key of Code,Aimee Lucido,Versify,2019,Sixth-grader Emmy tries to find her place in a new school and to figure out how she can create her own kind of music using a computer.,Juvenile Fiction,417,N/A,0,en
"Computers in Our World, Today and Tomorrow","Sandy Hintz, Martin Hintz",Franklin Watts,1983-01-01,"Describes the roles of computers, now and in the future, in the spheres of medicine, business and government, law enforcement, science and technology, entertainment, education, and the home. Includes a glossary of terms.",Computers,89,N/A,0,en
The Business Value of Computers,Paul A. Strassmann,Information Economics Press,1990,"The book addresses the practical needs of executives responsible for planning, budgeting & justifying information technology expenditures. Written by the former chief information executive (1956-1978) & vice president of strategic planning (1978-1985), author of the widely acclaimed & translated INFORMATION PAYOFF - THE TRANSFORMATION OF WORK IN THE ELECTRONIC AGE (Free Press, 1985), lecturer & university professor. Reviews: ""A New Bible for Management Information Systems. An eminently readable book made more so by a playful sense of humor"" -Information Week-; ""Strips away obfuscation that has concealed the real value of computers."" (The Financial Post); ""A true path to the Holy Grail of business value."" (Computer Weekly); ""Some surprising answers to familiar questions cast new light on investing profitably in computer hardware & software."" (The Conference Board); ""All those either transfixed or baffled by the powers & potential of computers would do well to heed Strassmann's advice."" (Daily Telegraph); ""Measuring managerial productivity is the key to knowing how to invest in information technology. Strassmann's new book sets out the results of his research in detail. His argument comes through clearly."" (The Financial Times).",Business & Economics,558,4,1,en
How Computers Really Work,Matthew Justice,No Starch Press,2020-12-29,"An approachable, hands-on guide to understanding how computers work, from low-level circuits to high-level code. How Computers Really Work is a hands-on guide to the computing ecosystem: everything from circuits to memory and clock signals, machine code, programming languages, operating systems, and the internet. But you won't just read about these concepts, you'll test your knowledge with exercises, and practice what you learn with 41 optional hands-on projects. Build digital circuits, craft a guessing game, convert decimal numbers to binary, examine virtual memory usage, run your own web server, and more. Explore concepts like how to: Think like a software engineer as you use data to describe a real world concept Use Ohm's and Kirchhoff's laws to analyze an electrical circuit Think like a computer as you practice binary addition and execute a program in your mind, step-by-step The book's projects will have you translate your learning into action, as you: Learn how to use a multimeter to measure resistance, current, and voltage Build a half adder to see how logical operations in hardware can be combined to perform useful functions Write a program in assembly language, then examine the resulting machine code Learn to use a debugger, disassemble code, and hack a program to change its behavior without changing the source code Use a port scanner to see which internet ports your computer has open Run your own server and get a solid crash course on how the web works And since a picture is worth a thousand bytes, chapters are filled with detailed diagrams and illustrations to help clarify technical complexities. Requirements: The projects require a variety of hardware - electronics projects need a breadboard, power supply, and various circuit components; software projects are performed on a Raspberry Pi. Appendix B contains a complete list. Even if you skip the projects, the book's major concepts are clearly presented in the main text.",Computers,394,N/A,0,en
FUNDAMENTALS OF COMPUTER,NARAYAN CHANGDER,CHANGDER OUTLINE,2023-04-08,"THE FUNDAMENTALS OF COMPUTER MCQ (MULTIPLE CHOICE QUESTIONS) SERVES AS A VALUABLE RESOURCE FOR INDIVIDUALS AIMING TO DEEPEN THEIR UNDERSTANDING OF VARIOUS COMPETITIVE EXAMS, CLASS TESTS, QUIZ COMPETITIONS, AND SIMILAR ASSESSMENTS. WITH ITS EXTENSIVE COLLECTION OF MCQS, THIS BOOK EMPOWERS YOU TO ASSESS YOUR GRASP OF THE SUBJECT MATTER AND YOUR PROFICIENCY LEVEL. BY ENGAGING WITH THESE MULTIPLE-CHOICE QUESTIONS, YOU CAN IMPROVE YOUR KNOWLEDGE OF THE SUBJECT, IDENTIFY AREAS FOR IMPROVEMENT, AND LAY A SOLID FOUNDATION. DIVE INTO THE FUNDAMENTALS OF COMPUTER MCQ TO EXPAND YOUR FUNDAMENTALS OF COMPUTER KNOWLEDGE AND EXCEL IN QUIZ COMPETITIONS, ACADEMIC STUDIES, OR PROFESSIONAL ENDEAVORS. THE ANSWERS TO THE QUESTIONS ARE PROVIDED AT THE END OF EACH PAGE, MAKING IT EASY FOR PARTICIPANTS TO VERIFY THEIR ANSWERS AND PREPARE EFFECTIVELY.",Games & Activities,1239,N/A,0,en
The Computer Book,"Simson L. Garfinkel, Rachel H. Grunspan",Union Square & Company,2018,"With 250 illustrated landmark inventions, publications, and events--encompassing everything from ancient record-keeping devices to the latest technologies--this highly topical addition to the Sterling Milestones series takes a chronological journey through the history and future of computer science. The topics include the first spam message, Isaac Asimov's laws of robotics, early programming languages and operating systems such as BASIC and UNIX, the microcomputer revolution, hacking, virtual reality, and more.",Calculators,0,N/A,0,en
Computers and Translation,H. L. Somers,John Benjamins Publishing,2003-01-01,"Designed for translators and other professional linguists, this work attempts to clarify, explain and exemplify the impact that computers have had and are having on their profession. The book concerns machine translation, computer-aided translation and the future of translation and the computer.",Language Arts & Disciplines,374,N/A,0,en
Philosophy of Computer Science,William J. Rapaport,John Wiley & Sons,2023-03-21,"A unique resource exploring the nature of computers and computing, and their relationships to the world. Philosophy of Computer Science is a university-level textbook designed to guide readers through an array of topics at the intersection of philosophy and computer science. Accessible to students from either discipline, or complete beginners to both, the text brings readers up to speed on a conversation about these issues, so that they can read the literature for themselves, form their own reasoned opinions, and become part of the conversation by contributing their own views. Written by a highly qualified author in the field, the book looks at some of the central questions in the philosophy of computer science, including: What is philosophy? (for readers who might be unfamiliar with it) What is computer science and its relationship to science and to engineering? What are computers, computing, algorithms, and programs?(Includes a line-by-line reading of portions of Turing’s classic 1936 paper that introduced Turing Machines, as well as discussion of the Church-Turing Computability Thesis and hypercomputation challenges to it) How do computers and computation relate to the physical world? What is artificial intelligence, and should we build AIs? Should we trust decisions made by computers? A companion website contains annotated suggestions for further reading and an instructor’s manual. Philosophy of Computer Science is a must-have for philosophy students, computer scientists, and general readers who want to think philosophically about computer science.",Philosophy,534,N/A,0,en
Superfast Computer Course,Mrinal Talukdar,Prabhat Prakashan,2016-01-01,"Dive into the world of technology and master the art of computing with ""Superfast Computer Course"" by Mrinal Talukdar. Whether you're a beginner looking to develop basic skills or an advanced user seeking to enhance your knowledge, this comprehensive guide has everything you need to become proficient in computing. Embark on a journey of learning and discovery as Mrinal Talukdar takes you through the fundamentals of computer science with clarity and precision. From understanding the basics of hardware and software to mastering essential productivity tools and programming languages, this course covers all the essential concepts and techniques you need to know to excel in the digital age. Throughout ""Superfast Computer Course,"" readers will encounter a wealth of practical exercises, real-world examples, and hands-on projects designed to reinforce learning and foster skill development. Whether you're learning to navigate the Windows operating system, mastering Microsoft Office applications, or delving into the world of coding and programming, this course offers a dynamic and engaging learning experience for users of all levels. Character analysis extends beyond individual personas to encompass the collective human spirit of curiosity and growth, as readers embark on a journey of self-improvement and skill development. Through Talukdar's expert guidance and encouragement, learners are empowered to overcome challenges, embrace new technologies, and unlock their full potential in the digital realm. The overall tone and mood of ""Superfast Computer Course"" are one of empowerment and excitement, as readers embark on a transformative journey of learning and discovery. With its practical approach and user-friendly format, this course offers a dynamic and engaging learning experience that will inspire and motivate learners to achieve their goals in the world of computing. While critical reception may vary, one thing remains clear: ""Superfast Computer Course"" has been praised for its accessibility, comprehensiveness, and effectiveness in helping users develop essential computing skills. With its practical exercises and real-world applications, this course offers a valuable resource for anyone seeking to thrive in today's digital landscape. As you delve into the pages of ""Superfast Computer Course"" by Mrinal Talukdar, you'll discover a wealth of knowledge and practical skills that will empower you to navigate the complexities of the digital world with confidence and ease. Whether you're a student, professional, or lifelong learner, this course offers a valuable resource for mastering the fundamentals of computing and unlocking your full potential in the digital age. Don't miss your chance to embark on a transformative journey of learning and discovery with ""Superfast Computer Course"" by Mrinal Talukdar. Let this comprehensive guide be your roadmap to success in the world of computing, and take the first step towards mastering essential skills that will empower you to thrive in today's technology-driven world. Grab your copy now and embark on a journey of digital empowerment and skill development.",Study Aids,662,N/A,0,en
Computer Programming and IT,"Ashok N. Kamthane, Raj Kamal",Pearson Education India,2012,"Computer Programming and IT is a student-friendly, practical and example-driven book that gives students a solid foundation in the basics of computer programming and information technology. The contents have been designed to correspond with the requirements of courses in computer programming and IT. A rich collection of solved examples makes this book indispensable for students.",C (Computer program language),526,5,2,en
Computer Literature Bibliography: 1946-1963,W. W. Youden,N/A,1965,N/A,Computer science,478,N/A,0,en
Computer Fundamentals (SEC) Common to All,"Dr. Swati Agarwal, Harshit Agarwal",Thakur Publicatoin Private Limited,2024-02-08,ALL UNDERGRADUATE COURSES FIRST SEMESTER [SKILL ENHANCEMENT COURSE] Three/Four Year Undergraduate Programme. Published By Thakur Publication.,Education,224,N/A,0,en
RUDIMENTS OF COMPUTER SCIENCE,JOYRUP BHATTACHARYA,Academic Publishers,N/A,N/A,Education,520,5,2,en
A Natural Introduction to Computer Programming with C++,Kari Laitinen,Trafford Publishing,2003-02,"Computer programming means that you make those machines operate so that they can perform various useful activities for you and others. The skills of computer programming are very important in our present world, and these skills are likely to become even more important in the future. On the pages of this book, the reader is introduced in a natural way to the world of computer programming. The reader does not require any previous knowledge of the subject. The basic operating principles of computers are taught before the actual studies of computer programming begin. All the examples of computer programs are written so that the reader encounters a lot of natural-language expressions instead of the traditional abbreviations of the computer world. This approach aims to make learning easier. The pages of the book are designed to maximize readability and understandability. Examples of computer programs are presented in easy-to-read graphical descriptions. Because the pages of the book are large, example programs can be presented in more reader-friendly way than in traditional programming books. In addition, pages are written so that the reader does not need to turn them unnecessarily. This book uses a programming language called C++ (pronounced ""see plus plus"") to teach computer programming. C++ is suitable for beginners in the field of computer programming because with C++ it is possible to make simple programs, and build a solid understanding of the basics of computing and programming. Plenty of programming exercises are included in the book. The reader can work with the exercises by using free programming tools on a personal computer. The book explains how to download the free programming tools from the Internet. This book is a new kind of book to learn computer programming. Making things clear and eliminating risks for misunderstanding have been primary concerns in the design of the book. Because in some ways the book is less mathematical than other programming books, some experienced computer programmers may hesitate to use it. However, for a beginner in the field of computer programming, this book offers a possibility to make learning easier. Also more experienced people can benefit from the book if they are prepared to discard the traditional abbreviations in computer programs, and follow the programming style that is advocated in the book.",C++ (Computer program language),638,N/A,0,en
Computer Programming,J.B. Dixit,Firewall Media,2007,N/A,Computer programming,556,N/A,0,en
Artificial Unintelligence,Meredith Broussard,MIT Press,2019-01-29,"A guide to understanding the inner workings and outer limits of technology and why we should never assume that computers always get it right. In Artificial Unintelligence, Meredith Broussard argues that our collective enthusiasm for applying computer technology to every aspect of life has resulted in a tremendous amount of poorly designed systems. We are so eager to do everything digitally—hiring, driving, paying bills, even choosing romantic partners—that we have stopped demanding that our technology actually work. Broussard, a software developer and journalist, reminds us that there are fundamental limits to what we can (and should) do with technology. With this book, she offers a guide to understanding the inner workings and outer limits of technology—and issues a warning that we should never assume that computers always get things right. Making a case against technochauvinism—the belief that technology is always the solution—Broussard argues that it's just not true that social problems would inevitably retreat before a digitally enabled Utopia. To prove her point, she undertakes a series of adventures in computer programming. She goes for an alarming ride in a driverless car, concluding “the cyborg future is not coming any time soon”; uses artificial intelligence to investigate why students can't pass standardized tests; deploys machine learning to predict which passengers survived the Titanic disaster; and attempts to repair the U.S. campaign finance system by building AI software. If we understand the limits of what we can do with technology, Broussard tells us, we can make better choices about what we should do with it to make the world better for everyone.",Computers,247,N/A,0,en
Computer Literature Bibliography: 1964-1967,W. W. Youden,N/A,1965,N/A,Computers,392,N/A,0,en
Safety of Computer Architectures,Jean-Louis Boulanger,John Wiley & Sons,2013-01-09,"It is currently quite easy for students or designers/engineers to find very general books on the various aspects of safety, reliability and dependability of computer system architectures, and partial treatments of the elements that comprise an effective system architecture. It is not so easy to find a single source reference for all these aspects of system design. However, the purpose of this book is to present, in a single volume, a full description of all the constraints (including legal contexts around performance, reliability norms, etc.) and examples of architectures from various fields of application, including: railways, aeronautics, space, automobile and industrial automation. The content of the book is drawn from the experience of numerous people who are deeply immersed in the design and delivery (from conception to test and validation), safety (analysis of safety: FMEA, HA, etc.) and evaluation of critical systems. The involvement of real world industrial applications is handled in such as a way as to avoid problems of confidentiality, and thus allows for the inclusion of new, useful information (photos, architecture plans/schematics, real examples).",Computers,371,N/A,0,en
Education at a Glance 2001 OECD Indicators,OECD,OECD Publishing,2001-06-13,"This 2001 edition of Education at a Glance - OECD Indicators provides information on the human and financial resources invested in education, on how education and learning systems operate and evolve, and on the returns to educational investments.",,405,N/A,0,en
Essential Computer and it Fundamentals for Engineering And S,N.B.Venkateswarlu,S. Chand Publishing,N/A,Essential Computer and it Fundamentals for Engineering And S,Computers,897,N/A,0,en
Management Information System,Hitesh Gupta,HITESH GUPTA,2011,N/A,Management information systems,442,4.5,4,en
Computers Ahead Cbse Class Ix,Rajiv Mathur,Orient Blackswan,2004,"Computersahead Is A Series Of 8 Books Recommended For Use By Students In Classes 3 To 10. It Offers A Learning-Based Hands On Approach To The Subject.Here Are Some Salient Features Of The Books Meant For Classes Ix And X.More In-Depth Treatment As Compared To Other Books. While The Books Are Based On The Cbse Syllabus, The Author Has Not Hesitated To Go A Little Beyond, Wherever Necessary, To Achieve Completeness. For Example, A Chapter On Queries, Reports And Forms (Chapter 5; Class X) Has Been Added In The Database Section To Enable Students To Retrieve Meaningful Information From A Database.The Books Focus On Practical Applications And Skills Rather Than On Theoretical Knowledge. That Is, They Have A Beyond-The-Classroom Approach."" Lab Work Offers Interesting Exercises For Practical Learning As Well As Understanding And Reinforces The Concepts. It Also Provides On Overview On Tackling Day-To-Day Work And Business Situations."" The Special Chapter On It Applications Gives The Learner A Taste Of Real-Life, Practical Learning. The Projects Are Dealt With In Greater Detail Than In Other Books.The Material Is Presented In A Step-By-Step, Self-Learning Tutorial Format With Real Screen Captures, To Ease The Learning Process. The Real Life Screen Captures Enables The Students To Go Through The Book Even When Offline.There Are A Sufficient Number Of Exercises Based On The Cbse Pattern, To Reinforce Concepts And Give Examination Orientation. Sample Question Papers At The End Of The Class X Book Can Be Used For Self-Assessment Before The Exams.The Important Points Are Summarized At The End Of Each Chapter.Practical Applications Are Explained And Illustrated With The Help Of Figures, Diagrams, Tables And Schematic Representation, Which Are Student Friendly As Well As Interesting. They Aid In Faster And Easier Grasping Of The Concepts.",,324,N/A,0,en
Computer Science with Python,"Reeta Sahoo, Gagan Sahoo",New Saraswati House India Pvt Ltd,N/A,A series of Book of Computers . The ebook version does not contain CD.,Computers,458,N/A,0,en
Seeing the Past with Computers,"Kevin Kee, Timothy J Compeau",University of Michigan Press,2019-01-24,"Recent developments in computer technology are providing historians with new ways to see—and seek to hear, touch, or smell—traces of the past. Place-based augmented reality applications are an increasingly common feature at heritage sites and museums, allowing historians to create immersive, multifaceted learning experiences. Now that computer vision can be directed at the past, research involving thousands of images can recreate lost or destroyed objects or environments, and discern patterns in vast datasets that could not be perceived by the naked eye. Seeing the Past with Computers is a collection of twelve thought-pieces on the current and potential uses of augmented reality and computer vision in historical research, teaching, and presentation. The experts gathered here reflect upon their experiences working with new technologies, share their ideas for best practices, and assess the implications of—and imagine future possibilities for—new methods of historical study. Among the experimental topics they explore are the use of augmented reality that empowers students to challenge the presentation of historical material in their textbooks; the application of seeing computers to unlock unusual cultural knowledge, such as the secrets of vaudevillian stage magic; hacking facial recognition technology to reveal victims of racism in a century-old Australian archive; and rebuilding the soundscape of an Iron Age village with aural augmented reality. This volume is a valuable resource for scholars and students of history and the digital humanities more broadly. It will inspire them to apply innovative methods to open new paths for conducting and sharing their own research.",Computers,255,N/A,0,en
ANALYTIC ABILITY AND DIGITAL AWARENESS,"Dr. Robins Rastogi, Rohit Pal",Thakur Publication Private Limited,2024-06-01,"Read e-Book of ""ANALYTIC ABILITY AND DIGITAL AWARENESS"" (English Book) for B.A. 5th Semester for all UP State Universities Common Minimum Syllabus as per NEP.",Education,263,N/A,0,en
Scholar's Invitation To Computer Science 1,Ashok Arora,Scholar Publishing House,N/A,N/A,,44,N/A,0,en
Computer Organization and Design,"David A. Patterson, John L. Hennessy",Elsevier,2012,"Rev. ed. of: Computer organization and design / John L. Hennessy, David A. Patterson. 1998.",Computers,920,3.5,3,en
Comprehensive Guide to SBI Bank PO Preliminary & Main Exam with 5 Online Tests (9th Edition),Disha Experts,Disha Publications,2020-02-04,N/A,,893,N/A,0,en
PHYSICAL CHEMISTRY,R.C. SARASWAT,Ram Prasad Publications(R.P.H.),N/A,CONTENTS 1. MATHEMATICAL CONCEPTS 2. COMPUTERS 3. GASEOUS STATE 4. LIQUID STATE 5. COLLOIDAL STATE 6. SOLID STATE 7. CHEMICAL KINETICS 8. CATALYSIS,Science,178,N/A,0,en
Study Package for Indian Navy Senior Secondary Recruitment (SSR) Exam 2020,Disha Experts,Disha Publications,2019-12-04,N/A,,465,N/A,0,en
Computer Contribution Act of 1983,United States. Congress. House. Committee on Ways and Means. Subcommittee on Select Revenue Measures,N/A,1984,N/A,Computer-assisted instruction,122,N/A,0,en
Computer Graphics and CAD,"C.S. Verma, Rajesh Purohit, Koyel Datta Gupta, Harsha Verma",CRC Press,2024-08-02,"This book discusses the fundamental concepts shaping modern design and visualization definition through Computer Graphics and the intricacies of CAD modelling practices. From 3D object representation to surface modelling and solid techniques, subsequent chapters offer a comprehensive exploration of advanced topics essential for geometric modelling. With a focus on industry applications and practical examples, readers acquire the skills needed to navigate the complexities of animation systems and finite element analysis, ensuring a holistic understanding of CAD and Computer Graphics. Whether you're a novice or seasoned professional, this guide provides a rich blend of theory and practice, accompanied by a wealth of solved and unsolved problems for hands-on learning. Print edition not for sale in South Asia (India, Sri Lanka, Nepal, Bangladesh, Pakistan or Bhutan)",Computers,399,N/A,0,en
Concepts of Computer Science,Sanjeev Thakur,Rudra Publications,N/A,"Computer Science is the basic need of every organization to find out where it stands. it is a very important subject of students and every person involved in it has prescribed set of tasks. A major goal of this book “Concepts of Computer Science” is not just to explain fundamental theories and concept of computer science discipline, but to help students apply those theories and concepts to their IT lives and work lives. This book is a modest attempt to give exposure of concepts of computer science. This book has been written for the students of Class 1 to Graduation. All the new features included and extensive revision done, we feverishly hope that the book would appeal to the students , the teachers and all the interested reader. All the suggestions and feedbacks are welcomed to further improve the quality of the content to achieve the objective of presenting this book.",Computers,195,5,1,en
Study Package for Indian Air Force Airmen Group Y (Non-Technical Trades) Exam with 3 Online Sets,Disha Experts,Disha Publications,2019-08-12,N/A,,357,5,1,en
Computer Technology for Kids 1 Tm,,"Rex Bookstore, Inc.",N/A,N/A,,84,N/A,0,en
