Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
The Emergence of Professional Social Science,Thomas L. Haskell,Johns Hopkins University Press,2001-01-03,"The history of the rise of ""social science."" Thomas L. Haskell's The Emergence of Professional Social Science signaled the beginning of his distinguished career as a historian of ideas and critic of historical logic. His first book, now available in this paperback edition with a new preface by the author, explores the background and premises of the American Social Science Association (ASSA)—the first American group dedicated to the ""scientific"" study of humanity and society. Haskell thus helps us to understand a sea change in American intellectual life—the rise of this thing called ""social science,"" the power and implications of the new trend toward secular professionalism, and, ultimately, how it happened that commonsense modes of explanation in terms of conscious choices by individuals came to be overshadowed by a mode of explanation that systematically construes people as creatures of circumstance. How, Haskell asks in his conclusion, did the development of modern society alter ""the way we explain human affairs and conceive of man?"" This edition includes a new appendix, listing all articles appearing in the Journal of Social Science from 1869 to 1901.",Science,0,N/A,0,en
Readings in the Philosophy of Social Science,"Michael Martin, Lee C. McIntyre",MIT Press,1994,the first comprehensive anthology in the philosophy of social science to appear since the late 1960s,History,818,5,1,en
Social Science for What?,Alice O'Connor,Russell Sage Foundation,2007-04-02,"Much like today, the early twentieth century was a period of rising economic inequality and political polarization in America. But it was also an era of progressive reform—a time when the Russell Sage Foundation and other philanthropic organizations were established to promote social science as a way to solve the crises of industrial capitalism. In Social Science for What? Alice O'Connor relates the history of philanthropic social science, exploring its successes and challenges over the years, and asking how these foundations might continue to promote progressive social change in our own politically divided era. The philanthropic foundations established in the early 1900s focused on research which, while intended to be objective, was also politically engaged. In addition to funding social science research, in its early years the Russell Sage Foundation also supported social work and advocated reforms on issues from child welfare to predatory lending. This reformist agenda shaped the foundation's research priorities and methods. The Foundation's landmark Pittsburgh Survey of wage labor, conducted in 1907-1908, involved not only social scientists but leaders of charities, social workers, and progressive activists, and was designed not simply to answer empirical questions, but to reframe the public discourse about industrial labor. After World War II, many philanthropic foundations disengaged from political struggles and shifted their funding toward more value-neutral, academic social inquiry, in the belief that disinterested research would yield more effective public policies. Consequently, these foundations were caught off guard in the 1970s and 1980s by the emergence of a network of right-wing foundations, which was successful in promoting an openly ideological agenda. In order to counter the political in-roads made by conservative organizations, O'Connor argues that progressive philanthropic research foundations should look to the example of their founders. While continuing to support the social science research that has contributed so much to American society over the past 100 years, they should be more direct about the values that motivate their research. In this way, they will help foster a more democratic dialogue on important social issues by using empirical knowledge to engage fundamentally ethical concerns about rising inequality. O'Connor's message is timely: public-interest social science faces unprecedented challenges in this era of cultural warfare, as both liberalism and science itself have come under assault. Social Science for What? is a thought-provoking critique of the role of social science in improving society and an indispensable guide to how progressives can reassert their voice in the national political debate. A Volume in the Russell Sage Foundation's Centennial Series",Social Science,193,N/A,0,en
Social Science Concepts and Measurement,Gary Goertz,Princeton University Press,2020-09-29,"Revised edition of the author's Social science concepts, c2006.",Political Science,336,N/A,0,en
Metatheory in Social Science,"Donald Winslow Fiske, Richard A. Shweder",University of Chicago Press,1986-03-15,"What is the nature of the social sciences? What kinds of knowledge can they—and should they—hope to create? Are objective viewpoints possible and can universal laws be discovered? Questions like these have been asked with increasing urgency in recent years, as some philosophers and researchers have perceived a ""crisis"" in the social sciences. Metatheory in Social Science offers many provocative arguments and analyses of basic conceptual frameworks for the study of human behavior. These are offered primarily by practicing researchers and are related to problems in disciplines as diverse as sociology, psychology, psychiatry, anthropology, and philosophy of science. While various points of view are expressed in these nineteen essays, they have in common several themes, including the comparison of social and natural science, the role of knowledge in meeting the demands of society and its pressing problems, and the nature and role of subjectivity in science. Some authors hold that subjectivity cannot be studied scientifically; others argue that it can and must be if progress in knowledge is to be made. The essays demonstrate the philosophical pluralism they discuss and give a wide range of alternative positions on the future of the social and behavioral sciences in a postpositivist intellectual world.",Social Science,400,N/A,0,en
Social Science Research,Anol Bhattacherjee,CreateSpace,2012-04-01,"This book is designed to introduce doctoral and graduate students to the process of conducting scientific research in the social sciences, business, education, public health, and related disciplines. It is a one-stop, comprehensive, and compact source for foundational concepts in behavioral research, and can serve as a stand-alone text or as a supplement to research readings in any doctoral seminar or research methods class. This book is currently used as a research text at universities on six continents and will shortly be available in nine different languages.",Science,156,N/A,0,en
Social Science in the Crucible,Mark C. Smith,Duke University Press,1994,"The 1920s and 30s were key decades for the history of American social science. The success of such quantitative disciplines as economics and psychology during World War I forced social scientists to reexamine their methods and practices and to consider recasting their field as a more objective science separated from its historical foundation in social reform. The debate that ensued, fiercely conducted in books, articles, correspondence, and even presidential addresses, made its way into every aspect of social science thought of the period and is the subject of this book. Mark C. Smith first provides a historical overview of the controversy over the nature and future of the social sciences in early twentieth-century America and, then through a series of intellectual biographies, offers an intensive study of the work and lives of major figures who participated in this debate. Using an extensive range of materials, from published sources to manuscript collections, Smith examines ""objectivists""--economist Wesley Mitchell and political scientist Charles Merriam--and the more ""purposive thinkers""--historian Charles Beard, sociologist Robert Lynd, and political scientist and neo-Freudian Harold Lasswell. He shows how the debate over objectivity and social purpose was central to their professional and personal lives as well as to an understanding of American social science between the two world wars. These biographies bring to vivid life a contentious moment in American intellectual history and reveal its significance in the shaping of social science in this country.",History,366,N/A,0,en
How Social Science Got Better,Matt Grossmann,Oxford University Press,2021-08-06,"It seems like most of what we read about the academic social sciences in the mainstream media is negative. The field is facing mounting criticism, as canonical studies fail to replicate, questionable research practices abound, and researcher social and political biases come under fire. In response to these criticisms, Matt Grossmann, in How Social Science Got Better, provides a robust defense of the current state of the social sciences. Applying insights from the philosophy, history, and sociology of science and providing new data on research trends and scholarly views, he argues that, far from crisis, social science is undergoing an unparalleled renaissance of ever-broader understanding and application. According to Grossmann, social science research today has never been more relevant, rigorous, or self-reflective because scholars have a much better idea of their blind spots and biases. He highlights how scholars now closely analyze the impact of racial, gender, geographic, methodological, political, and ideological differences on research questions; how the incentives of academia influence our research practices; and how universal human desires to avoid uncomfortable truths and easily solve problems affect our conclusions. Though misaligned incentive structures of course remain, a messy, collective deliberation across the research community has shifted us into an unprecedented age of theoretical diversity, open and connected data, and public scholarship. Grossmann's wide-ranging account of current trends will necessarily force the academy's many critics to rethink their lazy critiques and instead acknowledge the path-breaking advances occurring in the social sciences today.",Social Science,353,N/A,0,en
Social Science,David C. Colander,Taylor & Francis,2016-09-13,"Social Science: An Introduction to the Study of Society 16e approaches social science from a common-sense perspective, rather than from a conventional social science angle. Readers will see how seemingly diverse disciplines intermingle – anthropology and economics, for example. The goal of the book is to teach students critical thought and problem solving skills that will allow them to approach social issues in an unbiased manner. New to this edition are significant updates on: Race and the police More comparison/contrasts of deviance and criminality Alternative pathways in criminal justice new technology such as self-driving cars Gay marriage American political dynasties Refugee and immigration issues in Europe & globally American political dynasties China’s growing power New trade initiatives ""States"" in the Middle East Nuclear arms control​ Expanded web-based ancillaries for students and teachers",Social Science,490,N/A,0,en
Real Social Science,"Bent Flyvbjerg, Todd Landman, Sanford Schram",Cambridge University Press,2012-04-19,"A new, hands-on approach to social inquiry for social scientists who wish to make a difference to policy and practice.",Philosophy,321,N/A,0,en
Risk in Social Science,"Peter Taylor-Gooby, Jens O. Zinn",OUP Oxford,2006-10-05,"This book is designed as an introduction to recent social science work on risk and is intended primarily for students in sociology, social psychology, and psychology, although it will also be useful for those studying political science, government, public policy, and economics. It is written by leading experts actively involved in research in the field.",Social Science,307,N/A,0,en
The Logic of Social Science,James Mahoney,Princeton University Press,2021-08-17,"""Mahoney's starting point is the problem of essentialism in social science. Essentialism--the belief that the members of a category possess hidden properties (""essences"") that make them members of the category and that endow them with a certain nature--is appropriate for scientific categories (""atoms"", for instance) but not for human ones (""revolutions,"" for instance). Despite this, much social science research takes place from within an essentialist orientation; those who reject this assumption goes so far in the other direction as to reject the idea of an external reality, independent of human beings, altogether. Mahoney proposes an alternative approach that aspires to bridge this enduring rift in the social sciences between those who take a scientific approach and assume that social science categories correspond to external reality (and thus believe that the methods used in the natural sciences are generally appropriate for the social sciences) and those who take a constructivist approach and believe that because the categories used to understand the social world are humanly-constructed, they cannot possibly follow the science of the natural world. As the name suggests, scientific constructivism brings in aspects of both views and attempts to unite them. Drawing from cognitive science, it focuses on using the rational parts of our brain machinery to overcome the limitations and deeply seated biases (such as essentialism) of our evolved minds. Specifically, Mahoney puts forth a ""set-theoretic analysis"" that focuses on ""sets"" of categories as they exist in the mind that are also subject to the mathematical logic of set-theory. He spends the first four chapters of the book establishing the foundations and methods for set-theoretic analysis, the next four chapters looking and how this analysis fits with the existing tools of social science, and the final four chapters focusing on how this approach can be used to study and understand cases""--",Political Science,410,N/A,0,en
Science and Social Science,Malcolm Williams,Routledge,2012-10-02,"Is social science really a science at all, and if so in what sense? This is the first question that any course on the philosophy of the social sciences must tackle. In this brief introduction, Malcolm Williams gives students the grounding that will enable them to discuss the issues involved with confidence. He looks at: * The historical development of natural science and its distinctive methodology * the case in favour of an objective science of the social which follows the same rules * The arguments of social constructionists, interpretative sociologists and others against objectivity and even science itself * recent developments in natural science - for instance the rise of complexity theory and the increased questioning of positivism - which bring it closer to some of the key arguments of social science. Throughout, the book is illustrated with short clear examples taken from the actual practice of social science research and from popular works of natural science which will illuminate the debate for all students whatever their background.",Social Science,184,N/A,0,en
American Legal Realism and Empirical Social Science,John Henry Schlegel,Univ of North Carolina Press,2000-11-09,"John Henry Schlegel recovers a largely ignored aspect of American Legal Realism, a movement in legal thought in the 1920s and 1930s that sought to bring the modern notion of empirical science into the study and teaching of law. In this book, he explores individual Realist scholars' efforts to challenge the received notion that the study of law was primarily a matter of learning rules and how to manipulate them. He argues that empirical research was integral to Legal Realism, and he explores why this kind of research did not, finally, become a part of American law school curricula. Schlegel reviews the work of several prominent Realists but concentrates on the writings of Walter Wheeler Cook, Underhill Moore, and Charles E. Clark. He reveals how their interest in empirical research was a product of their personal and professional circumstances and demonstrates the influence of John Dewey's ideas on the expression of that interest. According to Schlegel, competing understandings of the role of empirical inquiry contributed to the slow decline of this kind of research by professors of law. Originally published in 1995. A UNC Press Enduring Edition -- UNC Press Enduring Editions use the latest in digital technology to make available again books from our distinguished backlist that were previously out of print. These editions are published unaltered from the original, and are presented in affordable paperback formats, bringing readers both historical and cultural value.",History,433,N/A,0,en
Social Science,Gerard Delanty,U of Minnesota Press,1997,It is argued that the conception of social science emerging today is one that involves a synthesis of radical constructivism and critical realism. The crucial challenge facing social science is a question of its public role: growing reflexivity in society has implications for the social production of knowledge and is bringing into question the separation of expert systems from other forms of knowledge.,Social Science,180,N/A,0,en
Applying Social Science,David Byrne,Policy Press,2011-02-16,This important book examines how social science is applied now and how it might be applied in the future in relation to social transformation in a time of crisis.,Political Science,240,N/A,0,en
Gender and American Social Science,Helene Silverberg,Princeton University Press,2021-03-09,"This collection of essays provides the first systematic and multidisciplinary analysis of the role of gender in the formation and dissemination of the American social sciences in the late nineteenth and early twentieth centuries. Other books have traced the history of academic social science without paying attention to gender, or have described women's social activism while ignoring its relation to the production of new social knowledge. In contrast, this volume draws long overdue attention to the ways in which changing gender relations shaped the development and organization of the new social knowledge. And it challenges the privileged position that academic--and mostly male--social science has been granted in traditional histories by showing how women produced and popularized new forms of social knowledge in such places as settlement houses and the Russell Sage Foundation. The book's varied perspectives, building on recent work in history and feminist theory, break from the traditional view of the social sciences as objective bodies of expert knowledge. Contributors examine new forms of social knowledge, rather, as discourses about gender relations and as methods of cultural critique. The book will create a new framework for understanding the development of both social science and the history of gender relations in the United States. The contributors are: Guy Alchon, Nancy Berlage, Desley Deacon, Mary Dietz, James Farr, Nancy Folbre, Kathryn Kish Sklar, Dorothy Ross, Helene Silverberg, and Kamala Visweswaran.",Social Science,345,N/A,0,en
Cirque Du Freak: A Living Nightmare,Darren Shan,"Little, Brown Books for Young Readers",2008-08-01,"From the Master of Horror comes the first gripping book in the twelve book New York Times bestselling Saga of Darren Shan. Start the tale from the beginning in the book that inspired the feature film The Vampire's Assistant and petrified devoted fans worldwide. A young boy named Darren Shan and his best friend, Steve, get tickets to the Cirque Du Freak, a wonderfully gothic freak show featuring weird, frightening half human/half animals who interact terrifyingly with the audience. In the midst of the excitement, true terror raises its head when Steve recognizes that one of the performers-- Mr. Crepsley-- is a vampire! Stever remains after the show finishes to confront the vampire-- but his motives are surprising! In the shadows of a crumbling theater, a horrified Darren eavesdrops on his friend and the vampire, and is witness to a monstrous, disturbing plea. As if by destiny, Darren is pulled to Mr. Crepsley and what follows is his horrifying descent into the dark and bloody world of vampires. This is the beginning of Darren's story.",Young Adult Fiction,130,4.5,31,en
Economics as a Social Science,Andrew M. Kamarck,University of Michigan Press,2009-04-21,"Economics as a Social Science is a highly readable critique of economic theory, based on a wide range of research, that endeavors to restore economics to its proper role as a social science. Contrary to conventional economic theory, which assumes that people have no free will, this book instead bases economics on the realistic assumption that human beings can choose; that we are complex beings affected by emotion, custom, habit, and reason; and that our behavior varies with circumstances and times. It embraces the findings of history, psychology, and other social sciences and the insights from great literature on human behavior as opposed to the rigidity set by mathematical axioms that define how economics is understood and practiced today. Andrew M. Kamarck demonstrates that only rough accuracy is attainable in economic measurement, and that understanding an economy requires knowledge from other disciplines. The canonical hypotheses of economics (perfect rationality, self-interest, equilibrium) are shown to be inadequate (and in the case of ""equilibrium"" to be counterproductive to understanding the forces that dominate the economy), and more satisfactory assumptions provided. The market is shown to work imperfectly and to require appropriate institutions to perform its function reasonably well. Further, Kamarck argues that self-interest does not always lead to helping the general interest. Economics as a Social Science examines and revises the fundamental assumptions of economics. Because it avoids jargon and explains terms carefully, it will be of interest to economics majors as well as to graduate students of economics and other social sciences, and social scientists working in government and the private sector. Andrew M. Kamarck is former Director, Economic Development Institute, the World Bank.",Business & Economics,233,N/A,0,en
Principles of Social Science,Henry Charles Carey,N/A,1858,N/A,Economics,510,N/A,0,en
Social Science,David C. Colander,Routledge,2015-08-07,"Social Science, 15/e, approaches social science from a common-sense perspective, rather than from a conventional social science angle. Readers will see how seemingly diverse disciplines intermingle – anthropology and economics, for example. In the end, students will be able to approach social issues with unbiased problem-solving skills.",Social Science,479,N/A,0,en
Why the Social Sciences Matter,"Jonathan Michie, Cary Cooper",Palgrave Macmillan,2015-01-09,"Published with the support of the Academy for Social Sciences, this volume provides an illuminating look at topics of concern to everyone at the beginning of the twenty-first century. Leading social scientists tackle complex questions such as immigration, unemployment, climate change, war, banks in trouble, and an ageing population.",Social Science,0,N/A,0,en
Making Social Science Matter,Bent Flyvbjerg,Cambridge University Press,2001-01-15,"Making Social Science Matter presents an exciting new approach to the social and behavioral sciences including theoretical argument, methodological guidelines, and examples of practical application. Why has social science failed in attempts to emulate natural science and produce normal theory? Bent Flyvbjerg argues that the strength of social sciences lies in its rich, reflexive analysis of values and power, essential to the social and economic development of any society. Richly informed, powerfully argued, and clearly written, this book opens up a new future for the social sciences. Its empowering message will make it required reading for students and academics across the social and behavioral sciences.",Social Science,312,N/A,0,en
Big Ideas in Social Science,"David Edmonds, Nigel Warburton",SAGE,2015-11-16,"Are human beings less violent than before? Why do we adopt certain moral and political judgements? Why is the gap between rich and poor getting bigger? How do we decide which criminal policies are effective? What is the Population Challenge for the 21st Century? What is social science? In Big Ideas in Social Science, David Edmonds and Nigel Warburton put these and more of our society’s burning questions to 18 of the world’s leading social scientists including Steven Pinker, Ann Oakley, Lawrence Sherman, Kate Pickett, Robert J. Shiller and Doreen Massey. The result is a collection of thought-provoking discussions that span the fields of sociology, politics, economics, criminology, geography and many more.From the people who brought us the Philosophy Bites series, Big Ideas in Social Science is a fascinating and accessible introduction to the key ideas and findings of the social sciences. The interviews for this book are based on a series of podcasts, Social Science Bites, sponsored by SAGE. Social Science Bites was inspired by the popular Philosophy Bites podcast (www.philosophybites.com), which was founded by David and Nigel in 2007 and has so far had 26 million downloads. Philosophy Bites has spawned three books, Philosophy Bites, Philosophy Bites Back and Philosophy Bites Again.",Social Science,185,N/A,0,en
Social Work Science,Ian Shaw,Columbia University Press,2016-04-26,"What is the role of science in social work? Ian Shaw considers social work inventions, evidence-based practice, the history of scientific claims in social work practice, technology, and social work research methodology to demonstrate the significant role that scientific language and practice play in the complex world of social work. By treating science as a social action marked by the interplay of choice, activity, and constraints, Shaw links scientific and social work knowledge through the core themes of the nature of evidence, critical learning and understanding, justice, and the skilled evaluation of the subject. He shows specifically how to connect science, research, and the practical and speaks to the novel topics this integration introduces into the discipline, including experience, expertise, faith, tacit knowledge, judgment, interests, scientific controversies, and understanding.",Social Science,340,N/A,0,en
Case Studies and Theory Development in the Social Sciences,"Alexander L. George, Andrew Bennett",MIT Press,2005-04-15,"The use of case studies to build and test theories in political science and the other social sciences has increased in recent years. Many scholars have argued that the social sciences rely too heavily on quantitative research and formal models and have attempted to develop and refine rigorous methods for using case studies. This text presents a comprehensive analysis of research methods using case studies and examines the place of case studies in social science methodology. It argues that case studies, statistical methods, and formal models are complementary rather than competitive. The book explains how to design case study research that will produce results useful to policymakers and emphasizes the importance of developing policy-relevant theories. It offers three major contributions to case study methodology: an emphasis on the importance of within-case analysis, a detailed discussion of process tracing, and development of the concept of typological theories. Case Studies and Theory Development in the Social Sciences will be particularly useful to graduate students and scholars in social science methodology and the philosophy of science, as well as to those designing new research projects, and will contribute greatly to the broader debate about scientific methods.",Political Science,354,N/A,0,en
The SAGE Encyclopedia of War: Social Science Perspectives,Paul Joseph,SAGE Publications,2016-10-11,"Traditional explorations of war look through the lens of history and military science, focusing on big events, big battles, and big generals. By contrast, The SAGE Encyclopedia of War: Social Science Perspective views war through the lens of the social sciences, looking at the causes, processes and effects of war and drawing from a vast group of fields such as communication and mass media, economics, political science and law, psychology and sociology. Key features include: More than 650 entries organized in an A-to-Z format, authored and signed by key academics in the field Entries conclude with cross-references and further readings, aiding the researcher further in their research journeys An alternative Reader’s Guide table of contents groups articles by disciplinary areas and by broad themes A helpful Resource Guide directing researchers to classic books, journals and electronic resources for more in-depth study This important and distinctive work will be a key reference for all researchers in the fields of political science, international relations and sociology.",Social Science,2099,N/A,0,en
Theorizing in Social Science,Richard Swedberg,Stanford Social Sciences,2014-04-02,"All social scientists learn the celebrated theories and frameworks of their predecessors, using them to inform their own research and observations. But before there can be theory, there must be theorizing. Theorizing in Social Science introduces the reader to the next generation of theory construction and suggests useful ways for creating social theory. What makes certain types of theories creative, and how does one go about theorizing in a creative way? The contributors to this landmark collection—top social scientists in the fields of sociology, economics, and management—draw on personal experiences and new findings to provide a range of answers to these questions. Some turn to cognitive psychology and neuroscience's impact on our understanding of human thought, others encourage greater dialogue between and across the arts and sciences, while still others focus on the processes by which observation leads to conceptualization. Taken together, however, the chapters collectively and actively encourage a shift in the place of theory in social science today. Appealing to students and scientists across disciplines, this collection will inspire innovative approaches to producing, teaching, and learning theory.",Social Science,0,N/A,0,en
Varieties Of Social Explanation,Daniel Little,Westview Press,1991,"Professor Little presents an introduction to the philosophy of social science with an emphasis on the central forms of explanation in social science: rational-intentional, causal, functional, structural, materialist, statistical and interpretive. The book is very strong on recent developments, particularly in its treatment of rational choice theory, microfoundations for social explanation, the idea of supervenience, functionalism, and current discussions of relativism.Of special interest is Professor Little's insight that, like the philosophy of natural science, the philosophy of social science can profit from examining actual scientific examples. Throughout the book, philosophical theory is integrated with recent empirical work on both agrarian and industrial society drawn from political science, sociology, geography, anthropology, and economics.Clearly written and well structured, this text provides the logical and conceptual tools necessary for dealing with the debates at the cutting edge of contemporary philosophy of social science. It will prove indispensible for philosophers, social scientists and their students.",Philosophy,294,N/A,0,en
Rocking Qualitative Social Science,Ashley T. Rubin,Stanford University Press,2021-08-03,"Unlike other athletes, the rock climber tends to disregard established norms of style and technique, doing whatever she needs to do to get to the next foothold. This figure provides an apt analogy for the scholar at the center of this unique book. In Rocking Qualitative Social Science, Ashley Rubin provides an entertaining treatise, corrective vision, and rigorously informative guidebook for qualitative research methods that have long been dismissed in deference to traditional scientific methods. Recognizing the steep challenges facing many, especially junior, social science scholars who struggle to adapt their research models to narrowly defined notions of ""right,"" Rubin argues that properly nourished qualitative research can generate important, creative, and even paradigm-shifting insights. This book is designed to help people conduct good qualitative research, talk about their research, and evaluate other scholars' work. Drawing on her own experiences in research and life, Rubin provides tools for qualitative scholars, synthesizes the best advice, and addresses the ubiquitous problem of anxiety in academia. Ultimately, this book argues that rigorous research can be anything but rigid.",Social Science,416,N/A,0,en
Laboratory Experiments in the Social Sciences,"Murray Webster, Jane Sell",Elsevier,2007-07-03,"Laboratory Experiments in the Social Sciences is the only book providing core information for researchers about the ways and means to conduct experiments. Its comprehensive regard for laboratory experiments encompasses ""how-to explanations, investigations of philosophies and ethics, explorations of experiments in specific social science disciplines, and summaries of both the history and future of social science laboratories. No other book offers such a direct avenue to enlarging our knowledge in the social sciences.This collection of original chapters combines instructions and advice about the design of laboratory experiments in the social sciences with the array of other issues. While there are books on experimental design and chapters in more general methods books on design, theory, and ethical issues, no other book attempts to discuss the fundamental ideas of the philosophy of science or lays out the methods comprehensively or in such detail. Experimentation has recently prospered because of increasing interest in cross-disciplinary syntheses, and this book of advice, guidelines, and observations underline its potential and increasing importance.· Provides a comprehensive summary of issues in social science experimentation, from ethics to design, management, and financing· Offers ""how-to"" explanations of the problems and challenges faced by everyone involved in social science experiments· Pays attention to both practical problems and to theoretical and philosophical arguments· Defines commonalities and distinctions within and among experimental situations across the social sciences",Education,574,N/A,0,en
Social Science Goes to War,"Montgomery McFate, Janice H. Laurence",Oxford University Press,2015,"This volume addresses themes of enduring importance for US national security, such as the role of US forces in 'nation building, ' challenges of interagency coordination, innovation during wartime, and the larger strategic issues of the need for socio-cultural knowledge in American foreign policy. This book gives the reader insight into the growth and development of HTS, the largest single investment ever made by the Department of Defense in applied social science. This book also conveys what the experience of working on a small team in a combat zone was really like, both good and bad",History,398,N/A,0,en
