Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
To Err Is Human,"Institute of Medicine, Committee on Quality of Health Care in America",National Academies Press,2000-03-01,"Experts estimate that as many as 98,000 people die in any given year from medical errors that occur in hospitals. That's more than die from motor vehicle accidents, breast cancer, or AIDSâ€""three causes that receive far more public attention. Indeed, more people die annually from medication errors than from workplace injuries. Add the financial cost to the human tragedy, and medical error easily rises to the top ranks of urgent, widespread public problems. To Err Is Human breaks the silence that has surrounded medical errors and their consequenceâ€""but not by pointing fingers at caring health care professionals who make honest mistakes. After all, to err is human. Instead, this book sets forth a national agendaâ€""with state and local implicationsâ€""for reducing medical errors and improving patient safety through the design of a safer health system. This volume reveals the often startling statistics of medical error and the disparity between the incidence of error and public perception of it, given many patients' expectations that the medical profession always performs perfectly. A careful examination is made of how the surrounding forces of legislation, regulation, and market activity influence the quality of care provided by health care organizations and then looks at their handling of medical mistakes. Using a detailed case study, the book reviews the current understanding of why these mistakes happen. A key theme is that legitimate liability concerns discourage reporting of errorsâ€""which begs the question, ""How can we learn from our mistakes?"" Balancing regulatory versus market-based initiatives and public versus private efforts, the Institute of Medicine presents wide-ranging recommendations for improving patient safety, in the areas of leadership, improved data collection and analysis, and development of effective systems at the level of direct patient care. To Err Is Human asserts that the problem is not bad people in health careâ€""it is that good people are working in bad systems that need to be made safer. Comprehensive and straightforward, this book offers a clear prescription for raising the level of patient safety in American health care. It also explains how patients themselves can influence the quality of care that they receive once they check into the hospital. This book will be vitally important to federal, state, and local health policy makers and regulators, health professional licensing officials, hospital administrators, medical educators and students, health caregivers, health journalists, patient advocatesâ€""as well as patients themselves. First in a series of publications from the Quality of Health Care in America, a project initiated by the Institute of Medicine",Medical,312,N/A,0,en
A New Companion to Malory,"Megan G. Leitch, Cory Rushton",Boydell & Brewer,2019,A comprehensive survey of one of the most important texts of the Middle Ages.,Fiction,346,N/A,0,en
An Introduction to Statistical Learning,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani, Jonathan Taylor",Springer Nature,2023-08-01,"An Introduction to Statistical Learning provides an accessible overview of the field of statistical learning, an essential toolset for making sense of the vast and complex data sets that have emerged in fields ranging from biology to finance, marketing, and astrophysics in the past twenty years. This book presents some of the most important modeling and prediction techniques, along with relevant applications. Topics include linear regression, classification, resampling methods, shrinkage approaches, tree-based methods, support vector machines, clustering, deep learning, survival analysis, multiple testing, and more. Color graphics and real-world examples are used to illustrate the methods presented. This book is targeted at statisticians and non-statisticians alike, who wish to use cutting-edge statistical learning techniques to analyze their data. Four of the authors co-wrote An Introduction to Statistical Learning, With Applications in R (ISLR), which has become a mainstay of undergraduate and graduate classrooms worldwide, as well as an important reference book for data scientists. One of the keys to its success was that each chapter contains a tutorial on implementing the analyses and methods presented in the R scientific computing environment. However, in recent years Python has become a popular language for data science, and there has been increasing demand for a Python-based alternative to ISLR. Hence, this book (ISLP) covers the same materials as ISLR but with labs implemented in Python. These labs will be useful both for Python novices, as well as experienced users.",Mathematics,617,N/A,0,en
Making Sense of Business Reference,Celia Ross,American Library Association,2020-07-15,"This is the guide to keep at your side when serving business students, job-seekers, investors, or entrepreneurs in your library.",Language Arts & Disciplines,277,N/A,0,en
Deep Learning,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,2016-11-10,"An introduction to a broad range of topics in deep learning, covering mathematical and conceptual background, deep learning techniques used in industry, and research perspectives. “Written by three experts in the field, Deep Learning is the only comprehensive book on the subject.” —Elon Musk, cochair of OpenAI; cofounder and CEO of Tesla and SpaceX Deep learning is a form of machine learning that enables computers to learn from experience and understand the world in terms of a hierarchy of concepts. Because the computer gathers knowledge from experience, there is no need for a human computer operator to formally specify all the knowledge that the computer needs. The hierarchy of concepts allows the computer to learn complicated concepts by building them out of simpler ones; a graph of these hierarchies would be many layers deep. This book introduces a broad range of topics in deep learning. The text offers mathematical and conceptual background, covering relevant concepts in linear algebra, probability theory and information theory, numerical computation, and machine learning. It describes deep learning techniques used by practitioners in industry, including deep feedforward networks, regularization, optimization algorithms, convolutional networks, sequence modeling, and practical methodology; and it surveys such applications as natural language processing, speech recognition, computer vision, online recommendation systems, bioinformatics, and videogames. Finally, the book offers research perspectives, covering such theoretical topics as linear factor models, autoencoders, representation learning, structured probabilistic models, Monte Carlo methods, the partition function, approximate inference, and deep generative models. Deep Learning can be used by undergraduate or graduate students planning careers in either industry or research, and by software engineers who want to begin using deep learning in their products or platforms. A website offers supplementary material for both readers and instructors.",Computers,801,5,1,en
Concise Guide to APA Style,American Psychological Association,American Psychological Association (APA),2019-12,"Designed specifically for undergraduate writing, this easy-to-use pocket guide provides complete guidance for new writers on effective, clear, and inclusive scholarly communication and the essentials of formatting papers and other course assignments.",Language Arts & Disciplines,326,N/A,0,en
Global Citizenship Education: A Critical Introduction to Key Concepts and Debates,"Edda Sant, Ian Davies, Karen Pashby, Lynette Shultz",Bloomsbury Publishing,2018-02-22,"Global Citizenship Education explores key ideas and issues within local, national and global dimensions. Including examples and case studies from across the world, the authors draw on ideas, experiences and histories within and beyond 'the West' to contribute to multifaceted perspectives on global citizenship education. In concise chapters, the authors set out the key concepts and debates within the field. Global citizenship education is contextualized within key educational frameworks, including citizenship education, global education, development education and peace education. Edda Sant, Ian Davies, Karen Pashby and Lynette Shultz explore the different ways in which global citizenship can be taught, learned and assessed in formal and informal contexts. Including examples from a wide range of education institutions, chapters provide overviews of policy making and international practices borne out of different approaches to global citizenship education. With each chapter including a summary of key issues, an annotated list of key resources, an exercise for students and a further reading list, Global Citizenship Education will aid understanding of this complex and debated area of study.",Education,249,N/A,0,en
Microaggression Theory,"Gina C. Torino, David P. Rivera, Christina M. Capodilupo, Kevin L. Nadal, Derald Wing Sue",John Wiley & Sons,2018-10-02,"Get to know the sociopolitical context behind microaggressions Microaggressions are brief, everyday exchanges that send denigrating messages to certain individuals because of their group membership (e.g., race, gender, culture, religion, social class, sexual orientation, etc.). These daily, common manifestations of aggression leave many people feeling vulnerable, targeted, angry, and afraid. How has this become such a pervasive part of our social and political rhetoric, and what is the psychology behind it? In Microaggression Theory, the original research team that created the microaggressions taxonomy, Gina Torino, David Rivera, Christina Capodilupo, Kevin Nadal, and Derald Wing Sue, address these issues head-on in a fascinating work that explores the newest findings of microaggressions in their sociopolitical context. It delves into how the often invisible nature of this phenomenon prevents perpetrators from realizing and confronting their own complicity in creating psychological dilemmas for marginalized groups, and discusses how prejudice, privilege, safe spaces, and cultural appropriation have become themes in our contentious social and political discourse. Details the psychological effects of microaggressions in separate chapters covering clinical impact, trauma, related stress syndromes, and the effect on perpetrators Examines how microaggressions affect education, employment, health care, and the media Explores how social policies and practices can minimize the occurrence and impact of microaggressions in a range of environments Investigates how microaggressions relate to larger social movements If you come across the topic of microaggressions in your day-to-day life, you can keep the conversation going in a productive manner—with research to back it up!",Psychology,400,N/A,0,en
Reference and Information Services,"Kay Ann Cassell, Uma Hiremath",American Library Association,2013,"Search skills of today bear little resemblance to searches through print publications. Reference service has become much more complex than in the past, and is in a constant state of flux. Learning the skill sets of a worthy reference librarian can be challenging, unending, rewarding, and-- yes, fun.",Language Arts & Disciplines,532,N/A,0,en
Behave,Robert M. Sapolsky,Penguin,2018-05-01,"New York Times bestseller • Winner of the Los Angeles Times Book Prize • One of the Washington Post's 10 Best Books of the Year “It’s no exaggeration to say that Behave is one of the best nonfiction books I’ve ever read.” —David P. Barash, The Wall Street Journal ""It has my vote for science book of the year.” —Parul Sehgal, The New York Times ""Immensely readable, often hilarious...Hands-down one of the best books I’ve read in years. I loved it."" —Dina Temple-Raston, The Washington Post From the bestselling author of A Primate's Memoir and the forthcoming Determined: A Science of Life Without Free Will comes a landmark, genre-defining examination of human behavior and an answer to the question: Why do we do the things we do? Behave is one of the most dazzling tours d’horizon of the science of human behavior ever attempted. Moving across a range of disciplines, Sapolsky—a neuroscientist and primatologist—uncovers the hidden story of our actions. Undertaking some of our thorniest questions relating to tribalism and xenophobia, hierarchy and competition, and war and peace, Behave is a towering achievement—a majestic synthesis of cutting-edge research and a heroic exploration of why we ultimately do the things we do . . . for good and for ill.",Science,801,N/A,0,en
Leadership,Peter G. Northouse,SAGE Publications,2025-01-07,"Now with a new chapter on Social Identity Leadership! Adopted in thousands of courses in 89 countries and translated into 15 different languages, this market-leading text successfully combines an academically robust account of the major theories and models of leadership with an accessible style and focus on how leadership theory can inform leadership practice. Peter G. Northouse uses a consistent structure for each chapter, allowing readers to easily compare and contrast different theories. Case studies and questionnaires provide students with practical examples and opportunities to deepen their understanding of their own leadership style.",Business & Economics,441,N/A,0,en
"The Treasury of Knowledge and Library of Reference: A million of facts [The book of facts, by Samuel L. Knapp, William C. Redfield, and others",,N/A,1850,N/A,,766,N/A,0,en
International Handbook on Giftedness,Larisa Shavinina,Springer Science & Business Media,2009-08-12,"This handbook presents a panoramic view of the field of giftedness. It offers a comprehensive and authoritative account on what giftedness is, how it is measured, how it is developed, and how it affects individuals, societies, and the world as a whole. It examines in detail recent advances in gifted education. The handbook also presents the latest advances in the fast-developing areas of giftedness research and practice, such as gifted education and policy implications. In addition, coverage provides fresh ideas, from entrepreneurial giftedness to business talent, which will help galvanize and guide the study of giftedness for the next decade.",Education,1546,1,1,en
Concise Rules of APA Style,American Psychological Association,Amer Psychological Assn,2010,"This easy-to-use pocket guide, compiled from the sixth edition of the ""Publication Manual of the American Psychological Association,"" provides complete guidance on the rules of style that are critical for clear communication.",Language Arts & Disciplines,280,N/A,0,en
Cochrane Handbook for Systematic Reviews of Interventions,"Julian P. T. Higgins, Sally Green",Wiley,2008-11-24,"Healthcare providers, consumers, researchers and policy makers are inundated with unmanageable amounts of information, including evidence from healthcare research. It has become impossible for all to have the time and resources to find, appraise and interpret this evidence and incorporate it into healthcare decisions. Cochrane Reviews respond to this challenge by identifying, appraising and synthesizing research-based evidence and presenting it in a standardized format, published in The Cochrane Library (www.thecochranelibrary.com). The Cochrane Handbook for Systematic Reviews of Interventions contains methodological guidance for the preparation and maintenance of Cochrane intervention reviews. Written in a clear and accessible format, it is the essential manual for all those preparing, maintaining and reading Cochrane reviews. Many of the principles and methods described here are appropriate for systematic reviews applied to other types of research and to systematic reviews of interventions undertaken by others. It is hoped therefore that this book will be invaluable to all those who want to understand the role of systematic reviews, critically appraise published reviews or perform reviews themselves.",Medical,672,N/A,0,en
Oxford English Dictionary,John A. Simpson,Oxford University Press,2002-04-18,"The Oxford English Dictionary is the internationally recognized authority on the evolution of the English language from 1150 to the present day. The Dictionary defines over 500,000 words, making it an unsurpassed guide to the meaning, pronunciation, and history of the English language. This new upgrade version of The Oxford English Dictionary Second Edition on CD-ROM offers unparalleled access to the world's most important reference work for the English language. The text of this version has been augmented with the inclusion of the Oxford English Dictionary Additions Series (Volumes 1-3), published in 1993 and 1997, the Bibliography to the Second Edition, and other ancillary material. System requirements: PC with minimum 200 MHz Pentium-class processor; 32 MB RAM (64 MB recommended); 16-speed CD-ROM drive (32-speed recommended); Windows 95, 98, Me, NT, 200, or XP (Local administrator rights are required to install and open the OED for the first time on a PC running Windows NT 4 and to install and run the OED on Windows 2000 and XP); 1.1 GB hard disk space to run the OED from the CD-ROM and 1.7 GB to install the CD-ROM to the hard disk: SVGA monitor: 800 x 600 pixels: 16-bit (64k, high color) setting recommended. Please note: for the upgrade, installation requires the use of the OED CD-ROM v2.0.",Reference,0,N/A,0,en
Alexander the Great,Richard Stoneman,Yale University Press,2008-01-01,"Alexander the Great (356-323 B.C.) precipitated immense historical change in the Mediterranean and Near Eastern worlds. But the resonance his legend achieved over the next two millennia stretched even farther across foreign cultures, religious traditions, and distant nations. This engaging and handsomely illustrated book for the first time gathers together hundreds of the colorful Alexander legends that have been told and retold around the globe. Richard Stoneman, a foremost expert on the Alexander myths, introduces us first to the historical Alexander and then to the Alexander of legend, an unparalleled mythic icon who came to represent the heroic ideal in cultures from Egypt to Iceland, from Britain to Malaya. Alexander came to embody the concerns of Hellenistic man; he fueled Roman ideas on tyranny and kingship; he was a talisman for fourth-century pagans and a hero of chivalry in the early Middle Ages. He appears in Jewish, Christian, and Islamic writings, frequently as a prophet of God. Whether battling winged foxes or meeting with the Amazons, descending to the underworld or inventing the world s first diving bell, Alexander inspired as a hero, even a god. Stoneman traces Alexander s influence in ancient literature and folklore and in later literatures of east and west. His book provides the definitive account of the legends of Alexander the Great a powerful leader in life and an even more powerful figure in the history of literature and ideas.""",History,352,N/A,0,en
Conditioned Emotional Reactions,"John B. Watson, Rosalie Rayner",Createspace Independent Publishing Platform,2013-01-10,"Psychology Classics: The Case of Little Albert Conditioned Emotional Reactions by John B. Watson and Rosalie Rayner is one of the most influential, infamous and iconic research articles ever published in the history of psychology. Commonly referred to as ""The Case of Little Albert"" this psychology classic attempted to show how fear could be induced in an infant through classical conditioning. Originally published in 1920, Conditioned Emotional Reactions remains among the most frequently cited journal articles in introductory psychology courses and textbooks. A psychology classic is by definition a must read. However, most seminal texts within the discipline remain unread by a majority of psychology students. A detailed, well written description of a classic study is fine to a point, but there is absolutely no substitute for understanding and engaging with the issues under review than by reading the authors unabridged ideas, thoughts and findings in their entirety. Bonus Material: One of the most dramatic aspects of Watson and Rayner's original study was that they had planned to test a number of methods by which they could remove Little Albert's conditioned fear responses. However, as Watson noted ""Unfortunately Albert was taken from the hospital the day the above tests were made. Hence the opportunity of building up an experimental technique by means of which we could remove the conditioned emotional responses was denied us."" This unforeseen turn of events was something that obviously stayed with Watson, as under his guidance some three years later, Mary Cover Jones conducted a follow-up study - A Laboratory Study of Fear: The Case of Peter - which illustrated how fear may be removed under laboratory conditions. This additional and highly relevant article is also presented in full. The Case of Little Albert has been produced as part of an initiative by the website All About Psychology to make important psychology publications widely available. www.all-about-psychology.com",Psychology,38,N/A,0,en
APA Style Guide to Electronic References,,N/A,2007,"Expanded and updated from the Electronic Resources section, The APA style guide to electronic resources outlines for students and writers the key elements with numerous examples. Dissertations and theses; bibliographies; curriculum and course material; reference materials, including Wiki; gray literature, such as conference hearings, presentation slides, and policy briefs; general interest media and alternative presses such as audio podcasts; and online communities, such as Weblog posts and video Weblog posts.",Authorship,62,N/A,0,en
Futuring,Edward Cornish,World Future Society,2004,N/A,Education,348,4,1,en
Speech & Language Processing,Dan Jurafsky,Pearson Education India,2000-09,N/A,,912,N/A,0,en
The Cambridge Companion to the Philosophy of Law,John Tasioulas,Cambridge University Press,2020-07-02,"What is the nature of law as a form of social order? What bearing do values like justice, human rights, and the rule of law have on law? Which values should law serve, and what limits must it respect in serving them? Are we always morally bound to obey the law? What are the philosophical problems that arise in specific areas of law, from criminal and tort law to contract law and public international law? The book provides an accessible, comprehensive, and high quality introduction to the major themes of legal philosophy written by a stellar international cast of contributors, including John Finnis, Martha Nussbaum, Fred Schauer, Onora O'Neill and Antony Duff. The volume is an exceptional teaching tool that provides a critical introduction to cutting-edge work in the philosophy of law.",Law,435,N/A,0,en
Nanotechnology Based Approaches for Tuberculosis Treatment,Prashant Kesharwani,Academic Press,2020-06-11,"Nanotechnology Based Approaches for Tuberculosis Treatment discusses multiple nanotechnology-based approaches that may help overcome persisting limitations of conventional and traditional treatments. The book summarizes the types of nano drugs, their synthesis, formulation, characterization and applications, along with the most important administration routes. It also explores recent advances and achievements regarding therapeutic efficacy and provides possible future applications in this field. It will be a useful resource for investigators, pharmaceutical researchers, innovators and scientists working on technology advancements in the areas of targeted therapies, nano scale imaging systems, and diagnostic modalities in tuberculosis.",Medical,284,N/A,0,en
Reconstructing the Criminal,Martin J. Wiener,Cambridge University Press,1990,An account of changing conceptions and treatments of criminality in Victorian and Edwardian Britain.,History,404,N/A,0,en
The Chicago Manual of Style,University of Chicago. Press,N/A,2003,Searchable electronic version of print product with fully hyperlinked cross-references.,Authorship,0,N/A,0,en
The Study Skills Handbook,Stella Cottrell,Bloomsbury Publishing,2019-03-18,"This title introduces higher-level study skills and allows students to develop a deeper understanding of the learning process itself, encouraging a reflective and well-informed approach to study.",Education,441,N/A,0,en
MLA Style Manual and Guide to Scholarly Publishing,"Joseph Gibaldi, Modern Language Association of America",Modern Language Assn of Amer,1998,"The MLA Style Manual has been the standard guide for graduate students, teachers, and scholars in the humanities and for professional writers in many fields. The second edition contains several added sections and updated guidelines on citing electronic works -- including materials found on the World Wide Web. There is an expanded chapter on the publication process, from manuscript to published work, and advice for those seeking to publish their articles or books. A chapter by the attorney Arthur F. Abelman reviews legal issues, such as copyright law, the concept of fair use, the provisions of a typical publishing contract, defamation, and the emergence of privacy law. Other chapters discuss stylistic conventions and the preparation of manuscripts, theses, and dissertations and offer an authoritative and comprehensive presentation of MLA documentation style.",Language Arts & Disciplines,343,N/A,0,en
The Associated Press Stylebook 2013,The Associated Press,Basic Books,2013-07-30,N/A,Reference,0,N/A,0,en
Thermal Design of Aeroassisted Orbital Transfer Vehicles,H. F. Nelson,N/A,1985,N/A,Technology & Engineering,592,N/A,0,en
Poststructuralism: A Very Short Introduction,Catherine Belsey,OUP Oxford,2002-08-22,"Poststructuralism changes the way we understand the relations between human beings, their culture, and the world. Following a brief account of the historical relationship between structuralism and poststructuralism, this Very Short Introduction traces the key arguments that have led poststructuralists to challenge traditional theories of language and culture. Whilst the author discusses such well-known figures as Barthes, Foucault, Derrida, and Lacan, she also draws pertinent examples from literature, art, film, and popular culture, unfolding the postructuralist account of what it means to be a human being. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.",Literary Criticism,146,N/A,0,en
Dutch: A Comprehensive Grammar,Bruce Donaldson,Routledge,2008-06-17,"Dutch: A Comprehensive Grammar is a complete reference guide to modern Dutch grammar. This completely updated new edition covers the new spelling system introduced in 1997 and the latest reform of 2005. A new section covers modal particles. Concentrating on the real patterns of use in modern Dutch through lively and accessible descriptions of the language, the Grammar is an essential reference source for the learner of Dutch, irrespective of level. It is ideal for use in schools, colleges, universities and adult classes of all types as well as being indispensable to those teaching themselves. The volume is organized to promote a thorough understanding of Dutch grammar. It offers a stimulating analysis of the complexities of the language, and provides full and clear explanations. Throughout, the emphasis is on Dutch as used by present-day native-speakers. An extensive index and numbered paragraphs provide readers with easy access to the information they require. Features include: • detailed treatment of the common grammatical structures and parts of speech • extensive exemplification • particular attention to areas of confusion and difficulty • Dutch-English parallels highlighted throughout the book",Foreign Language Study,454,N/A,0,en
The Brooklyn Follies,Paul Auster,Henry Holt and Company,2007-04-01,"From the bestselling author of Oracle Night and The Book of Illusions, an exhilarating, whirlwind tale of one man's accidental redemption Nathan Glass has come to Brooklyn to die. Divorced, estranged from his only daughter, the retired life insurance salesman seeks only solitude and anonymity. Then Nathan finds his long-lost nephew, Tom Wood, working in a local bookstore—a far cry from the brilliant academic career he'd begun when Nathan saw him last. Tom's boss is the charismatic Harry Brightman, whom fate has also brought to the ""ancient kingdom of Brooklyn, New York."" Through Tom and Harry, Nathan's world gradually broadens to include a new set of acquaintances—not to mention a stray relative or two—and leads him to a reckoning with his past. Among the many twists in the delicious plot are a scam involving a forgery of the first page of The Scarlet Letter, a disturbing revelation that takes place in a sperm bank, and an impossible, utopian dream of a rural refuge. Meanwhile, the wry and acerbic Nathan has undertaken something he calls The Book of Human Folly, in which he proposes ""to set down in the simplest, clearest language possible an account of every blunder, every pratfall, every embarrassment, every idiocy, every foible, and every inane act I had committed during my long and checkered career as a man."" But life takes over instead, and Nathan's despair is swept away as he finds himself more and more implicated in the joys and sorrows of others. The Brooklyn Follies is Paul Auster's warmest, most exuberant novel, a moving and unforgettable hymn to the glories and mysteries of ordinary human life.",Fiction,324,5,1,en
Linear Algebra Done Right,Sheldon Axler,Springer Science & Business Media,1997-07-18,"This text for a second course in linear algebra, aimed at math majors and graduates, adopts a novel approach by banishing determinants to the end of the book and focusing on understanding the structure of linear operators on vector spaces. The author has taken unusual care to motivate concepts and to simplify proofs. For example, the book presents - without having defined determinants - a clean proof that every linear operator on a finite-dimensional complex vector space has an eigenvalue. The book starts by discussing vector spaces, linear independence, span, basics, and dimension. Students are introduced to inner-product spaces in the first half of the book and shortly thereafter to the finite- dimensional spectral theorem. A variety of interesting exercises in each chapter helps students understand and manipulate the objects of linear algebra. This second edition features new chapters on diagonal matrices, on linear functionals and adjoints, and on the spectral theorem; some sections, such as those on self-adjoint and normal operators, have been entirely rewritten; and hundreds of minor improvements have been made throughout the text.",Mathematics,276,N/A,0,en
Basic Life Support Instructor Manual,American Heart Association,N/A,2020-10-21,Has companion: BLS basic life support provider manual.,CPR (First aid),0,N/A,0,en
Milkman,Anna Burns,Graywolf Press,2018-12-04,"Winner of the Man Booker Prize “Everything about this novel rings true. . . . Original, funny, disarmingly oblique and unique.”—The Guardian In an unnamed city, middle sister stands out for the wrong reasons. She reads while walking, for one. And she has been taking French night classes downtown. So when a local paramilitary known as the milkman begins pursuing her, she suddenly becomes “interesting,” the last thing she ever wanted to be. Despite middle sister’s attempts to avoid him—and to keep her mother from finding out about her maybe-boyfriend—rumors spread and the threat of violence lingers. Milkman is a story of the way inaction can have enormous repercussions, in a time when the wrong flag, wrong religion, or even a sunset can be subversive. Told with ferocious energy and sly, wicked humor, Milkman establishes Anna Burns as one of the most consequential voices of our day.",Fiction,361,N/A,0,en
The Natural Speaker,Randy Fujishin,Routledge,2021-12-13,"The Natural Speaker is a friendly step-by-step guide to public speaking that explores the fundamental skills necessary to present a natural and rewarding speech to any audience. By providing an overview of speech construction, practice, and delivery, this book is designed to enhance and improve upon students' natural strengths. Featuring a warm and humorous writing style, The Natural Speaker illustrates the concepts and skills required for enjoyable public speaking, and Randy Fujishin invites readers to view speaking as a life-long journey. This tenth edition features a new chapter on speaking in online contexts, including leading or participating in online meetings, using digital presentation tools, and guidelines for effective online PowerPoint presentations, as well as additional focus on intercultural considerations and new Internet student activities at the end of each chapter. This book serves as an accessible core textbook for Public Speaking and Introduction to Communication courses and also provides guidance for individual readers and public speaking workshops. Online resources include an instructor’s manual with sample test questions and exercises.",Language Arts & Disciplines,265,N/A,0,en
