Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Murder Book,Hilary Fitzgerald Campbell,Andrews Mcmeel+ORM,2021-11-09,"Why is it so much fun to read about death and dismemberment? In Murder Book, lifelong true-crime obsessive and New Yorker cartoonist Hilary Fitzgerald Campbell tries to puzzle out the answer. An unconventional graphic exploration of a lifetime of Ann Rule super-fandom, amateur armchair sleuthing, and a deep dive into the high-profile murders that have fascinated the author for decades, this is a funny, thoughtful, and highly personal blend of memoir, cultural criticism, and true crime with a focus on the often-overlooked victims of notorious killers.",Comics & Graphic Novels,326,N/A,0,en
The Rise of True Crime,Jean Murley,Praeger,2008-08-30,"During the 1950s and 1960s True Detective magazine developed a new way of narrating and understanding murder. It was more sensitive to context, gave more psychologically sophisticated accounts, and was more willing to make conjectures about the unknown thoughts and motivations of killers than others had been before. This turned out to be the start of a revolution, and, after a century of escalating accounts, we have now become a nation of experts, with many ordinary people able to speak intelligently about blood-spatter patterns and organized vs. disorganized serial killers. The Rise of True Crime examines the various genres of true crime using the most popular and well-known examples. And despite its examination of some of the potentially negative effects of the genre, it is written for people who read and enjoy true crime, and wish to learn more about it. With skyrocketing crime rates and the appearance of a frightening trend toward social chaos in the 1970s, books, documentaries, and fiction films in the true crime genre tried to make sense of the Charles Manson crimes and the Gary Gilmore execution events. And in the 1980s and 1990s, true crime taught pop culture consumers about forensics, profiling, and highly technical aspects of criminology. We have thus now become a nation of experts, with many ordinary people able to speak intelligently about blood-spatter patterns and organized vs. disorganized serial killers. Through the suggestion that certain kinds of killers are monstrous or outside the realm of human morality, and through the perpetuation of the stranger-danger idea, the true crime aesthetic has both responded to and fostered our culture's fears. True crime is also the site of a dramatic confrontation with the concept of evil, and one of the few places in American public discourse where moral terms are used without any irony, and notions and definitions of evil are presented without ambiguity. When seen within its historical context, true crime emerges as a vibrant and meaningful strand of popular culture, one that is unfortunately devalued as lurid and meaningless pulp.",Social Science,0,N/A,0,en
Savage Appetites,Rachel Monroe,Scribner,2020-07-07,"A “necessary and brilliant” (NPR) exploration of our cultural fascination with true crime told through four “enthralling” (The New York Times Book Review) narratives of obsession. In Savage Appetites, Rachel Monroe links four criminal roles—Detective, Victim, Defender, and Killer—to four true stories about women driven by obsession. From a frustrated and brilliant heiress crafting crime-scene dollhouses to a young woman who became part of a Manson victim’s family, from a landscape architect in love with a convicted murderer to a Columbine fangirl who planned her own mass shooting, these women are alternately mesmerizing, horrifying, and sympathetic. A revealing study of women’s complicated relationship with true crime and the fear and desire it can inspire, together these stories provide a window into why many women are drawn to crime narratives—even as they also recoil from them. Monroe uses these four cases to trace the history of American crime through the growth of forensic science, the evolving role of victims, the Satanic Panic, the rise of online detectives, and the long shadow of the Columbine shooting. Combining personal narrative, reportage, and a sociological examination of violence and media in the 20th and 21st centuries, Savage Appetites is a “corrective to the genre it interrogates” (The New Statesman), scrupulously exploring empathy, justice, and the persistent appeal of crime.",True Crime,288,N/A,0,en
True Crime Philadelphia,Kathryn Canavan,Rowman & Littlefield,2021-11-15,"Serial killer H.H. Holmes built his murder castle in Chicago, but he met the hangman in Philadelphia. Al Capone served his first prison sentence here. The real-life killers who inspired HBO’s Boardwalk Empire lived and died here. America’s first bank robbery was pulled off here in 1798. The country’s first kidnapping for ransom came off without a hitch in 1874. A South Philadelphia man hatched the largest mass murder plot in U.S. history in the 1930s. His partners in crime were unhappy housewives. Catholics and Protestants aimed cannon at each other in city streets in 1844. Civil rights hero Octavius V. Catto was gunned down on South Street in 1871. Take a walk with us through city history. Would you pass Eastern State Penitentiary on April 3, 1945, just as famed bank robber Willie Sutton popped out of an escape tunnel in broad daylight? Or you might have been one of the invited guests at H.H. Holmes’ hanging at Moyamensing Prison on a gray morning in May 1896. It still ranks as one of the most bizarre executions in city history. Or, if you walked down Washington Lane on July 1, 1874, would you have been alert enough to stop the two men who lured little blond Charley Ross away with candy? You might have stopped America’s first kidnapping for ransom, the one that gave rise to the admonition, “Never take candy from a stranger.” The case inspired the Leopold and Loeb kidnapping. Then there was the bank robber whose funeral drew thousands of spectators and the burglary defendant so alluring that conversation would stop whenever she entered the courtroom. Mix in murderous maids, bumbling burglars, and unflinching local heroes and you have True Crime Philadelphia.",True Crime,265,N/A,0,en
Writing Bestselling True Crime and Suspense,Tom Byrnes,Prima Lifestyles,1997,"True crime and suspense stories make a killing at the box office, on bestseller lists, and on TV. Both new and experienced writers have found that they can master the special skills required to make crime pay -- in book and movie contracts. ""Writing Bestselling True Crime and Suspense shows how you, too, can: - Find and develop compelling true crime stories from everyday sources - Dig out the facts and put them on paper - Fashion your story for books, TV, or movies - Market your story for maximum profit - And much moreAs a special bonus, author Tom Byrnes has included in-depth interviews with true crime movers and shakers including writers, publishers, and Hollywood producers. Writing Bestselling True Crime and Suspense will show you how to craft gripping accounts of the dark deeds that dominate the news and sell them to publishers and beyond. About the Author Tom Byrnes is the author of the national bestseller ""Madame Foreman: A Rush to Judgment, about the O.J. Simpson double-murder trial. He is also an award-winning editor and a journalist whose work has appeared in national newspapers and magazines.",Crime,0,N/A,0,en
Curious Cases: True Crime for Kids,Valley,Simon and Schuster,2022-07-19,"Introduce middle-grade readers to the intriguing and exciting history of true crime, including capers, stories, unsolved crimes, daring escapes, famous art heists, and much more, in this first-ever true crime book specifically for kids. True crime is a genre that captures readers of all ages, but oftentimes the stories are too intense—even for kids who love spooky books and movies. Curious Cases: True Crime for Kids presents a slew of fascinating stories that are all age-appropriate, including: -The Isabella Stewart Gardner Museum theft -The cold case of D. B. Cooper -The disappearance of Masterpiece the poodle -Two brothers' cunning escape from Alcatraz -Sherlock Holmes and the Fairy Photographs -Real-life Ghostbusters -and much more! Plus, kids will love the breakdowns of some of the most iconic pop culture detectives and mystery writers like Agatha Christie. The book even includes some fun forensic science activities that kids can do at home to help them better understand how evidence is found and how mysteries can be solved.",Juvenile Nonfiction,160,N/A,0,en
Death in the Air,Kate Winkler Dawson,Hachette+ORM,2018-01-02,"A real-life thriller in the vein of The Devil in the White City, Kate Winkler Dawson's debut Death in the Air is a gripping, historical narrative of a serial killer, an environmental disaster, and an iconic city struggling to regain its footing. London was still recovering from the devastation of World War II when another disaster hit: for five long days in December 1952, a killer smog held the city firmly in its grip and refused to let go. Day became night, mass transit ground to a halt, criminals roamed the streets, and some 12,000 people died from the poisonous air. But in the chaotic aftermath, another killer was stalking the streets, using the fog as a cloak for his crimes. All across London, women were going missing--poor women, forgotten women. Their disappearances caused little alarm, but each of them had one thing in common: they had the misfortune of meeting a quiet, unassuming man, John Reginald Christie, who invited them back to his decrepit Notting Hill flat during that dark winter. They never left. The eventual arrest of the ""Beast of Rillington Place"" caused a media frenzy: were there more bodies buried in the walls, under the floorboards, in the back garden of this house of horrors? Was it the fog that had caused Christie to suddenly snap? And what role had he played in the notorious double murder that had happened in that same apartment building not three years before--a murder for which another, possibly innocent, man was sent to the gallows? The Great Smog of 1952 remains the deadliest air pollution disaster in world history, and John Reginald Christie is still one of the most unfathomable serial killers of modern times. Journalist Kate Winkler Dawson braids these strands together into a taut, compulsively readable true crime thriller about a man who changed the fate of the death penalty in the UK, and an environmental catastrophe with implications that still echo today.",True Crime,322,N/A,0,en
Popular Crime,Bill James,Simon and Schuster,2012-05-08,Originally published: 2011. With new addendum.,History,514,N/A,0,en
The True Crime Dictionary,Amanda Lees,Simon and Schuster,2021-06-29,"An extraordinary A-to-Z reference of killers, poisons, police jargon, prison slang, forensics terms, and much more. Immerse yourself in the fascinating world of criminology with the one and only True Crime Dictionary. Containing everything from famous crimes, cold cases, and serial killers to deadly weapons, spy lingo, and legal language, this book is sure to enthrall true crime lovers. Get an in-depth look at familiar terms and learn new ones, with entries including: Air America, the dummy corporation for the CIA used for secret military operations Grandma’s House, prison slang for gang headquarters Amphetamine, the second most popular illegal drug in the world Novichok, the lethal nerve agent developed by Soviet Russia The Golden State Killer (and the DNA evidence that finally caught him), and more It’s compelling reading for murderinos, true crime junkies, and connoisseurs of macabre trivia, as well as a useful reference for writers, podcasters, or anyone whose work revolves around crime.",True Crime,223,N/A,0,en
No Place Like Murder,Janis Thornton,Quarry Books,2020-09-29,"“This engrossing collection of historical Midwest murders reads like a thriller. True crime at its best. I couldn’t put it down.” —Susan Furlong, author of the Bone Gap Travellers novels A modern retelling of 20 sensational true crimes, No Place Like Murder reveals the inside details behind nefarious acts that shocked the Midwest between 1869 and 1950. The stories chronicle the misdeeds, examining the perpetrators’ mindsets, motives, lives, apprehensions, and trials, as well as what became of them long after. True crime author Janis Thornton profiles notorious murderers such as Frankie Miller, who was fed up when her fiancé stood her up for another woman. As fans of the song “Frankie and Johnny” already know, Frankie met her former lover at the door with a shotgun. Thornton’s tales reveal the darker side of life in the Midwest, including the account of Isabelle Messmer, a plucky young woman who dreamed of escaping her quiet farm-town life. After she nearly took down two tough Pittsburgh policemen in 1933, she was dubbed “Gun Girl” and went on to make headlines from coast to coast. In 1942, however, after a murder conviction in Texas, she vowed to do her time and go straight. Full of intrigue and revelations, No Place Like Murder also features such folks as Chirka and Rasico, the first two Hoosier men to die in the electric chair after they brutally murdered their wives in 1913. The two didn’t meet until their fateful last night. An enthralling and chilling collection, No Place Like Murder is sure to thrill true crime lovers. “Thornton wittily describes heretofore unheralded true crime stories from Indiana’s small towns.” —Keven McQueen, author of Horror in the Heartland",True Crime,271,N/A,0,en
The Cambridge Companion to American Crime Fiction,Catherine Ross Nickerson,Cambridge University Press,2010-07-08,This Companion examines the range of American crime fiction from execution sermons of the Colonial era to television programmes like The Sopranos.,Literary Criticism,207,N/A,0,en
True Crime Case Histories - Volume 8,Jason Neal,True Crime Case Histories,2022-02-11,"12 True Crime Stories of Murder & MayhemEighth Book of the True Crime Case Histories Series (2022) True crime books are not like other genres. I like make certain the reader knows what they're getting into. Real true crime is not CSI. It's exponentially more horrible. True crime fans who have been reading these books for years already know this. Even television documentaries will skip over the truly gruesome parts of crime stories. In my books, I don't skip over the details no matter how disturbing they may be. My intent is to give the reader a better glimpse into the mind of the killer. There are twelve stories in this volume of True Crime Case Histories. One particular story in this volume was sent to me by several readers in the Michigan area. The news of a young woman's savage death in 2018 was front-page news in Michigan, but the rest of the world may not have heard the story yet. Volume 8 features: Longer stories, more photos, a bonus chapter, and an online appendix with additional photos, videos, and documents. Volume 8 of True Crime Case Histories features twelve new stories from the past fifty years. A sampling of the stories include: In this volume, you'll read some stories that take place as recently as a few years ago while others date back as far as the 1930s. There's the story of a young Russian immigrant who came to the United States seeking the exciting lifestyle he'd seen on television, only to be stabbed, set on fire, and left to die in the desert by his own friends. There's also the story of a brawny railway worker who couldn't control his steroid-fueled rage. After killing two people and being sentenced to life in prison, he continued his rage behind bars. There's the story of a young woman who was abducted while sunbathing along the Ohio River. A witness across the river saw the abduction in progress and identified the abductor, but after more than twenty-five years, the girl's mother still searches for answers. Some stories made major news headlines, like that of the awkward farm boy from British Columbia who preyed upon desperate prostitutes, killing as many as forty-nine women while leaving almost no trace of their remains. Plus many more disturbing stories. The stories in this volume are shocking and exhibit human behavior at its absolute worst. Pure evil. However, these things really happen in the world. We may never understand what goes on in a killer's mind, but at least we can be better informed. Scroll up to get your copy True Crime Case Histories Volume 9 is due out June 2022 and will feature 12 more short stories of; True Crime, Murder & Mayhem, Serial Killer Biographies, and True Murder Case Files.",,0,N/A,0,en
Illustrated True Crime,"Colin Wilson, Damon Wilson",N/A,2006,N/A,Crime,503,N/A,0,en
The Book of Mirrors,E. O. Chirovici,Simon and Schuster,2017-02-21,"An elegant, page-turning thriller in the vein of Night Film and Crooked Letter, Crooked Letter, this tautly crafted novel is about stories: the ones we tell, the ones we keep hidden, and the ones that we’ll do anything to ensure they stay buried. When literary agent Peter Katz receives a partial book submission entitled The Book of Mirrors, he is intrigued by its promise and original voice. The author, Richard Flynn, has written a memoir about his time as an English student at Princeton in the late 1980s, documenting his relationship with the protégée of the famous Professor Joseph Wieder. One night just before Christmas 1987, Wieder was brutally murdered in his home. The case was never solved. Now, twenty-five years later, Katz suspects that Richard Flynn is either using his book to confess to the murder, or to finally reveal who committed the violent crime. But the manuscript ends abruptly—and its author is dying in the hospital with the missing pages nowhere to be found. Hell-bent on getting to the bottom of the story, Katz hires investigative journalist John Keller to research the murder and reconstruct the events for a true crime version of the memoir. Keller tracks down several of the mysterious key players, including retired police detective Roy Freeman, one of the original investigators assigned to the murder case, but he has just been diagnosed with early-onset Alzheimer’s. Inspired by John Keller’s investigation, he decides to try and solve the case once and for all, before he starts losing control of his mind. A trip to the Potosi Correctional Centre in Missouri, several interviews, and some ingenious police work finally lead him to a truth that has been buried for over two decades...or has it? Stylishly plotted, elegantly written, and packed with thrilling suspense until the final page, The Book of Mirrors is a book within a book like you’ve never read before.",Fiction,288,N/A,0,en
True Crime Stories,Jack Rosewood,Createspace Independent Publishing Platform,2017-08-20,"It is no secret that true crime murder stories are not for the faint of heart. They can lead you to double-check your windows and doors at night, and question everything you thought or believed about human nature. Yet they are intriguing and fascinating at the same time. What is it that makes us different from those who take the lives of others? That is a question that many ask themselves, and these true crime stories help to identify the method and psychology behind some of the most terrifying killers in modern history. This set includes three true crime books, volumes 1-3, and each is filled with a variety of true crime murder cases, including spree killers and massacres, some of which are yet to be solved. You are taken through the background of the story, the murders, and the criminal investigations that took place. Some pages will be difficult to read, due to the emotion behind them. Yet you will be unable to stop reading, turning page after page. Each true crime anthology in this collection will leave you to ponder whether the perpetrators of these crimes were really monsters. When you learn of the background of these killers, the age-old question of whether a serial killer is born to kill will be at the forefront of your mind. Explore the stories behind the murders in these True Crime volumes, the anger, the horror, and the sadism, inflicted by each killer. Feel for the victims, their families, and the investigators who had to deal with each case. And don't be surprised if you have to sleep with the light on.",,326,N/A,0,en
Annals of Europe,,N/A,1743,N/A,,608,N/A,0,en
Furious Hours,Casey N. Cep,Knopf,2019,"""This is a Borzoi book published by Alfred A. Knopf""--Title page verso.",Biography & Autobiography,348,N/A,0,en
The True Crime Activity Book For Adults,Olivia Lanae,N/A,2020-01-26,"Are you a Murderino? Do you enjoy listening to podcasts such as My Favorite Murder, Serial, or Criminal? Have you watched every Investigation Discovery show and true crime documentary? If this is you or someone you know, you will love The True Crime Activity Book For Adults. This activity book was made by a true crime lover for true crime lovers! Test your serial killer knowledge, complete puzzles, discover new podcasts, books, & documentaries, write out your unsolved theories, plus color in some of your favorite quotes. Activities Include: Find Out The Name of Your Cult True Crime Road Trip Boy Scout or Nah? Unsolved Theories True Crime & Chill Coloring Page Serial Killer Quotes Word Searches True Crime To-Do List Big List of True Crime Podcasts Name That Law And So Much More! The PERFECT gift for the true-crime obsessed in your life, especially for fans of the My Favorite Murder podcast. 8.5"" x 11"" and has 123 Pages",,124,N/A,0,en
Unspeakable Acts,Sarah Weinman,HarperCollins,2020-07-28,"A brilliant anthology of modern true-crime writing that illustrates the appeal of this powerful and popular genre, edited and curated by Sarah Weinman, the award-winning author of The Real Lolita The appeal of true-crime stories has never been higher. With podcasts like My Favorite Murder and In the Dark, bestsellers like I’ll Be Gone in the Dark and Furious Hours, and TV hits like American Crime Story and Wild Wild Country, the cultural appetite for stories of real people doing terrible things is insatiable. Acclaimed author ofThe Real Lolitaand editor of Women Crime Writers: Eight Suspense Novels of the 1940s & 50s (Library of America) and Troubled Daughters, Twisted Wives (Penguin), Sarah Weinman brings together an exemplary collection of recent true crime tales. She culls together some of the most refreshing and exciting contemporary journalists and chroniclers of crime working today. Michelle Dean’s “Dee Dee Wanted Her Daughter To Be Sick” went viral when it first published and is the basis for the TV showThe Act and Pamela Colloff’s “The Reckoning,” is the gold standard for forensic journalism. There are 13 pieces in all and as a collection, they showcase writing about true crime across the broadest possible spectrum, while also reflecting what makes crime stories so transfixing and irresistible to the modern reader.",Social Science,343,N/A,0,en
Blood on the Mitten,Tom Carr,Blood on the Mitten,2023-06-15,"Storytelling at its fully imagined best."" -Ben Hamper, bestselling author of Rivethead",,0,N/A,0,en
The Thursday Murder Club,Richard Osman,Penguin,2021-08-03,"Soon to be a Major Motion Picture The first installment in the beloved and New York Times bestselling series from Richard Osman, also author of We Solve Murders Four septuagenarians with a few tricks up their sleeves A female cop with her first big case A brutal murder Welcome to... THE THURSDAY MURDER CLUB In a peaceful retirement village, four unlikely friends meet weekly in the Jigsaw Room to discuss unsolved crimes; together they call themselves the Thursday Murder Club. When a local developer is found dead with a mysterious photograph left next to the body, the Thursday Murder Club suddenly find themselves in the middle of their first live case. As the bodies begin to pile up, can our unorthodox but brilliant gang catch the killer, before it's too late? “Witty, endearing and greatly entertaining.” —Wall Street Journal",Fiction,385,N/A,0,en
