Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Concrete Mathematics,"Ronald L. Graham, Donald E. Knuth, Oren Patashnik",Addison-Wesley Professional,1994-02-28,"This book introduces the mathematics that supports advanced computer programming and the analysis of algorithms. The primary aim of its well-known authors is to provide a solid and relevant base of mathematical skills - the skills needed to solve complex problems, to evaluate horrendous sums, and to discover subtle patterns in data. It is an indispensable text and reference not only for computer scientists - the authors themselves rely heavily on it! - but for serious users of mathematics in virtually every discipline. Concrete Mathematics is a blending of CONtinuous and disCRETE mathematics. ""More concretely,"" the authors explain, ""it is the controlled manipulation of mathematical formulas, using a collection of techniques for solving problems."" The subject matter is primarily an expansion of the Mathematical Preliminaries section in Knuth's classic Art of Computer Programming, but the style of presentation is more leisurely, and individual topics are covered more deeply. Several new topics have been added, and the most significant ideas have been traced to their historical roots. The book includes more than 500 exercises, divided into six categories. Complete answers are provided for all exercises, except research problems, making the book particularly valuable for self-study. Major topics include: Sums Recurrences Integer functions Elementary number theory Binomial coefficients Generating functions Discrete probability Asymptotic methods This second edition includes important new material about mechanical summation. In response to the widespread use of the first edition as a reference book, the bibliography and index have also been expanded, and additional nontrivial improvements can be found on almost every page. Readers will appreciate the informal style of Concrete Mathematics. Particularly enjoyable are the marginal graffiti contributed by students who have taken courses based on this material. The authors want to convey not only the importance of the techniques presented, but some of the fun in learning and using them.",Computers,811,N/A,0,en
Liberty Mathematics Level a,Wendy Kramer,Christian Liberty Press,2004-09-14,Teacher's Guide to accompany this first grade math course includes lesson plans and teaching strategies.,Education,260,N/A,0,en
Mathematics and Logic,"Mark Kac, Stanislaw M. Ulam",Courier Corporation,1992-01-01,"Fascinating study of the origin and nature of mathematical thought, including relation of mathematics and science, 20th-century developments, impact of computers, and more.Includes 34 illustrations. 1968 edition.""",Philosophy,189,N/A,0,en
The Enjoyment of Math,"Hans Rademacher, Otto Toeplitz",Princeton University Press,2015-12-08,"What is so special about the number 30? How many colors are needed to color a map? Do the prime numbers go on forever? Are there more whole numbers than even numbers? These and other mathematical puzzles are explored in this delightful book by two eminent mathematicians. Requiring no more background than plane geometry and elementary algebra, this book leads the reader into some of the most fundamental ideas of mathematics, the ideas that make the subject exciting and interesting. Explaining clearly how each problem has arisen and, in some cases, resolved, Hans Rademacher and Otto Toeplitz's deep curiosity for the subject and their outstanding pedagogical talents shine through. Originally published in 1957. The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These editions preserve the original texts of these important books while presenting them in durable paperback and hardcover editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905.",Mathematics,214,N/A,0,en
On the Study and Difficulties of Mathematics,Augustus De Morgan,Courier Corporation,2014-03-05,"One of the twentieth century's most eminent mathematical writers, Augustus De Morgan enriched his expositions with insights from history and psychology. On the Study and Difficulties of Mathematics represents some of his best work, containing points usually overlooked by elementary treatises, and written in a fresh and natural tone that provides a refreshing contrast to the mechanical character of common textbooks. Presuming only a knowledge of the rules of algebra and Euclidean theorems, De Morgan begins with some introductory remarks on the nature and objects of mathematics. He discusses the concept of arithmetical notion and its elementary rules, including arithmetical reactions and decimal fractions. Moving on to algebra, he reviews the elementary principles, examines equations of the first and second degree, and surveys roots and logarithms. De Morgan's book concludes with an exploration of geometrical reasoning that encompasses the formulation and use of axioms, the role of proportion, and the application of algebra to the measurement of lines, angles, the proportion of figures, and surfaces.",Mathematics,308,N/A,0,en
"Mathematics, Its Content, Methods, and Meaning",Matematicheskiĭ institut im. V.A. Steklova,N/A,1964,N/A,Mathematics,384,N/A,0,en
Mathematics for Machine Learning,"Marc Peter Deisenroth, A. Aldo Faisal, Cheng Soon Ong",Cambridge University Press,2020-04-23,"The fundamental mathematical tools needed to understand machine learning include linear algebra, analytic geometry, matrix decompositions, vector calculus, optimization, probability and statistics. These topics are traditionally taught in disparate courses, making it hard for data science or computer science students, or professionals, to efficiently learn the mathematics. This self-contained textbook bridges the gap between mathematical and machine learning texts, introducing the mathematical concepts with a minimum of prerequisites. It uses these concepts to derive four central machine learning methods: linear regression, principal component analysis, Gaussian mixture models and support vector machines. For students and others with a mathematical background, these derivations provide a starting point to machine learning texts. For those learning the mathematics for the first time, the methods help build intuition and practical experience with applying mathematical concepts. Every chapter includes worked examples and exercises to test understanding. Programming tutorials are offered on the book's web site.",Computers,392,N/A,0,en
Mathematics for the General Reader,E.C. Titchmarsh,Courier Dover Publications,2017-04-19,"""A first-class mathematician's lucid, unhurried account of the science of numbers from arithmetic through the calculus."" — James R. Newman, The World of Mathematics. This highly accessible introduction to mathematics is geared toward readers seeking a firm grasp of the essentials of mathematical theory and practice. The treatment also offers a concise outline of mathematical history and a clearer notion of why mathematicians do what they do. Author E. C. Titchmarsh, who served for many years as Savilian Professor of Geometry at Oxford University, begins with counting and the fundamentals of arithmetic. He guides readers through the complexities of algebra, fractions, geometry, irrational numbers, logarithms, infinite series, complex numbers, quadratic equations, trigonometry, functions, and integral and differential calculus. Titchmarsh's graceful, fluid style helps make complicated topics easier to grasp, and his inclusion of numerous examples will prove especially helpful to readers with little or no background in mathematics.",Mathematics,193,N/A,0,en
Mathematics and Computation,Avi Wigderson,Princeton University Press,2019-10-29,"From the winner of the Turing Award and the Abel Prize, an introduction to computational complexity theory, its connections and interactions with mathematics, and its central role in the natural and social sciences, technology, and philosophy Mathematics and Computation provides a broad, conceptual overview of computational complexity theory—the mathematical study of efficient computation. With important practical applications to computer science and industry, computational complexity theory has evolved into a highly interdisciplinary field, with strong links to most mathematical areas and to a growing number of scientific endeavors. Avi Wigderson takes a sweeping survey of complexity theory, emphasizing the field’s insights and challenges. He explains the ideas and motivations leading to key models, notions, and results. In particular, he looks at algorithms and complexity, computations and proofs, randomness and interaction, quantum and arithmetic computation, and cryptography and learning, all as parts of a cohesive whole with numerous cross-influences. Wigderson illustrates the immense breadth of the field, its beauty and richness, and its diverse and growing interactions with other areas of mathematics. He ends with a comprehensive look at the theory of computation, its methodology and aspirations, and the unique and fundamental ways in which it has shaped and will further shape science, technology, and society. For further reading, an extensive bibliography is provided for all topics covered. Mathematics and Computation is useful for undergraduate and graduate students in mathematics, computer science, and related fields, as well as researchers and teachers in these fields. Many parts require little background, and serve as an invitation to newcomers seeking an introduction to the theory of computation. Comprehensive coverage of computational complexity theory, and beyond High-level, intuitive exposition, which brings conceptual clarity to this central and dynamic scientific discipline Historical accounts of the evolution and motivations of central concepts and models A broad view of the theory of computation's influence on science, technology, and society Extensive bibliography",Computers,434,N/A,0,en
Applied Mathematics,Alain Goriely,Oxford University Press,2018,"Applied mathematics plays a role in many different fields, especially the sciences and engineering. Goriely explains its nature and its relationship to pure mathematics, and through a variety of applications - such as mathematical modelling to predict the effects of climate change - he illustrates its power in tackling very practical problems.",Mathematics,169,N/A,0,en
"Mathematics, the Common Core, and RTI","Dolores Burton, John Kappenberg",Corwin Press,2013-09-12,"Don’t let the revolution in math education pass your teachers by! Individually, the Common Core and RTI are formidable enough. Together, they create a “perfect storm” of challenges, with most teachers left wondering where to turn first. Finally, here’s a resource that distills the central elements of the Common Core and RTI into a single, manageable instructional strategy for serving all students. It provides: • Real-world scenarios • Classroom-ready work samples • Content-area applications • Recommended online resources • Guidance on special-needs students, behavioral issues, ELLs, and parent involvement",Education,209,N/A,0,en
"Annual Catalogue of Baylor University at Waco, Texas",Baylor University,N/A,1913,N/A,,664,N/A,0,en
Illustrating Mathematics,Diana Davis,American Mathematical Soc.,2020-10-16,"This book is for anyone who wishes to illustrate their mathematical ideas, which in our experience means everyone. It is organized by material, rather than by subject area, and purposefully emphasizes the process of creating things, including discussions of failures that occurred along the way. As a result, the reader can learn from the experiences of those who came before, and will be inspired to create their own illustrations. Topics illustrated within include prime numbers, fractals, the Klein bottle, Borromean rings, tilings, space-filling curves, knot theory, billiards, complex dynamics, algebraic surfaces, groups and prime ideals, the Riemann zeta function, quadratic fields, hyperbolic space, and hyperbolic 3-manifolds. Everyone who opens this book should find a type of mathematics with which they identify. Each contributor explains the mathematics behind their illustration at an accessible level, so that all readers can appreciate the beauty of both the object itself and the mathematics behind it.",Education,90,N/A,0,en
What is Mathematics?,"Richard Courant, Herbert Robbins",N/A,1996,"The teaching and learning of mathematics has degenerated into the realm of rote memorization, the outcome of which leads to satisfactory formal ability but not real understanding or greater intellectual independence. The new edition of this classic work seeks to address this problem. Its goal is to put the meaning back into mathematics. ""Lucid . . . easily understandable"".--Albert Einstein. 301 linecuts.",Juvenile Nonfiction,596,4,27,en
A Level Further Mathematics for AQA Student Book 1 (AS/Year 1),Paul Fannon,Cambridge University Press,2017-09-28,"New 2017 Cambridge A Level Maths and Further Maths resources to help students with learning and revision. Written for the AQA AS/A Level Further Mathematics specifications for first teaching from 2017, this print Student Book covers the compulsory content for AS and the first year of A Level. It balances accessible exposition with a wealth of worked examples, exercises and opportunities to test and consolidate learning, providing a clear and structured pathway for progressing through the course. It is underpinned by a strong pedagogical approach, with an emphasis on skills development and the synoptic nature of the course. Includes answers to aid independent study. This book has entered an AQA approval process.",Juvenile Nonfiction,345,N/A,0,en
The Math Book,Clifford A. Pickover,Union Square & Co.,2011-09-27,"Math’s infinite mysteries and beauty unfold in this follow-up to the best-selling The Science Book. Beginning millions of years ago with ancient “ant odometers” and moving through time to our modern-day quest for new dimensions, it covers 250 milestones in mathematical history. Among the numerous delights readers will learn about as they dip into this inviting anthology: cicada-generated prime numbers, magic squares from centuries ago, the discovery of pi and calculus, and the butterfly effect. Each topic gets a lavishly illustrated spread with stunning color art, along with formulas and concepts, fascinating facts about scientists’ lives, and real-world applications of the theorems.",Mathematics,935,N/A,0,en
Mathematics Form and Function,Saunders MacLane,Springer Science & Business Media,2012-12-06,"This book records my efforts over the past four years to capture in words a description of the form and function of Mathematics, as a background for the Philosophy of Mathematics. My efforts have been encouraged by lec tures that I have given at Heidelberg under the auspices of the Alexander von Humboldt Stiftung, at the University of Chicago, and at the University of Minnesota, the latter under the auspices of the Institute for Mathematics and Its Applications. Jean Benabou has carefully read the entire manuscript and has offered incisive comments. George Glauberman, Car los Kenig, Christopher Mulvey, R. Narasimhan, and Dieter Puppe have provided similar comments on chosen chapters. Fred Linton has pointed out places requiring a more exact choice of wording. Many conversations with George Mackey have given me important insights on the nature of Mathematics. I have had similar help from Alfred Aeppli, John Gray, Jay Goldman, Peter Johnstone, Bill Lawvere, and Roger Lyndon. Over the years, I have profited from discussions of general issues with my colleagues Felix Browder and Melvin Rothenberg. Ideas from Tammo Tom Dieck, Albrecht Dold, Richard Lashof, and Ib Madsen have assisted in my study of geometry. Jerry Bona and B.L. Foster have helped with my examina tion of mechanics. My observations about logic have been subject to con structive scrutiny by Gert Miiller, Marian Boykan Pour-El, Ted Slaman, R. Voreadou, Volker Weispfennig, and Hugh Woodin.",Mathematics,486,N/A,0,en
A Gentle Introduction to the American Invitational Mathematics Exam,Scott A. Annin,The Mathematical Association of America,2015-11-16,"This book is a celebration of mathematical problem solving at the level of the high school American Invitational Mathematics Examination. There is no other book on the market focused on the AIME. It is intended, in part, as a resource for comprehensive study and practice for the AIME competition for students, teachers, and mentors. After all, serious AIME contenders and competitors should seek a lot of practice in order to succeed. However, this book is also intended for anyone who enjoys solving problems as a recreational pursuit. The AIME contains many problems that have the power to foster enthusiasm for mathematics – the problems are fun, engaging, and addictive. The problems found within these pages can be used by teachers who wish to challenge their students, and they can be used to foster a community of lovers of mathematical problem solving! There are more than 250 fully-solved problems in the book, containing examples from AIME competitions of the 1980’s, 1990’s, 2000’s, and 2010’s. In some cases, multiple solutions are presented to highlight variable approaches. To help problem-solvers with the exercises, the author provides two levels of hints to each exercise in the book, one to help stuck starters get an idea how to begin, and another to provide more guidance in navigating an approach to the solution.",Mathematics,399,N/A,0,en
Mathematics for the Nonmathematician,Morris Kline,Courier Corporation,2013-04-15,"Erudite and entertaining overview follows development of mathematics from ancient Greeks to present. Topics include logic and mathematics, the fundamental concept, differential calculus, probability theory, much more. Exercises and problems.",Mathematics,676,5,1,en
A Programmer's Introduction to Mathematics,Jeremy Kun,N/A,2020-05-17,"A Programmer's Introduction to Mathematics uses your familiarity with ideas from programming and software to teach mathematics. You'll learn about the central objects and theorems of mathematics, including graphs, calculus, linear algebra, eigenvalues, optimization, and more. You'll also be immersed in the often unspoken cultural attitudes of mathematics, learning both how to read and write proofs while understanding why mathematics is the way it is. Between each technical chapter is an essay describing a different aspect of mathematical culture, and discussions of the insights and meta-insights that constitute mathematical intuition. As you learn, we'll use new mathematical ideas to create wondrous programs, from cryptographic schemes to neural networks to hyperbolic tessellations. Each chapter also contains a set of exercises that have you actively explore mathematical topics on your own. In short, this book will teach you to engage with mathematics. A Programmer's Introduction to Mathematics is written by Jeremy Kun, who has been writing about math and programming for 10 years on his blog ""Math Intersect Programming."" As of 2020, he works in datacenter optimization at Google.The second edition includes revisions to most chapters, some reorganized content and rewritten proofs, and the addition of three appendices.",,400,N/A,0,en
Building Support for Scholarly Practices in Mathematics Methods,"Signe E. Kastberg, Andrew M. Tyminski, Alyson E. Lischka, Wendy B. Sanchez",IAP,2017-09-01,"Building Support for Scholarly Practices in Mathematics Methods is the product of collaborations among over 40 mathematics teacher educators (MTEs) who teach mathematics methods courses for prospective PreK?12 teachers in many different institutional contexts and structures. Each chapter unpacks ways in which MTEs use theoretical perspectives to inform their construction of goals, activities designed to address those goals, facilitation of activities, and ways in which MTEs make sense of experiences prospective teachers have as a result. The book is organized in seven sections that highlight how the theoretical perspective of the instructor impacts scholarly inquiry and practice. The final section provides insight as we look backward to reflect, and forward with excitement, moving with the strength of the variation we found in our stories and the feeling of solidarity that results in our understandings of purposes for and insight into teaching mathematics methods. This book can serve as a resource for MTEs as they discuss and construct scholarly practices and as they undertake scholarly inquiry as a means to systematically examine their practice.",Mathematics,375,1,1,en
Mathematical Problem Solving and New Information Technologies,Joao P. Ponte,Springer Science & Business Media,1992-08-11,"A strong and fluent competency in mathematics is a necessary condition for scientific, technological and economic progress. However, it is widely recognized that problem solving, reasoning, and thinking processes are critical areas in which students' performance lags far behind what should be expected and desired. Mathematics is indeed an important subject, but is also important to be able to use it in extra-mathematical contexts. Thinking strictly in terms of mathematics or thinking in terms of its relations with the real world involve quite different processes and issues. This book includes the revised papers presented at the NATO ARW ""Information Technology and Mathematical Problem Solving Research"", held in April 1991, in Viana do Castelo, Portugal, which focused on the implications of computerized learning environments and cognitive psychology research for these mathematical activities. In recent years, several committees, professional associations, and distinguished individuals throughout the world have put forward proposals to renew mathematics curricula, all emphasizing the importance of problem solving. In order to be successful, these reforming intentions require a theory-driven research base. But mathematics problem solving may be considered a ""chaotic field"" in which progress has been quite slow.",Computers,380,N/A,0,en
Principles of Mathematics Book 1 Teacher Guide,Katherine Loop,New Leaf Publishing Group,2016-08-05,"Teacher Guide for Book 1 of the Principles of Mathematics - Biblical Worldview Curriculum for junior high! Math is a real-life tool that points us to God and helps us explore His creation, yet it often comes across as dry facts and meaningless rules. Here at last is a curriculum that has a biblical worldview integrated throughout the text and problems, not just added as an afterthought. The resources in the Teacher Guide will help students master and apply the skills learned in the Student Textbook. What does this Teacher Guide include? Worksheets, Quizzes, and Tests: These perforated, three-hole punched pages help provide practice on the principles taught in the main student textbook.Answer Keys: The answers are included for the worksheets, quizzes, and tests found in this Teacher Guide.Schedule: A suggested calendar schedule is provided for completing the material in one year, though this can be adapted to meet individual student needs. There is also an accelerated schedule for completing the material in one semester. Are there any prerequisites for this course? This curriculum is aimed at grades 6-8, fitting into most math approaches the year or two years prior to starting high school algebra. If following traditional grade levels, Book 1 should be completed in grade 6 or 7, and Book 2 in grade 7 or 8. In Book 1 students should have a basic knowledge of arithmetic (basic arithmetic will be reviewed, but at a fast pace and while teaching problem-solving skills and a biblical worldview of math) and sufficient mental development to think through the concepts and examples given. Typically, anyone in sixth grade or higher should be prepared to begin. The focus of the course is actually learning math for life, not simply preparing to pass a test.",Juvenile Nonfiction,31,N/A,0,en
Calculus: A Complete Introduction,Hugh Neill,Teach Yourself,2013-05-31,"Calculus: A Complete Introduction is the most comprehensive yet easy-to-use introduction to using calculus. Written by a leading expert, this book will help you if you are studying for an important exam or essay, or if you simply want to improve your knowledge. The book covers all areas of calculus, including functions, gradients, rates of change, differentiation, exponential and logarithmic functions and integration. Everything you will need to know is here in one book. Each chapter includes not only an explanation of the knowledge and skills you need, but also worked examples and test questions.",Mathematics,416,N/A,0,en
Encyclopedia of Mathematics Education,"Louise Grinstein, Sally I. Lipsey",Routledge,2001-03-15,"This single-volume reference is designed for readers and researchers investigating national and international aspects of mathematics education at the elementary, secondary, and post-secondary levels. It contains more than 400 entries, arranged alphabetically by headings of greatest pertinence to mathematics education. The scope is comprehensive, encompassing all major areas of mathematics education, including assessment, content and instructional procedures, curriculum, enrichment, international comparisons, and psychology of learning and instruction.",Education,911,N/A,0,en
Street-Fighting Mathematics,Sanjoy Mahajan,MIT Press,2010-03-05,"An antidote to mathematical rigor mortis, teaching how to guess answers without needing a proof or an exact calculation. In problem solving, as in street fighting, rules are for fools: do whatever works—don't just stand there! Yet we often fear an unjustified leap even though it may land us on a correct result. Traditional mathematics teaching is largely about solving exactly stated problems exactly, yet life often hands us partly defined problems needing only moderately accurate solutions. This engaging book is an antidote to the rigor mortis brought on by too much mathematical rigor, teaching us how to guess answers without needing a proof or an exact calculation. In Street-Fighting Mathematics, Sanjoy Mahajan builds, sharpens, and demonstrates tools for educated guessing and down-and-dirty, opportunistic problem solving across diverse fields of knowledge—from mathematics to management. Mahajan describes six tools: dimensional analysis, easy cases, lumping, picture proofs, successive approximation, and reasoning by analogy. Illustrating each tool with numerous examples, he carefully separates the tool—the general principle—from the particular application so that the reader can most easily grasp the tool itself to use on problems of particular interest. Street-Fighting Mathematics grew out of a short course taught by the author at MIT for students ranging from first-year undergraduates to graduate students ready for careers in physics, mathematics, management, electrical engineering, computer science, and biology. They benefited from an approach that avoided rigor and taught them how to use mathematics to solve real problems. Street-Fighting Mathematics will appear in print and online under a Creative Commons Noncommercial Share Alike license.",Education,152,5,1,en
Advanced Problems in Mathematics,Stephen Siklos,N/A,2019-10-16,"This new and expanded edition is intended to help candidates prepare for entrance examinations in mathematics and scientific subjects, including STEP (Sixth Term Examination Paper). STEP is an examination used by Cambridge Colleges for conditional offers in mathematics. They are also used by some other UK universities and many mathematics departments recommend that their applicants practice on the past papers even if they do not take the examination. Advanced Problems in Mathematics bridges the gap between school and university mathematics, and prepares students for an undergraduate mathematics course. The questions analysed in this book are all based on past STEP questions and each question is followed by a comment and a full solution. The comments direct the reader's attention to key points and put the question in its true mathematical context. The solutions point students to the methodology required to address advanced mathematical problems critically and independently. This book is a must read for any student wishing to apply to scientific subjects at university level and for anyone interested in advanced mathematics.",Mathematics,188,N/A,0,en
The Mathematics Teacher,,N/A,1913,N/A,Mathematics,506,N/A,0,en
Mathematics and the Imagination,"Edward Kasner, James Newman",Courier Corporation,2013-04-22,"With wit and clarity, the authors progress from simple arithmetic to calculus and non-Euclidean geometry. Their subjects: geometry, plane and fancy; puzzles that made mathematical history; tantalizing paradoxes; more. Includes 169 figures.",Mathematics,402,4,1,en
The Essence of Mathematics Through Elementary Problems,"Alexandre Borovik, Tony Gardiner",N/A,2019-06-11,N/A,Mathematics,398,N/A,0,en
Edexcel International GCSE (9-1) Mathematics Student Book Third Edition,"Alan Smith, Sophie Goldie",Hachette UK,2021-11-04,"Endorsed for Edexcel Nurture and strengthen your students' mathematical skills; these expert-written textbooks consolidate knowledge with worked examples, test key skills through practice and extend learning using enrichment activities designed to excite and challenge students. - Support and develop a deeper understanding of topics with plenty of worked examples and practice questions that follow the types of problems students are likely to face - Introduce students to content with fun activities and clear learning objectives at the start of each chapter - Build problem-solving skills with questions that test students' knowledge and comprehension - Further understanding and ignite an enthusiasm for maths with 'internet challenges' that extend learning beyond the curriculum and help to engage students - Offer a complete package of support with free downloadable resources that include detailed worked examples and answers, plus informative 'Personal Tutor' videos for each chapter",Study Aids,576,N/A,0,en
"Oxford, Cambridge and Dublin Messenger of Mathematics",,N/A,1866,N/A,Mathematics,298,N/A,0,en
A Second Course in Mathematics for Technical Students,"Percy James Haler, Albert Henry Stuart",N/A,1920,N/A,Mathematics,380,N/A,0,en
Glasgow University Calendar for the Year ...,University of Glasgow,N/A,1906,N/A,,760,N/A,0,en
School Science and Mathematics,,N/A,1917,N/A,Education,906,N/A,0,en
"The Oxford, Cambridge, and Dublin Messenger of Mathematics",,N/A,1871,N/A,Mathematica,266,N/A,0,en
