Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Looking through the Speculum,Judith A. Houck,University of Chicago Press,2024-01-19,"Highlights local history to tell a national story about the evolution of the women’s health movement, illuminating the struggles and successes of bringing feminist dreams into clinical spaces. The women’s health movement in the United States, beginning in 1969 and taking hold in the 1970s, was a broad-based movement seeking to increase women’s bodily knowledge, reproductive control, and well-being. It was a political movement that insisted that bodily autonomy provided the key to women’s liberation. It was also an institution-building movement that sought to transform women’s relationships with medicine; it was dedicated to increasing women’s access to affordable health care without the barriers of homophobia, racism, and sexism. But the movement did not only focus on women’s bodies. It also encouraged activists to reimagine their relationships with one another, to develop their relationships in the name of personal and political change, and, eventually, to discover and confront the limitations of the bonds of womanhood. This book examines historically the emergence, development, travails, and triumphs of the women’s health movement in the United States. By bringing medical history and the history of women’s bodies into our emerging understandings of second-wave feminism, the author sheds light on the understudied efforts to shape health care and reproductive control beyond the hospital and the doctor’s office—in the home, the women’s center, the church basement, the bookshop, and the clinic. Lesbians, straight women, and women of color all play crucial roles in this history. At its center are the politics, institutions, and relationships created by and within the women’s health movement, depicted primarily from the perspective of the activists who shaped its priorities, fought its battles, and grappled with its shortcomings.",Medical,385,N/A,0,en
Cumulative List of Organizations Described in Section 170 (c) of the Internal Revenue Code of 1954,,N/A,1979,N/A,"Charitable uses, trusts, and foundations",1188,N/A,0,en
Library of Congress Subject Headings,Library of Congress,N/A,1991,N/A,"Subject headings, Library of Congress",1704,N/A,0,en
Handbook of Group Counseling and Psychotherapy,"Janice L. DeLucia-Waack, Deborah A. Gerrity, Cynthia R. Kalodner, Maria Riva",SAGE Publications,2003-12-23,"The Handbook of Group Counseling and Psychotherapy is a comprehensive reference guide for group practitioners and researchers alike. Each chapter reviews the literature and current research as well as offers suggestions for practice in the psycho educational arena, counseling, and therapy groups. The handbook encourages the notion that the field is improved through increased collaboration between researchers and practitioners. Through a review of cutting-edge research and practice, the handbook includes: 48 chapters by renowned experts in group work The history and theory of group work Topics across the lifespan An entire section on multicultural issues A variety of clinical problems and settings Appendices include the Association for Specialists in Group Work Training Standards, Best Practice Standards, and Principles for Diversity-Competent Group Workers The Handbook of Group Counseling and Psychotherapy, the most comprehensive reference devoted to this rapidly growing field, is essential for graduate students, academics, researchers, professionals, and librarians serving the group therapy community.",Psychology,745,5,1,en
Self-Help Triggers (1856 +) to Get off the Fence and Choose What’s Best–For You!,Nicholas Mag,Nicholas Mag,N/A,"The Miracle! In this book Nicholas presents you a practical, unique, subliminal, very simple, detailed method of how to Get off the Fence and Choose What’s Best–For You. You will feel the effects immediately and the results will appear very quickly! So it was in my case. You will not achieve fulfillment and happiness until YOU become the architect of your own reality. Imagine that with a few moments each day, you could begin the powerful transformation toward complete control of your own life and well being through this unique, subliminal method combined with positive affirmations. The order of words is extremely important for every book written by Nicholas. These are arranged to be traversed in a certain way so as to eliminate certain blockages in the human being, blockages that are bringing disease or failure on various plans. You don't need a big chunk of your time or expensive programs. Everything is extremely simple! Health, money, prosperity, abundance, safety, stability, sociability, charisma, sexual vitality, erotic attraction, will, optimism, perseverance, self-confidence, tenacity, courage, love, loving relationships, self-control, self-esteem, enthusiasm , refinement, intuition, detachment, intelligence, mental calm, power of concentration, exceptional memory, aspiration, transcendence, wisdom, compassion. You have the ability to unlock your full inner-potential and achieve your ultimate goals. This is the age-old secret of the financial elite, world class scholars, and Olympic champions. For example, when you watch the Olympics, you'll find one consistency in all of the champions. Each one closes their eyes for a moment and clearly affirms & visualizes themselves completing the event flawlessly just before starting. Then they win gold medals and become champions. That's merely one example of how the real power of mind can elevate you above any of life's challenges. By reading this book, you will feel totally that life deserves to be lived and enjoyed every moment and that everything that you propose for yourself becomes easy for you to fulfill. Nicholas will guide you to touch your longed-for dream and will make you see life from a new perspective, full of freshness and success. This book helps you step by step, in a natural way, in just 3 minutes a day, to change your misguided way of thinking and to Get off the Fence and Choose What’s Best–For You. (NOTE: For good, Nicholas keep the price of the book as lower as he can, even if is a hard work behind this project. A significant portion of the earnings from the sale of the book are used for these purposes: for charity, volunteer projects, nature restoration, and other inspired ideas to do good where it is needed. If you can not afford to buy the book please contact Nicholas and he will give you a free copy.) You, also have a bonus in the pages of the book that makes you live your success by doing a seemingly trivial thing. You will feel the difference. Yes. The Miracle is possible! Get Your Copy Now!","Body, Mind & Spirit",787,N/A,0,en
Handbook of Psychotherapy Integration,"John C. Norcross, Marvin R. Goldfried",Oxford University Press,2019-05-14,"Hailed by one reviewer as ""the bible of the integration movement,"" the inaugural edition of Handbook of Psychotherapy Integration was the first compilation of the early integrative approaches to therapy. Since its publication psychotherapy integration has grown into a mature, empirically supported, and international movement, and the current edition provides a comprehensive review of what has been done. Reflecting the considerable advances in the field since the previous edition's release in 2005, this third edition of Handbook of Psychotherapy Integration continues to be the state-of-the-art description of psychotherapy integration and its clinical practices by some of its most distinguished proponents. Six chapters new to this edition describe growing areas of psychotherapy research and practice: common factors therapy, principle-based integration, integrative psychotherapy with children, mixing psychotherapy and self-help, integrating research and practice, and international themes. The latter two of these constitute contemporary thrusts in the integration movement: blending research and practice, and recognizing its international nature. Also closely examined are the concepts, history, training, research, global themes, and future of psychotherapy integration. Each chapter includes a new section on cultural considerations, and an emphasis is placed throughout the volume on outcome research. Charting the remarkable evolution of psychotherapy integration itself, the third edition of this Handbook will continue to prove invaluable to practitioners, researchers, and students alike.",Psychology,545,N/A,0,en
Self-Help Thoughts (798 +) to Marry the Man You Were Meant For,Nicholas Mag,Nicholas Mag,N/A,"The Miracle! In this book Nicholas presents you a practical, unique, subliminal, very simple, detailed method of how to Marry the Man You Were Meant For. You will feel the effects immediately and the results will appear very quickly! So it was in my case. You will not achieve fulfillment and happiness until YOU become the architect of your own reality. Imagine that with a few moments each day, you could begin the powerful transformation toward complete control of your own life and well being through this unique, subliminal method combined with positive affirmations. The order of words is extremely important for every book written by Nicholas. These are arranged to be traversed in a certain way so as to eliminate certain blockages in the human being, blockages that are bringing disease or failure on various plans. You don't need a big chunk of your time or expensive programs. Everything is extremely simple! Health, money, prosperity, abundance, safety, stability, sociability, charisma, sexual vitality, erotic attraction, will, optimism, perseverance, self-confidence, tenacity, courage, love, loving relationships, self-control, self-esteem, enthusiasm , refinement, intuition, detachment, intelligence, mental calm, power of concentration, exceptional memory, aspiration, transcendence, wisdom, compassion. You have the ability to unlock your full inner-potential and achieve your ultimate goals. This is the age-old secret of the financial elite, world class scholars, and Olympic champions. For example, when you watch the Olympics, you'll find one consistency in all of the champions. Each one closes their eyes for a moment and clearly affirms & visualizes themselves completing the event flawlessly just before starting. Then they win gold medals and become champions. That's merely one example of how the real power of mind can elevate you above any of life's challenges. By reading this book, you will feel totally that life deserves to be lived and enjoyed every moment and that everything that you propose for yourself becomes easy for you to fulfill. Nicholas will guide you to touch your longed-for dream and will make you see life from a new perspective, full of freshness and success. This book helps you step by step, in a natural way, in just 3 minutes a day, to change your misguided way of thinking and to Marry the Man You Were Meant For. (NOTE: For good, Nicholas keep the price of the book as lower as he can, even if is a hard work behind this project. A significant portion of the earnings from the sale of the book are used for these purposes: for charity, volunteer projects, nature restoration, and other inspired ideas to do good where it is needed. If you can not afford to buy the book please contact Nicholas and he will give you a free copy.) You, also have a bonus in the pages of the book that makes you live your success by doing a seemingly trivial thing. You will feel the difference. Yes. The Miracle is possible! Get Your Copy Now!","Body, Mind & Spirit",787,N/A,0,en
Serious Mental Illness,"Abraham Rudnick, David Roe",CRC Press,2018-08-17,"Practical and evidence-based, this unique book is the first comprehensive text focused on person-centered approaches to people with serious mental illness such as schizophrenia and bipolar disorder. It reflects a range of views and findings regarding assessment, treatment, rehabilitation, self-help, policy-making, education and research. It is highly recommended for all healthcare professionals, students, researchers and educators involved in general practice, psychiatry, nursing, social work, clinical psychology and therapy. Healthcare service providers, and policy makers and shapers, will find the book's wide-ranging, multi-professional approach enlightening. 'Serious Mental Illness reflects a continued distancing from the outmoded and unsubstantiated belief that people with severe mental illnesses could not recover, and that they would respond positively only to goals and treatment plans chosen, designed and implemented by providers in order to prevent their further deterioration. Anyone with an interest in the concept of person-centered approaches will discover new ideas in this book. Indeed, anyone with an interest in person-centered approaches has to read this book. Not only is it the first such book on person-centered approaches, but it will serve as the gold standard in this topic area for years to come.' William A Anthony, in the Foreword",Medical,463,N/A,0,en
Development Digest,,N/A,1966,N/A,Economic assistance,582,N/A,0,en
Annual Statistical Report,United States. Office of Civil Defense,N/A,1963,N/A,Civil defense,180,N/A,0,en
Low-intensity CBT Skills and Interventions,Paul Farrand,SAGE,2020-09-21,"This book takes you step-by-step through the Low-intensity CBT interventions and clinical procedures. With an Online Resource site of accompanying workbooks and worksheets, it provides a comprehensive manual for trainee and qualified Psychological Wellbeing Practitioners.",Medical,407,N/A,0,en
Hearings on the Reauthorization of the Higher Education Act,United States. Congress. House. Committee on Education and Labor. Subcommittee on Postsecondary Education,N/A,1984,N/A,Federal aid to higher education,1542,N/A,0,en
THE GLOW FORMULA Self-Care for Go-getters,Serenity Star,Serenity Star ,2024-11-01,"Discover the Secret to Unstoppable Success Feeling burnt out despite all your hard work? It’s time to shift the focus from just getting things done to thriving while doing them. Serenity Star’s The Glow Formula: Self-Care for Go-Getters is your essential guide to creating a self-care routine that doesn’t just relax you but fuels your ambition. Personalized Self-Care That Fuels Your Desires This is not just another self-care book. It’s a game-changer that empowers you to take control of your well-being while still chasing your dreams. The Glow Formula is filled with practical tools to create a personalized self-care plan that not only soothes your mind and body but enhances your drive. Say goodbye to burnout and hello to a revitalized, more determined you. Transform Your Habits, Transform Your Life In a world that glorifies hustle, it’s easy to forget that success should never come at the expense of well-being. This manuscript teaches you how to shift from constant stress to consistent success. From mindfulness techniques to meditation practices, you'll discover ways to nurture yourself, stay resilient, and elevate your mindset. It's time to find balance without sacrificing progress. Boost Confidence, Energy, and Resilience Imagine waking up each day feeling grounded and empowered, ready to take on anything. Through intentional self-care, this resource helps you strengthen your resilience, reclaim your energy, and build unshakable confidence. This isn’t just about feeling good; it’s about thriving in every area of your life. Achieve Success Without Burnout Quit running yourself into the ground. With The Glow Formula, you’ll learn how to maintain your ambition without sacrificing your well-being. Whether you’re focused on advancing your career or reaching personal milestones, this guide provides the clarity and tools to avoid burnout and enjoy sustained success. Who Is This For? This book is ideal for those who: Want to succeed without sacrificing mental or physical well-being Are looking for simple ways to add mindfulness, meditation, and affirmations to your daily routines Need a personal growth plan that fits into their busy schedule Want easy habits that bring both inner peace and outward success Whether advancing your career or improving relationships, this handbook helps you thrive without burning out. Start Your Glow-Up Journey Today It’s time to stop hustling and start shining. Embrace mindful self-care that recharges you and enhances your performance. The Glow Formula is your key to a life that feels as good as it looks. Stop surviving; start thriving NOW! ﻿","Body, Mind & Spirit",293,N/A,0,en
Feral Self-Care,Mandi Em,Simon and Schuster,2023-10-24,"""It's time for a new type of self-care. No bubble baths. No yoga. Just some truly wild-truly effective-ideas and activities that are good for you and your overall wellness. It's time to get feral! Feral Self-Care is loaded with self-care ideas that will actually help nourish your soul and make you feel good. Each entry covers an activity that reconnects you with your authentic self, helping you feel more empowered, free, and confident in embracing this human experience-in all its messy glory. From self-care activities that will have you connecting with nature to those that have you digging deep and exploring your truest self, Feral Self-Care goes beyond the skin creams and face masks to reveal and restore your inner being. You'll find inspired ideas such as: nature sounds ASMR, dancing in the rain, and much more!""--","Body, Mind & Spirit",224,N/A,0,en
Self-Care for New Moms,Corinne Crossley,Simon and Schuster,2021-04-20,"Explore postpartum self-care strategies for eating, body image, emotions, nursing and milk production, sex, and so much more! The role of motherhood is one where women are continuously asked to focus on the needs of everyone else but themselves. This is a significant issue in the arena of self-care, where we often ignore our own hunger, energy levels, and emotions in the pursuit of taking care of others. Written from the perspectives of both therapist and busy mom, Self-Care for New Moms features several eye-opening exercises, interviews from a village of experts (who also happen to be moms), and helpful interventions to help you get through the chronic depletion common to the postpartum year. Self-care strategies include: Exercise and yoga Pelvic floor recovery work Psychotherapy Self-compassion techniques Complementary and alternative methods (massage, chiropractic, or acupuncture) Simple recipes Methods for reconnecting with your partner And so much more The practical exercises and comforting techniques in this book will help you manage one of motherhood’s biggest challenges: self-care.",Family & Relationships,309,N/A,0,en
Interrogating Gendered Pathologies,"Erin Clark, Michelle F. Eble",University Press of Colorado,2020-09-01,"Interrogating Gendered Pathologies points out and critiques unjust patterns of pathology. Erin A. Frost and Michelle F. Eble assemble a transdisciplinary approach from/to technologies, rhetorics, philosophies, epistemologies, and biomedical data to consider the effects of biomedicine’s gendered norms on people’s lives. Using a range of complementary and intersectional theoretical approaches, contributors ask questions about rhetoric’s role in healthcare and how it differs depending on patient embodiment and the ways nonnormative bodies are pathologized. These chapters engage common narratives about the ways in which gender in healthcare is secondary and highlights the stories of people who have battled to prioritize their own bodies through extraordinary difficulties. Employing a multiplicity of voices, the book represents a number of different perspectives on what it might look like to return health and medical data to embodied experience, to consider the effects of gendered and intersectional biomedical norms on lived realities, and to subvert the power of institutions in ways that move us toward biomedical justice. This collection contributes to the burgeoning field of health and medical rhetorics by rhetorically and theoretically intervening in what are often seen as objective and neutral decisions related to the body and to scientific and medical data about bodies. Interrogating Gendered Pathologies will be of interest to feminist scholars in the field of rhetoric and writing studies, specifically those in the rhetorics of health and medicine, as well as scholars of technical communication, feminist studies, gender studies, technoscience studies, and bioethics. Contributors: Leslie Anglesey, Mary Assad, Beth Boser, Lillian Campbell, Marleah Dean, Lori Beth De Hertogh, Leandra Hernandez, Elizabeth Horn-Walker, Caitlin Leach, Jordan Liz, Miriam Mara, Cathryn Molloy, Kerri Morris, Maria Novotny, Sage Perdue, Colleen Reilly",Language Arts & Disciplines,292,N/A,0,en
Learning from Resilient People,Morley D. Glicken,SAGE Publications,2006-05-03,"This comprehensive core textbook analyzes how resilient people navigate the troubled waters of life’s traumas and identifies how learning about resilience may help cultivate this quality in other, less resilient, people. Author Morley D. Glicken explains the inner self-healing processes of resilient people and helps individuals training in the helping professions to learn to use these processes in working with their clients. Key Features: Presents Current Research on Resilience: The most current data is provided on a variety of common physical, social, and emotional problems experienced by people and the way in which resilient people cope with those problems. In addition, an entire chapter summarizes what we know about resilience and how it can be applied to clinical practice. Provides Engaging Case Examples: Wonderful and honestly written stories from resilient people about how they cope so well with their traumas illustrate how therapy using resilience can work. From this perspective, therapy draws from strength rather than deficit or psychopathology. There is also a chapter on resilient communities, not often discussed in literature, which supports the idea that communities can help people increase their resilience. Examines Resilience Across the Life Cycle: The meaning and definitions of resilience is discussed as well as how it functions throughout the life cycle and through multiple life events. This book also clarifies the erroneous notion that resilient people are endlessly resilient and helps recognize resilience as an actual and real attribute, and not one that makes people seem super human. Intended Audience: This is an ideal textbook for undergraduate and graduate courses in Psychology, Counseling, Social Work, Psychiatric Nursing, Marriage and Family Counseling, and Criminal Justice that teach direct practice techniques, approaches, and theories. It is also a valuable resource for practitioners, administrators, teachers, mental health workers, and family service agencies.?",Social Science,536,N/A,0,en
