Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
"Comics, Graphic Novels, and Manga",Randall Bonser,Rowman & Littlefield,2017-09-08,"Interest in comic books, graphic novels, and manga has never been greater, and fans of these works continue to grow around the world. From American superheroes like Superman and Spiderman to Japanese manga like Dragon Ball, there is a rich world of graphic storytelling that appeals to a wide range of readers—from young children just beginning to read to adults of every age who are captivated by dynamic illustrations and complex characters. Once dismissed as “just” for children, comic books are now appreciated for their vibrant art and sophisticated storylines. In Comics, Graphic Novels, and Manga: The Ultimate Teen Guide, Randall Bonser explores the history, evolution, diversification, and impact of graphic storytelling. This book looks at the origins of illustrated stories and how they evolved over the decades. A celebration and exploration of the rapidly growing world of comics, this book discusses such topics as the history of graphic storytelling, from cave drawings to zombie comics the impact of American superhero comics on popular culture diversity in comics the tools comic book and graphic novel creators use to communicate easy starting points for readers new to comics Featuring reviews of more than 90 graphic novels and popular manga series, this book provides recommendations of what teens should consider reading next. The author also provides a short course on how teens can create and distribute their own comics. For those who either want to start reading comics but aren’t sure where to start, or as a gateway for the comics enthusiast to explore a different graphic novel genre, Comics, Graphic Novels, and Manga: The Ultimate Teen Guide provides a fun and fascinating introduction to these worlds.",Young Adult Nonfiction,327,N/A,0,en
The Readers' Advisory Guide to Graphic Novels,Francisca Goldsmith,American Library Association,2010,"Graphic novels have found a place on library shelves but many librarians struggle to move this expanding body of intellectual, aesthetic, and entertaining literature into the mainstream of library materials.",Language Arts & Disciplines,137,N/A,0,en
Writing and Illustrating the Graphic Novel,Dan Cooney,B.E.S. Publishing,2011,"Presents guidance for creating graphic novels, beginning with establishing characters and continuing through storytelling, drawing technique, composition, inking, coloring, lettering, and strategies for getting the finished product published.",Art,0,5,1,en
Go with the Flow,"Karen Schneemann, Lily Williams",First Second,2020-01-14,"High school students embark on a crash course of friendship, female empowerment, and women's health issues in Lily Williams and Karen Schneemann's graphic novel Go With the Flow. Good friends help you go with the flow. Best friends help you start a revolution. Sophomores Abby, Brit, Christine, and Sasha are fed up. Hazelton High never has enough tampons. Or pads. Or adults who will listen. Sick of an administration that puts football before female health, the girls confront a world that shrugs—or worse, squirms—at the thought of a menstruation revolution. They band together to make a change. It’s no easy task, especially while grappling with everything from crushes to trig to JV track but they have each other’s backs. That is, until one of the girls goes rogue, testing the limits of their friendship and pushing the friends to question the power of their own voices. Now they must learn to work together to raise each other up. But how to you stand your ground while raising bloody hell?",Juvenile Fiction,338,5,1,en
Comic Book Design,Gary Spencer Millidge,Watson-Guptill Publications,2009,"An illustrated guide to comic book design that covers characters, location, visual storytelling, panels, page layout, lettering, balloons, color, and covers.",Cartooning,0,N/A,0,en
Here,Richard McGuire,Pantheon,2020-06-16,"SOON TO BE A MAJOR MOTION PICTURE • From one of the great comic innovators, the long-awaited fulfillment of a pioneering comic vision: the story of a corner of a room and of the events that have occurred in that space over the course of hundreds of thousands of years. “A book like this comes along once a decade, if not a century…. I guarantee that you’ll remember exactly where you are, or were, when you first read it.” —Chris Ware, The Guardian ""In Here McGuire has introduced a third dimension to the flat page. He can poke holes in the space-time continuum simply by imposing frames that act as trans­temporal windows into the larger frame that stands for the provisional now. Here is the ­comic-book equivalent of a scientific breakthrough. It is also a lovely evocation of the spirit of place, a family drama under the gaze of eternity and a ghost story in which all of us are enlisted to haunt and be haunted in turn.” —The New York Times Book Review With full-color illustrations throughout.",Comics & Graphic Novels,303,N/A,0,en
Create Your Own Graphic Novel: A Guide for Kids,David Wayne Chiu,Rockridge Press,2020-09-08,"Create your own comic book with this illustrated guide for kids 8-12! Swashbuckling adventure, spooky mystery, thrilling fantasy—any story you can dream up can be a dazzling comic book. Discover the power of storytelling when you write a graphic novel that puts your drawing, writing, and imagination skills into action! This guide to graphic novels for kids helps you: Make comics like a pro—Fun exercises will teach you the best techniques for writing an outline, planning the transitions between panels, and more. Create from beginning to end—Learn the steps for writing and illustrating your story from start to finish and find 50 pages of blank graphic novel panels to fill with anything you like! Add the details—Explore how to bring your comics to life with speech bubbles, sound effects, inking, and coloring. Whether you want to invent a new superhero, make a world of talking animals, or share stories from your real life, all you need is this blank comic book for kids—and your creativity!",Juvenile Nonfiction,0,N/A,0,en
The Cute Girl Network,"Greg Means, MK Reed",Macmillan,2013-11-12,"""Jack and Jane just want to fall in love in peace, but Jane's busy-body lady-friends are determined to head the clumsy Jack off at the pass!""--",Comics & Graphic Novels,194,N/A,0,en
Hilo Book 1: The Boy Who Crashed to Earth,Judd Winick,Random House Graphic,2015-09-01,"""An action-packed page turner with heart!""—Dav Pilkey, author of DOG MAN Take off on an action packed adventure with HILO Book 1! Dog Man meets Big Nate in this hilarious New York Times bestselling graphic novel series that kids love! BOOM! CLANG! CRASH! D.J. and Gina are totally ordinary kids. But Hilo isn't! Hilo just fell out of the sky and doesn’t know where he came from, or what he’s doing on Earth. (Or why going to school in only your underwear is a BAD idea!) . . . But UH-OH, what if Hilo wasn’t the only thing to fall to our planet? Can the trio unlock the secrets of Hilo's past? Can Hilo survive a day at school? Find out in HILO-a laugh-out-loud, epic story of friendship! Adventure! (And the occasionaly mutant space robot). Here's what people (and robots!) are saying about Hilo! “More giant robotic ants and people going 'Aaaah!' than in the complete works of Jane Austen”—Neil Gaiman, bestselling author “Every kid would love a pal like HILO, and every kid will love this book!” —Lincoln Peirce, bestselling author of the Big Nate series ""A perfect book for any kid who ever needed a friend and then had one with superpowers fall from space.” —Seth Meyers, actor, comedian and writer ""A story that can be enjoyed by the entire family.""—The New York Times ""A Total BLAST."" —Miami Herald * ""A wholeheartedly weird and wonderful tale of friendship, acceptance, and robots.""—Kirkus Reviews, Starred Review * ""A must-have.""—School Library Journal, Starred Review * ""A must-have.""—School Library Journal, Starred Review ""A story that can be enjoyed by the entire family.""—The New York Times ""My students are obsessed with this series. OBSESSED!""—Colby Sharp, teacher, blogger, and co-founder of Nerdy Bookclub",Juvenile Fiction,0,N/A,0,en
Percy Jackson and the Olympians: The Lightning Thief: The Graphic Novel,"Rick Riordan, Robert Venditti",Disney Electronic Content,2013-07-02,"Just in time for the Percy Jackson and the Olympians series on Disney+, a refreshed edition of The Lightning Thief graphic novel If you haven't yet submerged yourself in the graphic novel adaptation of Percy Jackson and the Olympians: The Lightning Thief, treat yourself to this refreshed edition with an exciting new cover. Four huge talents from the comic book industry contributed to this adaptation of the classic that has sold millions of copies worldwide, has been on the New York Times best-seller list for more than twelve years, and is the basis of an 8-episode series on Disney+. Mythological monsters and the gods of Mount Olympus seem to be walking out of the pages of twelve-year-old Percy Jackson's textbooks and into his life. And worse, he's angered a few of them. Zeus's master lightning bolt has been stolen, and Percy is the prime suspect. Now, he and his friends have just ten days to find and return Zeus's stolen property and bring peace to a warring Mount Olympus. Series creator Rick Riordan joins forces with four of the biggest names in comic books to tell the story of a boy who must unravel a treachery more powerful than the gods themselves.",Juvenile Fiction,132,5,2,en
The Graphic Novel,"Jan Baetens, Hugo Frey",Cambridge University Press,2015,"This book provides both students and scholars with a critical and historical introduction to the graphic novel. Jan Baetens and Hugo Frey explore this exciting form of visual and literary communication, showing readers how to situate and analyse graphic novels since their rise to prominence half a century ago. Several key questions are addressed: what is the graphic novel? How do we read graphic novels as narrative forms? Why is page design and publishing format so significant? What theories are developing to explain the genre? How is this form blurring the categories of high and popular literature? Why are graphic novelists nostalgic for the old comics? The authors address these and many other questions raised by the genre. Through their analysis of the works of many well-known graphic novelists - including Bechdel, Clowes, Spiegelman and Ware - Baetens and Frey offer significant insights for future teaching and research on the graphic novel.",Comics & Graphic Novels,297,N/A,0,en
Wonderfully Wordless,William Patrick Martin,Rowman & Littlefield,2015-10-15,"Wonderfully Wordless: The 500 Most Recommended Graphic Novels and Picture Books is the first comprehensive best book guide to wordless picture books (and nearly wordless picture books). It is an indispensable resource for parents and teachers who love graphic storytelling or who recognize the value of these exceptional books in working with different types of students, particularly preschool, English as a Second Language (ESL), and special needs, and creative writers. Every age group will benefit from Wonderfully Wordless, from babies and toddlers encountering their first books, to elementary age children captivated by the popular fantasy and adventure themes, to teenagers attracted to graphic novels because of their more intense content and comic book format. Even adults who are not yet readers will benefit from this uniquely authoritative resource because it will provide a bridge to literacy and give them books that they can immediately share with their children. Wonderfully Wordless is the ultimate guide to wordless and almost wordless books. Its 500 exemplary titles are a composite of 140 sources including recommendations from reference books, award lists, book reviews, professional journals, literary blogs, and the collections of many of the most prominent libraries in the United States and the English-speaking world. The US libraries include the Boston Public Library, Carnegie Library of Pittsburgh, Denver Library, New York Public Library, and Seattle Public Library, as well as the academic libraries at Bank Street College, Miami University, Michigan State University, Penn State University, Stanford University, and University of Chicago. The international libraries include the University of Oxford, British Council Library India, British Library, Hong Kong Public Libraries, National Library of the Philippines, Toronto Public Library, Trinity College Library (Dublin), Vancouver Public Library, and the National Library of New Zealand. The 500 books included here are generated from a database with 7,300 booklist entries. In essence, the ranked list emerging from this compilation will constitute “votes” for the most popular titles, the ones most experts agree are the best. By pooling the expertise from the US and other English-speaking countries, Wonderfully Wordless is an unrivaled core list of classic and contemporary titles. This authoritative reference book conveys not the opinion of one expert, but the combined opinions of a legion of experts. If a single picture is worth a thousand words, then a multitude of the picture-only texts is worth a compendium. Wonderfully Wordless is organized by theme and format and readers should have no problem zeroing in on their favorite topics. There are thirty-one chapters organized by topics such as Christmas Cheer, Character Values, Comedy Capers, Pet Mischief, Creative Journeys, Fascinating Fantasies, and Marvelous Mysteries. There is a full spectrum of wordless fiction and nonfiction, concept books, visual puzzles, board books, cloth books, woodcut novels, graphic novels, and more.",Literary Criticism,335,N/A,0,en
The Comic Book History of Comics,"Fred Van Lente, Ryan Dunlavey",IDW Publishing,2012,"For the first time ever, the inspiring, infuriating, and utterly insane story of comics, graphic novels, and manga is presented in comic book form The award-winning Action Philosophers team of Fred Van Lente and Ryan Dunlavey turn their irreverent-but-accurate eye to the stories of Jack Kirby, R. Crumb, Harvey Kurtzman, Alan Moore, Stan Lee, Will Eisner, Fredric Wertham, Roy Lichtenstein, Art Spiegelman, Herg , Osamu Tezuka -- and more",Caricatures and cartoons,0,N/A,0,en
Real Friends,Shannon Hale,First Second,2017-05-02,"“Fresh and funny.” —New York Times Book Review Newbery Honor author Shannon Hale and New York Times bestselling illustrator LeUyen Pham join forces in this graphic memoir about how hard it is to find your real friends—and why it's worth the journey. When best friends are not forever . . . Shannon and Adrienne have been best friends ever since they were little. But one day, Adrienne starts hanging out with Jen, the most popular girl in class and the leader of a circle of friends called The Group. Everyone in The Group wants to be Jen's #1, and some girls would do anything to stay on top . . . even if it means bullying others. Now every day is like a roller coaster for Shannon. Will she and Adrienne stay friends? Can she stand up for herself? And is she in The Group—or out? Real Friends is an honest and relatable true story about the ups and downs of friendship. It's a great conversation starter for talking about feeling left out, big emotions, and finding your people. It's also uplifting and funny, making this the perfect graphic novel for readers who love the Click series by Kayla Miller, the Nat Enough series by Maria Scrivan, and books by Raina Telgemeier.",Juvenile Nonfiction,228,5,8,en
Spectre Deep 6,Jennifer Brody,Turner Publishing Company,2020-05-12,"2020 Bram Stoker Awards Finalist In the vein of Flatliners and Ghost meets The Bourne Identity and La Femme Nikita, a diverse team of black ops “Spectres”—elite soldiers who died in the line of duty only to be reanimated by military scientists and brought back as actual ghosts—carry out illicit missions for the United States government in exchange for day passes to haunt their old lives and fulfill their unfinished business. Spectre Deep 6 is a paranormal sci-fi graphic novel that centers on six reanimated spectres who have the tactical precision and paranormal abilities to carry out the most important and clandestine missions for our government. Missions that are too dangerous, illegal, and secretive to leave any trace—assassinations, regime toppling, technology theft, halting nuclear weapons programs, and more. When the Spectre Team assassinates a target, they literally scare the victim to death, making it look like they had a stroke or heart attack, so the target appears to die from natural causes. Then they ghost from the scene, leaving no trace they were ever there. They’re the perfect weapons. The downside to spectre soldiers? They’re like batteries that need to be recharged, or they’ll disperse and pass on. That’s why they have to stay locked in containment most of the time, a glorified ghost prison located in a secret military bunker under Area 51 and powered by a nuclear reactor (it takes a lot of energy to charge a ghost). Oh, and ghost soldiers can get a bit ... testy. They don’t always get along or follow orders. After all, they didn’t ask to be brought back.",Comics & Graphic Novels,154,N/A,0,en
Kid Gloves,Lucy Knisley,First Second,2019-02-26,"A New York Times bestseller If you work hard enough, if you want it enough, if you’re smart and talented and “good enough,” you can do anything. Except get pregnant. Her whole life, Lucy Knisley wanted to be a mother. But when it was finally the perfect time, conceiving turned out to be harder than anything she’d ever attempted. Fertility problems were followed by miscarriages, and her eventual successful pregnancy plagued by health issues, up to a dramatic, near-death experience during labor and delivery. This moving, hilarious, and surprisingly informative memoir, Kid Gloves, not only follows Lucy’s personal transition into motherhood but also illustrates the history and science of reproductive health from all angles, including curious facts and inspiring (and notorious) figures in medicine and midwifery. Whether you’ve got kids, want them, or want nothing to do with them, there’s something in this graphic memoir to open your mind and heart.",Comics & Graphic Novels,131,N/A,0,en
"A Day in the Life of a Poo, a Gnu, and You",Mike Barfield,Simon and Schuster,2021-03-16,"Packed with comics, diagrams, and “secret diaries,” this book is a wondrous, encyclopedic glance at a dizzying host of different things—from hearts to farts to coconuts—and makes a hilarious and informative guide for curious young readers. Join the hilarious exploration of “a day in the life” of nearly 100 things on Earth. Find out what exactly your tongue does all day long, how a Japanese knotweed destroys everything in its path, and why no two snowflakes are ever the same. From the gross and smelly to the beautiful and fascinating, this book is a treasure trove of entertaining information.",Juvenile Nonfiction,132,N/A,0,en
The Complete MAUS,Art Spiegelman,Viking,2011,"Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of the Holocaust through cartoons, the author captures the everyday reality of fear and is able to explore the guilt, relief and extraordinary sensation of survival - and how the children of survivors are in their own way affected by the trials of their parents. A contemporary classic of immeasurable significance.",Children of Holocaust survivors,296,N/A,0,en
Carlton Crumple Creature Catcher 1: Catch the Munchies!,David Fremont,Holiday House,2021-10-05,"Fast food, monsters, and super funny, madcap adventure combine in this graphic novel series starter as Carlton Crumple sets out to stop the Munchie monsters from taking over every Chubbzy Cheeseburger in America! Fans of series like Lunch Lady and Dog Man will gobble this down. Carlton Crumple has been obsessed with monsters ever since his older brother dressed up like them to scare him. He is determined to rid the world of monsters! Even though he's only eleven. . . . When a band of fast food crazed Munchies storm into a burger joint where Carlton is working, he finally has his chance! A cross-country chase ensues. Cops! Munchies! Carlton and his best friend Lulu! Cheeseburgers! Awesome! With it's bright art and over-the-top escapades, Catch the Munchies! is a hilarious and delicious treat, launching a new series that's sure to be devoured by middle grade graphic novel readers, especially fans of Lunch Lady and Dog Man.",Juvenile Fiction,127,N/A,0,en
Odd Duck,Cecil Castellucci,Macmillan,2013-05-14,"Theodora the duck sets a good example for her friend Chad, but who is the odd duck?",Art,98,N/A,0,en
Arkham Asylum,,Dc Comics,2004,"Led by the Joker, the patients of Arkham Asylum take over the building and threaten to murder the staff unless Batman agrees to meet with them, a situation that results in Batman being pushed to the brink of madness himself.",Comics & Graphic Novels,200,N/A,0,en
Pedro and Me,Judd Winick,Macmillan,2009-03-31,"""In graphic format, this book describes the friendship between two roommates on the MTV show The Real World, one of whom died of AIDS""--Title page verso.",Young Adult Nonfiction,194,N/A,0,en
A Contract with God: And Other Tenement Stories,Will Eisner,W. W. Norton & Company,2017-03-07,"The revolutionary work of graphic storytelling that inspired a new art form. Will Eisner was present at the dawn of comics. In the 1940s, he pushed the boundaries of the medium with his acclaimed weekly comic strip The Spirit, and with the publication of A Contract with God in 1978, he created a new medium altogether: the graphic novel. It was unlike anything seen before, heralding an era when serious cartoonists were liberated from the limiting confines of the comic strip. Eisner’s work was a shining example of what comics could be: as inventive, moving, and complex as any literary art form. Eisner considered himself “a graphic witness reporting on life, death, heartbreak, and the never-ending struggle to prevail.” A Contract with God begins with a gripping tale that mirrors the artist’s real-life tragedy, the death of his daughter. Frimme Hersh, a devout Jew, questions his relationship with God after the loss of his own beloved child. Hersh’s crisis is intertwined with the lives of the other unforgettable denizens of Eisner’s iconic Dropsie Avenue, a fictionalized version of the quintessential New York City street where he came of age at the height of the Depression. This centennial edition showcases Eisner’s singular visual style in new high-resolution scans of his original art, complete with an introduction by Scott McCloud and an illuminating history of Eisner’s seminal work. Now readers can experience the legendary book that launched a unique art form and reaffirmed Will Eisner as one of the great pioneers of American graphic storytelling.",Comics & Graphic Novels,209,N/A,0,en
The Search,"Eric Heuvel, Ruud van der Rol, Lies Schippers, Anne Frank House",Macmillan,2009-10-13,"After recounting her experience as a Jewish girl living in Amsterdam during the Holocaust, Esther, helped by her grandson, embarks on a search to discover what happened to her parents before they died in a concentration camp.",Comics & Graphic Novels,69,5,1,en
Graphic Novels,"Michael Pawuk, David S. Serchay",Bloomsbury Publishing USA,2017-05-30,"Covering genres from adventure and fantasy to horror, science fiction, and superheroes, this guide maps the vast terrain of graphic novels, describing and organizing titles to help librarians balance their graphic novel collections and direct patrons to read-alikes. New subgenres, new authors, new artists, and new titles appear daily in the comic book and manga world, joining thousands of existing titles—some of which are very popular and well-known to the enthusiastic readers of books in this genre. How do you determine which graphic novels to purchase, and which to recommend to teen and adult readers? This updated guide is intended to help you start, update, or maintain a graphic novel collection and advise readers about the genre. Containing mostly new information as compared to the previous edition, the book covers iconic super-hero comics and other classic and contemporary crime fighter-based comics; action and adventure comics, including prehistoric, heroic, explorer, and Far East adventure as well as Western adventure; science fiction titles that encompass space opera/fantasy, aliens, post-apocalyptic themes, and comics with storylines revolving around computers, robots, and artificial intelligence. There are also chapters dedicated to fantasy titles; horror titles, such as comics about vampires, werewolves, monsters, ghosts, and the occult; crime and mystery titles regarding detectives, police officers, junior sleuths, and true crime; comics on contemporary life, covering romance, coming-of-age stories, sports, and social and political issues; humorous titles; and various nonfiction graphic novels.",Language Arts & Disciplines,758,N/A,0,en
Sevara,Damian Wampler,N/A,2015-03-12,"In a future so distant it looks like our past, Sevara has seen centuries come and go like so many sunrises and sunsets. After Sevara and a group of shapeshifting immortals guide humanity to peace, one final task remains - to give up their memories, and their immortality, and live one last life. All they have to do is sleep for ten thousands years, and forget. All the immortals keep their promise and give up their powers. Everyone that is, except Sevara. Sevara awakens to find that suffering and cruelty returned to the world, while all her friends have had their memories wiped clean. You'd think that being the only shapeshifting immortal would be a good thing. But Sevara soon finds that the memories of her mortal life infected humanity while she slept, and her very own past may destroy the future.",,132,N/A,0,en
An Augmented Fourth,Tony McMillen,N/A,2017-06-27,"From the twisted mind of Tony McMillen comes the hilarious rock and roll horror of An Augmented Fourth, a novel of the Lord of Low End.",Monsters,195,N/A,0,en
Frame Escapes: Graphic Novel Intertexts,"Mikhail Peppas, Sanabelle Ebrahim",BRILL,2019-07-22,"This volume was first published by Inter-Disciplinary Press in 2016. The graphic narrative – in merging text with image – showcases an experiential panorama of visceral emotions for the users. Central to the format are considerations about the place of the image story in history and location. Both the comic and the graphic novel appropriate and are appropriated by diverse media in the enactment of individual, social and cultural identity. Intermediality morphs literature into pictures, films into graphic fiction, images into frames, and incorporates a host of flexible production values linked to high/low graphic arts. The structure of the graphic novel, city imaging, food fetishes, autographics, parallel worlds, Superhero guises, character patterning and shifting identities are explored in the eclectic volume by a range of authors using multimodal devices to analyse the composition, reading and interpretation of graphic narratives. The unstoppable momentum of holistic literature promises a converged means of expression that transcends the separation of print, digital and screen while transporting the dialogue about comics into a central scenario of popular culture. Throughout, the story stands strong in parallel with the probing of key concepts such as boundary transgression, moral searching, and the predictiveness of ‘frame-casting’ that allows feedback between the comic book frame and the silhouette of the future city.",Art,232,N/A,0,en
Writing for Comics and Graphic Novels with Peter David,Peter David,IMPACT,2009-08-13,"A must have for all comics, fantasy and sci-fi fans wanting to write their own comics or improve storytelling techniques, this revised edition focuses on comics, graphic novels and the updated market, particularly superhero and fantasy genres. Instruction is easy to follow, even for beginners.",Comics & Graphic Novels,192,N/A,0,en
V for Vendetta Book & Mask Set,ALAN. MOORE,National Geographic Books,2021-04-27,"In a world without political freedom, personal freedom and precious little faith in anything comes a mysterious man in a white porcelain mask who fights political oppressors through terrorism and seemingly absurd acts. It's a gripping tale of the blurred lines between ideological good and evil. The inspiration for the hit 2005 movie starring Natalie Portman and Hugo Weaving, this amazing graphic novel is packaged with a collectable reproduction of the iconic V mask.",,0,N/A,0,en
Unbeatable Squirrel Girl Vol. 4,"Ryan North, Nilah Magruder",Marvel Entertainment,2019-06-13,"Collects Unbeatable Squirrel Girl (2015B) #22-31 and material from A Year Of Marvels: The Unbeatable And Not Brand Echh #14. Squirrel Girl goes savage! Savage Land, that is! Will Squirrel Girl fight a dinosaur? Probably! Plus, jokes and a super villain causing major problems - it's the complete package! Then, go from jungle to outer space as Squirrel Girl and co. journey to the Forbidden Pla-nut! When Nancy and Tippy-Toe are transported to an alien world where all is not as it seems, Squirrel Girl must find a way to get to the other side of the universe to save them. This sounds like a job for the Sorcerer Supreme! No, not Doctor Strange - right now it's...Loki?! Drax the Destroyer and the Silver Surfer come along for the ride as Doreen Green goes cosmic! Plus: Tippy-Toe meets Rocket Raccoon",Comics & Graphic Novels,283,N/A,0,en
Outstanding Books for the College Bound,Angela Carstensen,American Library Association,2011-05-27,"More than simply a vital collection development tool, this book can help librarians help young adults grow into the kind of independent readers and thinkers who will flourish at college.",Language Arts & Disciplines,175,N/A,0,en
The Cambridge Companion to the Graphic Novel,Stephen E. Tabachnick,Cambridge University Press,2017-07-03,This Companion examines the evolution of comic books into graphic novels and the development of this art form globally.,Comics & Graphic Novels,246,N/A,0,en
101 Outstanding Graphic Novels,Stephen Weiner,NBM Publishing,2015-04-01,"The popular primer on the best graphic novels, initially called The 101 Best Graphic Novels, is back in its third updated edition. Expert librarian Stephen Weiner—with the crowdsourcing help of professionals in the field, from artists to critics to leading comic store owners—has sifted through the bewildering thousands of graphic novels now available to come up with an outstanding, not-to-be-missed 101. With an all-encompassing variety of genres, including both fiction and nonfiction, this serves as a great introduction to this increasingly influential world of pop culture and entertainment while also serving as a reference list for fans on what they may have possibly overlooked.",Art,82,N/A,0,en
