Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
"Same Words, Different Language",Barbara Annis,FT Press,2016-04-29,"Barbara Annis, the world's leading corporate gender specialist, believes that men and women don't understand each other because they don't appreciate the different ways men and women relate, communicate, problem-solve, and make decisions. In this original, solutions-based book, Annis explains exactly where we differ and how to improve the way we communicate with one another. Learn of cutting-edge, scientific research into the different neurological frameworks and functions of the male and female brains and how these innate biological differences determine how we: View the world; Solve problems; Make decisions; Prioritize; Manage emotions; Deal with stress; Work in teams; and Lead.",Business & Economics,245,N/A,0,en
A Universal Critical and Pronouncing Dictionary of the English Language: Including Scientific Terms,,N/A,1863,N/A,English language,1048,5,1,en
Encyclopedia of Language Development,"Patricia J. Brooks, Vera Kempe",SAGE Publications,2014-03-28,"The progression from newborn to sophisticated language user in just a few short years is often described as wonderful and miraculous. What are the biological, cognitive, and social underpinnings of this miracle? What major language development milestones occur in infancy? What methodologies do researchers employ in studying this progression? Why do some become adept at multiple languages while others face a lifelong struggle with just one? What accounts for declines in language proficiency, and how might such declines be moderated? Despite an abundance of textbooks, specialized monographs, and a couple of academic handbooks, there has been no encyclopedic reference work in this area--until now. The Encyclopedia of Language Development covers the breadth of theory and research on language development from birth through adulthood, as well as their practical application. Features: This affordable A-to-Z reference includes 200 articles that address such topic areas as theories and research tradition; biological perspectives; cognitive perspectives; family, peer, and social influences; bilingualism; special populations and disorders; and more. All articles (signed and authored by key figures in the field) conclude with cross reference links and suggestions for further reading. Appendices include a Resource Guide with annotated lists of classic books and articles, journals, associations, and web sites; a Glossary of specialized terms; and a Chronology offering an overview and history of the field. A thematic Reader’s Guide groups related articles by broad topic areas as one handy search feature on the e-Reference platform, which includes a comprehensive index of search terms. Available in both print and electronic formats, Encyclopedia of Language Development is a must-have reference for researchers and is ideal for library reference or circulating collections.",Language Arts & Disciplines,785,N/A,0,en
SSC CHSL (10+2) Combined Higher Secondary Tier 1 Guide 2022,Arihant Experts,Arihant Publications India limited,2022-03-05,"1. Master Guide CHSL provides complete coverage of syllabus. 2. Divided into 4 sections it gives complete overview of the theories. 3. 5 Section Tests are given in each chapter to indicate the examination trend. 4. 3 solved papers and Previous Years’ questions are encrypted for better understanding. 5. The book also contains 3 Mock Tests for rigorous practice. Every year the Staff Selection Commission (SSC) conducts SSC CHSL exams to recruit eligible candidates for various posts such as LDC, JSA, DEO, PA and SA in various departments of the Government of India. The book “Master Guide CHSL” is strictly prepared according to the prescribed syllabus for the aspirants of CHSL (10+2) Tier I examination. Divided into 4 sections- General Intelligence, Quantitative Aptitude, English Language and General Awareness, it provides complete coverage of syllabus. Each chapter is encrypted with 5 Section Tests, to showcase the trend of the exam. 3 latest solved papers (2019-2021) and Previous Years’ questions help in better understanding of the concept and question type. Apart from theories, it also contains 3 mock tests based on the latest pattern for quick revision and rigorous practice. This book will be highly beneficial to all the aspirants preparing for SSC CHSL exams. TOC Solved Papers [2021-2019], General Intelligence, Quantitative Aptitude, English Language, General Awareness, Mock Test [1-3].",,675,N/A,0,en
Language and Society,Andrew Simpson,Oxford University Press,2019-01-02,"Language and Society is a broad introduction to the interaction of language and society, intended for undergraduate students majoring in any academic discipline. The book discusses the complex socio-political roles played by large, dominant languages around the world and how the growth of major national and official languages is threatening the continued existence of smaller, minority languages. As individuals adopt new ways of speaking, many languages are disappearing, others are evolving into hybrid languages with distinctive new forms, and even long-established languages are experiencing significant change, with young speakers creating novel expressions and innovative pronunciations. Making use of a wide range of case studies selected from the Americas, Europe, Asia and Africa, Andrew Simpson describes and explains key factors causing language variation and change which relate to societal structures and the expression of group and personal identity.Â The volume also examines how speakers' knowledge of language acts as an important force controlling access to education, advances in employment and the development of social status.Â Additional topics discussed in the volume focus on the global growth of English, gendered patterns of language use, and the influence of language on perception.",Language Arts & Disciplines,546,N/A,0,en
Introducing English Language,"Louise Mullany, Peter Stockwell",Routledge,2015-07-30,"Routledge English Language Introductions cover core areas of language study and are one-stop resources for students. Assuming no prior knowledge, books in the series offer an accessible overview of the subject, with activities, study questions, sample analyses, commentaries and key readings – all in the same volume. The innovative and flexible ‘two-dimensional’ structure is built around four sections – introduction, development, exploration and extension – which offer self-contained stages for study. Each topic can also be read across these sections, enabling the reader to build gradually on the knowledge gained. Introducing English Language: is the foundational book in the Routledge English Language Introductions series, providing an accessible introduction to the English language contains newly expanded coverage of morphology, updated and revised exercises, and an extended Further Reading section comprehensively covers key disciplines of linguistics such as historical linguistics, sociolinguistics and psycholinguistics, as well as core areas in language study including acquisition, standardisation and the globalisation of English uses a wide variety of real texts and images from around the world, including a Monty Python sketch, excerpts from novels such as Virginia Woolf’s To the Lighthouse, and news items from Metro and the BBC provides updated classic readings by the key names in the discipline, including Guy Cook, Andy Kirkpatrick and Zoltán Dörnyei is accompanied by a website with extra activities, project ideas for each unit, suggestions for further reading, links to essential English language resources, and course templates for lecturers. Written by two experienced teachers and authors, this accessible textbook is an essential resource for all students of the English language and linguistics.",Language Arts & Disciplines,375,N/A,0,en
IB English a Language and Literature Online Course Book,"Rob Allison, Brian Chanen",N/A,2015-08-27,"The most comprehensive, challenging and engaging, this text was developed with the IB to match the 2011 syllabus for SL and HL. With unparalleled insight into IB assessment, complete with examiner guidance, it will concretely equip your learners to tackle the course and assessment.",,328,N/A,0,en
Dialect,"Hakan Seyalioglu, Kathryn Hymes",N/A,2018-07,N/A,,0,N/A,0,en
BPSC TRE 3.0 Bihar Primary School Teacher Recruitment Class 1 to 5 General Studies - 2024,"Dr. Ranjit Kumar Singh, IAS (AIR-49)",Prabhat Prakashan,2024-02-09,"BPSC: Bihar Teacher Recruitment General Studies (Teacher Exam Cracker Series) Class 1-5 is all in one exam book which would help the aspirants to understand the basics and also help them to revise and evaluate their learning. The book contains complete coverage of syllabus and is divided into 8 topics: Elementary Mathematics, Mental Ability Test, General Awareness, General Science, Social Science, Indian National Movement, Geography and Environment.",Study Aids,501,N/A,0,en
Second Language Acquisition,Roumyana Slabakova,Oxford University Press,2016,"This textbook approaches second language acquisition from the perspective of generative linguistics. Roumyana Slabakova reviews and discusses paradigms and findings from the last thirty years of research in the field, focussing in particular on how the second or additional language is represented in the mind and how it is used in communication. The adoption and analysis of a specific model of acquisition, the Bottleneck Hypothesis, provides a unifying perspective.The book assumes some non-technical knowledge of linguistics, but important concepts are clearly introduced and defined throughout, making it a valuable resource not only for undergraduate andgraduate students of linguistics, but also for researchers in cognitive science and language teachers.",Computers,506,N/A,0,en
Learning Japanese as a Second Language,,Cambria Press,N/A,N/A,,374,N/A,0,en
"Similar Languages, Varieties, and Dialects","Marcos Zampieri, Preslav Nakov",Cambridge University Press,2021-09-02,"Studying language variation requires comprehensive interdisciplinary knowledge and new computational tools. This essential reference introduces researchers and graduate students in computer science, linguistics, and NLP to the core topics in language variation and the computational methods applied to similar languages, varieties, and dialects.",Computers,345,N/A,0,en
Language,Ruth Garrett Millikan,Oxford University Press,2005,"""Ruth Millikan presents a radically different way of viewing the partial regularities that language displays, the norms and conventions of language. The central norms applying to language, like those norms of function and behaviour that account for the survival and proliferation of biological traits, are non-evaluative norms. Specific linguistic forms survive and are reproduced together with co-operative hearer responses because, in a critical mass of cases, these patterns of production and response benefit both speakers and hearers. Conformity is needed only often enough to ensure that the co-operative use constituting the norm - the convention - continues to be copied and hence continues to characterize some interactions of some speaker-hearer pairs.""--BOOK JACKET",Language Arts & Disciplines,244,N/A,0,en
Teaching Chinese as an International Language,"Yeng-Seng Goh, Yingcheng Wu",Cambridge University Press,2017-08-17,A lively and accessible account which explores the teaching of Chinese as an international language from a Singapore perspective.,Education,231,N/A,0,en
Language,Gita DasBender,N/A,2013-12-13,"""The Language Reader is part of the Managed Reader Program,which are a cluster of single-topic readers that are brief-to-medium in length and include a short section on rhetorical strategies and research work, as well as writing process, and all of which have a common pedagogy. The readings in these books include global perspectives and non-mainstream sources, and they are a manageable size. The Language Reader is a reader that reflects the central and complex topic of language, as it reflects upon new realities of the multilingual college classroom, and speaks to ideas and issues important to generation 1.5 learners. Developed for the freshman composition course, the reader includes an interdisciplinary mix of public, academic, and scientific reading selection; and it gives students with the rhetorical knowledge and compositional skills to participate in discussions about language, learning, and the writing process""--",College readers,0,N/A,0,en
Questions About Language,"Laurie Bauer, Andreea S. Calude",Routledge,2020-05-19,"Questions About Language sets out to answer, in a readable yet insightful format, a series of vital questions about language, some of which language specialists are regularly asked, and some of which are so surprising that only the specialists think about them. In this handy guide, sixteen language experts answer challenging questions about language, from What makes a language a language? to Do people swear because they don’t know enough words? Illustrating the complexity of human language, and the way in which we use it, the twelve chapters each end with a section on further reading for anyone interested in following up on the topic. Covering core questions about language, this is essential reading for both students new to language and linguistics and the interested general reader.",Foreign Language Study,137,N/A,0,en
A Dictionary of Language Acquisition:A Comprehensive Overview of Key Terms in First and Second Language Acquisition,Hossein Tavakoli,Rahnama Press,2013-01-01,"""A Dictionary of Research Methodology and Statistics in Applied Linguistics"" is a comprehensive and authoritative reference guide that offers a detailed overview of important terms and concepts in the fields of research and statistics within the domain of applied linguistics. This volume focuses specifically on research in applied linguistics, aiming to clarify the meaning and application of various concepts, approaches, methods, designs, techniques, tools, types, and processes of research in a clear and efficient manner. It also includes entries that address statistical aspects, providing assistance to researchers in formulating, analyzing, and executing their research designs effectively, ensuring a logical progression from start to finish. With approximately 2000 entries covering essential research concepts and issues, this book incorporates cross-references where necessary to enhance understanding and facilitate navigation. It caters to a wide audience, including undergraduate and graduate students, teachers, lecturers, practitioners, researchers, consultants, and individuals seeking information in the field of applied linguistics and related disciplines.",Language Arts & Disciplines,412,N/A,0,en
New Trends in Language Acquisition Within the Generative Perspective,"Pedro Guijarro-Fuentes, Cristina Suárez-Gómez",Springer Nature,2020-01-17,"This book presents a comprehensive, state-of-the-art treatment of the acquisition of Indo- and Non-Indo-European languages in various contexts, such as L1, L2, L3/Ln, bi/multilingual, heritage languages, pathology as well as language impairment, and sign language acquisition. The book explores a broad mix of methodologies and issues in contemporary research. The text presents original research from several different perspectives, and provides a basis for dialogue between researchers working on diverse projects with the aim of furthering our understanding of how languages are acquired. The book proposes and refines new theoretical constructs, e.g. regarding the complexity of linguistic features as a relevant factor forming children’s, adults’ and bilingual individuals’ acquisition of morphological, syntactic, discursive, pragmatic, lexical and phonological structures. It appeals to students, researchers, and professionals in the field.",Language Arts & Disciplines,336,N/A,0,en
A Dictionary of the English Language,Joseph Emerson Worcester,N/A,1860,N/A,English language,1874,N/A,0,en
Ace Reasoning Ability For Banking and Insurance eBook 2021 (Third English Edition),Adda247 Publications,Adda247 Publications,N/A,"ADDA 247 is launching a complete and comprehensive eBook on ""Reasoning Ability"". Third Edition eBook is updated as per the latest examination pattern and is suitable for all the Banking & Insurance Examinations such as SBI, RBI, IBPS, LIC, GIC, UIIC & Others. The aim of this eBook is to help students learn and understand the new pattern of recruitment exams which will help them to maximize their scores in the competitive examination. The eBook has been prepared by experienced faculties, subject-matter experts and with the expertise of Adda247 keeping the new pattern and challenges of competitive exams in mind. Exclusive By Adda247 Publications: Aspirants are well aware of the dynamics of competitive examination, 3-6 months down the preparation line, you can observe a few changes in the pattern and level of questions. In such a scenario, printed edition or hard copy books bring a limitation; how to stay updated and study with the most relevant and latest study material? Adda247 Publications has brought a solution to this issue!!! We bring to you an exclusive feature with purchase of this eBook by Adda247 Publications Salient Features of the eBook: - 3000+ Questions with detailed solutions - Concepts with detailed approach and examples - 3 Levels of Exercise Based on latest Pattern - Basic to Advance Level Questions with Detailed Solutions - Includes the Previous Years' Questions asked in Banking & Insurance Exams - Useful for NRA CET as well. - Based on Latest Pattern Course Highlights: - 3000+ Questions with detailed solutions - 3 Levels of Exercise Based on latest Pattern - Basic to Advance Level Questions with Detailed Solutions - Includes the Previous Years' Questions asked in Banking & Insurance Exam",Young Adult Nonfiction,482,N/A,0,en
Fluent Forever (Revised Edition),Gabriel Wyner,Random House,2024-12-31,"The bestselling guide to learning a new language and remembering what you learned, now revised and updated “A brilliant and thoroughly modern guide . . . If you want a new language to stick, start here.”—Gary Marcus, cognitive psychologist and author of the New York Times bestseller Guitar Zero Gabriel Wyner speaks seven foreign languages fluently. He didn’t learn them in school—who does? Rather, he mastered each one on his own, drawing on free online resources, short practice sessions, and his knowledge of neuroscience and linguistics. In Fluent Forever, Wyner shares his foolproof method for learning any language. It starts by hacking the way your brain naturally encodes information. You’ll discover how to hear new sounds and train your tongue to produce them accurately. You’ll connect spellings and sounds to images so that you start thinking in a new language without translating. With spaced-repetition systems, you’ll build a foundation for your language in a week and learn hundreds of words a month—with just a few minutes of practice each day. This revised edition also shares fresh strategies that Wyner has refined over years of study. You’ll learn to • use your interests to curate vocabulary that you’ll actually be excited to study • fast-track fluency, with a new appendix devoted to conversation strategies with native speakers • compile the best language-learning tool kit for your budget • harness the science of motivation and habit building to turbocharge your progress • find the perfect level of difficulty with reading and listening comprehension to stay engaged and avoid frustration With suggestions for helpful study aids and a wealth of free resources, the intuitive techniques in this book will offer you the most efficient and rewarding way to learn a new language.",Foreign Language Study,417,N/A,0,en
The Five Love Languages,Gary Chapman,Moody Publishers,2009-12-17,"Marriage should be based on love, right? But does it seem as though you and your spouse are speaking two different languages? #1 New York Times bestselling author Dr. Gary Chapman guides couples in identifying, understanding, and speaking their spouse's primary love language-quality time, words of affirmation, gifts, acts of service, or physical touch. By learning the five love languages, you and your spouse will discover your unique love languages and learn practical steps in truly loving each other. Chapters are categorized by love language for easy reference, and each one ends with simple steps to express a specific language to your spouse and guide your marriage in the right direction. A newly designed love languages assessment will help you understand and strengthen your relationship. You can build a lasting, loving marriage together. Gary Chapman hosts a nationally syndicated daily radio program called A Love Language Minute that can be heard on more than 150 radio stations as well as the weekly syndicated program Building Relationships with Gary Chapman, which can both be heard on fivelovelanguages.com. The Five Love Languages is a consistent New York Times bestseller - with over 5 million copies sold and translated into 38 languages. This book is a sales phenomenon, with each year outselling the prior for 16 years running!",Family & Relationships,209,4.5,70,en
"Georgetown University Round Table on Languages and Linguistics (GURT) 2000: Linguistics, Language, and the Professions","James E. Alatis, Heidi E. Hamilton, Ai-Hui Tan",Georgetown University Press,2002-05-22,"The 2000 Georgetown University Round Table on Languages and Linguistics brought together distinguished linguists from around the globe to discuss applications of linguistics to important and intriguing real-world issues within the professions. With topics as wide-ranging as coherence in operating room communication, involvement strategies in news analysis roundtable discussions, and jury understanding of witness deception, this resulting volume of selected papers provides both experts and novices with myriad insights into the excitement of cross-disciplinary language analysis. Readers will find—in the words of one contributor—that in such cross-pollination of ideas, ""there's tremendous hope, there's tremendous power and the power to transform.""",Language Arts & Disciplines,290,N/A,0,en
Language and Bilingual Cognition,"Reader in Applied Linguistics Vivian Cook, Vivian Cook, Benedetta Bassetti",Psychology Press,2011-04-27,"This volume provides a state-of-the-art overview of the relationship between language and cognition with a focus on bilinguals, bringing together contributions from international leading figures in various disciplines . It is essential reading for researchers and postgraduate students with an interest in language and cognition, or in bilingualism and second languages.",Education,606,N/A,0,en
International Education and Schools,Richard Pearce,A&C Black,2013-10-24,"Over the last forty years, the estimated number of international schools worldwide has increased from fewer than 300 to 6400 in 2012. This explosion is a response to the needs of a world in which borders are being traversed with ever greater ease and children increasingly need to be prepared for the global opportunities that await them. In this book, international school specialists reflect on where the movement has come from, how it stands and where developments are heading, offering insightful observations on these unique institutions. This is a comprehensive resource for students, researchers and professionals with an interest in the future of education in a globalized world.",Education,265,N/A,0,en
Indo-European Language and Culture,"Benjamin W. Fortson, IV",John Wiley & Sons,2011-09-07,"This revised and expanded edition provides a comprehensive overview of comparative Indo-European linguistics and the branches of the Indo-European language family, covering both linguistic and cultural material. Now offering even greater coverage than the first edition, it is the definitive introduction to the field. Updated, corrected, and expanded edition, containing new illustrations of selected texts and inscriptions, and text samples with translations and etymological commentary Extensively covers individual histories of both ancient and modern languages of the Indo-European family Provides an overview of Proto-Indo-European culture, society, and language Designed for use in courses, with exercises and suggestions for further reading included in each chapter Includes maps, a glossary, a bibliography, and comprehensive word and subject indexes",Language Arts & Disciplines,570,N/A,0,en
Comprehensive Guide to SBI Bank PO Preliminary & Main Exam with 5 Online Tests (9th Edition),Disha Experts,Disha Publications,2020-02-04,N/A,,893,N/A,0,en
Researching English Language,Alison Sealey,N/A,2010,"First Published in 2010. Routledge is an imprint of Taylor & Francis, an informa company.",English language,0,N/A,0,en
Korean as a Heritage Language from Transnational and Translanguaging Perspectives,"Hyesun Cho, Kwangok Song",Taylor & Francis,2022-12-14,"This collection critically reflects on the state-of-the-art research on Korean-as-a-heritage-language (KHL) teaching and learning, centering KHL as an object of empirical inquiry by offering multiple perspectives on its practices and directions for further research. The volume expands prevailing notions of transnationalism and translanguaging by providing insights into the ways contemporary Korean immigrant and transnational families and individuals maintain their heritage language to participate in literary practices across borders. Experts from across the globe explore heritage language and literacy practices in Korean immigrant communities in varied geographic and educational contexts. In showcasing a myriad of perspectives across KHL research, the collection addresses such key questions as how heritage language learners’ literacy practices impact their identities, how their families support KHL development at home, and what challenges and opportunities stakeholders need to consider in KHL education and in turn, heritage language education, more broadly. This book will be of interest to families, teachers, scholars, and language program administrators in Korean language education, heritage language education, applied linguistics, and bilingual education.",Language Arts & Disciplines,259,N/A,0,en
How to Learn a Foreign Language: A Practical Guide with Tips and Resources,Jeff Blum,Jeff Blum,2021-09-25,"Learning a language can be a daunting process. Should you self-study? Take a course? Buy a software program? Hire a private tutor? What kinds of learning systems are available and which might be right for you? How about the myriad online resources available? And, very importantly, where should you begin? Oh, by the way, how long will all this effort take anyway? You will find the answers to these questions in this short but thorough guide to learning a foreign language. Author Jeff Blum has taught English and studied four languages (Japanese, Spanish, Portuguese and Thai), but he still struggles just as anyone must when learning a language. Jeff did extensive research on all aspects of language learning in an effort to improve his own efforts and he has carefully curated that research into this guide to help you with your efforts as well. In the book you will find: 1. A look at the systems and techniques advocated by various language learning experts and sites. 2. A consideration of personal factors in learning a language (motivation, personality, goals, etc.). 3. A discussion of the 8 language learning blocks with recommended resources for tackling each. 4. An overview of the most popular language learning products on the market (Duolingo, Rosetta Stone, Pimsleur, etc.). 5. A comprehensive set of resources to aid you with whatever approach to study you pursue. Whether you are young or old, beginner or advanced, studying your first foreign language or your fifth, there is something for you in this book. If you are a language teacher, this book might help you better understand what your students are up against while giving you ideas and extra resources to aid your teaching efforts.",Foreign Language Study,109,N/A,0,en
Language Planning in Europe,"Robert Kaplan, Richard Baldauf Jr., Nkonko Kamwangamalu",Routledge,2016-04-22,"This volume focuses on language planning in Cyprus, Iceland and Luxembourg, explaining the linguistic diversity, historical and political contexts and current language situation (including language-in-education planning), the role of the media, the role of religion and the roles of non-indigenous languages. The authors are indigenous to the situations described, and draw on their experience and extensive fieldwork there. The three extended case studies contained in this volume draw together the literature on each of the polities to present an overview of the existing research available, while also providing new research-based information. The purpose of this volume is to provide an up-to-date overview of the language situation in each polity based on a series of key questions, in the hope that this might facilitate the development of a richer theory to guide language policy and planning in other polities where similar issues may arise. This book comprises case studies originally published in the journal Current Issues in Language Planning.",Education,249,N/A,0,en
Origins of Language,James R. Hurford,"Oxford University Press, USA",2014-03,"This book offers an accessible overview of what is known about the evolution of the human capacity for language and what sets human language apart from the simple communication systems used by non-human animals. It draws on a wide range of disciplines, including philosophy, neuroscience, genetics, and animal behaviour.",Language Arts & Disciplines,182,N/A,0,en
