Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Sears-16: Sears List Of Subject Headings : A Practical Introduction For Indian Students,M.P. Satija,Concept Publishing Company,2000,N/A,,176,N/A,0,en
Literary Research and British Postmodernism,"Bridgit McCafferty, Arianne Hartsell-Gundy",Rowman & Littlefield,2015-09-02,"Literary Research and British Postmodernism is a guide for scholars that aims to connect the complex relationships between print and multimedia, technological advancements, and the influence of critical theory that converge in postwar British literature. This era is unique in that strict boundaries between fiction, nonfiction, multimedia and print are not useful. Postmodern literature is defined by the breaking down of boundaries as a reaction to modernism and requires an innovative, multifaceted approach to research. In this guide the authors explore these complex relationships and offer strategies for researching this new period of literature. This book takes a holistic approach to postmodern literature that recognizes the way in which digital media, film, critical theory, popular music and more traditional print sources are inextricably linked. Through this approach, the authors present a broad view of “postmodernism” that includes a wide variety of British authors writing in the last half of the twentieth century. The book’s definition of “postmodern” includes any British literature following World War II that engages issues central to postmodern theory, including the social construction of gender, sexuality, and power; the subjectivity of truth; technology as a social force; intertextuality; metafiction; post-colonial narrative; and fantasy. This guide aims to aid researchers of postwar British literature by defining best practices for scholars conducting research in a period so broadly varied in the way it defines literature.",Language Arts & Disciplines,265,N/A,0,en
Library of Congress Subject Headings,Library of Congress. Cataloging Policy and Support Office,N/A,2003,N/A,"Subject headings, Library of Congress",1808,N/A,0,en
Collections Vol 12 N. 3,Juilee Decker,Rowman & Littlefield,2016-10-07,"Collections: A Journal for Museum and Archives Professionals"" is a multi-disciplinary peer-reviewed journal dedicated to the discussion of all aspects of handling, preserving, researching, and organizing collections. Curators, archivists, collections managers, preparators, registrars, educators, students, and others contribute.",Language Arts & Disciplines,138,N/A,0,en
Literature of the Holocaust,Alan Rosen,Cambridge University Press,2013-11-14,"During and in the aftermath of the dark period of the Holocaust, writers across Europe and America sought to express their feelings and experiences through their writings. This book provides a comprehensive account of these writings through essays from expert scholars, covering a wide geographic, linguistic, thematic and generic range of materials. Such an overview is particularly appropriate at a time when the corpus of Holocaust literature has grown to immense proportions and when guidance is needed in determining a canon of essential readings, a context to interpret them, and a paradigm for the evolution of writing on the Holocaust. The expert contributors to this volume, who negotiate the literature in the original languages, provide insight into the influence of national traditions and the importance of language, especially but not exclusively Yiddish and Hebrew, to the literary response arising from the Holocaust.",Literary Criticism,323,N/A,0,en
Literary Research and American Postmodernism,Emily Witsell,Rowman & Littlefield,2016-07-18,"Literary Research and American Postmodernism is a guide to scholarly research in the field of American postmodern literature, which this volume defines as the period between 1950 and 1990. This work aims to provide advanced undergraduate students, graduate students, and scholars of literature with a comprehensive view of the print and online resources available in literature and related subject areas. The volume offers best practices for research, especially for the challenges inherent to the field of American postmodernism, and provides scholars with a path toward success in their research endeavors. The opening chapters describe the state of academic research in the literary field and how to formulate an appropriate research topic, develop keywords, and use advanced search techniques to improve search results. One chapter is devoted to how to navigate library catalogs, read a catalog record, and locate materials in libraries worldwide. Subsequent chapters describe general reference resources, print and electronic bibliographies, and scholarly journals that focus on literature in the second half of the twentieth century. The author identifies resources for locating the book reviews and historical magazines and newspapers that can offer insight into the history of particular author’s publications. The unique challenges and promises of archival research are outlined, along with tips for getting the most out of a trip to a special collections library to perform primary research. Web resources and techniques for finding scholarly resources on the Internet are addressed in addition to subscription-based or library-owned materials. The final chapter synthesizes the information described in the previous chapters by taking the reader through a real-life research question and demonstrating how a scholar might locate resources on a difficult topic. An appendix of resources in related fields suggests additional directions the researcher might explore.",Literary Criticism,213,N/A,0,en
Classical Mythology in English Literature,Geoffrey Miles,Routledge,2002-09-11,"Classical Mythology in English Literature brings together a range of English versions of three classical myths. It allows students to explore the ways in which they have been reinterpreted and reinvented by writers throughout history. Beginning with a concise introduction to the principle Greco-Roman gods and heroes, the anthology then focuses on three stories: * Orpheus, the great musician and his quest to free his wife Eurydice from death * Venus and Adonis, the love goddess and the beautiful youth she loved * Pygmalion, the master sculptor who fell in love with his creation. Each section begins with the classical sources and ends with contemporary versions, showing how each myth has been used/abused or appropriated since its origins",Literary Collections,446,N/A,0,en
Canon Formation,"W. Edward Glenny, Darian Lockett",Bloomsbury Publishing,2023-01-12,"Contributors to this volume examine the various collections of canonical sub-units in the canon, considering the state of the question regarding each particular collection. The chapters introduce the issues involved in sub-collections being accepted in the canon, summarize the historical evidence of the acceptance of these collections, and discuss the compositional evidence of “canonical consciousness” in the various collections. The contributors consider paratextual evidence, for example, the arrangement of the books in various manuscripts, the titles of the books, and also include evidence such as the presence of catchwords, framing devices, and themes. The book begins with a consideration of the two overarching collections – the Old and New Testaments. Next, several sub-collections within the Hebrew Bible (OT) are considered, including the Torah, Prophets, the Megilloth, the Twelve (both in their Masoretic Text and Septuagint forms), and the Psalter. In addition, sub-collections in the New Testament include the four-fold Gospel, the Pauline Collection (usually with Hebrews in the early manuscripts), the function of Acts within the New Testament, the Praxapostolos (Acts along with the Catholic Epistles), and the function of Revelation as the end of the canon.",Religion,374,N/A,0,en
Directory of Rare Book and Special Collections in the UK and Republic of Ireland,Karen Attar,Facet Publishing,2016-05-31,"This directory is a handy on-volume discovery tool that will allow readers to locate rare book and special collections in the British Isles. Fully updated since the second edition was published in 1997. this comprehensive and up-to-date guide encompasses collections held in libraries, archives, museums and private hands. The Directory: Provides a national overview of rare book and special collections for those interested in seeing quickly and easily what a library holds Directs researchers to the libraries most relevant for their research Assists libraries considering acquiring new special collections to assess the value of such collections beyond the institution,showing how they fit into a ‘unique and distinctive’ model. Each entry in the Directory provides background information on the library and its purpose, full contact details, the quantity of early printed books, information about particular subject and language strengths, information about unique works and important acquisitions, descriptions of named special collections and deposited collections. Readership: Researchers, academic liaison librarians and library managers.",Language Arts & Disciplines,609,N/A,0,en
The Dynamics of Masters Literature,Wiebke Denecke,Harvard University Press,2010,"By historicizing the notion of Chinese philosophy, we can, the author contends, answer not only the question of whether there is a Chinese philosophy but also the more interesting question of the future of philosophical thought around the world. --Book Jacket.",Literary Criticism,394,N/A,0,en
The Pauline Corpus in Early Christianity,Benjamin P. Laird,Hendrickson Publishers,2022-12-01,"The Pauline Corpus in Early Christianity: Its Formation, Publication, and Circulation offers a comprehensive and wide-ranging examination of the canonical development of the collection of writings associated with the Apostle Paul. The volume considers a number of clues from the New Testament writings, ancient literary conventions related to the composition and collection of letters, and a variety of early witnesses to the early state of the corpus such as biblical manuscripts, canonical lists, and the testimony of writers. As a conclusion to these inquiries, Laird argues that at least three major archetypal editions of the Pauline corpus—those containing 10, 13, and 14 letters—appear to have been collected and edited as early as the first century. These major archetypal editions, Laird concludes, circulated simultaneously for many years until editions containing 14 letters became nearly universally recognized by the fourth century. The volume serves as a valuable resource of information for those engaged in the study of the early state of the New Testament canon and offers a fresh perspective on the process that led to the formation of the Pauline corpus.",Religion,392,N/A,0,en
The Athenaeum,,N/A,1851,N/A,Periodicals,716,N/A,0,en
Poetic Modernism in the Culture of Mass Print,Bartholomew Brinkman,JHU Press,2016-12-15,"How scrapbooking, book collecting, and other ways of handling print media informed modernist poetry. In Poetic Modernism in the Culture of Mass Print, Bartholomew Brinkman argues that an emerging mass print culture conditioned the production, reception, and institutionalization of poetic modernism from the latter part of the nineteenth century through the middle of the twentieth century—with lasting implications for the poetry and media landscape. Drawing upon extensive archival research in the United States and Britain, Brinkman demonstrates that a variety of print collecting practices—including the anthology, the periodical, the collage poem, volumes of selected and collected poems, and the modern poetry archive—helped structure key formal and institutional sites of poetic modernism. Brinkman focuses on the generative role of book collecting practices and the negotiation of print ephemera in scrapbooks. He also traces the evolution of the modern poetry archive as a particular case of the mid-twentieth-century rise of literary archives and identifies parallels between the beginning of mass print culture at the end of the nineteenth century and the growth of digital culture today. Advocating for a transatlantic modernism that stretches roughly from 1880 to 1960—one that incorporates both popular and canonical poets—Brinkman successfully extends the geographical, historical, and vertical dimensions of modernist studies. Poetic Modernism in the Culture of Mass Print will appeal not only to scholars and students of literary modernism, modern periodical studies, book history, print culture, media studies, history, art history, and museum studies but also to librarians, archivists, museum curators, and information science professionals.",Literary Criticism,285,N/A,0,en
Anthologies of British Poetry,,BRILL,2021-11-22,"From Tottel's Miscellany (1557) to the last twentieth-century Oxford Book of English Verse (1999), anthologies have been a prime institution for the preservation and mediation of poetry. The importance of anthologies for creating and re-creating the canon of English poetry, for introducing ‘new' programmes of poetry, as a record of changing poetic fashions, audience tastes and reading practices, or as a profitable literary commodity has often been asserted. Despite its impact, however, the poetry anthology in itself has attracted surprisingly little critical interest in Britain or elsewhere in the English-speaking world. This volume is the first publication to explore the largely unmapped field of poetry anthologies in Britain. Essays written from a wide range of perspectives in literary and cultural studies, and the point of view of poets, editors, publishers and cultural institutions, aim to do justice to the typological, functional and historical variety with which this form of publication has manifested itself - from early modern print culture to the postmodern age of the world wide web.",Literary Criticism,355,N/A,0,en
International Companion Encyclopedia of Children's Literature,"Peter Hunt, Sheila G. Bannister Ray",Taylor & Francis,1996,"The Encyclopedia offers comprehensive and international coverage of children's literature from a number of perspectives - theory and critical approaches, types and genres, context, applications and individual country essays.",Literary Criticism,934,N/A,0,en
Classics in Progress,"T. P. Wiseman, Timothy Peter Wiseman",Oxford University Press,2006-01-26,"The study of Greco-Roman civilisation is as exciting and innovative today as it has ever been. This intriguing collection of essays by contemporary classicists reveals new discoveries, new interpretations and new ways of exploring the experiences of the ancient world. Through one and a half millennia of literature, politics, philosophy, law, religion and art, the classical world formed the origin of western culture and thought. This book emphasises the many ways in which it continues to engage with contemporary life. Offering a wide variety of authorial style, the chapters range in subject matter from contemporary poets' exploitation of Greek and Latin authors, via newly discovered literary texts and art works, to modern arguments about ancient democracy and slavery, and close readings of the great poets and philosophers of antiquity. This engaging book reflects the current rejuvenation of classical studies and will fascinate anyone with an interest in western history.",History,476,N/A,0,en
Prizing Children's Literature,"Kenneth B. Kidd, Joseph T. Thomas Jr.",Taylor & Francis,2016-11-10,"Children's book awards have mushroomed since the early twentieth-century and especially since the 1960s, when literary prizing became a favored strategy for both commercial promotion and canon-making. There are over 300 awards for English-language titles alone, but despite the profound impact of children’s book awards, scholars have paid relatively little attention to them. This book is the first scholarly volume devoted to the analysis of Anglophone children's book awards in historical and cultural context. With attention to both political and aesthetic concerns, the book offers original and diverse scholarship on prizing practices and their consequences in Australia, Canada, and especially the United States. Contributors offer both case studies of particular awards and analysis of broader trends in literary evaluation and elevation, drawing on theoretical work on canonization and cultural capital. Sections interrogate the complex and often unconscious ideological work of prizing, the ongoing tension between formalist awards and so-called identity-based awards — all the more urgent in light of the ""We Need Diverse Books"" campaign — the ever-morphing forms and parameters of prizing, and scholarly practices of prizing. Among the many awards discussed are the Pura Belpré Medal, the Inky Awards, the Canada Governor General Literary Award, the Printz Award, the Best Animated Feature Oscar, the Phoenix Award, and the John Newbery Medal, giving due attention to prizes for fiction as well as for non-fiction, poetry, and film. This volume will interest scholars in literary and cultural studies, social history, book history, sociology, education, library and information science, and anyone concerned with children's literature.",Literary Criticism,263,N/A,0,en
Now Read On,"Malachi Edwin Vethamani, John McRae",Routledge,2005-08-12,"Now Read On brings together literatures in English from around the world, combining an excellent choice of texts with sound methodological guidance.It contains approximately eighty texts and extracts from countries andcontinents including: *Africa *Australia *Great Britain *India *Malaysia *New Zealand *Philippines *Singapore Designed as course for both native and non-native English-speakers in how to read literature, this anthology begins with shorter starter texts and questions, and develops in complexity as the reader progresses through the book. Now Read On provides the user with *hands-on experience of working with a plurality of texts from around the world *questions, exercises, pointers and commentary, accompanying all the passages of literature, and providing the student with the tools and confidence to critically evaluate any text *an understanding of the major genres - poetry, short stories, drama and novels.",Literary Criticism,262,N/A,0,en
Australian National Bibliography: 1992,National Library of Australia,National Library Australia,1988,N/A,Australia,1976,N/A,0,en
Dictionary of American Library Biography,Donald G. Davis,Bloomsbury Publishing USA,2003-01-30,"This second supplement to DALB, the Dictionary of American Library Biography (1978), adds 77 notable, deceased members of the library and archival communities to the 302 entries in the main volume and the 51 entries in the first supplement (1990). The second supplement includes primarily those figures who died between 1987 and the end of the year 2000, though some 13 entries provide sketches for notable persons whose death dates are somewhat earlier and who were not included in earlier works. Among the entries are a number of African Americans, and nearly one-half of the entries are women. Some 80 contributors from the United States and Canada provided sketches, many based on original source material. This supplement follows the practice and format of the earlier volumes, though it allows presidents of the American Library Association to compete for inclusion with other nominations.",Language Arts & Disciplines,287,N/A,0,en
Mississippi Writers,Dorothy Abbott,Univ. Press of Mississippi,1985,Drama recounting the experience of growing up in the Deep South,Drama,628,N/A,0,en
University of Illinois Studies in Language and Literature,,N/A,1916,N/A,Antiquarians,652,N/A,0,en
The Folktale,Stith Thompson,Univ of California Press,1977,"As interest in folklore increases, the folktale acquires greater significance for students and teachers of literature. The material is massive and scattered; thus, few students or teachers have accessibility to other than small segments or singular tales or material they find buried in archives. Stith Thompson has divided his book into four sections which permit both the novice and the teacher to examine oral tradition and its manifestation in folklore. The introductory section discusses the nature and forms of the folktale. A comprehensive second part traces the folktale geographically from Ireland to India, giving culturally diverse examples of the forms presented in the first part. The examples are followed by the analysis of several themes in such tales from North American Indian cultures. The concluding section treats theories of the folktale, the collection and classification of folk narrative, and then analyzes the living folklore process. This work will appeal to students of the sociology of literature, professors of comparative literature, and general readers interested in folklore.",Social Science,532,N/A,0,en
Grey Literature in Library and Information Studies,"Dominic Farace, Joachim Schöpfel",Walter de Gruyter,2010-09-27,"The further rise of electronic publishing has come to change the scale and diversity of grey literature facing librarians and other information practitioners. This compiled work brings together research and authorship over the past decade dealing with both the supply and demand sides of grey literature. While this book is written with students and instructors of Colleges and Schools of Library and Information Science in mind, it likewise serves as a reader for information professionals working in any and all like knowledge-based communities.",Language Arts & Disciplines,288,N/A,0,en
Collection Assessment,"Association of Research Libraries. University Library Management Studies Office, Association of Research Libraries. Systems and Procedures Exchange Center",Association of Research Libr,1978,N/A,Academic libraries,112,N/A,0,en
The Jewish Encyclopedia: Leon-Moravia,"Isidore Singer, Cyrus Adler",N/A,1904,N/A,Jews,714,N/A,0,en
Library of Congress Subject Headings,Library of Congress. Policy and Standards Division,N/A,2010,N/A,Form headings,160,N/A,0,en
The Biographical Dictionary of the Society for the Diffusion of Useful Knowledge--,Society for the Diffusion of Useful Knowledge (Great Britain),N/A,1844,N/A,Biography,456,N/A,0,en
Subject Headings Used in the Dictionary Catalogs of the Library of Congress [from 1897 Through December 1955],"Library of Congress. Subject Cataloging Division, Marguerite Vogeding Quattlebaum","Washington : Library of Congress, Processing Department, Subject Cataloging Division",1957,N/A,Subject headings,1366,N/A,0,en
Data for Science and Technology,Phyllis S. Glaeser,Elsevier,2013-10-22,"Data for Science and Technology covers the proceedings of the Seventh International CODATA Conference. This text is comprised of 133 chapters with a total of 180 papers from 400 hundred authors, which cover CODATA concerned with environmental and energy questions along with problems of data banking and telecommunications network operations. This book provides valuable assessment of data and points out alternatives, trends, and requirements for the future, such as production and use of data in pure applied sciences; data for the development of human settlements in a dynamic world; informatical analysis of scientific research activities; and data on our evolutionary heritage. Researchers from all scientific fields will find this book a great source reference material, since it presents research from various disciplines.",Juvenile Nonfiction,640,N/A,0,en
A Short History of English Literature,George Saintsbury,N/A,1898,N/A,English literature,868,N/A,0,en
Getting Over the Color Green,Scott Slovic,University of Arizona Press,2001,"An eclectic anthology of contemporary nature writing from the Southwest, including nonfiction, fiction, field notes, and poetry, through which artists of diverse backgrounds both celebrate and illuminate the vitality and complexity of southwestern nature and literature.",Nature,416,N/A,0,en
"This Bridge Called My Back, Fortieth Anniversary Edition","Cherríe Moraga, Gloria Anzaldúa",State University of New York Press,2022-03-15,"Originally released in 1981, This Bridge Called My Back is a testimony to women of color feminism as it emerged in the last quarter of the twentieth century. Through personal essays, criticism, interviews, testimonials, poetry, and visual art, the collection explores, as coeditor Cherríe Moraga writes, ""the complex confluence of identities—race, class, gender, and sexuality—systemic to women of color oppression and liberation."" Reissued here, forty years after its inception, this anniversary edition contains a new preface by Moraga reflecting on Bridge's ""living legacy"" and the broader community of women of color activists, writers, and artists whose enduring contributions dovetail with its radical vision. Further features help set the volume's historical context, including an extended introduction by Moraga from the 2015 edition, a statement written by Gloria Anzaldúa in 1983, and visual art produced during the same period by Betye Saar, Ana Mendieta, Yolanda López, and others, curated by their contemporary, artist Celia Herrera Rodríguez. Bridge continues to reflect an evolving definition of feminism, one that can effectively adapt to and help inform an understanding of the changing economic and social conditions of women of color in the United States and throughout the world.",Social Science,445,N/A,0,en
"Second Series of Bibliographical Collections and Notes on Early English Literature, 1474-1700",William Carew Hazlitt,N/A,1882,N/A,English literature,768,N/A,0,en
University Bulletin,"University of California, Berkeley",N/A,1963,N/A,,284,N/A,0,en
Man in the Moon,Stephanie G'Shwind,University Press of Colorado,2014-06-15,"Selected from the country's leading literary journals and publications—Crazyhorse, Colorado Review, The Nervous Breakdown, Creative Nonfiction, Georgia Review, Gulf Coast, The Missouri Review, The Normal School, and others—Man in the Moon brings together essays in which sons, daughters, and fathers explore the elusive nature of this intimate relationship and find unique ways to frame and understand it: through astronomy, arachnology, storytelling, map-reading, television, puzzles, DNA, and so on. In the collection's title essay, Bill Capossere considers the inextricable link between his love of astronomy and memories of his father: ""The man in the moon is no stranger to me,” he writes. ""I have seen his face before, and it is my father's, and his father's, and my own.” Other essays include Dinty Moore's ""Son of Mr. Green Jeans: A Meditation on Missing Fathers,” in which Moore lays out an alphabetic investigation of fathers from popular culture—Ward Cleaver, Jim Anderson, Ozzie Nelson—while ruminating on his own absent father and hesitation to become a father himself. In ""Plot Variations,” Robin Black attempts to understand, through the lens of teaching fiction to creative writing students, her inability to attend her father's funeral. Deborah Thompson tries to reconcile her pride in her father's pioneering research in plastics and her concerns about their toxic environmental consequences in ""When the Future Was Plastic.” At turns painfully familiar, comic, and heartbreaking, the essays in this collection also deliver moments of searing beauty and hard-earned wisdom.",Literary Collections,256,N/A,0,en
The Biographical Dictionary of the Society for the Diffusion of Useful Knowledge,,N/A,1844,N/A,,456,N/A,0,en
"The Saturday Review of Politics, Literature, Science and Art",,N/A,1906,N/A,,720,N/A,0,en
A Reference Guide for English Studies,Michael J. Marcuse,Univ of California Press,1990-01-01,"This ambitious undertaking is designed to acquaint students, teachers, and researchers with reference sources in any branch of English studies, which Marcuse defines as ""all those subjects and lines of critical and scholarly inquiry presently pursued by members of university departments of English language and literature.'' Within each of 24 major sections, Marcuse lists and annotates bibliographies, guides, reviews of research, encyclopedias, dictionaries, journals, and reference histories. The annotations and various indexes are models of clarity and usefulness, and cross references are liberally supplied where appropriate. Although cost-conscious librarians will probably consider the several other excellent literary bibliographies in print, such as James L. Harner's Literary Research Guide (Modern Language Assn. of America, 1989), larger academic libraries will want Marcuse's volume.-- Jack Bales, Mary Washington Coll. Lib., Fredericksburg, Va. -Library Journal.",Literary Criticism,872,N/A,0,en
The Academy and Literature,,N/A,1887,N/A,,636,N/A,0,en
"The universal anthology, a collection of the best literature, with biographical and explanatory notes, ed. by R. Garnett, L. Vallée, A. Brandl. Imperial ed",Richard Garnett,N/A,1899,N/A,,432,N/A,0,en
"The Eclectic Magazine of Foreign Literature, Science, and Art",,N/A,1889,N/A,American literature,892,N/A,0,en
Ontario Library Review and Book Selection Guide,,N/A,1918,N/A,Best books,260,N/A,0,en
Sotheran's Price Current of Literature,Henry Sotheran Ltd,N/A,1909,N/A,,610,N/A,0,en
The Cambridge History of English Literature: The drama to 1642,"Sir Adolphus William Ward, Alfred Rayney Waller",N/A,1910,N/A,English literature,558,N/A,0,en
"Saturday Review of Politics, Literature, Science and Art",,N/A,1905,N/A,Art,910,N/A,0,en
Texas Legislators News Digest,,N/A,1916,"""Directory and statistics"" (called -1954 ""Directory of Texas libraries"") issued as Apr. number, 1954-58 (Apr. 1954 as Special ed.)",Libraries,182,N/A,0,en
The Reference Catalogue of Current Literature,,N/A,1910,N/A,Great Britain,1814,N/A,0,en
Annual Report,,N/A,1910,N/A,Libraries,486,N/A,0,en
"A Critical Dictionary of English Literature and British and American Authors, Living and Deceased, from the Earliest Accounts to the Latter Half of the Nineteenth Century",Samuel Austin Allibone,N/A,1870,N/A,American literature,1192,N/A,0,en
Annual Report,Lancaster (Mass.). Town Library,N/A,1898,N/A,,594,N/A,0,en
The Bookmart,,N/A,1887,N/A,American literature,190,N/A,0,en
