Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
"Reports of Cases Argued and Determined in the Court of Common Pleas, and Other Courts","Great Britain. Court of Common Pleas, William Pyle Taunton",N/A,1823,N/A,"Law reports, digests, etc",946,N/A,0,en
NEP Human Resource Management B. Com. 6th Sem,Dr. F. C. Sharma,SBPD Publications ,2024-05-20,"1. Introduction to Human Resource Management 2. Human Resource Development 3. The Organising Function of Human Resource Management 4. Human Resource Policies, Procedures and Programmes 5. Strategic Human Resource Management 6. Strategic Control 7. Productivity and Improvement 8. Job Analysis and Work Measurement 9. Job Design and Ergonomics 10. Human Resource Planning 11. Recruitment 12. Selection 13. Career Planning and Development 14. Employee Training 15. Performance Appraisal 16. Mobility-Transfers, Promotions and Separations 17. Employee Compensation 18. Job Evaluation 19. Legislative Measures for Employee’s Compensation 20. Employee Discipline 21. Grievance Handling 22. Trade Unions",Business & Economics,359,N/A,0,en
"Awards of the Second Division, National Railroad Adjustment Board, with Index",United States. National Railroad Adjustment Board,N/A,N/A,N/A,"Arbitration, Industrial",758,N/A,0,en
"1861-1877, Register of Officers and Agents, Civil, Military and Naval [etc.]",United States. Department of the Interior,N/A,1901,N/A,United States,1824,N/A,0,en
"Andrew Warde and His Descendants, 1597-1910",,N/A,1910,N/A,,826,5,1,en
"History of Paris, Maine","William Berry Lapham, Silas P. Maxim",N/A,1884,N/A,Paris (Me. : Town),932,N/A,0,en
Genealogy of the Goodyear Family,Grace Goodyear Kirkman,N/A,1899,N/A,Genealogy,360,N/A,0,en
Directory of the City of Boston,,N/A,1862,N/A,Boston (Mass.),682,N/A,0,en
"Register of Officers and Agents, Civil, Military, and Naval, in the Service of the United States, on the ...",,N/A,1881,N/A,United States,910,N/A,0,en
"Doggett's New-York City Directory, for ...",,N/A,1848,N/A,New York (N.Y.),506,N/A,0,en
"History and genealogy of the descendants of Clement Corbin of Muddy river (Brookline), Mass. and Woodstock, Conn. with notices of other lines of Corbins",Harvey Merrill Lawson,Рипол Классик,1978,"Clement Corbin (1626-1696) immigrated from England to Boston, Massachusetts in 1637. He married Dorcas Buckminster (Buckmaster?) in 1655, and moved to Woodstock, Massachusetts. Descendants lived throughout the United States.",History,507,N/A,0,en
"Genealogy of the Child, Childs and Childe Families, of the Past and Present in the United States and the Canadas, from 1630 to 1881",Elias Child,N/A,1881,N/A,Reference,928,5,1,en
"Clifton William Scott and Mildred Evelyn Bradford Scott of Ashfield, Mass",Fred W. Scott,iUniverse,2004,"Volume 1 of Clifton William Scott...is the rich heritage of a New England family. Fond remembrances of the author's parents are provided by family and friends. Brief family histories of eight branches of the family tree--Scott, Bradford, Taylor, Robinson, Williams, Porter, Shaw, and Ranney--are followed from the immigration of each patron ancestor during the great migration of 1620-1643 from England to either the Pilgrim's Plymouth Colony or the Puritan's Massachusetts Bay Colony, then to the Connecticut Valley towns, and finally to the Berkshire Hills towns of Buckland and Ashfield. Scott and Bradford descendants to the present time are documented, as are the numerous Pilgrim connections to the 1620 Mayflower passengers.",Biography & Autobiography,495,N/A,0,en
The Chandler Family,George Chandler,N/A,1883,N/A,Massachusetts,1418,N/A,0,en
"Richard Pinkham of Old Dover, New Hampshire and His Descendants East and West",Charles Nelson Sinnett,N/A,1908,N/A,,326,N/A,0,en
Proceedings of the 1984 Academy of Marketing Science (AMS) Annual Conference,Jay D. Lindquist,Springer,2015-05-18,"​This volume includes the full proceedings from the 1984 Academy of Marketing Science (AMS) Annual Conference held in Niagara Falls, New York. It provides a variety of quality research in the fields of marketing theory and practice in areas such as consumer behaviour, marketing management, marketing education, and international marketing, among others. Founded in 1971, the Academy of Marketing Science is an international organization dedicated to promoting timely explorations of phenomena related to the science of marketing in theory, research, and practice. Among its services to members and the community at large, the Academy offers conferences, congresses and symposia that attract delegates from around the world. Presentations from these events are published in this Proceedings series, which offers a comprehensive archive of volumes reflecting the evolution of the field. Volumes deliver cutting-edge research and insights, complimenting the Academy’s flagship journals, the Journal of the Academy of Marketing Science (JAMS) and AMS Review. Volumes are edited by leading scholars and practitioners across a wide range of subject areas in marketing science.​",Business & Economics,511,N/A,0,en
Plato's Craft of Justice,Richard D. Parry,SUNY Press,1996-01-01,"This book traces the development of Plato's analogy between craft and virtue from Euthydemus and Gorgias through the central books of the Republic. It shows that Plato's middle dialogues develop and extend, rather than reject, philosophical positions taken in the early dialogues.",Political Science,288,N/A,0,en
Proceedings of the 1st UPY International Conference on Education and Social Science (UPINCESS 2022),Ari Kusuma Wardana,Springer Nature,2023-02-10,"This is an open access book. It has been two years since the COVID-19 pandemic swept across the world. This has more or less left a mark of memories and trauma for more or fewer people. This pandemic reminds people around the world that there are things that can happen without people knowing it. People start to worry and pessimistically see the uncertainty that lies in the future. To deal with this, a strategy is needed through educational innovation and social science to answer and face the challenges of uncertainty in the future. Breakthroughs in education and social science are the most strategic ways to build and enhance human capacity to solve problems, environmental and social problems. The spirit of innovation, rising from an economic downturn, the use of technology is obtained through the role of educational institutions. This can be interpreted that innovation in education and social science produces superior humans, who have good behavior, and wise humans. So that in the face of uncertainty in the post-pandemic period, humans have strategies and become more prepared. To find out more about strategies for dealing with and responding to future uncertainties after the pandemic through educational innovations and social science, it is necessary to conduct research or studies that discuss these matters and be published widely. To support this, Universitas PGRI Yogyakarta held an international conference and Call for Papers The 1st UPY International Conference on Education and Social Science (UPINCESS) “Strategies to Deal with Uncertainty through Education and Social Science Innovation” on June 15, 2022.",Education,443,N/A,0,en
The New England Historical & Genealogical Register and Antiquarian Journal,,N/A,1866,N/A,Genealogy,432,N/A,0,en
"Awards of the Second Division, National Railroad Adjustment Board, with an Appendix ...",United States. National Railroad Adjustment Board,N/A,1964,"Vol. 7, 9-11, 14-19 include interpretations 1-34.","Arbitration, Industrial",1034,N/A,0,en
Rectors Remembered: The Descendants of John Jacob Rector Volume 2,Laura Wayland-Smith Hatch,Lulu.com,2014-10-22,"Volume 2 of 8, pages 505-1212. A genealogical compilation of the descendants of John Jacob Rector and his wife, Anna Elizabeth Fischbach. Married in 1711 in Trupbach, Germany, the couple immigrated to the Germanna Colony in Virginia in 1714. Eight volumes document the lives of over 45,000 individuals.",History,713,N/A,0,en
Oswaal JEE Advanced 23 Years' Year-Wise Solved Papers (2002-2024) | Chemistry | For 2025 Exam,Oswaal Editorial Board,Oswaal Books,2024-06-10,"Description of the Product • 100% Updated with Fully Solved 2024 Papers (1 & 2) • Extensive Practice with 900+ Questions of Previous Years & 1 Practice Paper each of Paper 1 & 2 • Crisp Revision with Smart Mind Maps, Mnemonics & Appendix • Valuable Exam Insights with Expert Tips, Tricks and Shortcuts to Crack JEE Advanced • Concept Clarity with Extensive Explanations of previous years’ papers • 100% Exam Readiness with Chapter-wise Trend Analysis (2017-2024)",Study Aids,313,N/A,0,en
"The Stowell genealogy : a record of the descendants of Samuel Stowell of Hingham, Mass.",William Henry Harrison Stowell,Dalcassian Publishing Company,1922-01-01,N/A,,1022,N/A,0,en
The Descendants of Andrew Warner,,N/A,1919,N/A,Cummington (Mass.),826,N/A,0,en
Organic Synthesis,"Stuart Warren, Paul Wyatt",John Wiley & Sons,2011-08-24,"One approach to organic synthesis is retrosynthetic analysis. With this approach a chemist will start with the structure of their target molecule and progressively cut bonds to create simpler molecules. Reversing this process gives a synthetic route to the target molecule from simpler starting materials. This “disconnection” approach to synthesis is now a fundamental part of every organic synthesis course. Organic Synthesis: The Disconnection Approach, 2nd Edition introduces this important technique, to help students to design their own organic syntheses. There are forty chapters: those on the synthesis of given types of molecules alternate with strategy chapters in which the methods just learnt are placed in a wider context. The synthesis chapters cover many ways of making each type of molecule starting with simple aromatic and aliphatic compounds with one functional group and progressing to molecules with many functional groups. The strategy chapters cover questions of selectivity, protection, stereochemistry, and develop more advanced thinking via reagents specifically designed for difficult problems. Examples are drawn from pharmaceuticals, agrochemicals, natural products, pheromones, perfumery and flavouring compounds, dyestuffs, monomers, and intermediates used in more advanced synthetic work. Reasons for wishing to synthesise each compound are given. This second edition has been fully revised and updated with a modern look. Recent examples and techniques are included and illustrated additional material has been added to take the student to the level required by the sequel, “Organic Synthesis: Strategy and Control”. Several chapters contain extensive new material based on courses that the authors give to chemists in the pharmaceutical industry. Organic Synthesis: The Disconnection Approach, 2nd edition provides a full course in retrosynthetic analysis for chemistry and biochemistry students and a refresher for organic chemists working in industry and academia.",Science,354,N/A,0,en
Encyclopedia of Renewable and Sustainable Materials,,Elsevier,2020-01-09,"Encyclopedia of Renewable and Sustainable Materials, Five Volume Set provides a comprehensive overview, covering research and development on all aspects of renewable, recyclable and sustainable materials. The use of renewable and sustainable materials in building construction, the automotive sector, energy, textiles and others can create markets for agricultural products and additional revenue streams for farmers, as well as significantly reduce carbon dioxide (CO2) emissions, manufacturing energy requirements, manufacturing costs and waste. This book provides researchers, students and professionals in materials science and engineering with tactics and information as they face increasingly complex challenges around the development, selection and use of construction and manufacturing materials. Covers a broad range of topics not available elsewhere in one resource Arranged thematically for ease of navigation Discusses key features on processing, use, application and the environmental benefits of renewable and sustainable materials Contains a special focus on sustainability that will lead to the reduction of carbon emissions and enhance protection of the natural environment with regard to sustainable materials",Reference,4238,N/A,0,en
The New England Historical and Genealogical Register,,N/A,1898,"Beginning in 1924, Proceedings are incorporated into the Apr. no.",New England,640,N/A,0,en
"Reagents, Auxiliaries, and Catalysts for C-C Bond Formation","Robert M. Coates, Scott E. Denmark",John Wiley & Sons,1999-07-09,"Handbook of Reagents for Organic Synthesis Reagents, Auxiliaries and Catalysts for C-C Bond Formation Robert M. Coates and Scott E. Denmark The University of Illinois, Urbana, USA Recognising the critical need for bringing a handy reference work that deals with the most popular reagents in synthesis to the laboratory of practising organic chemists, the Editors, of the acclaimed Encyclopedia of Reagents for Organic Synthesis (EROS) have selected the most important and useful reagents employed in contemporary organic synthesis. The Handbook of Reagents for Organic Synthesis; Reagents Auxiliaries and Catalysts for C-C Bond Formation, provides practical and concise information on a diverse group of reagents. To familiarise the user with the spectrum of reagents contained within this volume, the editors have subdivided more than 200 entries into 22 classes based on their chemical structures and function. The articles, arranged alphabetically, contain all of the information found in EROS as well as expanded reagents listings. In addition, new listings of recently published review articles and monographs are included, as well as relevant Organic Syntheses procedures that deal with either the preparations or reactions of the featured reagents. This comprehensive and well referenced handbook will prove of great value to all practitioners in the field of organic chemistry.",Science,772,N/A,0,en
"History of Jay, Franklin County, Maine",Benjamin F. Lawrence,N/A,1912,N/A,Jay (Me.),154,N/A,0,en
Chemistry for B.Sc. Students: Analytical and Organic Chemistry :Semester I (According to KSHEC) (NEP 2020 Karnataka),Madan R.L.,S. Chand Publishing,N/A,"Analytical and Organic Chemistry"" is designed for B.Sc. students of Chemistry (First Semester) of Karnataka State Higher Education Council (KSHEC) as per the recommended National Education Policy (NEP) 2020. It covers important topics such as Language of Analytical Chemistry, Titrimetric Analysis, Classification and Nomenclature of Organic Compounds, Nature of Bonding in Organic Molecules, Mechanisms of Organic Reactions, Chemistry of Alkanes, Alkenes, Nucleophilic Substitution and Aromaticity and Aromatic Hydrocarbons. Laboratory Work includes experiments on both Analytical and Organic Chemistry and contains Calibration of Glassware, Acid-Alkali, Potassium Dichromate, Potassium Permanganate and EDTA Titrations along with Selection of suitable solvents for Purification/Crystallization of Organic Compounds as well as Organic Preparations.",,392,N/A,0,en
A Catalogue of the Names of the Early Puritan Settlers of the Colony of Connecticut,Royal Ralph Hinman,N/A,1852,N/A,Connecticut,912,N/A,0,en
United States Code,United States,Government Printing Office,1971,N/A,Law,1336,N/A,0,en
United States Code,United States,N/A,1995,N/A,Law,1330,N/A,0,en
Simon Stone Genealogy,Joseph Gardner Bartlett,N/A,1926,N/A,,906,N/A,0,en
United States Code: Title 23: Highways to Title 25: Indians,,N/A,2013,"Preface 2012 edition: The United States Code is the official codification of the general and permanent laws of the United States. The Code was first published in 1926, and a new edition of the code has been published every six years since 1934. The 2012 edition of the Code incorporates laws enacted through the One Hundred Twelfth Congress, Second session, the last of which was signed by the President on January 15, 2013. It does not include laws of the One Hundred Thirteenth Congress, First session, enacted between January 3, 2013, the date it convened, and January 15, 2013. By statutory authority this edition may be cited ""U.S.C. 2012 ed."" As adopted in 1926, the Code established prima facie the general and permanent laws of the United States. The underlying statutes reprinted in the Code remained in effect and controlled over the Code in case of any discrepancy. In 1947, Congress began enacting individual titles of the Code into positive law. When a title is enacted into positive law, the underlying statutes are repealed and the title then becomes legal evidence of the law. Currently, 26 of the 51 titles in the Code have been so enacted. These are identified in the table of titles near the beginning of each volume. The Law Revision Counsel of the House of Representatives continues to prepare legislation pursuant to 2 USC 285b to enact the remainder of the Code, on a title-by-title basis, into positive law. The 2012 edition of the Code was prepared and published under the supervision of Ralph V. Seep, Law Revision Counsel. Grateful acknowledgment is made of the contributions by all who helped in this work, particularly the staffs of the Office of the Law Revision Counsel and the Government Printing Office. -- John. A. Boehner, Speaker of the House of Representatives, Washington, D.C., January 15, 2013--Page VII.",Law,1348,N/A,0,en
Proceedings of the Brookline Historical Society at the Annual Meeting,"Brookline Historical Society (Brookline, Mass.)",N/A,1913,N/A,Brookline (Mass.),386,N/A,0,en
Proceedings of the Brookline Historical Society at the Annual Meeting,,N/A,1911,N/A,Brookline (Mass.),598,N/A,0,en
South American Medicinal Plants,"I. Roth, H. Lindorf",Springer Science & Business Media,2013-04-17,"This unique reference book meticulously lists a vast variety of the extensive South American flora, in particular the one of Venezuela. Pharmacists, pharmacologists, toxicologists and botanists will find that this encyclopaedia unprecedented in depth and detail. In an A-Z format, more than 80 plant families are covered. Botanical information of the individual species is given together with their specific use in traditional South American medicine. More than 250 detailed figures allow easy identification.",Medical,498,N/A,0,en
School Arts,,N/A,1976,N/A,Art,664,N/A,0,en
The Chapin Book of Genealogical Data,,N/A,1924,N/A,,1502,N/A,0,en
Descendants of Joseph Loomis in America,Elisha Scott Loomis,N/A,1909,N/A,,1136,5,1,en
History of Ancient Woodbury,William Cothren,BoD – Books on Demand,2022-12-19,"Reprint of the original, first published in 1871.",Fiction,865,N/A,0,en
"History of Ancient Woodbury, Connecticut, from the First Indian Deed in 1659 to 1854 Including the Present Towns of Washington, Southbury, Bethlem, Roxbury, and a Part of Oxford and Middlebury",William Cothren,N/A,1854,N/A,Bethlehem (Conn.),388,N/A,0,en
"History of Ancient Woodbury, Connecticut",William Cothren,N/A,1854,N/A,Bethlehem (Conn.),864,3,1,en
The Boston Directory for the Year 1852,,N/A,1852,N/A,Boston (Mass.),452,5,1,en
Fiske and Fisk family,Frederick Clifton Pierce,Dalcassian Publishing Company,1896-01-01,"Being the record of the descendants of Symond Fiske, lord of the manor of Stadhaugh, Suffolk County, England, from the time of Henry IV to date, including all the American members of the family",,665,N/A,0,en
2024-25 NCERT Class-XI & XII Chemistry Solved Papers,YCT Expert Team ,YOUTH COMPETITION TIMES,N/A,2024-25 NCERT Class-XI & XII Chemistry Solved Papers 608 1195 E. This book contains previous solved papers and 6070 solved objective questions with detail explanation.,Antiques & Collectibles,610,N/A,0,en
A History of the Cutter Family of New England ... Revised and Enlarged by William Richard Cutter. [With Portraits.],Benjamin CUTTER,N/A,1871,N/A,,404,N/A,0,en
"Oswaal Power Bank:1000+ MCQs For UPSC And State PSCs Exams Ancient & Medieval History, Modern History, Art & Culture, Geography, Indian Polity, Indian Economy, Environment & Ecology, Science & Technology (Set of 8 Books) (For 2024 Exam)",Oswaal Editorial Board,Oswaal Books,2023-07-19,Description of the book - ♦100% Updated with complete coverage of syllabus & Latest paper ♦Extensive Practice with 1000+ Questions ♦Crisp Revision with Smart Mind Maps ♦Valuable Exam Insights with Unit wise Flash Facts on all important points ♦Concept Clarity with Detailed Explanations ♦100% Exam Readiness with Subject Analysis videos made by UPSC Experts,Study Aids,2049,N/A,0,en
"Register for New York, Brooklyn, & Vicinity",,N/A,1920,N/A,New York (N.Y.),1020,N/A,0,en
"The Swedish Cyprus Expedition: pt.3.The Hellenistic and Roman periods in Cyprus,by O.Vessberg and A.Westholm",Svenska Cypern expedition,N/A,1934,N/A,Cyprus,342,N/A,0,en
Genealogy of the Ancestors and Descendants of John White,Almira Larkin White,N/A,1900,N/A,,1012,N/A,0,en
Historical and Genealogical Collections Relating to the Descendants of Rev. James Hillhouse,Margaret Prouty Hillhouse,N/A,1924,"James Hillhouse was born in 1687/88 at Free Hall in Ulster, Ireland, the son of John and Rachel Hillhouse. He studied theology at Glasgow University, then returned to Ulster where he was ordained by the Reverend Presytery of Londonderry. He was living at Boston, Massachusetts, by 1720 and accepted a position at New London, Connecticut, in 1722. He married May Fitch, daughter of Captain Daniel and Mary Sherwood Fitch, in 1726. They had four children, 1726-1735. He died in 1740. Descendants lived in Connecticut, New York, Massachusetts, Georgia, North Carolina, Florida, Alabama, Louisiana, Nebraska, Missouri, and elsewhere.",Genealogy,716,N/A,0,en
Handbuch Der Organischen Chemie,Friedrich Konrad Beilstein,N/A,1922,N/A,"Chemistry, Organic",820,N/A,0,en
MH-SET Paper 1 Guide for Assistant Professor with Past Questions,Disha Experts,Disha Publications,2020-02-29,N/A,,621,N/A,0,en
The Burnham Family,Roderick Henry Burnham,N/A,1869,N/A,,570,N/A,0,en
Parliamentary Debates,New Zealand. Parliament,N/A,1981,N/A,New Zealand,484,N/A,0,en
"The Vital Records of Kingston, New Hampshire, 1694-1994",Judith A. Arseneault,Genealogical Publishing Com,1995,"This original Clearfield publication is a faithful transcription of the birth, marriage, and death records of the town of Kingston, New Hampshire. Commencing with the oldest extant records in 1694 and continuing up to the present, Mrs. Arseneault's new book refers to a staggering 25,000 persons who were born, married, or died in Kingston.",Kingston (N.H. : Town),321,N/A,0,en
"History of the Kimball Family in America, from 1634 to 1897","Leonard Allison Morrison, Stephen Paschall Sharples",N/A,1897,N/A,Kimball family,1410,N/A,0,en
Essex Institute Historical Collections,Essex Institute,N/A,1917,N/A,,894,N/A,0,en
The Saddle and Show Horse Chronicle,,N/A,1915,N/A,,234,N/A,0,en
The Kirbys of New England,E. Melatiah,Рипол Классик,N/A,"A history of the descendants of John Kirby of Middletown, Conn. and of Joseph Kirby of Hartford, Conn., and of Richard Kirby of Sandwich, Mass. Together with genealogies of the Burgis, White and Maclaren families, and the Ancestry of John Drake of Windsor, Conn.",History,482,N/A,0,en
"Genealogy of the Descendants of John White of Wenham and Lancaster, Massachusetts",Almira Larkin White,N/A,1900,N/A,,1014,N/A,0,en
Lineage Book,Daughters of the American Revolution,N/A,1919,"Includes inclusive ""Errata for the Linage book.""",Genealogy,538,N/A,0,en
Lineage Book of the Charter Members of the Daughters of the American Revolution,Daughters of the American Revolution,N/A,1919,N/A,Genealogy,536,N/A,0,en
The Blacksmiths Journal,,N/A,1912,N/A,,1224,N/A,0,en
Physico-chemical Constants,Thomas Carnelley,N/A,1887,N/A,Boiling-points,606,N/A,0,en
Families of Dickerman Ancestry,George Sherwood Dickerman,N/A,1897,"Thomas Dickerman and his wife, Ellen, came to Dorchester Massachusetts ca. 1636. He died there in 1657. Early descendants lived in Massachusetts, Vermont, New York, New Hampshire, Connecticut and then spread throughout the U.S.",Genealogy,666,N/A,0,en
"Occupation and Earnings of Family Heads in 1969, 1965, and 1959",United States. Bureau of the Census,N/A,1970,N/A,Income,30,N/A,0,en
Proceedings of the Grand Lodge of Kentucky ...,Freemasons. Grand Lodge of Kentucky,N/A,1892,N/A,,460,N/A,0,en
