Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Workforce Education,"William B. Bonvillian, Sanjay E. Sarma",MIT Press,2021-02-02,"A roadmap for how we can rebuild America's working class by transforming workforce education and training. The American dream promised that if you worked hard, you could move up, with well-paying working-class jobs providing a gateway to an ever-growing middle class. Today, however, we have increasing inequality, not economic convergence. Technological advances are putting quality jobs out of reach for workers who lack the proper skills and training. In Workforce Education, William Bonvillian and Sanjay Sarma offer a roadmap for rebuilding America's working class. They argue that we need to train more workers more quickly, and they describe innovative methods of workforce education that are being developed across the country.",Business & Economics,363,N/A,0,en
Character Education,Sharron L. McElmeel,Libraries Unlimited,2002,Provides a fresh way of teaching children the importance of values and good character.,Caractère - Étude et enseignement (Primaire) - États-Unis,0,N/A,0,en
Virtual and Classroom Learning in Higher Education: A Guide to Effective Online Teaching,Vakul Bansal,Bentham Science Publishers,2021-12-03,"The recent COVID-19 pandemic has prompted educators to utilize online learning resources in order to comply with public health and social distancing mandates. The transition to virtual classrooms has created several opportunities and challenges for all stakeholders involved in the educational ecosystem. The ability of the classroom instructor to impart learning to students requires considerable adjustments from both students and teachers, which can be a new experience for educational professionals. Virtual and Classroom Learning in Higher Education serves as a handy guide for instructors to effective online teaching with a focus on higher education. The book presents reviews on different aspects of online teaching, distilling key findings in an easy to understand manner for the reader. It provides educators with knowledge which familiarizes them with online teaching models and concepts (such as micro-learning, synchronous and asynchronous learning, online pedagogy, dynamic learning experience and more). Chapters are contributed by experts in online learning and cover the topic from different angles, giving the reader a broad perspective on virtual classrooms. Virtual and Classroom Learning in Higher Education is an essential read for administrators and educators involved in higher education settings, and general readers who are interested in widening their view of the online teaching model.",Education,271,N/A,0,en
Relationship-Rich Education,"Peter Felten, Leo M. Lambert",Johns Hopkins University Press,2020-11-03,"A mentor, advisor, or even a friend? Making connections in college makes all the difference. What single factor makes for an excellent college education? As it turns out, it's pretty simple: human relationships. Decades of research demonstrate the transformative potential and the lasting legacies of a relationship-rich college experience. Critics suggest that to build connections with peers, faculty, staff, and other mentors is expensive and only an option at elite institutions where instructors have the luxury of time with students. But in this revelatory book brimming with the voices of students, faculty, and staff from across the country, Peter Felten and Leo M. Lambert argue that relationship-rich environments can and should exist for all students at all types of institutions. In Relationship-Rich Education, Felten and Lambert demonstrate that for relationships to be central in undergraduate education, colleges and universities do not require immense resources, privileged students, or specially qualified faculty and staff. All students learn best in an environment characterized by high expectation and high support, and all faculty and staff can learn to teach and work in ways that enable relationship-based education. Emphasizing the centrality of the classroom experience to fostering quality relationships, Felten and Lambert focus on students' influence in shaping the learning environment for their peers, as well as the key difference a single, well-timed conversation can make in a student's life. They also stress that relationship-rich education is particularly important for first-generation college students, who bring significant capacities to college but often face long-standing inequities and barriers to attaining their educational aspirations. Drawing on nearly 400 interviews with students, faculty, and staff at 29 higher education institutions across the country, Relationship-Rich Education provides readers with practical advice on how they can develop and sustain powerful relationship-based learning in their own contexts. Ultimately, the book is an invitation—and a challenge—for faculty, administrators, and student life staff to move relationships from the periphery to the center of undergraduate education.",Education,207,N/A,0,en
Education and Equality,Danielle Allen,University of Chicago Press,2018-02-09,"American education as we know it today—guaranteed by the state to serve every child in the country—is still less than a hundred years old. It’s no wonder we haven’t agreed yet as to exactly what role education should play in our society. In these Tanner Lectures, Danielle Allen brings us much closer, examining the ideological impasse between vocational and humanistic approaches that has plagued educational discourse, offering a compelling proposal to finally resolve the dispute. Allen argues that education plays a crucial role in the cultivation of political and social equality and economic fairness, but that we have lost sight of exactly what that role is and should be. Drawing on thinkers such as John Rawls and Hannah Arendt, she sketches out a humanistic baseline that re-links education to equality, showing how doing so can help us reframe policy questions. From there, she turns to civic education, showing that we must reorient education’s trajectory toward readying students for lives as democratic citizens. Deepened by commentaries from leading thinkers Tommie Shelby, Marcelo Suárez-Orozco, Michael Rebell, and Quiara Alegría Hudes that touch on issues ranging from globalization to law to linguistic empowerment, this book offers a critical clarification of just how important education is to democratic life, as well as a stirring defense of the humanities.",Education,159,N/A,0,en
Encyclopedia of American Education: A to E,Harlow G. Unger,Facts on File,2007,"Preschool, primary school, Private school, proficiency testing, programmed instruction, progressive education, property tax, Protestantism, public school, public school finances, Puritanism, race/racism, reading, reasoning skills, Reconstruction, Reserve Officers Training Corps (ROTC), Revolutionary War, Roman Catholic Church, Franklin Delano Roosevelt, rural education, Scholastic Assessment Tests (SATs), school board, school/college partnership programs, science, Scopes Monkey Trail, secondary education, segregation, self-education, separate but equal doctrine, settlement house, slavery, social problems and education, Socratic method, special education, specialized institution of higher education, standardized test, Stanford Binet Intelligence Test, teacher education, teacher salaries, teacher training, teacher unions, teaching method, teaching the test, team teaching, television, Lewis M. Terman, tests, textbook, tracking, United States Department of Education, Vietnam War, violence, vocational education, vo-tech (vocational/technical) school, War on Poverty, Booker T. Washington, Noah Webster, women teachers, women's education, women's rights, World War I, World War II, writing, etc.",Education,498,N/A,0,en
A Federal Right to Education,Kimberly Jenkins Robinson,NYU Press,2023-06-13,"How the United States can provide equal educational opportunity to every child The United States Supreme Court closed the courthouse door to federal litigation to narrow educational funding and opportunity gaps in schools when it ruled in San Antonio Independent School District v. Rodriguez in 1973 that the Constitution does not guarantee a right to education. Rodriguez pushed reformers back to the state courts where they have had some success in securing reforms to school funding systems through education and equal protection clauses in state constitutions, but far less success in changing the basic structure of school funding in ways that would ensure access to equitable and adequate funding for schools. Given the limitations of state school funding litigation, education reformers continue to seek new avenues to remedy inequitable disparities in educational opportunity and achievement, including recently returning to federal court. This book is the first comprehensive examination of three issues regarding a federal right to education: why federal intervention is needed to close educational opportunity and achievement gaps; the constitutional and statutory legal avenues that could be employed to guarantee a federal right to education; and, the scope of what a federal right to education should guarantee. A Federal Right to Education provides a timely and thoughtful analysis of how the United States could fulfill its unmet promise to provide equal educational opportunity and the American Dream to every child, regardless of race, class, language proficiency, or neighborhood.",Law,390,N/A,0,en
Own Your Education!,Megan Stone,Pearson Education,2014,"Offers to teach students the right skills, attitudes, and principles to be successful in school.",Business & Economics,152,N/A,0,en
Education: A Very Short Introduction,Gary Thomas,OUP Oxford,2013-03-28,"From the schools of ancient times to the present day, Gary Thomas explores how and why education has evolved has it has. Examining education worldwide, he explains the way schools work, noting how curricula are remarkably consistent around the world. Delving into some of the big questions, Thomas explores the history of education in this Very Short Introduction. Considering various styles such as progressive versus formal, he also explores the ideas of some of the big theorists, including Piaget and Vygotsky. Looking at different forms of education and styles of teaching, he considers the ways in which education is being improved by matching styles of learning to teaching, and ensuring that schools are more inclusive and meaningful for a broader range of students. He finishes by considering the ways in which education may develop over the coming century. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.",Education,161,N/A,0,en
Critical Education in the New Information Age,"Henry A. Giroux, Ramón Flecha, Paulo Freire, Donaldo Macedo, Manuel Castells",Rowman & Littlefield Publishers,1999-01-28,"Essays by some of the world's leading educators provide a revolutionary portrait of new ideas and developments in education that can influence the possibility of social and political change. The authors take into account such diverse terrain as feminism, ecology, media, and individual liberty in their pursuit of new ideas that can inform the fundamental practice of education and promote a more humane civil society. The book consolidates recent thinking just as it reflects on emerging new lines of critical theory.",Education,183,N/A,0,en
Elevating Customer Service in Higher Education,"Heath Boice-Pardee, Dr. Emily Richardson, Eileen Soisson",N/A,2018-06-04,"Elevating Customer Service in Higher Education provides an in-depth guide by three practitioners with decades of combined experience in the higher education and hospitality sectors. Our authors are deeply embedded in customer service initiatives and have certified hundreds of higher-ed professionals at Academic Impressions' customer service trainings and on-campus workshops. In this guide, our authors will walk you through: Core service competencies Strategies for supporting frontline staff in enhancing customer service Examples of customer service scripts for dialogue, phone, voicemail, and email Detailed guidelines for creating physical environments on campus that facilitate better service Worksheets and tools for auditing policies and practices that impact customer service Tips for cultivating faculty and staff buy-in Examples of exemplary customer service initiatives at other colleges and universities REVIEWS ""Elevating Customer Service should be read by every administrator who cares about retention and service excellence."" - Neal Raisman, N. Raisman & Associates ""In today's competitive market in higher education, a partnership between academics and customer service is key to attracting and retaining students. This handbook shows practitioners how to enhance service excellence while maintaining academic integrity."" - Bill Destler, President Emeritus, Rochester Institute of Technology ""How refreshing and encouraging it is to read a book about customer service on today's college campuses. The reality is higher education today is rapidly changing and models of leading a university are significantly altered in todays environment. Customer service can no longer be viewed as a negative concept on our campuses. Rather, such service is mandated today in whatever form one wishes to call it. Students, parents, employers, and college employees are demanding it. Implementing such measures that change a campus's culture may mean the difference between those colleges that survive and those that do not. The foundations of quality service discussed in this book should be mandatory reading for all college administrators."" - David DeCenzo, President, Coastal Carolina University ""This insightful book provides a step-by-step guide to assess, evaluate, and implement strategies to improve the effectiveness of any department or division within the academy. The authors provide valuable information and a workable template to enhance the student experience on campus and ultimately improve retention, and recruitment efforts in an era in which colleges and universities are fiercely competing to attract and retain students."" - Jim Pillar, Associate Vice President of Housing, Monmouth University ""This really made me think about our office environment and how we can work toward improving not only the student experience but the front-line staff experience as well. It truly is a practical guide with relevant activities and things to consider."" - Kerri Wilson, Director of Off-Campus Living and Community Partnerships, Rutgers University-New Brunswick",Electronic books,198,N/A,0,en
"Education, a First Book",Edward Lee Thorndike,N/A,1912,N/A,College students,320,N/A,0,en
Anthropologies of Education,Kathryn M. Anderson-Levitt,Berghahn Books,2011-10-01,"Despite international congresses and international journals, anthropologies of education differ significantly around the world. Linguistic barriers constrain the flow of ideas, which results in a vast amount of research on educational anthropology that is not published in English or is difficult for international readers to find. This volume responds to the call to attend to educational research outside the United States and to break out of “metropolitan provincialism.” A guide to the anthropologies and ethnographies of learning and schooling published in German, French, Spanish, Portuguese, Italian, Slavic languages, Japanese, and English as a second language, show how scholars in Latin America, Japan, and elsewhere adapt European, American, and other approaches to create new traditions. As the contributors show, educators draw on different foundational research and different theoretical discussions. Thus, this global survey raises new questions and casts a new light on what has become a too-familiar discipline in the United States.",Social Science,361,N/A,0,en
Higher Education: A Critical Business,Ronald Barnett,McGraw-Hill Education (UK),1997-06-16,"Higher Education: A Critical Business is a bold statement about higher education in the modern age. It continues Ronald Barnett's thinking of his earlier books but offers a completely new set of ideas in a challenging but engaging argument. A defining concept of the Western university is that of critical thinking, but that idea is completely inadequate for the changing and unknowable world facing graduates. Instead, we have to displace the idea of critical thinking with the much broader idea of critical being. In this idea, students reflect critically on knowledge but they also develop their powers of critical self-reflection and critical action. This critique is transformatory. An education for critical being calls for a new approach to the process of higher education. It also has implications for the organization and management of universities, and for the relationship of universities to the wider worlds of work, professionalism and intellectual life. ""Barnett reviews what the academy customarily means when it talks about critical thought, explains why that talk is so often shallow and pessimistic, and holds up for contemplation a positive conception of a 'very wide self' formed through education.... He breathes completely new life into the dead notion of academic as intellectual"" - Professor Sheldon Rothblatt, University of California, Berkeley and Royal Institute of Technology, Sweden Anyone interested in understanding how we might develop universities and higher education for the modern world should read this important book.",Education,209,N/A,0,en
The Knowledge Capital of Nations,"Eric A. Hanushek, Ludger Woessmann",MIT Press,2023-08-15,"A rigorous, pathbreaking analysis demonstrating that a country's prosperity is directly related in the long run to the skills of its population. In this book Eric Hanushek and Ludger Woessmann make a simple, central claim, developed with rigorous theoretical and empirical support: knowledge is the key to a country's development. Of course, every country acknowledges the importance of developing human capital, but Hanushek and Woessmann argue that message has become distorted, with politicians and researchers concentrating not on valued skills but on proxies for them. The common focus is on school attainment, although time in school provides a very misleading picture of how skills enter into development. Hanushek and Woessmann contend that the cognitive skills of the population—which they term the “knowledge capital” of a nation—are essential to long-run prosperity. Hanushek and Woessmann subject their hypotheses about the relationship between cognitive skills (as consistently measured by international student assessments) and economic growth to a series of tests, including alternate specifications, different subsets of countries, and econometric analysis of causal interpretations. They find that their main results are remarkably robust, and equally applicable to developing and developed countries. They demonstrate, for example, that the “Latin American growth puzzle” and the “East Asian miracle” can be explained by these regions' knowledge capital. Turning to the policy implications of their argument, they call for an education system that develops effective accountability, promotes choice and competition, and provides direct rewards for good performance.",Business & Economics,275,N/A,0,en
A Good Education,Margaret White,Routledge,2018-01-29,"This book provides an answer to one of the key questions of our time: namely, what constitutes a good education. Presenting a ‘four-dimensional’ model, it directly considers the essential elements a good education should include. Through forging this framework and outlaying its origins, implications and practice, the book explains how a good contemporary education can be defined and implemented. From the premise that such educational essentials are neither the preserve of the elite nor a minimum standard, White's exploration keeps the child at the heart of the discussion, focusing on every pupil's worth, identity, interactions and development. The author offers a detailed and rigorous perspective reflecting on extensive professional experience, starting with a consideration of the current educational climate and progressing through the book's three parts: looking for a good education creating a model of good education applications, implications and implementation of the model. A Good Education recognises the transformative power of education and reflects on the importance of human factors: teachers' provision for their pupils and students' ability to flourish. This book is addressed to those actively engaged in or concerned about educational provision: graduates entering teaching, school leaders, policy-makers and parents. It also speaks more broadly to all those who know that a good education really matters.",Education,260,N/A,0,en
A Wolf at the Schoolhouse Door,"Jack Schneider, Jennifer C. Berkshire",The New Press,2023-03-07,"A trenchant analysis of how public education is being destroyed in overt and deceptive ways—and how to fight back In the “vigorous, well-informed” (Kirkus Reviews) A Wolf at the Schoolhouse Door, the co-hosts of the popular education podcast Have You Heard expose the potent network of conservative elected officials, advocacy groups, funders, and think tanks that are pushing a radical vision to do away with public education. “Cut[ing] through the rhetorical fog surrounding a host of free-market reforms and innovations” (Mike Rose), Jack Schneider and Jennifer Berkshire lay bare the dogma of privatization and reveal how it fits into the current context of right-wing political movements. A Wolf at the Schoolhouse Door “goes above and beyond the typical explanations” (SchoolPolicy.org), giving readers an up-close look at the policies—school vouchers, the war on teachers’ unions, tax credit scholarships, virtual schools, and more—driving the movement’s agenda. Called “well-researched, carefully argued, and alarming” by Library Journal, this smart, essential book has already incited a public reckoning on behalf of the millions of families served by the American educational system—and many more who stand to suffer from its unmaking. “Just as with good sci-fi,” according to Jacobin, “the authors make a compelling case that, based on our current trajectory, a nightmare future is closer than we think.”",Education,153,N/A,0,en
The Education of George Washington,Austin Washington,Regnery Publishing,2014-02-10,"The great-nephew of George Washington builds on new findings about the first President's past to share revisionist insights into the sources of inspiration that shaped his model for conduct, honor and leadership. 18,000 first printing.",Biography & Autobiography,354,N/A,0,en
Resources in Education,,N/A,1976,N/A,Education,0,N/A,0,en
Immigrant-Origin Students in Community College,"Carola Suárez-Orozco, Olivia Osei-Twumasi",Teachers College Press,2019,"This groundbreaking volume is the first to concentrate specifically on the experiences, challenges, and triumphs of immigrant-origin community college students. Drawing on data from the Research on Immigrants in Community College Study (RICC), chapters highlight the unique needs of these students, the role of classrooms and campus settings, out-of-class time spent on campus, the importance of relationships, expectations versus outcomes, and key recommendations for policy and practice. The text integrates an array of important topics, including developmental challenges, language learning, the undocumented student experience, microaggressions, counseling center use, and academic engagement. Above all, this book looks at what community colleges can do to better help this growing population of new Americans succeed. “This book is a gift of hope and possibility to all of us who know that community colleges are the pathway to educational opportunity and equity for the students who, in the not too distant future, will be the face of America.” —Estela Mara Bensimon, director of the Center for Urban Education, USC Rossier School of Education “Offers detailed analysis and concrete recommendations on how community colleges could better serve students from immigrant backgrounds. It is a must-read for policymakers and practitioners in the field.” —Randy Capps, Migration Policy Institute Contributors: Cynthia M. Alcantar, Stacey Alicea, Saskias Casanova, Janet Cerda, Natacha Cesar-Davis, Monique Corral, Tasha Darbes, Sandra I. Dias, Edwin Hernández, Heather Herrera, Juliana Karras Jean-Gilles, Dalal Katsiaficas, Guadalupe López-Hernández, Margary Martin, Alfredo Novoa, Olivia Osei-Twumasi, McKenna Parnes, Sarah Schwartz, Sukhmani Singh, Cecilia Rios-Aguilar, Carola Suárez-Orozco, Marcelo Suárez-Orozco, Robert Teranishi",Education,241,N/A,0,en
Beyond Education,Eli Meyerhoff,U of Minnesota Press,2019-07-23,"A bold call to deromanticize education and reframe universities as terrains of struggle between alternative modes of studying and world-making Higher education is at an impasse. Black Lives Matter and #MeToo show that racism and sexism remain pervasive on campus, while student and faculty movements fight to reverse increased tuition, student debt, corporatization, and adjunctification. Commentators typically frame these issues as crises for an otherwise optimal mode of intellectual and professional development. In Beyond Education, Eli Meyerhoff instead sees this impasse as inherent to universities, as sites of intersecting political struggles over resources for studying. Meyerhoff argues that the predominant mode of study, education, is only one among many alternatives and that it must be deromanticized in order to recognize it as a colonial-capitalist institution. He traces how key elements of education—the vertical trajectory of individualized development, its role in preparing people to participate in governance through a pedagogical mode of accounting, and dichotomous figures of educational waste (the “dropout”) and value (the “graduate”)—emerged from histories of struggles in opposition to alternative modes of study bound up with different modes of world-making. Through interviews with participants in contemporary university struggles and embedded research with an anarchist free university, Beyond Education paves new avenues for achieving the aims of an “alter-university” movement to put novel modes of study into practice. Taking inspiration from Black Lives Matter, Occupy Wall Street, and Indigenous resurgence projects, it charts a new course for movements within, against, and beyond the university as we know it.",Education,277,N/A,0,en
Cultivating Rural Education,"Caitlin Howley, Sam Redding",IAP,2021-03-01,"Rural life is more complex than it is perhaps credited. This edited volume explores several themes that highlight such complexities, particularly in terms of what they imply for rural teaching and learning. These themes include the geographic, demographic, and socioeconomic diversity within and across rural communities; the notion that rurality is not a deficit but rather a context; and the array of novel and interesting ways to build upon rural assets and overcome challenges so that rural students are not afforded fewer educational opportunities simply by virtue of their zip code. More practically, this book offers counsel for readers who may be interested in learning more about rural circumstances so that they can make informed and responsive decisions about policies and programs targeting rural students, educators, and schools. Praise for Cultivating Rural Education: ""Making appropriate decisions about policy and practice in rural education settings demands an understanding of rural communities and the nuances of rural lifeways that are not standard fare in most decision-makers’ professional backgrounds and preparation. This book clearly and insightfully helps guide readers to those understandings, offering a valuable resource both for individuals with nonrural backgrounds (as a thorough introduction to the salient contexts of rural education) and for those with rural backgrounds (as a guide for framing/reframing and clarifying their existing understandings)."" Jerry D. Johnson, Professor and Lydia E. Skeen, Endowed Chair in Education Kansas State University ""Howley and Redding have co-edited a book that brings to life the complexity of rural people and places and helps readers understand what this complexity means for rural education. The range of voices and research in Cultivating Rural Education demonstrates how varied rural places are, how real the educational challenges rural schools and districts face are, and how much strength and ingenuity rural people bring to the table to address those challenges."" Robert Mahaffey, Executive Director Rural School and Community Trust The book Cultivating Rural Education gives an actionable planning process to understand, define, and cultivate our rural schools and communities. The community and school are so closely tied together, it is time for our stakeholders and community members to highlight what is right and adjust the areas that need adjusting to help save and establish a true path(s) to sustainability for Rural America."" Allen Pratt, Executive Director National Rural Education Association",Education,192,N/A,0,en
