Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Grow Food For Free,Huw Richards,Penguin,2020-03-03,"Huw Richards set himself a challenge - to grow his own fruit and veg for free for a year. He succeeded and now wants to help you do the same. Can't afford a raised bed? Try repurposing an old wooden pallet. Don't want to spend money on buying plants? Look in the fridge and your kitchen cupboards for food that you can plant. Need a particular tool? Barter or borrow from a neighbor. Don't have a garden? See if someone in your area has an untended patch you can turn into a well-loved veg plot. Huw's Grow Food for Free has the inspiration and practical advice you need to start, grow, love, propagate and harvest your own fruit and veg organically and at zero-cost. This is real sustainability!",Gardening,224,N/A,0,en
Successful Southern Gardening,Sandra F. Ladendorf,N/A,1989,"'Successful Southern Gardening' is a practical, how-to book that offers a wealth of information on the problems and possibilities of gardening in the South.",Gardening,314,N/A,0,en
How to Grow a School Garden,"Arden Bucklin-Sporer, Rachel Pringle",Timber Press,2010-09-14,"In this groundbreaking resource, two school garden pioneers offer parents, teachers, and school administrators everything they need to know to build school gardens and to develop the programs that support them. Today both schools and parents have a unique opportunity — and an increasing responsibility — to cultivate an awareness of our finite resources, to reinforce values of environmental stewardship, to help students understand concepts of nutrition and health, and to connect children to the natural world. What better way to do this than by engaging young people, their families, and teachers in the wondrous outdoor classroom that is their very own school garden? It's all here: developing the concept, planning, fund-raising, organizing, designing the space, preparing the site, working with parents and schools, teaching in the garden, planting, harvesting, and even cooking, with kid-friendly recipes and year-round activities. Packed with strategies, to-do lists, sample letters, detailed lesson plans, and tricks of the trade from decades of experience developing school garden programs for grades K–8, this hands-on approach will make school garden projects accessible, inexpensive, and sustainable. Reclaiming a piece of neglected play yard and transforming it into an ecologically rich school garden is among the most beneficial activities that parents, teachers, and children can undertake together. This book provides all the tools that the school community needs to build a productive and engaging school garden that will continue to inspire and nurture students and families for years to come.",Gardening,224,N/A,0,en
"Rhapsody in Green: A Writer, an Obsession, a Laughably Small Excuse for a Vegetable Garden",Charlotte Mendelson,Octopus Books,2018-07-16,"'Charming, inspiring, uplifting ... pure lovely,' - Marian Keyes 'Read Rhapsody in Green. A novelist's beautiful, useful essays about her tiny garden.' - India Knight 'Glorious...for anyone who loves fruit, vegetables, herbs and language. It makes you see them with new eyes.' - Diana Henry 'A witty account of 'extreme allotmenteering' for all obsessive gardeners' - Mail on Sunday 'An extremely entertaining and inspiring story of one woman's passionate transformation of a small, irregular shaped urban garden into a bountiful source of food.' - Woman & Home 'A gardening book like no other, this is the author's 'love letter' to her garden. She relays warm and witty stories about the trials and tribulations throughout her gardening year.' - Garden News '...this inspirational, funny book, written by someone who hankers after a homesteader's lifestyle, will make you look at even your window box in a new, more productive light.' - The Simple Things Gardening can be viewed as a largely pointless hobby, but the evangelical zeal and camaraderie it generates is unique. Charlotte Mendelson is perhaps unusually passionate about it. For despite her superficially normal existence, despite the fact that she has only six square metres of grotty urban soil and a few pots, she has a secret life. She is an extreme gardener, an obsessive, an addict. And like all addicts, she wants to spread the joy. Her garden may look like a nasty drunk old man's mini-allotment, chaotic, virtually flowerless, with weird recycling and nowhere to sit. When honoured friends are shown it, they tend to laugh. However, it is actually a tiny jungle, a minuscule farm, a wildly uneconomical experiment in intensive edible cultivation, on which she grows a taste of perhaps a hundred kinds of delicious fruits and odd vegetables. It is a source of infinite happiness and deep peace. It looks completely bonkers. Arguably, it's the most expensive, time-consuming, undecorative and self-indulgent way to grow a salad ever invented, but when tired or sad or cross it never fails to delight.",Gardening,293,N/A,0,en
In a Garden,Tim McCanna,Simon & Schuster/Paula Wiseman Books,2020-02-18,"“McCanna's superb scansion never misses...Like its subject: full of bustling life yet peaceful.” —Kirkus Reviews Acclaimed author Tim McCanna celebrates gardens, nature, and all sorts of critters in this delightful and vibrant read-aloud picture book. In the earth a single seed sits beside a millipede worms and termites dig and toil moving through the garden soil How does a garden grow? Follow along from seed to sprout to bud to flower as a garden blooms. Worms, ladybugs, millipedes, and more help a garden grow each season. Tim McCanna’s gorgeous, rhyming text, combined with Aimée Sicuro’s stunning illustrations make this charming picture book as informative as it is fun to read aloud. Bonus backmatter features tons of cool facts about ecosystems and the symbiosis between plants and bugs.",Juvenile Fiction,48,N/A,0,en
Northern California Gardening,Katherine Grace,Chronicle Books,2005-11-10,"Beloved perennial of the green-thumbed in the golden state, and now revised and sporting a gorgeous new cover, Northern California Gardening is a comprehensive, illustrated guide for both novice and expert gardeners. San Francisco Chronicle garden columnist Katherine Grace Endicott maps out the rewards of reaping what you sow from flowers and fruits to herbs and vegetables throughout Northern California. The unique month-by-month format helps readers find answers when they need them, while detailed information on native and nonnative species and basic planting and pruning techniques make carefree gardening easier than ever. Add to that a completely new and updated source list, and finding just the right plants and seeds is as simple as watching them grow.",Gardening,0,N/A,0,en
"Outside, You Notice",Erin Alladin,Pajama Press,2023-04-04,"Outside, you notice things. Time spent in the outdoors stirs a child's imagination. Nature sparks wonder, wonder leads to curiosity, and curiosity brings about a greater knowledge of the world and one's self. In Outside, You Notice, a meditative thread of child-like observations (How after the rain / Everything smells greener) is paired with facts about the habits and habitats of animals, insects, birds, and plants (A tree's roots reach as wide as its branches). Author Erin Alladin invites young scientists and daydreamers to look closely and think deeply in this lyrical nonfiction text, celebrating all the kinds of ""outside"" that are available to children, from backyards to city parks to cracks in the sidewalk. Illustrator Andrea Blinick portrays these spaces bursting with small wonders with a child's-eye view, her naïve and nostalgic style capturing the joy of endless discovery.",Juvenile Nonfiction,0,N/A,0,en
"Hot Color, Dry Garden",Nan Sterman,Timber Press,2018-04-26,"“Eye-popping proof that water-wise gardens are bold, beautiful and brilliantly hued.” —San Diego Home and Garden Dry weather defines the southwest, and it's getting dryer. As water becomes more precious, our gardens suffer. If we want to keep gardening, we must revolutionize our plant choices and garden practices. Hot Color, Dry Garden provides a joyful, color-filled way to exuberantly garden in low-water conditions. Garden expert Nan Sterman highlights inspiring examples of brilliant gardens filled with water-smart plants. You'll find information about designing for color using plants, architecture, and accessories, along with a plant directory that features drought-tolerant plants that dazzle.",Gardening,321,N/A,0,en
Mastering the Art of Flower Gardening,Matt Mattus,Cool Springs Press,2020-03-10,"A comprehensive and highly practical study of the art of growing flowers, Mastering the Art of Flower Gardening presents expert tips on growing both annuals and biennials (including native and heirloom species) alongside 300+ lush photographs. This gorgeously illustrated book by Matt Mattus is based on decades of first-hand experience in his own garden—every variety or cultivar presented is one that he has personally tested and grown. Mattus sets you up for success by first providing everything you need to know about starting seeds, soil, sowing, hardening off, transplanting, plugs, growing on, cutting, and saving seed. Then you'll find tips for growing over 100 different annuals from seedand 12 types of spring and summer bulbs—all based on his hands-on experience, going beyond the information available on the seed packet. Every one of the hundreds of stunning photographs is taken personally by Mattus from the flowers growing on his own farm in Massachusetts. Just a small selection of the annuals covered: aster, cornflower, chrysanthemum, impatiens, larkspur, California poppy, delphiniums, sunflowers, morning glory, kiss-me-over-the-garden-gate, salvia, and zinnia. The bulbs are allium, anemone, ranunculus, fritillaria, freesia, tulips, lily of the valley, true lilies, canna, calla, gladiolus, and dahlia. In short, there is nothing ordinary about this book—it is unlike any other cut flower book you will find anywhere.",Gardening,243,N/A,0,en
The New Shade Garden,Ken Druse,Abrams,2015-04-14,"The author of The Natural Shade Garden offers a comprehensive new guide to climate-conscious gardening—beautifully illustrated with 400 photos. There is a new generation of gardeners who are planting gardens not only for their visual beauty but also for their ability to reduce carbon dioxide in the atmosphere. In The New Shade Garden, Ken Druse provides expert advice on creating a shade garden with an emphasis on the adjustments necessary for our changing climate. Druse examines common problems facing today's gardeners, from addressing the deer situation to watering plants without stressing limited resources. Detailing all aspects of the gardening process, The New Shade Garden covers basic topics such as designing your own garden, pruning trees, preparing soil for planting, and the vast array of flowers and greenery that grow best in the shade. Perfect for new and seasoned gardeners alike, this encyclopedic manual provides all the information you need to start or improve upon your own shade garden.",Gardening,625,N/A,0,en
The Vegetable Gardener's Bible,Edward Clarke Smith,N/A,2000,DISCOVER ED'S HIGH YIELD W-O-R-D SYSTEM FOR ALL NORTH AMERICAN GARDENING REGIONS.,Organic gardening,0,N/A,0,en
A New Garden Ethic,Benjamin Vogt,New Society Publishers,2017-09-01,"In a time of climate change and mass extinction, how we garden matters more than ever: “An outstanding and deeply passionate book.” —Marc Bekoff, author of The Emotional Lives of Animals Plenty of books tell home gardeners and professional landscape designers how to garden sustainably, what plants to use, and what resources to explore. Yet few examine why our urban wildlife gardens matter so much—not just for ourselves, but for the larger human and animal communities. Our landscapes push aside wildlife and in turn diminish our genetically programmed love for wildness. How can we get ourselves back into balance through gardens, to speak life's language and learn from other species? Benjamin Vogt addresses why we need a new garden ethic, and why we urgently need wildness in our daily lives—lives sequestered in buildings surrounded by monocultures of lawn and concrete that significantly harm our physical and mental health. He examines the psychological issues around climate change and mass extinction as a way to understand how we are short-circuiting our response to global crises, especially by not growing native plants in our gardens. Simply put, environmentalism is not political; it's social justice for all species marginalized today and for those facing extinction tomorrow. By thinking deeply and honestly about our built landscapes, we can create a compassionate activism that connects us more profoundly to nature and to one another.",Gardening,217,N/A,0,en
Rebel Gardening,Alessandro Vitale,Watkins Media Limited,2023-04-11,"This is the ultimate beginner’s guide to establishing and tending an organic kitchen garden in any urban space, no matter how small, written by the YouTuber and TikToker known as Spicy Moustache. Do you live in the city and yearn for the space and time to grow your own food and live more connected with nature and the seasons? Rebel Gardening shows that anyone can grow a garden of delicious organic fruit and vegetables, wildlife-friendly wildflowers and abundant herbs in absolutely any urban space with a bit of know-how. Organic gardening expert Alessandro Vitale wants you to embrace the living soil and establish your own city eden where creatures and plants can coexist, in harmony with our modern lives. He shares his low-cost and organic approach with all the essential guidance you will need, including his top 50 plants for beginner gardeners, with a plethora of information on how to plant and look after them and how to make the most of all your produce. Learn how to make vegan honey with dandelions, establish a micro-orchard, or brew a natural antibiotic from garlic. Alessandro shares a plan for any type of space and how to tend it through the year. Learn about companion gardening, saving seeds, DIY raised beds and everything to allow your garden to flourish. The healing and planet-protecting power of gardening is within your grasp!",Gardening,519,N/A,0,en
California Month-by-Month Gardening,Claire Splan,N/A,2014-12-04,"It may be the Golden State, but your garden can be any color you want it to be. California is already famous as one of the world's leading fruit and vegetable producers--but a glance at a valley oak or California buckwheat is just a small glimpse of the native plants the state has to offer the home gardener. Written by Alameda resident and longtime gardening journalist Claire Splan, California Month-by-Month Gardening is the sister manual to our California Getting Started Garden Guide. Inside, Splan dedicates a thoroughly detailed chapter to each month of the year, telling you what species you should consider planting, precisely when you should plant them, and how to care for them for maximum health. Within each month are recommendations for annuals, bulbs, lawns (and lawn alternatives), natives, perennials, roses, shrubs, trees, vines, and groundcovers. An introductory overview of California's microclimates and soil types, along with a primer on general gardening techniques and a color-coded USDA zone map, prepares you to make your best effort as a gardener in California. Splan's instructions go much further than just the basics, as you learn how to plan, plant, care for, water, fertilize, and troubleshoot your diverse garden spaces during every single month of the year. Fully illustrated with beautiful color photography of the ""how to"" steps and plants, California Month-by-Month Gardening keeps your garden prosperous through all types of California weather and terrain. For our full introduction to gardening in California, we also recommend companion books California Getting Started Garden Guide and California Fruit & Vegetable Gardening.",Gardening,243,N/A,0,en
The Humane Gardener,Nancy Lawson,Chronicle Books,2017-04-18,"In this eloquent plea for compassion and respect for all species, journalist and gardener Nancy Lawson describes why and how to welcome wildlife to our backyards. Through engaging anecdotes and inspired advice, profiles of home gardeners throughout the country, and interviews with scientists and horticulturalists, Lawson applies the broader lessons of ecology to our own outdoor spaces. Detailed chapters address planting for wildlife by choosing native species; providing habitats that shelter baby animals, as well as birds, bees, and butterflies; creating safe zones in the garden; cohabiting with creatures often regarded as pests; letting nature be your garden designer; and encouraging natural processes and evolution in the garden. The Humane Gardener fills a unique niche in describing simple principles for both attracting wildlife and peacefully resolving conflicts with all the creatures that share our world.",,226,N/A,0,en
A World of Mindfulness,Erin Alladin,N/A,2023-02-28,"From the creators of A World of Kindness, a meditative, sensory picture book with arresting art from fourteen illustrators featuring several award-winning artists like Scot Ritchie, Suzanne Del Rizzo, and many more. Now in paperback!",Juvenile Nonfiction,32,N/A,0,en
California Native Gardening,Helen Popper,Univ of California Press,2012-03-26,"“For anyone interested in gardening, this book is a delightful read. For anyone interested in gardening with California native plants, this book is a must-read. Helen Popper clearly lays out the tasks required to ensure maximum success with growing, propagating, and maintaining a garden in rhythm with the seasons. This book will definitely be included in my reference library."" --Scott Soden, Artscapes Landscape Design “Helen Popper has created a lovely resource for both experienced and novice native plant gardeners. The gorgeous photographs will inspire readers to see the natural beauty of natives and challenge us to use them in many garden traditions, from a cottage garden to a Japanese garden.” --Leslie Gray, Executive Director, Environmental Studies Institute, Santa Clara University",Gardening,224,N/A,0,en
Epic Tomatoes,Craig LeHoullier,"Storey Publishing, LLC",2015-01-16,"Savor your best tomato harvest ever! Craig LeHoullier provides everything a tomato enthusiast needs to know about growing more than 200 varieties of tomatoes, from planting to cultivating and collecting seeds at the end of the season. He also offers a comprehensive guide to various pests and tomato diseases, explaining how best to avoid them. With beautiful photographs and intriguing tomato profiles throughout, Epic Tomatoes celebrates one of the most versatile and delicious crops in your garden.",Gardening,257,N/A,0,en
Plants for Your Food Forest,Plants for a Future,Independently Published,2021-06-15,"A food forest is a form of regenerative farming, a designed ecosystem modelled on nature, with the aim of growing food and sequestering carbon at the same time. As a forest it will consist of plants which occupy different layers, typically a canopy layer, shrub layer, herb layer and climbers. All plants will be perennials in order for the soil to be wild, undisturbed and regenerating. All plants will be food producing, will sequester carbon in their woody parts or in the soil, and will have useful functions in the forest ecosystem. The choice of what to grow in a food forest is challenging. It is not simply a matter of deciding what would be good to eat, and planting the corresponding food plants in beds alongside rows or patches of woodland. Most books about food forests, woodland gardening or carbon farming concentrate on the design principles involved. The focus of this book is the plants, their characteristics and personalities, what they have to offer a food forest ecosystem, as well as what kinds of foods they yield. We have selected over 500 plants that provide a mix of different growing conditions, plant size and structure, type of food, and contribution to a food forest ecosystem. There is also a quick-reference table of the key characteristics. The featured plants are arranged in sections corresponding to Forest Layer: Shrubs, Groundcover Shrubs, Trees, Herbaceous Plants, Herbaceous Groundcover Plants, Running Bamboos, Bulbs, Climbers. Further details of all the plants described here are available from the PFAF Plants Database, which can be accessed free of charge at pfaf.org",,96,N/A,0,en
Sow and Grow,Tina Davis,Harry N. Abrams,2008-04-01,"An indoor gardening guide discussing growth, care, and planting. All the lessons learned from this book can be used in outdoor gardens as well.",Juvenile Nonfiction,0,N/A,0,en
Gardening 101,"Thomas Christopher, Martha Stewart",Clarkson Potter Publishers,2000,"Learn how to become a skilled, successful gardener one step at a time. Easy to follow illustrated lessons give you all the information you need to grow your favorite vegetables, flowers, trees, and shrubs.",Gardening,148,N/A,0,en
The Garden Awakening,Mary Reynolds,Bloomsbury Publishing,2016-03-31,"Bring in the energy of wild places and work in harmony with the land to grow your own food and live sustainably. In this beautifully illustrated book, award-winning garden designer Mary Reynolds encourages us to create a bond with the land to restore its health and feel its energy. Drawing inspiration from permaculture traditions as well as the ancient multi-tiered approach of forest gardening, Mary demonstrates how to create a magical garden that is an expanding, living, interconnected ecosystem. The Garden Awakening is both art and inspiration for any garden lover seeking to create a positive and natural space while incorporating sustainable living such as growing your own food. It combines practical step-by-step instructions with spiritual, ancient Celtic stories to help you awaken any garden space, nurturing it to benefit both the land and the people in it. This design approach allows ecosystems to be whole and in balance while providing a place for human beings to live happy and productive lives. Transform your garden into a vibrant, wild area that embraces the spiritual side of nature with this wonderful read.",Gardening,284,N/A,0,en
Raised Bed Gardening: A Complete Beginner's Guide,Tara Nolan,Quarry Books,2023-04-11,"Raised Bed Gardening: A Complete Beginner’s Guide is an easy-to-follow A-to-Z guide with all the information you need to make your beds, create your soil, and select and grow your food.",Gardening,146,N/A,0,en
Hypertufa Containers,Lori Chips,Hachette UK,2018-07-31,"A step-by-step guide to making hypertufa containers, the ultimate DIY garden planter.",Gardening,568,N/A,0,en
Veg in One Bed,Huw Richards,Penguin,2019-10-29,"Gardening YouTube sensation Huw Richards shows how to inexpensively grow year-round vegetables from just one raised bed. Keyed to a temperate coastal climate but adaptable to variations in temperature and rainfall, Huw's clear, practical advice will help you produce a bountiful harvest with minimal space and effort. In just one raised bed, green thumb wunderkind Huw Richards shows you how to grow vegetables easily, organically, abundantly, and inexpensively so you have something to harvest every month of the year. Month by month, discover what you need to do and how to do it. Try it in your yard, a small garden, or even on a roof terrace. Everything is explained in clear, photographed steps: building your bed, growing from seed, planting, feeding, and harvesting. Huw shows how to guarantee early success by starting off young plants on a windowsill. He suggests what to grow in each part of the bed and provides alternative vegetables to swap in or out depending on what you like eating. No-dig gardening methods remove most of the back-breaking work, too. Veg in One Bed goes beyond the inspiring demonstrations on his YouTube channel Huw's Nursery. In this book, he organizes all of his ideas and suggestions into a blueprint for growing your own vegetables month by month. Very little growing experience? Only a small space? No matter--with Veg in One Bed, you can still eat food you have grown throughout the year.",Gardening,224,N/A,0,en
