Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Textual and Literary Criticism,Fredson Bowers,CUP Archive,1966-01-02,"The literary critic tends to think that the textual scholar or bibliographer has not much to say that he would care to hear, so there is a gulf between them.",Language Arts & Disciplines,204,N/A,0,en
Literary Criticism,Mark Bauerlein,University of Pennsylvania Press,2013-04-19,"As the study of literature has extended to cultural contexts, critics have developed a language all their own. Yet, argues Mark Bauerlein, scholars of literature today are so unskilled in pertinent sociohistorical methods that they compensate by adopting cliches and catchphrases that serve as substitutes for information and logic. Thus by labeling a set of ideas an ""ideology"" they avoid specifying those ideas, or by saying that someone ""essentializes"" a concept they convey the air of decisive refutation. As long as a paper is generously sprinkled with the right words, clarification is deemed superfluous. Bauerlein contends that such usages only serve to signal political commitments, prove membership in subgroups, or appeal to editors and tenure committees, and that current textual practices are inadequate to the study of culture and politics they presume to undertake. His book discusses 23 commonly encountered terms—from ""deconstruction"" and ""gender"" to ""problematize"" and ""rethink""—and offers a diagnosis of contemporary criticism through their analysis. He examines the motives behind their usage and the circumstances under which they arose and tells why they continue to flourish. A self-styled ""handbook of counterdisciplinary usage,"" Literary Criticism: An Autopsy shows how the use of illogical, unsound, or inconsistent terms has brought about a breakdown in disciplinary focus. It is an insightful and entertaining work that challenges scholars to reconsider their choice of words—and to eliminate many from critical inquiry altogether.",Literary Collections,175,N/A,0,en
Theory into Practice: An Introduction to Literary Criticism,Ann B. Dobie,Cengage Learning,2011-01-03,"Beginning with approaches familiar to students and then gradually introducing schools of criticism that are more challenging, THEORY INTO PRACTICE provides extensive step-by-step guidance for writing literary analyses from each of the critical perspectives. This brief, practical introduction to literary theory explores core literary theories in a unique chronological format and includes an anthology of relevant fiction, poetry, and nonfiction to help bring those theories to life for students. Remarkably readable and engaging, the text makes even complex concepts manageable for those beginning to think about literary theory, and example analyses for each type of criticism show how real students have applied the theories to works included in the anthology. Now updated with the latest scholarship, including a full discussion of Ecocriticism and increased emphasis on American multicultural approaches, THEORY INTO PRACTICE provides an essential foundation for thoughtful and effective literary analysis. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",Literary Collections,400,N/A,0,en
Literary Criticism and Theory,Pelagia Goulimari,Routledge,2014-09-15,"This incredibly useful volume offers an introduction to the history of literary criticism and theory from ancient Greece to the present. Grounded in the close reading of landmark theoretical texts, while seeking to encourage the reader's critical response, Pelagia Goulimari examines: major thinkers and critics from Plato and Aristotle to Foucault, Derrida, Kristeva, Said and Butler; key concepts, themes and schools in the history of literary theory: mimesis, inspiration, reason and emotion, the self, the relation of literature to history, society, culture and ethics, feminism, poststructuralism, postcolonialism, queer theory; genres and movements in literary history: epic, tragedy, comedy, the novel; Romanticism, realism, modernism and postmodernism. Historical connections between theorists and theories are traced and the book is generously cross-referenced. With useful features such as key-point conclusions, further reading sections, descriptive text boxes, detailed headings, and with a comprehensive index, this book is the ideal introduction to anyone approaching literary theory for the first time or unfamiliar with the scope of its history.",Literary Criticism,437,N/A,0,en
Defining Literary Criticism,Carol Atherton,Springer,2005-09-27,"Outlining the controversies that have surrounded the academic discipline of English Literature since its institutionalization in the late nineteenth century, this important book draws on a range of archival sources. It addresses issues that are central to the identity of academic English - how the subject came into existence, and what makes it a specialist discipline of knowledge - in a manner that illuminates many of the crises that have affected the development of modern English studies. Atherton also addresses contemporary arguments about the teaching of literary criticism, including an examination of the reforms to A-Level literature.",Literary Criticism,226,N/A,0,en
Literary Theory and Criticism,Edgar Allan Poe,Courier Corporation,2012-05-04,"Essential anthology of Poe's critical works reviews works by Dickens, Hawthorne, many others. Includes Theory of Poetry (""The Philosophy of Composition,"" ""The Rationale of Verse,"" ""The Poetic Principle""). Introduction.",Literary Collections,228,N/A,0,en
Literary Criticism,W. K. Wimsatt,University of California Press,2021-05-28,"This title is part of UC Press's Voices Revived program, which commemorates University of California Press’s mission to seek out and cultivate the brightest minds and give them voice, reach, and impact. Drawing on a backlist dating to 1893, Voices Revived makes high-quality, peer-reviewed scholarship accessible once again using print-on-demand technology. This title was originally published in 1974.",Literary Criticism,656,N/A,0,en
A Guide to Literary Criticism and Research,"Bonnie Klomp Stevens, Larry L. Stewart",Houghton Mifflin Harcourt P,1996,"Like the first two editions of A Guide to Literary Criticism and Research, this edition is based both on a recognition of a practical need felt in many literature courses and a view of literary study. It attempts to meet the practical need by offering upper-level students a condensed but adequate guide to the range of modern criticism and to basic methods of research. In addition, it is a hope that the book will give students a more comprehensive view of literary study by helping them to recognize criticism and research as two closely linked parts of a single process.",Literary Criticism,228,N/A,0,en
The Greenwood Encyclopedia of African American Literature,"Hans Ostrom, J. David Macey",Greenwood,2005-09-30,"Designed to meet the needs of high school students, undergraduates, and general readers, this encyclopedia is the most comprehensive reference available on African American literature from its origins to the present. Other works include many brief entries, or offer extended biographical sketches of a limited selection of writers. This encyclopedia surpasses existing references by offering full and current coverage of a vast range of authors and topics. While most of the entries are on individual authors, the encyclopedia gathers together information about the genres and geographical and cultural environments in which these writers have worked, and the social, political, and aesthetic movements in which they have participated. Thus the encyclopedia gives special attention to the historical and cultural forces that have shaped African American writing. - Publisher.",Literary Criticism,0,N/A,0,en
Historical Studies and Literary Criticism,"Jerome J. McGann, California Institute of Technology, Weingart Foundation","Madison, Wis. : University of Wisconsin Press",1985,"For the past fifty years literary studies and criticism have been dominated by formalist, structural and text-centered approaches. The editor of this volume, Jerome J. McGann, has been arguing in recent years for more expansive and contextual procedures. In this collection of essays he has brought together a group of distinguished collaborators--including Terry Eagleton, Marilyn Butler, Cecil Lang, and Sandra Gilbert--whose work emphasizes the importance of social and historical methodologies for the study of literary texts. Representing a variety of viewpoints and critical strategies, these critics together demonstrate the sociohistorical dimensions of literary works, provide examples of how studies of such literary works might be pursued, and suggest some central areas of investigation. The resulting effort to reconstitute some vital and neglected critical approaches will engage students and scholars of literature, and move them to reassess current critical assumptions. Fundamental to this collection is the sense that literary texts are more than self-enclosed verbal constructs. In his introduction to the essays, editor McGann examines how and why the concept of referentiality fell into disfavor with modern literary schools. The antihistorical bias of the New Critics, Structuralists, and Deconstructionists, he argues, ultimately limit their critical vision. For literature, McGann stresses, has various points of reference to a larger world of social interactions and historical influence; only by recognizing and reconstructing that world can we mine the full meaning, and communicative potential, of a fictional work.",Literary Criticism,334,N/A,0,en
A History of Literary Criticism,M. A. R. Habib,John Wiley & Sons,2008-04-15,"This comprehensive guide to the history of literary criticism from antiquity to the present day provides an authoritative overview of the major movements, figures, and texts of literary criticism, as well as surveying their cultural, historical, and philosophical contexts. Supplies the cultural, historical and philosophical background to the literary criticism of each era Enables students to see the development of literary criticism in context Organised chronologically, from classical literary criticism through to deconstruction Considers a wide range of thinkers and events from the French Revolution to Freud’s views on civilization Can be used alongside any anthology of literary criticism or as a coherent stand-alone introduction",Literary Criticism,848,N/A,0,en
Modern Literary Criticism and Theory,Rafey Habib,Wiley-Blackwell,2008,"Exploring the works of a diverse group of 20th century writers including D.H. Lawrence, H.L. Mencken, Jean-Paul Sartre, and Jacques Derrida, this book provides an accessible scholarly introduction to modern literary theory and criticism, placing various modes of criticism in their historical and intellectual contexts.",Language Arts & Disciplines,272,N/A,0,en
The Rebirth of American Literary Theory and Criticism,H. Aram Veeser,Anthem Press,2020-11-27,"The interviewees of this volume fall into three groups: the main players who brought about the rise of theory (Fish, Gallop, Spivak, Bhabha); a younger group of post-theorists (Bérubé, Dimock, Nealon, Warren); the anti-critique theorists (Felski); and new order theorists (Puchner, Wolfe). They discuss elemental questions, such as trying to grasp what was logic and what was rhetoric; trying to see down the road while fog and turmoil held visibility to arm’s length; and trying to pick legible meanings out of the cultural blanket of deafening noise. Theorists were not only good thinkers but also pioneers who were seeking profound transformations.",Language Arts & Disciplines,260,N/A,0,en
Literary Criticism,Lionel Trilling,N/A,1970,N/A,Criticism,668,N/A,0,en
20th Century Literary Criticism,David Lodge,N/A,1992,N/A,Criticism,683,N/A,0,en
A Short History Of Literary Criticism,Vernon Hall,Legare Street Press,2023-07-22,"Trace the evolution of literary criticism from its origins in classical Greece to the present day with this engaging and insightful survey. Hall offers a comprehensive overview of the key figures and movements in the field, highlighting the ongoing debates and controversies that have shaped our understanding of literature. This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,0,N/A,0,en
Ecological Literary Criticism,Karl Kroeber,Columbia University Press,1994,"Kroeber argues that literary criticism needs to reestablish connections to a wide range of social activities, especially the thinking of contemporary scientists. This new kind of criticism, ""ecological literary criticism,"" sets out to correct the abstractions of current theorizing about literature, and to make humanistic studies more socially responsible. Though applicable to any writer of any period, Kroeber points out that the proto-ecological tendencies of the English Romantic poets make them especially useful as a starting point for this approach. Since the Romantics believed that people were, and should be, at home in the natural world. Ecological Literary Criticism asks that we examine poetry from a perspective that assumes that the imaginative acts of cultural beings offer valuable insights into how and why cultural and natural phenomena have interrelated in the past and how they could more advantageously interrelate in the future. Kroeber argues that this approach to criticism will help us to develop mutually enriching links between humanistic and scientific modes of understanding humankind and the earth we inhabit.",Education,204,N/A,0,en
American Criticism,Norman Foerster,N/A,1928,N/A,Literary Criticism,304,N/A,0,en
Speech Acts in Literature,Joseph Hillis Miller,Stanford University Press,2001,"This book demonstrates the presence of literature within speech act theory and the utility of speech act theory in reading literary works. Though the founding text of speech act theory, J. L. Austin's How to Do Things with Words, repeatedly expels literature from the domain of felicitous speech acts, literature is an indispensable presence within Austin's book. It contains many literary references but also uses as essential tools literary devices of its own: imaginary stories that serve as examples and imaginary dialogues that forestall potential objections. How to Do Things with Words is not the triumphant establishment of a fully elaborated theory of speech acts, but the story of a failure to do that, the story of what Austin calls a ""bogging down."" After an introductory chapter that explores Austin's book in detail, the two following chapters show how Jacques Derrida and Paul de Man in different ways challenge Austin's speech act theory generally and his expulsion of literature specifically. Derrida shows that literature cannot be expelled from speech actsrather that what he calls ""iterability"" means that any speech act may be literature. De Man asserts that speech act theory involves a radical dissociation between the cognitive and positing dimensions of language, what Austin calls language's ""constative"" and ""performative"" aspects. Both Derrida and de Man elaborate new speech act theories that form the basis of new notions of responsible and effective politico-ethical decision and action. The fourth chapter explores the role of strong emotion in effective speech acts through a discussion of passages in Derrida, Wittgenstein, and Austin. The final chapter demonstrates, through close readings of three passages in Proust, the way speech act theory can be employed in an illuminating way in the accurate reading of literary works.",Literary Criticism,253,N/A,0,en
The Theory of Literary Criticism,John M. Ellis,Univ of California Press,2023-11-10,"This title is part of UC Press's Voices Revived program, which commemorates University of California Press’s mission to seek out and cultivate the brightest minds and give them voice, reach, and impact. Drawing on a backlist dating to 1893, Voices Revived makes high-quality, peer-reviewed scholarship accessible once again using print-on-demand technology. This title was originally published in 1974.",Literary Criticism,288,N/A,0,en
Textual and Literary Criticism of the Books of Kings,Julio Trebolle Barrera,BRILL,2020-06-08,"This volume contains a collection of the author’s life-long study (along with some new research written specifically for this book) of the text of 1-2 Kings, some of them translated into English for the first time. Julio Trebolle’s career has focused on the history of these biblical books from the triple angle of a combined textual, literary and source-compositional criticism. His usage of the Septuagint and its secondary versions like the Old Latin as a basis for the reconstruction of the history of the text is an invaluable contribution to the panorama of textual pluralism in the Bible during the Second Temple period which has emerged after the discoveries of the Dead Sea.",Religion,476,N/A,0,en
"The Cambridge History of Literary Criticism: Volume 7, Modernism and the New Criticism",George Alexander Kennedy,Cambridge University Press,1989,"The history of the most hotly debated areas of literary theory, including structuralism and deconstruction.",Literary Criticism,584,3,1,en
The Last Enchantments,Charles Finch,St. Martin's Press,2014-01-28,"The Last Enchantments is a powerfully moving and lyrically written novel. A young American embarks on a year at Oxford and has an impassioned affair that will change his life forever After graduating from Yale, William Baker, scion of an old line patrician family, goes to work in presidential politics. But when the campaign into which he's poured his heart ends in disappointment, he decides to leave New York behind, along with the devoted, ambitious, and well-connected woman he's been in love with for the last four years. Will expects nothing more than a year off before resuming the comfortable life he's always known, but he's soon caught up in a whirlwind of unexpected friendships and romantic entanglements that threaten his safe plans. As he explores the heady social world of Oxford, he becomes fast friends with Tom, his snobbish but affable flat mate; Anil, an Indian economist with a deep love for gangster rap; Anneliese, a German historian obsessed with photography; and Timmo, whose chief ambition is to become a reality television star. What he's least prepared for is Sophie, a witty, beautiful and enigmatic woman who makes him question everything he knows about himself. For readers who made a classic of Richard Yates's A Good School, Charles Finch's The Last Enchantments is a sweeping novel about love and loss that redefines what it means to grow up as an American in the twenty-first century.",Fiction,334,N/A,0,en
The Complete Idiot's Guide to Literary Theory and Criticism,"Steven J. Venturino, PhD",Penguin,2013-03-05,"From Plato to Freud to ecocriticism, the book illustrates dozens of stimulating-and sometimes notoriously complex-perspectives for approaching literature and film. The book offers authoritative, clear, and easy-to-follow explanations of theories that range from established classics to the controversies of current theory. Each chapter offers a conversational, step-by-step explanation of a single theory, critic, or issue, accompanied by concrete examples for applying the concepts and engaging suggestions for related literary readings. Following a section on the foundations of literary theory, the book is organized thematically, with an eye to the best way to develop a real, working understanding of the various theories. Cross-references are particularly important, since it's through the interaction of examples that readers most effectively advance from basic topics and arguments to some of the more specialized and complicated issues. Each chapter is designed to tell a complete story, yet also to reach out to other chapters for development and debate. Literary theorists are hardly unified in their views, and this book reflects the various traditions, agreements, influences, and squabbles that are a part of the field. Special features include hundreds of references to and quotations from novels, stories, plays, poems, movies, and other media. Online resources could also include video and music clips, as well as high-quality examples of visual art mentioned in the book. The book also includes periodic ""running"" references to selected key titles (such as Frankenstein) in order to illustrate the effect of different theories on a single work.",Literary Criticism,392,5,1,en
Literary Criticism: A Short History,"William K. Wimsatt, Jr., Cleanth Brooks",Routledge,2021-03-23,"First published in 1957, Literary Criticism: A Short History traces our aesthetic heritage from its classical origins up to the contemporary state of criticism in the English-speaking world. Divided into four volumes, each book adopts a fair and objective position in the presentation of various critical positions, and each critical theory is considered not only in competition with other critical theories, but also in vital dialectic with the creative literature of its own time. Volume One focuses on Classical criticism, exploring Socrates and the Rhapsode, poetry as structure, tragedy and comedy, Roman classicism, and some Medieval themes.",Literary Collections,189,N/A,0,en
Literary Criticism,"Malcolm Hicks, Bill Hutchings",Hodder Arnold,1989,N/A,Literary Criticism,117,N/A,0,en
Criticism and Literary Theory 1890 to the Present,Chris Baldick,Routledge,2014-06-11,"Presents a coherent and accessible historical account of the major phases of British and American Twentieth-century criticism, from 'decadent' aestheticism to feminist, decontsructonist and post-colonial theories. Special attention is given to new perspectives on Shakesperean criticism, theories of the novel and models of the literary canon. The book will help to define and account for the major developments in literary criticism during this century exploring the full diversity of critical work from major critics such as T S Eliot and F R Leavis to minor but fascinating figures and critical schools. Unlike most guides to modern literary theory, its focus is firmly on developments within the English speaking world.",Literary Criticism,344,N/A,0,en
Literary Theory and Criticism,Arun Gupto,Taylor & Francis,2021-08-30,"The book explores key South Asian writings on cultural theory and literary criticism. It discusses the dynamics of textual contents, rhetorical styles, and socio-political issues through an exploration of seminal South Asian scholarship in the Humanities and Social Sciences. The volume examines concepts and methods of critical studies. It also discusses colonial and postcolonial discourses on art, religion, nationalism, identity, representation, resistance, and gender in the South Asian context. The essays are accompanied by textual questions and intertextual discussions on rhetorical, creative, and critical aspects of the selected texts. The exercise questions invite the reader to explore the mechanics of reading about and writing on discursive pieces in South Asian studies. Comprehensive and interdisciplinary, this textbook will be indispensable for students and researchers of South Asian studies, cultural theory, literary criticism, postcolonial studies, literary and language studies, women and gender studies, rhetoric and composition, political sociology, and cultural studies.",Literary Criticism,277,N/A,0,en
The Literary Critics,George Watson,"London, Chatto",1964,N/A,Criticism,232,N/A,0,en
The Madwoman in the Attic,"Sandra M. Gilbert, Susan Gubar",Yale University Press,2020-03-17,"Called ""a feminist classic"" by Judith Shulevitz in the New York Times Book Review, this pathbreaking book of literary criticism is now reissued with a new introduction by Lisa Appignanesi that speaks to how The Madwoman in the Attic set the groundwork for subsequent generations of scholars writing about women writers, and why the book still feels fresh some four decades later. ""Gilbert and Gubar have written a pivotal book, one of those after which we will never think the same again.""--Carolyn G. Heilbrun, Washington Post Book World",Literary Criticism,742,N/A,0,en
Literature and Liberty,Allen Mendenhall,Lexington Books,2014-02-19,"The economic theories of Karl Marx and his disciples continue to be anthologized in books of literary theory and criticism and taught in humanities classrooms to the exclusion of other, competing economic paradigms. Marxism is collectivist, predictable, monolithic, impersonal, linear, reductive — in short, wholly inadequate as an instrument for good in an era when we know better than to reduce the variety of human experience to simplistic formulae. A person’s creative and intellectual energies are never completely the products of culture or class. People are rational agents who choose between different courses of action based on their reason, knowledge, and experience. A person’s choices affect lives, circumstances, and communities. Even literary scholars who reject pure Marxism are still motivated by it, because nearly all economic literary theory derives from Marxism or advocates for vast economic interventionism as a solution to social problems. Such interventionism, however, has a track-record of mass murder, war, taxation, colonization, pollution, imprisonment, espionage, and enslavement — things most scholars of imaginative literature deplore. Yet most scholars of imaginative literature remain interventionists. Literature and Liberty offers these scholars an alternative economic paradigm, one that over the course of human history has eliminated more generic bads than any other system. It argues that free market or libertarian literary theory is more humane than any variety of Marxism or interventionism. Just as Marxist historiography can be identified in the use of structuralism and materialist literary theory, so should free-market libertarianism be identifiable in all sorts of literary theory. Literature and Liberty disrupts the near monopolistic control of economic ideas in literary studies and offers a new mode of thinking for those who believe that arts and literature should play a role in discussions about law, politics, government, and economics. Drawing from authors as wide-ranging as Emerson, Shakespeare, E.M. Forster, Geoffrey of Monmouth, Henry Hazlitt, and Mark Twain, Literature and Liberty is a significant contribution to libertarianism and literary studies.",Business & Economics,175,N/A,0,en
Edgar Allan Poe As Literary Critic,Edd Winfield Parks,University of Georgia Press,2010-03-01,"Edgar Allan Poe was one of the first major critics to develop and refine his critical theories through magazine articles and book reviews. Edgar Allan Poe as Literary Critic focuses on his interest in establishing an aesthetic for magazine literature, and Parks has examined Poe's criticism at length. Poe's efforts in the field of literary criticism have often been condemned as a rationalization of his own personal limitations as a writer, but this study contends that his critical theories far surpass such a narrow interpretation. Rather, Poe was “essentially a magazinist,” and therefore emphasized brevity, unity, and totality of effect and placed the highest value on literary types best suited to periodical literature.",Literary Criticism,130,N/A,0,en
The Johns Hopkins Guide to Literary Theory and Criticism,"Michael Groden, Martin Kreiswirth, Imre Szeman",N/A,2005,Publisher Description,Biography & Autobiography,1016,N/A,0,en
Feminist Literary Criticism,Josephine C. Donovan,University Press of Kentucky,2021-03-17,"The first major book of feminist critical theory published in the United States is now available in an expanded second edition. This widely cited pioneering work presents a new introduction by the editor and a new bibliography of feminist critical theory from the last decade. This book has become indispensable to an understanding of feminist theory. Contributors include Cheri Register, Dorin Schumacher, Marcia Holly, Barbara Currier Bell, Carol Ohmann, Carolyn Heilbrun, Catherine Stimpson, and Barbara A. White.",Literary Criticism,139,N/A,0,en
A Practical Introduction to Literary Theory and Criticism,M. Keith Booker,Pearson,1996,"A uniquely accessible guide to a difficult subject, A Practical Introduction to Literary Theory and Criticism introduces students to the major trends in contemporary literary theory. Offering the breadth of information of a handbook and the examples of an anthology, it provides an invaluable alternative to the standard collections and shows students how literary theory really unfolds.",Literary Criticism,522,N/A,0,en
One Hundred Years of Solitude,Gabriel García Márquez,Blackstone Publishing,2022-10-11,"Netflix’s series adaptation of One Hundred Years of Solitude premieres December 11, 2024! One of the twentieth century’s enduring works, One Hundred Years of Solitude is a widely beloved and acclaimed novel known throughout the world and the ultimate achievement in a Nobel Prize–winning career. The novel tells the story of the rise and fall of the mythical town of Macondo through the history of the Buendía family. Rich and brilliant, it is a chronicle of life, death, and the tragicomedy of humankind. In the beautiful, ridiculous, and tawdry story of the Buendía family, one sees all of humanity, just as in the history, myths, growth, and decay of Macondo, one sees all of Latin America. Love and lust, war and revolution, riches and poverty, youth and senility, the variety of life, the endlessness of death, the search for peace and truth—these universal themes dominate the novel. Alternately reverential and comical, One Hundred Years of Solitude weaves the political, personal, and spiritual to bring a new consciousness to storytelling. Translated into dozens of languages, this stunning work is no less than an account of the history of the human race.",Fiction,342,N/A,0,en
Psychoanalytic Literary Criticism,Maud Ellmann,Routledge,2014-01-14,"This collection of essays provides students of literary critical theory with an introduction to Freudian methods of interpretation, and shows how those methods have been transformed by recent developments in French psychoanalysis, particularly by the influence of Jacques Lacan. It explains how classical Freudian criticism tended to focus on the thematic content of the literary text, whereas Lacanian criticism focuses on its linguistic structure, redirecting the reader to the words themselves. Concepts and methods are defined by tracing the role played by the drama of Oedipus in the development of psychoanalytic theory and criticism. The essays cover a wide generic scope and are divided into three parts: drama, narrative and poetry. Each is accompanied by explanatory headnotes giving clear definitions of complex terms.",Literary Criticism,286,N/A,0,en
Marxist Literary Criticism Today,Barbara C. Foley,Pluto Press (UK),2019,"In the first introduction to Marxist literary criticism in decades, Barbara Foley argues that Marxism continues to offer the best framework for exploring the relationship between literature and society. She lays out in clear terms the principal aspects of Marxist methodology--historical materialism, political economy, and ideology critique--as well as key debates about the nature of literature and the goals of literary criticism and pedagogy. Examining a wide range of texts through the empowering lens of Marxism--from Jane Austen's Pride and Prejudice to E. L. James's Fifty Shades of Grey, from Frederick Douglass's 'What to the Slave Is the Fourth of July?' to Annie Proulx's 'Brokeback Mountain'--Foley provides a clear and compelling textbook of Marxist literary criticism.",Literature,0,N/A,0,en
American Literary Criticism Since the 1930s,Vincent B. Leitch,Routledge,2009-09-10,"American Literary Criticism Since the 1930s fully updates Vincent B. Leitch’s classic book, American Literary Criticism from the 30s to the 80s following the development of the American academy right up to the present day. Updated throughout and with a brand new chapter, this second edition: provides a critical history of American literary theory and practice, discussing the impact of major schools and movements examines the social and cultural background to literary research, considering the role of key theories and practices provides profiles of major figures and influential texts, outlining the connections among theorists presents a new chapter on developments since the 1980s, including discussions of feminist, queer, postcolonial and ethnic criticism. Comprehensive and engaging, this book offers a crucial overview of the development of literary studies in American universities, and a springboard to further research for all those interested in the development and study of Literature.",Literary Collections,627,N/A,0,en
The Poetics of Aristotle,Aristotle,Createspace Independent Publishing Platform,2017-03-07,"In it, Aristotle offers an account of what he calls ""poetry"" (a term which in Greek literally means ""making"" and in this context includes drama - comedy, tragedy, and the satyr play - as well as lyric poetry and epic poetry). They are similar in the fact that they are all imitations but different in the three ways that Aristotle describes: 1. Differences in music rhythm, harmony, meter and melody. 2. Difference of goodness in the characters. 3. Difference in how the narrative is presented: telling a story or acting it out. In examining its ""first principles,"" Aristotle finds two: 1) imitation and 2) genres and other concepts by which that of truth is applied/revealed in the poesis. His analysis of tragedy constitutes the core of the discussion. Although Aristotle's Poetics is universally acknowledged in the Western critical tradition, ""almost every detail about his seminal work has aroused divergent opinions.""",,82,N/A,0,en
English Literary Criticism And Theory,M. S. Nagarajan,N/A,2006,"The book is a history of Western literary criticism and a general introduction to the subject of literary criticism and theory. It follows the survey approach, discussing English literary critics in a historical-chronological order. It is primarily designed to serve as a text/reference book for undergraduate and postgraduate students in Indian universities and colleges. The book deals with the critical texts that are prescribed for study in many M.A (English) courses in India. One section of the book surveys the contribution made by the ancient critics since knowledge of classical criticism is essential for an understanding of later developments. Another section (sixteenth to twentieth century) takes for close examination, individually, such of those critics as are prescribed in the curricula of M.A. courses in Indian universities and colleges. The last section on Contemporary Criticism, examines all the movements, with special emphasis on theorists who have initiated these movements. The section, A Glossary of Critical Terms, gives short explanatory notes on critical terms with which a student is expected to be familiar. The Select Bibliography lists important works on criticism which can be consulted for further reading and research.",English literature,0,N/A,0,en
20th [Twentieth] Century Literary Criticism,David Lodge,N/A,1990,N/A,Criticism,0,N/A,0,en
The Function of Criticism at the Present Time,Matthew Arnold,N/A,1895,N/A,Criticism,172,N/A,0,en
