Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Economics,,Pearson Education India,N/A,N/A,,772,N/A,0,en
Economics in One Lesson,Henry Hazlitt,Crown Currency,2010-08-11,"Over a million copies sold! A fundamental influence on modern libertarianism, this classic guide to the basics of economic theory defends capitalism and the free market from economic myths that persist to this day. “A magnificent job of theoretical exposition.”—Ayn Rand Considered among the leading economic thinkers of the “Austrian School,” which includes Carl Menger, Ludwig von Mises, Friedrich (F.A.) Hayek, and others, Henry Hazlitt wrote Economics in One Lesson in 1946. Concise and instructive, it is also deceptively prescient and far-reaching in its efforts to dissemble economic fallacies that are so prevalent they have almost become a new orthodoxy. Economic commentators across the political spectrum have credited Hazlitt with foreseeing the collapse of the global economy which occurred more than fifty years after the initial publication of Economics in One Lesson. Hazlitt’s focus on non-governmental solutions, strong—and strongly reasoned—anti-deficit position, and general emphasis on free markets, economic liberty of individuals, and the dangers of government intervention make Economics in One Lesson every bit as relevant and valuable today as it has been since publication.",Business & Economics,220,5,1,en
The Economics Book,Steven G. Medema,Union Square & Co.,2019-11-15,"This beautiful, authoritative volume in the popular Milestones series looks at the vital intersection among business, finance, and money. From the philosophical dialogues of Ancient Greece and the moral contemplations of Medieval Europe to deregulation and cryptocurrency, The Economics Book presents 250 milestones in the science of the production, sale, and purchase of goods and services. These concise, engaging, informative essays examine the full gamut of subjects, revealing both the entertaining stories and the world-changing developments in the field. They shed thoughtful light on the field’s significant subdisciplines, including: mercantilism, the Enlightenment, communism, econometrics, Keynesianism, macroeconomics, game theory, cliometrics, market design theory, and the Keynesian Resurgence that emerged in the wake of the Great Recession. This vibrant, colorfully illustrated collection will captivate you with a bird’s-eye view of the development of the world’s markets, what has shaped and affected them, and what drives them today.",Business & Economics,1178,N/A,0,en
Economics Primer,Linda Low,World Scientific,2020-05-29,"Economics Primer is a simplified, illustrated text for non-economics and economics readers alike. It introduces fundamental concepts and demonstrates their applications to day-to-day use for employers and employees in the private and public sectors. The aim is to enable all in society, at home and abroad to understand economic relationships as affecting all at large. While politics remains the primary driver of international affairs, the economics grounding including technology is as purposeful.This primer serves as a stepping stone to branch out into other fields of economics and business to understand how world events work based on the economic concepts of efficiency and equality to the extent possible including the emerging issues of health, environment and security in a globalised world.",Business & Economics,138,N/A,0,en
Economics,"John M. Barron, Gerald J. Lynch, Kelly Hunt Blanchard",Lakeshore Communications,2002-12-01,"A one-semester principles of economics, emphasizing core principles of micro-economics, refined and continuously expanded with the aid international examples.",Business & Economics,720,N/A,0,en
The Everything Economics Book,David A Mayer,Simon and Schuster,2010-08-18,"The Dismal Science. The Worldly Philosophy. The Science of Scarcity. Most people think economics is one of the most challenging and complex fields of study. But with this book, it doesn't have to be! You will learn how the U.S. economy works in unbiased, easy-to-understand language. And you can learn it without the complex equations, arcane graphs, and technical jargon you'll find in most economic texts. David A. Mayer and Melanie E. Fox explain: Why and how we trade How the government intervenes in markets Unemployment and inflation Supply and demand Competitive, financial, and foreign exchange markets How the economy is measured You will also learn about the causes and fallout of the recent recession and how global climate change may transform the way our economy operates. Most important, with this introduction, you'll learn how our complex and dynamic economy affects the way we actually live our lives.",Business & Economics,281,N/A,0,en
The Economics Book,DK,Penguin,2014-12-19,"Learn about trade and global economic crises in The Economics Book. Part of the fascinating Big Ideas series, this book tackles tricky topics and themes in a simple and easy to follow format. Learn about Economics in this overview guide to the subject, great for novices looking to find out more and experts wishing to refresh their knowledge alike! The Economics Book brings a fresh and vibrant take on the topic through eye-catching graphics and diagrams to immerse yourself in. This captivating book will broaden your understanding of Economics, with: - More than 100 of the greatest ideas in economics - Packed with facts, charts, timelines and graphs to help explain core concepts - A visual approach to big subjects with striking illustrations and graphics throughout - Easy to follow text makes topics accessible for people at any level of understanding The Economics Book is a captivating introduction to historically important and emerging ideas in a field of science that often confuses newcomers, aimed at adults with an interest in the subject and students wanting to gain more of an overview. Here you’ll discover more than 100 of the greatest ideas, from the earliest experiences of trade to global economic crises, through exciting text and bold graphics. Your Economics Questions, Simply Explained This fresh new guide examines everything from the current financial climate of markets in turmoil and whole economies in melt-down. If you thought it was difficult to learn about this field of science, The Economics Book presents key information in a clear layout. From the earliest development of private property to the cutting-edge modern game theory, learn about centuries of economic thought, making clear even the most complex of concepts. The Big Ideas Series With millions of copies sold worldwide, The Economics Book is part of the award-winning Big Ideas series from DK. The series uses striking graphics along with engaging writing, making big topics easy to understand.",Business & Economics,751,N/A,0,en
Economics in the Age of COVID-19,Joshua Gans,MIT Press,2020-05-19,"A guide to the pandemic economy: essential reading about the long-term implications of our current crisis. The COVID-19 pandemic has unleashed a firehose of information (much of it wrong) and an avalanche of opinions (many of them ill-founded). Most of us are so distracted by the everyday awfulness that we don't see the broader issues in play. In this book, economist Joshua Gans steps back from the short-term chaos to take a clear and systematic look at how economic choices are being made in response to COVID-19. He shows that containing the virus and pausing the economy—without letting businesses fail and people lose their jobs—are the necessary first steps.",Business & Economics,135,5,1,en
Women and Economics - A Study of the Economic Relation Between Men and Women as a Factor in Social Evolution,Charlotte Perkins Gilman,e-artnow,2015-04-01,"This carefully crafted ebook: ""Women and Economics - A Study of the Economic Relation Between Men and Women as a Factor in Social Evolution” is formatted for your eReader with a functional and detailed table of contents. Women and Economics - A Study of the Economic Relation Between Men and Women as a Factor in Social Evolution is a book written by Charlotte Perkins Gilman and published in 1898. It is considered by many to be her single greatest work, and as with much of Gilman's writing, the book touched a few dominant themes: the transformation of marriage, the family, and the home, with her central argument: ""the economic independence and specialization of women as essential to the improvement of marriage, motherhood, domestic industry, and racial improvement.” The 1890s were a period of intense political debate and economic challenges, with the Women's Movement seeking the vote and other reforms. Women were ""entering the work force in swelling numbers, seeking new opportunities, and shaping new definitions of themselves.” It was near the end of this tumultuous decade that Gilman's very popular book emerged. Charlotte Perkins Gilman (1860-1935) was a prominent American feminist, sociologist, novelist, writer of short stories, poetry, and nonfiction, and a lecturer for social reform. She was a utopian feminist during a time when her accomplishments were exceptional for women, and she served as a role model for future generations of feminists because of her unorthodox concepts and lifestyle. Her best remembered work today is her semi-autobiographical short story ""The Yellow Wallpaper"" which she wrote after a severe bout of postpartum psychosis.",Social Science,222,N/A,0,en
The Economics of Attention,Richard A. Lanham,University of Chicago Press,2006-04-21,"If economics is about the allocation of resources, then what is the most precious resource in our new information economy? Certainly not information, for we are drowning in it. No, what we are short of is the attention to make sense of that information. With all the verve and erudition that have established his earlier books as classics, Richard A. Lanham here traces our epochal move from an economy of things and objects to an economy of attention. According to Lanham, the central commodity in our new age of information is not stuff but style, for style is what competes for our attention amidst the din and deluge of new media. In such a world, intellectual property will become more central to the economy than real property, while the arts and letters will grow to be more crucial than engineering, the physical sciences, and indeed economics as conventionally practiced. For Lanham, the arts and letters are the disciplines that study how human attention is allocated and how cultural capital is created and traded. In an economy of attention, style and substance change places. The new attention economy, therefore, will anoint a new set of moguls in the business world—not the CEOs or fund managers of yesteryear, but new masters of attention with a grounding in the humanities and liberal arts. Lanham’s The Electronic Word was one of the earliest and most influential books on new electronic culture. The Economics of Attention builds on the best insights of that seminal book to map the new frontier that information technologies have created.",Business & Economics,327,N/A,0,en
Edexcel Economics A Student Guide: Theme 4 A global perspective,Quintin Brewer,Philip Allan,2016-04-18,"Exam Board: Edexcel Level: AS/A-level Subject: Economics Reinforce students' understanding throughout the course. Clear topic summaries with sample questions and answers will help to improve exam technique to achieve higher grades. Written by experienced author Quintin Brewer, this Student Guide for Economics focuses on international economics, giving a global perspective on the financial sector. The first section, Content Guidance, summarises content needed for the exams, with knowledge-check questions throughout. The second section, Questions and Answers, provides samples of different questions and student answers with examples of how many marks are available for each question. Students can: - Identify key content for the exams with our concise summary of topics - Find out what examiners are looking for with our Questions and Answers section - Test their knowledge with rapid-fire questions and answers - Avoid common pitfalls with clear definitions and exam tips throughout - Reinforce their learning with bullet-list summaries at the end of each section",Study Aids,181,N/A,0,en
"Austrian School of Economics: A History of Its Ideas, Ambassadors, and Institutions",,Ludwig von Mises Institute,N/A,N/A,,262,N/A,0,en
Under-Rewarded Efforts,Santiago Levy Algazi,Inter-American Development Bank,2018-07-11,"Why has an economy that has done so many things right failed to grow fast? Under-Rewarded Efforts traces Mexico’s disappointing growth to flawed microeconomic policies that have suppressed productivity growth and nullified the expected benefits of the country’s reform efforts. Fast growth will not occur doing more of the same or focusing on issues that may be key bottlenecks to productivity growth elsewhere, but not in Mexico. It will only result from inclusive institutions that effectively protect workers against risks, redistribute towards those in need, and simultaneously align entrepreneurs’ and workers’ incentives to raise productivity.",Business & Economics,323,N/A,0,en
Economics for Everyone,Jim Stanford,N/A,2015,"""Economics is too important to be left to the economists. This concise and readable book provides non-specialist readers with all the information they need to understand how capitalism works (and how it doesn't). Economics for Everyone, now published in second edition, is an antidote to the abstract and ideological way that economics is normally taught and reported. Key concepts such as finance, competition and wages are explored, and their importance to everyday life is revealed. Stanford answers questions such as 'Do workers need capitalists?', 'Why does capitalism harm the environment?', and 'What really happens on the stock market?' The book will appeal to those working for a fairer world, and students of social sciences who need to engage with economics. It is illustrated with humorous and educational cartoons by Tony Biddle, and is supported with a comprehensive set of web-based course materials for popular economics courses.""--Publisher's description.",BUSINESS & ECONOMICS,350,N/A,0,en
Economics,William A. McEachern,South Western Educational Publishing,2008,"It will be easy for your students to succeed with the Study Guide for ECONOMIC PRINCIPLES: A CONTEMPORARY INTRODUCTION, Eighth Edition. Written by John Lunn of Hope College, the guide includes chapter outlines, definitions of all terms, a bonus section with supplemental material, and a variety of true-false, multiple-choice, and discussion questions with answers. The Study Guide is available for the Microeconomics and Macroeconomics splits as well.",,0,N/A,0,en
Principles,Ray Dalio,Simon and Schuster,2018-08-07,"#1 New York Times Bestseller “Significant...The book is both instructive and surprisingly moving.” —The New York Times Ray Dalio, one of the world’s most successful investors and entrepreneurs, shares the unconventional principles that he’s developed, refined, and used over the past forty years to create unique results in both life and business—and which any person or organization can adopt to help achieve their goals. In 1975, Ray Dalio founded an investment firm, Bridgewater Associates, out of his two-bedroom apartment in New York City. Forty years later, Bridgewater has made more money for its clients than any other hedge fund in history and grown into the fifth most important private company in the United States, according to Fortune magazine. Dalio himself has been named to Time magazine’s list of the 100 most influential people in the world. Along the way, Dalio discovered a set of unique principles that have led to Bridgewater’s exceptionally effective culture, which he describes as “an idea meritocracy that strives to achieve meaningful work and meaningful relationships through radical transparency.” It is these principles, and not anything special about Dalio—who grew up an ordinary kid in a middle-class Long Island neighborhood—that he believes are the reason behind his success. In Principles, Dalio shares what he’s learned over the course of his remarkable career. He argues that life, management, economics, and investing can all be systemized into rules and understood like machines. The book’s hundreds of practical lessons, which are built around his cornerstones of “radical truth” and “radical transparency,” include Dalio laying out the most effective ways for individuals and organizations to make decisions, approach challenges, and build strong teams. He also describes the innovative tools the firm uses to bring an idea meritocracy to life, such as creating “baseball cards” for all employees that distill their strengths and weaknesses, and employing computerized decision-making systems to make believability-weighted decisions. While the book brims with novel ideas for organizations and institutions, Principles also offers a clear, straightforward approach to decision-making that Dalio believes anyone can apply, no matter what they’re seeking to achieve. Here, from a man who has been called both “the Steve Jobs of investing” and “the philosopher king of the financial universe” (CIO magazine), is a rare opportunity to gain proven advice unlike anything you’ll find in the conventional business press.",Business & Economics,560,5,1,en
Economics,"John Beardshaw, Andy Ross",N/A,1992,N/A,Economics,204,N/A,0,en
Introducing Economics,David Orrell,Icon Books Ltd,2014-06-05,"A comic-book introduction to economics from David Orrell, the author of Economyths: 11 Ways Economics Gets it Wrong. With illustrations from Borin Van Loon. Part of the internationally-recognised Introducing Graphic Guide series. Today, it seems, all things are measured by economists. The so-called 'dismal science' has never been more popular - or, given its failure to predict or prevent the recent financial crisis, more controversial. But what are the findings of economics? Is it really a science? And how can it help our lives? Introducing Economics traces the history of the subject from the ancient Greeks to the present day. Orrell and Van Loon bring to life the contributions of great economists - such as Adam Smith, Karl Marx, John Maynard Keynes and Milton Friedman - and delve into ideas from new areas such as ecological and complexity economics that are revolutionizing the field.",Business & Economics,281,N/A,0,en
Edexcel Economics A Student Guide: Theme 3 Business behaviour and the labour market,Marwan Mikdadi,Philip Allan,2016-05-02,"Exam Board: Edexcel Level: AS/A-level Subject: Economics Reinforce students' understanding throughout the course. Clear topic summaries with sample questions and answers will help to improve exam technique to achieve higher grades. Written by experienced author Marwan Mikdadi, this Student Guide for Economics focuses on the key topics of business objectives, market structures and revenue, costs and profits. The first section, Content Guidance, summarises content needed for the exams, with knowledge-check questions throughout. The second section, Questions and Answers, provides samples of different questions and student answers with examples of how many marks are available for each question. Students can: - Identify key content for the exams with our concise summary of topics - Find out what examiners are looking for with our Questions and Answers section - Test their knowledge with rapid-fire questions and answers - Avoid common pitfalls with clear definitions and exam tips throughout - Reinforce their learning with bullet-list summaries at the end of each section",Study Aids,123,N/A,0,en
The New Economics,William Edwards Deming,MIT Press,2000,"Critique W. Edwards Deming's work at your peril. After all, he probably set whatever standard you're using. This volume - revised by the author before his death in 1993 and partially based on his 1950s work with the Japanese - may strike the contemporary reader as a curious mixture of seminal process thinking and idiosyncratic ruminations on education. Portions read like an artifact of the early 1990s, but in this regard, however, his volume offers a unique perspective on a turning point in American economic history: the shift to the knowledge-based economy. Deming's volume is suited to any serious student of management thought, and all human resources professionals should familiarize themselves with his work, which set the foundations for many of the transformations now underway in the corporate world.",Business & Economics,276,4,4,en
Economics: A Very Short Introduction,Partha Dasgupta,OUP Oxford,2007-02-22,"Economics has the capacity to offer us deep insights into some of the most formidable problems of life, and offer solutions to them too. Combining a global approach with examples from everyday life, Partha Dasgupta describes the lives of two children who live very different lives in different parts of the world: in the Mid-West USA and in Ethiopia. He compares the obstacles facing them, and the processes that shape their lives, their families, and their futures. He shows how economics uncovers these processes, finds explanations for them, and how it forms policies and solutions. Along the way, Dasgupta provides an intelligent and accessible introduction to key economic factors and concepts such as individual choices, national policies, efficiency, equity, development, sustainability, dynamic equilibrium, property rights, markets, and public goods. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.",Business & Economics,193,N/A,0,en
The Economy,The Core Team,Core Economics Education,2022-07,"A complete introduction to economics and the economy taught in undergraduate economics and masters courses in public policy. CORE's approach to teaching economics is student-centred and motivated by real-world problems and real-world data. The only introductory economics text to equip students to address today's pressing problems by mastering the conceptual and quantitative tools of contemporary economics. THE ECONOMY: is a new approach that integrates recent developments in economics including contract theory, strategic interaction, behavioural economics, and financial instability; challenges students to address inequality, climate change, economic instability, wealth creation and innovation, and other problems; provides a unified treatment of micro- and macroeconomics; motivates all models and concepts by evidence and real-world applications.",,0,N/A,0,en
Economics: The User's Guide,Ha-Joon Chang,Bloomsbury Publishing USA,2015-10-20,"From the internationally bestselling author and prizewinning economist--a highly original guide to the global economy. In his bestselling 23 Things They Don't Tell You About Capitalism, Cambridge economist Ha-Joon Chang brilliantly debunked many of the predominant myths of neoclassical economics. Now, in an entertaining and accessible primer, he explains how the global economy actually works--in real-world terms. Writing with irreverent wit, a deep knowledge of history, and a disregard for conventional economic pieties, Chang offers insights that will never be found in the textbooks. Unlike many economists, who present only one view of their discipline, Chang introduces a wide range of economic theories, from classical to Keynesian, revealing how each has its strengths and weaknesses, and why there is no one way to explain economic behavior. Instead, by ignoring the received wisdom and exposing the myriad forces that shape our financial world, Chang gives us the tools we need to understand our increasingly global and interconnected world often driven by economics. From the future of the Euro, inequality in China, or the condition of the American manufacturing industry here in the United States--Economics: The User’s Guide is a concise and expertly crafted guide to economic fundamentals that offers a clear and accurate picture of the global economy and how and why it affects our daily lives.",Business & Economics,385,N/A,0,en
Economics,"John M. Barron, Gerald L. Lynch, Kelly Hunt Blanchard",Custom Pub,2001-12-01,Economics introduces the principles of both micro- and macroeconomics while teaching students to understand how economics shapes the world and how economists read and interpret economic events around the world. The text shows students how economics helps us understand the events of today and anticipate the events of tomorrow.,Business & Economics,675,N/A,0,en
Economics,James Forder,Oneworld,2016,"Almost everyone appreciates that economics is important. Promises are constantly made which relate to economic outcomes - 'no more boom and bust' was one from the last government - but rarely do things turn out as expected. Whether things go right or wrong, the consequences affect all of us. A proper understanding of the subject is essential to making our society successful. Readers are introduced to the essential building blocks of economic thinking through the exploration of real world economic issues. Crucially, Forder goes beyond a basics presentation of what economists say, and asks what economics is, what it does, and when it is useful.",Business & Economics,208,N/A,0,en
The Economics of Discrimination,Gary S. Becker,University of Chicago Press,2010-08-15,"This second edition of Gary S. Becker's The Economics of Discrimination has been expanded to include three further discussions of the problem and an entirely new introduction which considers the contributions made by others in recent years and some of the more important problems remaining. Mr. Becker's work confronts the economic effects of discrimination in the market place because of race, religion, sex, color, social class, personality, or other non-pecuniary considerations. He demonstrates that discrimination in the market place by any group reduces their own real incomes as well as those of the minority. The original edition of The Economics of Discrimination was warmly received by economists, sociologists, and psychologists alike for focusing the discerning eye of economic analysis upon a vital social problem—discrimination in the market place. ""This is an unusual book; not only is it filled with ingenious theorizing but the implications of the theory are boldly confronted with facts. . . . The intimate relation of the theory and observation has resulted in a book of great vitality on a subject whose interest and importance are obvious.""—M.W. Reder, American Economic Review ""The author's solution to the problem of measuring the motive behind actual discrimination is something of a tour de force. . . . Sociologists in the field of race relations will wish to read this book.""—Karl Schuessler, American Sociological Review",Business & Economics,178,N/A,0,en
Topics in Empirical International Economics,"Magnus Blomstrom, Linda S. Goldberg",University of Chicago Press,2009-02-15,"In this timely volume emanating from the National Bureau of Economic Research's program in international economics, leading economists address recent developments in three important areas. The first section of the book focuses on international comparisons of output and prices, and includes papers that present new measures of product market integration, new methodology to infer relative factor price changes from quantitative data, and an ongoing capital stock measurement project. The next section features articles on international trade, including such significant issues as deterring child labor exploitation in developing countries, exchange rate regimes, and mapping U. S. comparative advantage across various factors. The book concludes with research on multinational corporations and includes a discussion of the long-debated issue of whether growth of production abroad substitutes for or is complementary to production growth at home. The papers in the volume are dedicated to Robert E. Lipsey, who for more than a half century at the NBER, contributed significantly to the broad field of empirical international economics.",Business & Economics,283,N/A,0,en
Economics A-level,"John Birchall, Graham Morris",N/A,1992,N/A,Economics,0,N/A,0,en
Edexcel A level Economics A Book 1,Peter Smith,Hodder Education,2015-05-29,"Exam Board: Edexcel Level: AS/A-level Subject: Economics First Teaching: September 2015 First Exam: June 2016 Develop your students' knowledge of themes 1 and 2 of the Edexcel specification and put theory into context with focused case studies and practice activities. Maximise their potential in Edexcel A level Economics A with this Edexcel-endorsed textbook, which includes topic-by-topic guidance from Peter Smith: - Keep your students' up to date with the rapidly changing world: new exciting case studies will help them analyse and evaluate - Build their quantitative skills with worked examples and practice activities throughout the book - Ensure they can explain key economic concepts and issues accurately and effectively: learn the key terms throughout the text and in the theme-by-theme glossaries - Feel confident in their exam skills: put what they learn into practice with activities and practice questions Contents Theme 1 Introduction to markets and market failure - Chapter 1 The nature of economics - Chapter 2 The nature of demand - Chapter 3 The nature of supply - Chapter 4 How markets work: price determination - Chapter 5 How markets work: the price mechanism in action - Chapter 6 Market failure and externalities - Chapter 7 Market failure: public goods and information gaps - Chapter 8 Government intervention and government failure Theme 1 key terms Theme 1 practice questions Theme 2 The UK economy - performance and policies - Chapter 9 Measures of economic performance: economic growth - Chapter 10 Measures of economic performance: inflation, unemployment and the balance of payments - Chapter 11 Aggregate demand - Chapter 12 Aggregate supply - Chapter 13 National income and macroeconomic equilibrium - Chapter 14 Economic growth - Chapter 15 Macroeconomic policy objectives - Chapter 16 Macroeconomic policies Theme 2 key terms Theme 2 practice questions Index",Study Aids,357,N/A,0,en
Advanced Macroeconomics,"Filipe R. Campante, Federico Sturzenegger, Andrés Velasco",LSE Press,2021-10-11,"Macroeconomic policy is one of the most important policy domains, and the tools of macroeconomics are among the most valuable for policy makers. Yet there has been, up to now, a wide gulf between the level at which macroeconomics is taught at the undergraduate level and the level at which it is practiced. At the same time, doctoral-level textbooks are usually not targeted at a policy audience, making advanced macroeconomics less accessible to current and aspiring practitioners. This book, born out of the Masters course the authors taught for many years at the Harvard Kennedy School, fills this gap. It introduces the tools of dynamic optimization in the context of economic growth, and then applies them to a wide range of policy questions – ranging from pensions, consumption, investment and finance, to the most recent developments in fiscal and monetary policy. It does so with the requisite rigor, but also with a light touch, and an unyielding focus on their application to policy-making, as befits the authors’ own practical experience. Advanced Macroeconomics: An Easy Guide is bound to become a great resource for graduate and advanced undergraduate students, and practitioners alike.",Business & Economics,420,N/A,0,en
