Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Why Travel Matters,Craig Storti,Nicholas Brealey,2018-04-17,"When you travel, you have a choice: You can be a tourist and have a nice time, or you can be a traveler and change your life. Why Travel Matters is for those who want to change their lives. Why Travel Matters explores the profound life lessons that await anyone who wishes to learn what travel has to teach. With engaging prose, delightful wit and a distinctive style, Craig Storti infuses his own experiences traveling the world for 30-plus years with quotations, insights, reflections and commentary from famous travelers, great travel writers, historians and literary masters. Storti's vast knowledge of the literature makes him an expert curator of astute gems from the likes of St. Augustine, Mark Twain, Somerset Maugham, D. H. Lawrence, Bruce Chatwin, Aldous Huxley and more.",Travel,200,N/A,0,en
Travel the Planet Overland,"Graeme Bell (Traveler), Luisa Bell",N/A,2022,"""Travel the Planet Overland was written to inspire others to explore this magnificent rock we all call home and the core message is simply that anyone sufficiently inspired can travel the planet overland. We take the readers hand and walk them through the long-term world travelers reality, introducing the different types of overland travelers and the vehicles they prefer based on the fluidity of their cash flow. We then guide readers through the financial and emotional preparations for overland travel and provide the tools for overland travel success!""--",Travel,0,N/A,0,en
How to Start a Home Based Travel Agency Workbook,"Tom Ogg, Andy Ogg, Joanie Ogg, M Joanie Ogg Ctc",Createspace Independent Publishing Platform,2017-11-21,"This is a companion workbook for the 2017 edition of ""How To Start a Home Based Travel Agency"" that will provide everything necessary for the reader to start their business. It will result in a formidable business plan and operating budget and eliminate unnecessary steps and expenditures. If the reader has committed to start their travel business, this workbook is invaluable.",,180,N/A,0,en
Trailer Travel,"Bryan Burkhart, Phil Noyes, Allison Arieff",Gibbs Smith,2002,"With linen postcards of trailer camps and auto courts, campy family photos, and ads dating back to the 1920s, ""Trailer Travel"" is the perfect complement to a new TV documentary on the colorful history of America's fascination with life on the road. 150 photos in color and b&w.",Photography,157,N/A,0,en
Travel Anywhere (And Avoid Being a Tourist),"Fathom, Jeralyn Gerba, Pavia Rosati",Hardie Grant,2019-04-16,"As thrilling as travel can be, planning a great trip can be intimidating for those hoping for a rewarding and personalized journey. The travel editors at Fathom have spent years gathering a treasure trove of recommendations and stories from a network of interesting people who travel well (chefs, novelists, designers, innkeepers, musicians) in places both well-known and off the beaten path. All of this has been beautifully packaged up in the first edition of Travel Anywhere (and Avoid Being a Tourist), a book that will inspire the traveler in you, no matter what kind of experience you're looking for. Along with compelling anecdotes, suggestions, interviews and imagery, you'll find a clever approach to being a better traveler and global citizen – everything from how to go off-grid and where to go for a once-in-a-lifetime meal, to cool ways to give back and learn more about other cultures. Whether you're getting on a plane or sitting on the couch, this book navigates readers through the full trip journey, celebrating travel inspiration, experiences and the lingering memories of it all.",Travel,0,N/A,0,en
"Rice, Noodle, Fish",Matt Goulding,HarperCollins,2015-10-27,"Finalist for the 2016 IACP Awards: Literary Food Writing An innovative new take on the travel guide, Rice, Noodle, Fish decodes Japan's extraordinary food culture through a mix of in-depth narrative and insider advice, along with 195 color photographs. In this 5000-mile journey through the noodle shops, tempura temples, and teahouses of Japan, Matt Goulding, co-creator of the enormously popular Eat This, Not That! book series, navigates the intersection between food, history, and culture, creating one of the most ambitious and complete books ever written about Japanese culinary culture from the Western perspective. Written in the same evocative voice that drives the award-winning magazine Roads & Kingdoms, Rice, Noodle, Fish explores Japan's most intriguing culinary disciplines in seven key regions, from the kaiseki tradition of Kyoto and the sushi masters of Tokyo to the street food of Osaka and the ramen culture of Fukuoka. You won't find hotel recommendations or bus schedules; you will find a brilliant narrative that interweaves immersive food journalism with intimate portraits of the cities and the people who shape Japan's food culture. This is not your typical guidebook. Rice, Noodle, Fish is a rare blend of inspiration and information, perfect for the intrepid and armchair traveler alike. Combining literary storytelling, indispensable insider information, and world-class design and photography, the end result is the first ever guidebook for the new age of culinary tourism.",Travel,240,N/A,0,en
The Bigger Book of Everything,"Lonely Planet, Nigel Holmes",Lonely Planet,2020-04-01,"Want to know how to wear a kilt, prevent a hangover, get out of a sinking car, survive when you're lost, deliver a baby, brew a great beer and much, much more? The new and expanded Bigger Book of Everything has it all (well, almost) and is the quintessential guide to travel, to the world and all sorts of things you didn't know you needed to know. Learn something new, enjoy a world of smart, safe and exciting travel and use your witty know-how to make friends wherever you go. You never know: this book might just save your life. Written and illustrated by Nigel Holmes, a graphics director who has written a number of books on aspects of information design and infographics, the book covers everything from how etiquette varies from country to country, how to deal with venomous snakebites, what to do if you're attacked by a crocodile or a shark and how to predict the weather just by looking at the clouds. A series of six light-hearted chapters (understanding the world, outdoors, etiquette, food and drink, health and safety and other fun stuff) takes you on a journey of discovery and answers all the questions which you won't even have thought about asking. Besides covering factual subjects, such as the world's longest rivers and what exactly the Northern Lights are, the book also touches upon more serious subject matter, such as how to deliver a baby in an emergency, how to defend yourself from an attacker or how to survive getting lost on a hike. You never know: this book might just save your life. About Lonely Planet: Lonely Planet is a leading travel media company and the world's number one travel guidebook brand, providing both inspiring and trustworthy information for every kind of traveller since 1973. Over the past four decades, we've printed over 145 million guidebooks and grown a dedicated, passionate global community of travellers. You'll also find our content online, on mobile, video and in 14 languages, 12 international magazines, armchair and lifestyle books, eBooks, and more. Important Notice: The digital edition of this book may not contain all of the images found in the physical edition.",Travel,292,N/A,0,en
Cruise Confidential,Brian David Bruns,Travelers' Tales,2008,"Bruns spills the dirt--or in this case, the dirty water--on those romantic, fun-filled vacations at sea in this hilarious chronicle of the year he spent working for Carnival Cruise Lines. In this breezy expos, readers go below the waterline, where the crew lives, eats, wars, and parties.",Humor,386,N/A,0,en
Start Your Own Travel Business and More 2/E,"Rich Mintzer, Entrepreneur Press",Entrepreneur Press,2011-11-29,"New security regulations have drastically changed the travel industry, making this popular guide critical to success. The experts at Entrepreneur cover the new security measures and how to handle them, what to do in case of an emergency, and how to minimize risks when travelling abroad.",Business & Economics,292,N/A,0,en
"Manage Your Time, Your Work, Yourself","Merrill E. Douglass, Donna N. Douglass",Amacom Books,1993,"Working faster won't save you more time. Neither will working longer hours. But changing time-squandering behavior can lead to less stress, a more balanced life - and greater accomplishments. This newly revised popular guide outlines seven steps that will transform time wasters into time masters. Covering every aspect of time management, it shows you how to: set priorities, distinguish short- from long-term goals, schedule activities, analyze time, streamline paperwork, minimize interruptions, manage travel time and conquer procrastination. A miniquiz at the beginning of each chapter pinpoints areas for improvement that you can incorporate into your own Time Management Profile. You'll also find many worksheets to complete throughout the book to help you better manage your busy life.",Business & Economics,212,4,2,en
The Art of Free Travel,"Patrick Jones, Meg Ulman",NewSouth,2015-10-01,"Patrick, Meg and their family had built a happy, sustainable life in regional Victoria. But in late 2013, they found themselves craving an adventure: a road trip. But theirs was a road trip with a difference. With Zephyr (10), Woody (1) and Zero their Jack Russell, they set off on an epic 6,000km year-long cycling journey along Australia’s east coast, from Daylesford to Cape York and back. Their aim was to live as cheaply as possible − guerrilla camping, hunting, foraging and bartering their permaculture skills, and living on a diet of free food, bush tucker, and the occasional fresh road kill. They spent time in Aboriginal communities, joined an anti-fracking blockade, documented edible plants, and dodged speeding cars and trucks on the country’s most dangerous highways. The Art of Free Travel is the remarkable story of a rule-breaking year of ethical living.",Travel,228,N/A,0,en
Digital Nomads For Dummies,Kristin M. Wilson,John Wiley & Sons,2022-07-19,"Why work from home when you can work anywhere? Not all who wander are lost! Digital Nomads For Dummies answers all your questions about living and working away from home, short term or long term. Become a globetrotter or just trot around your home country, with the help of experienced digital nomad Kristin Wilson. Millions of people have already embraced the lifestyle, moving around as the spirit takes them, exploring new places while holding down a job and building a fantastic career. Learn the tricks of building a nomad mindset, keeping your income flowing, creating a relocation plan, and enjoying the wonders of the world around you. Learn what digital nomadism is and whether it's the right lifestyle for you Uncover tips and ideas for keeping travel fun while holding down a 9-to-5 Travel solo or with a family, internationally or within your home country Create a plan so you can keep growing in your career, no matter where you are If you’re ready to put the office life behind you and the open road in front of you, check out Digital Nomads For Dummiesand get your adventure started!",Travel,354,5,1,en
Online Security for the Business Traveler,Deborah Gonzalez,Elsevier,2014-08-23,"Whether attending conferences, visiting clients, or going to sales meetings, travel is an unavoidable necessity for many businesspeople. Today's high-tech enabled businessperson travels with electronic devices such as smartphones, tablets, laptops, health sensors, and Google Glass. Each of these devices offers new levels of productivity and efficiency, but they also become the weak link in the security chain: if a device is lost or stolen during travel, the resulting data breach can put the business in danger of physical, financial, and reputational loss. Online Security for the Business Traveler provides an overview of this often overlooked problem, explores cases highlighting specific security issues, and offers practical advice on what to do to ensure business security while traveling and engaging in online activity. It is an essential reference guide for any travelling business person or security professional. - Chapters are organized by travel stages for easy reference, including planning, departure, arrival, and returning home - Touches on the latest technologies that today's business traveler is using - Uses case studies to highlight specific security issues and identify areas for improved risk mitigation",Computers,89,N/A,0,en
"Vikram and the Vampire, Or, Tales of Hindu Devilry",Richard Francis Burton,N/A,1870,N/A,,384,N/A,0,en
Travelers' Tales Alaska,"Bill Sherwonit, Andromeda Romano-Lax, Ellen Bielawski",Travelers' Tales,2011-12-27,"In Travelers' Tales Alaska, contemporary adventurers, seekers, and lifelong Alaskans take you into the ""Last Frontier"" for wild and poignant adventures. Walk among bears, witness the Inupiat taking of a bowhead whale, and spend time ""weathered-in"" on the Bering Sea coast. Follow the seasons of commercial fisherfolk in the world's most dangerous seas, sail the Inside Passage, or flight-see with bush pilots famed for high-stakes navigation around Denali, North America's highest mountain. Discover the 49th state’s quirky side, including an entire town that lives in a single World War II-vintage high-rise, a ""Hairy Man"" who roams the Bush, and backcountry gourmands who communicate with edible plants. Drive the Alaska Highway or head north along the pipeline Haul Road to the Arctic coast, not simply to get there, but to be there. Get the inside view as Alaskans share their stories of learning a new land or guiding tourists through Native culture. Whether you choose camping at Wal-Mart or casting for grayling on a lake named Paradise, whether you travel the Great Land in actuality or in your armchair, these stories bring Alaska alive, in all its latter-day complexity and glory.",Travel,322,N/A,0,en
Taxpayer Information Publications,,N/A,1996,N/A,Income tax,380,N/A,0,en
"Benefit Series Service, Unemployment Insurance",United States. Bureau of Employment Security,N/A,1950,N/A,"Law reports, digests, etc",682,N/A,0,en
"Report of Committee Activities, One Hundred Ninth Congress, January 4, 2005 Through December 8, 2006",United States. Congress. House. Committee on Appropriations,N/A,2006,N/A,United States,60,N/A,0,en
The Law and Policy of Air Space and Outer Space,Peter P. C. Haanappel,Kluwer Law International B.V.,2003-01-01,"This is a policy oriented and comparatively oriented textbook on air and space law for students and practitioners. It covers the history and development in air and space law; their interrelationships with the law of the seas and the law of Antartica; institutions working in the field of air and space law; sovereignty in national penal air law; private international air law, especially liability law; and public and private space law Much attention is devoted to the law of air commerce: bilateral air services agreements; inter-airline co-operation; the effect of competition, antitrust and European Union law; deregulation, privatization and commercialization of air transport; ownership and control of airlines, and airline alliances; multilateralisation of air transport; and congestion and environmental controls. The last chapter of the book briefly deals with the legal aspects of commercial outer space application. Increasingly, air transport, both in fact and in law, is becoming an ordinary industry like any other and is being treated as such. Rapidly, commercial outer space activities are being privatized and commercialized.",Law,330,N/A,0,en
Feigin and Cherry's Textbook of Pediatric Infectious Diseases E-Book,"James Cherry, Gail J. Demmler-Harrison, Sheldon L. Kaplan, William J. Steinbach, Peter J Hotez",Elsevier Health Sciences,2013-10-05,"Feigin and Cherry's Textbook of Pediatric Infectious Diseases helps you put the very latest knowledge to work for your young patients with unparalleled coverage of everything from epidemiology, public health, and preventive medicine through clinical manifestations, diagnosis, treatment, and much more. Ideal for all physicians, whether in an office or hospital setting, Feigin and Cherry’s equips you with trusted answers to your most challenging clinical infectious disease questions. Meet your most difficult clinical challenges in pediatric infectious disease, including today’s more aggressive infectious and resistant strains as well as emerging and re-emerging diseases, with unmatched, comprehensive coverage of immunology, epidemiology, public health, preventive medicine, clinical manifestations, diagnosis, treatment, and much more. Find the answers you need quickly thanks to an organization both by organ system and by etiologic microorganism, allowing you to easily approach any topic from either direction.",Medical,5004,N/A,0,en
11 Practice Tests for the SAT & PSAT,Princeton Review (Firm),Princeton Review,2012-07-03,"If you need to know it, it's in this book! 11 Practice Tests for the SAT & PSAT, 2013 Edition, includes: * 11 total full-length practice tests (10 for the SAT and 1 for the PSAT) * Overview of SAT basics, scoring, and content * Helpful information about the SAT, including the Writing section * Answers and detailed explanations to help you learn from your mistakes",PSAT (Educational test),946,N/A,0,en
"Proceedings at Washington, D.C",United States. Congress. Joint Committee on Housing,N/A,1948,N/A,Housing,1552,N/A,0,en
"Vikram and the Vampire; or, Tales of Hindu Devilry",Richard Francis Sir Burton,Good Press,2023-10-27,"Richard Francis Sir Burton's 'Vikram and the Vampire; or, Tales of Hindu Devilry' is a captivating collection of ancient Indian folklore, showcasing the literary style of a seasoned explorer and translator. This book reflects Burton's deep understanding of Hindu culture and mythology, presented in a captivating narrative style that highlights the mysterious and supernatural aspects of Indian lore. Each tale is infused with vivid descriptions and a sense of the exotic, making it a fascinating read for those interested in Eastern folklore and mythology. Burton's attention to detail and respect for the source material is evident throughout the book, providing readers with an authentic glimpse into the world of Hindu devilry. His unique perspective as a Western explorer adds depth to the stories, offering a fresh interpretation of these timeless tales. 'Vikram and the Vampire' is a must-read for anyone intrigued by the mystical and fantastical elements of Hindu culture, as well as those with a passion for classic folklore and mythological storytelling.","Body, Mind & Spirit",242,N/A,0,en
Journal of Transportation and Statistics,,N/A,2002,N/A,Transportation,216,N/A,0,en
Your Federal Income Tax for Individuals,United States. Internal Revenue Service,N/A,1996,N/A,Income tax,336,N/A,0,en
"Routledge Handbook of Trends and Issues in Tourism Sustainability, Planning and Development, Management, and Technology","Alastair M. Morrison, Dimitrios Buhalis",Taylor & Francis,2023-09-12,"The Handbook offers a comprehensive overview of theoretical and practical perspectives for tracking and interpreting trends and issues in tourism sustainability, planning and development, management, and technology. Tourism is a dynamic and unpredictable industry and understanding its trends and issues is critical for the successful and sustainable development of the private and public sector. As such, this Handbook proposes clear definitions and provides a systematic classification scheme for such analysing. It reviews trends and issues in four thematic areas of tourism: sustainability; planning and development; management and technology with contributions from 83 leading tourism scholars from across the globe. The Handbook provides insights on the differences among domestic, outbound, and inbound markets and acknowledges that the supply sub-sectors of tourism are diverse, highlighting variations by geographic regions. The book emphasises the necessity to prioritise sustainability and the achievement of the UN's Sustainable Development Goals (SDGs). Students and professionals interested in tourism, hospitality, and sustainability will find a wealth of multidisciplinary knowledge in this Handbook.",Business & Economics,652,N/A,0,en
7 Year-wise MH-CET (MBA / MMS) Solved Papers (2014 - 2020),Disha Experts,Disha Publications,N/A,N/A,,0,N/A,0,en
TARGET MH-CET (MBA / MMS) 2019 - Past (2018 - 2007) + 5 Mock Tests 10th Edition,Disha Experts,Disha Publications,N/A,"The thoroughly revised & updated 3rd edition of the book ‘Samanya Gyan Capsule 2019' offers a variety of information on various subjects in a very precise & crisp format. The various subjects included are History, Geography, Polity, Economy, General Science, Ecology & Environment, Computers, Miscellaneous, Indian Panorama etc. A special section has also been provided on Current Affairs containing the coverage of latest Events, Issues, Ideas & People. The highlighting feature of the book is the collection of the most relevant information and latest authentic DATA useful for all your needs. • The content has been made engaging with the use of Charts, Graphics and Tables.",,433,5,1,en
Urban Origin-destination Surveys,United States. Federal Highway Administration,N/A,1973,N/A,Highway research,328,N/A,0,en
Papa Brings Me the World,Jenny Sue Kostecki-Shaw,Henry Holt and Company (BYR),2020-05-05,"Jenny Sue Kostecki-Shaw's Papa Brings Me the World is a poignant picture book that celebrates the bond between parent and child, and follows their long-distance trip around the world. Most parents drive a car or ride a bus or train to work—but not Lulu’s papa. He navigates mountains, deserts, and oceans, each time returning home with pockets full of treasures. There’s an ancient calculator from China, a musical mbira from Zimbabwe, and a special game from Sumatra. But the best treasures are special stories Papa tells when he comes home—tales of playing peekaboo with rare birds in the Andes and befriending dragons in the Irish Sea. This long-distance love story between parent and child celebrates inclusivity, imagination, and the richness of global cultures. Christy Ottaviano Books",Juvenile Fiction,23,N/A,0,en
Department of Transportation and Related Agencies Appropriations for 1983,United States. Congress. House. Committee on Appropriations. Subcommittee on Department of Transportation and Related Agencies Appropriations,N/A,1982,N/A,United States,984,N/A,0,en
Tourism Enterprise,David Leslie,CABI,2014-11-26,"The environmental quality and popularity of any tourist destination is the outcome of sustained development, shaped by the socio-economic and physical dimensions of the local environment. Protecting the ‘living landscape’ requires recognizing, promoting and developing the links between economic, social and environmental objectives. This book therefore examines the tourism business in terms of ‘greening’ the local economy, people and environment, establishing the green agenda and investigating its application to the tourism sector.",Business & Economics,205,N/A,0,en
Official Gazette of the United States Patent Office,United States. Patent Office,N/A,1919,N/A,Patents,1316,N/A,0,en
Publication,,N/A,1964,N/A,Income tax,44,N/A,0,en
Legislative Calendar,United States. Congress. Senate. Committee on Foreign Relations,N/A,2006,N/A,United States,168,N/A,0,en
"Research on Women's Issues in Transportation, Report of a Conference",National Research Council (U.S.). Transportation Research Board,Transportation Research Board,2005,N/A,Transportation,223,N/A,0,en
"Legislative Calendar (cumulative Record), One Hundred Fifth Congress",United States. Congress. Senate. Committee on Foreign Relations,N/A,1999,N/A,Legislative calendars,168,N/A,0,en
