Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Drama,R. S. Gwynn,Pearson Longman,2009-01-01,"KEY BENEFIT: Quality selections at an affordable price. Chronologically organized and including playwrights from classical Greece to contemporary Broadway, the featured selections reflect the work of the genre's most distinguished playwrights. An introduction to the genre discusses the origins of drama, the literary elements, and film adaptations of plays. New selections include a one-act play by Chicana playwright Milcha Sanchez-Scott reflecting the struggle of a Cuban-American to find her way in American mainstream culture. A brief one-act by Arlene Hutton has the makings of a feminist classic, according to one reviewer. New selections from Sophocles, Ibsen, and August Wilson offer echoes of today's politics (""Antigone), ""an adaptation by Arthur Miller"" (An Enemy of the People), ""and a classic from one of America's most admired playwrights"" (The Piano Lesson)."" For anyone interested in an affordable introduction to drama anthology with quality selections.",Drama,614,N/A,0,en
TV Drama in China,"Ying Zhu, Michael Keane, Ruoyun Bai",Hong Kong University Press,2008-10-01,"This collection of essays brings together the first comprehensive study of TV drama in China. Examining in depth the production, distribution and consumption of TV drama, the international team of experts demonstrate why it remains the pre-eminent media form in China. The examples are diverse, highlighting the complexity of producing narrative content in a rapidly changing political and social environment. Genres examined include the revisionist Qing drama, historical and contemporary domestic dramas, anti-corruption dramas, ""pink"" dramas, Red Classics, stories from the Diaspora, and sit-coms. In addition to genres, the collection explores industry dynamics: how TV dramas are marketed and consumed on DVD, and China's aspirations to export its television drama rights. The book provides an international and cross-cultural perspective with chapters on Taiwanese TV drama in China, the impact of South Korean drama, and trans-border production between the Mainland and Hong Kong.",Social Science,289,N/A,0,en
"The Drama; Its History, Literature and Influence on Civilization: British drama",,N/A,1903,N/A,American drama,384,N/A,0,en
Medieval Drama,Greg Walker,Wiley-Blackwell,2000-10-03,"This comprehensive anthology brings together a diverse collection of dramatic writing from the late fourteenth century to the onset of the Renaissance. The volume presents for the first time the key plays of the period in their entirety, alongside more unusual selections, covering religious narrative, religion and conscience, and politics and morality. The first section focuses on Biblical plays, including coherent sequences of the narrative Cycle plays from York and N-Town and supporting pageants from Chester and Wakefield. This approach allows a clear narrative line to develop, and permits the comparison of the treatment of key stories between the Cycles. The selected material demonstrates how the drama of the towns and cities of East Anglia and the North of England mediated religious culture to a heterodox urban audience, and explored biblical events in an intensely contemporary setting. In the second and third sections, the attention turns to secular drama, and the Moral Plays and Interludes. The featured texts illustrate the range of themes and issues covered, from the salvation of the individual human soul to the renovation of the political nation, and the variety of settings and audiences for which the plays were designed. The flexibility of the Interlude form is explored, as are the ways in which it was utilised by playwrights and their patrons to address issues of direct political and social concern to them and their audiences. Medieval Drama: An Anthology is an indispensable guide to the breadth and depth of dramatic activity in medieval Britain.",Drama,648,N/A,0,en
Drama and Traditional Story for the Early Years,"Nigel Toye, Francis Prendiville",Psychology Press,2000,"This volume covers the teaching of drama at nursery and Key Stage 1. It looks at why drama should be used, how it works, and how to get children involved.",Education,276,4,1,en
The Musical as Drama,H. Scott McMillin,Princeton University Press,2014-10-12,"Derived from the colorful traditions of vaudeville, burlesque, revue, and operetta, the musical has blossomed into America's most popular form of theater. Scott McMillin has developed a fresh aesthetic theory of this underrated art form, exploring the musical as a type of drama deserving the kind of critical and theoretical regard given to Chekhov or opera. Until recently, the musical has been considered either an ""integrated"" form of theater or an inferior sibling of opera. McMillin demonstrates that neither of these views is accurate, and that the musical holds true to the disjunctive and irreverent forms of popular entertainment from which it arose a century ago. Critics and composers have long held the musical to the standards applied to opera, asserting that each piece should work together to create a seamless drama. But McMillin argues that the musical is a different form of theater, requiring the suspension of the plot for song. The musical's success lies not in the smoothness of unity, but in the crackle of difference. While disparate, the dancing, music, dialogue, and songs combine to explore different aspects of the action and the characters. Discussing composers and writers such as Rodgers and Hammerstein, Stephen Sondheim, Kander and Ebb, Leonard Bernstein, and Jerome Kern, The Musical as Drama describes the continuity of this distinctively American dramatic genre, from the shows of the 1920s and 1930s to the musicals of today.",Music,248,N/A,0,en
Applied Theatre,"Monica Prendergast, Juliana Saxton",Intellect Books,2009,"""Applied Theatre is the first study to assist practitioners and students to develop critical frameworks for planning and implementing their own theatrical projects. This reader-friendly text considers an international range of case studies in applied theatre through discussion questions, practical activities and detailed analysis of specific theatre projects globally.""--Provided by the publisher.",LANGUAGE ARTS & DISCIPLINES,0,N/A,0,en
Beginning Drama 11-14,Jonothan Neelands,Routledge,2013-10-18,"This guide explores the roles, skills and knowledge needed to become an effective drama teacher. It combines practical advice on planning, teaching and assessing with the best teaching practices. It also offers lesson plans for years 7-9 students to use intheir teaching.",Drama,130,N/A,0,en
Learning Through Drama in the Primary Years,David Farmer,David Farmer,2011,"'Learning Through Drama' contains drama strategies and lesson plans for use with primary school children across the curriculum. The book provides guidance to teachers who have never taught drama before but are considering using it in a subject area such as science or history and offers new approaches to those familiar with common drama techniques (such as hot-seating and teacher in role). The book includes 36 drama strategies and over 250 cross-curricular activities, including practical ideas for inspiring speaking, listening and writing. 'This book is a beautifully laid-out, easy to use resource, full of imaginative and practical ideas to help learning become much more memorable and inspirational.' - Hilary Lewis (Drama Consultant). 'Even the well-practiced and creative drama teacher will find something in this book that serves as a refresher, reminder or quite simply a new idea... a must-have publication for those serious about the teaching of drama in primary school settings.' - Teaching Drama magazine.",Education,175,N/A,0,en
Drama!.,Tia Hines,N/A,2005,"When Destiny's wild behavior lands her in serious trouble with the law, it's up to her brother to again rescue her. Having no choice, he accepts a favor from a rogue cop--a favor that he'll soon regret taking that will cost much more than they're willing to pay.",Fiction,452,N/A,0,en
American Drama,Gary A. Richardson,Heinle & Heinle Publishers,1995,"American Drama: Colonial to Contemporary is intended for students of American Drama in English, Theatre, and American Studies courses. Its primary aim is to provide students with a broad historical sense of the transofrmations of American drama from its beginnings to the presnt, making certain that this historical sense is as diverse as possible. As the most comprehensive anthology of American drama available for classroom use, it is a hope that this anthology will foster in the reader an appreciation of the diversity and vitality of the American experience as expressed through drama.",American drama,1218,N/A,0,en
Drama + New Myliteraturelab,R. S. Gwynn,Longman Publishing Group,2012-08-03,"ALERT: Before you purchase, check with your instructor or review your course syllabus to ensure that you select the correct ISBN. Several versions of Pearson's MyLab & Mastering products exist for each title, including customized versions for individual schools, and registrations are not transferable. In addition, you may need a CourseID, provided by your instructor, to register for and use Pearson's MyLab & Mastering products. Packages Access codes for Pearson's MyLab & Mastering products may not be included when purchasing or renting from companies other than Pearson; check with the seller before completing your purchase. Used or rental books If you rent or purchase a used book with an access code, the access code may have been redeemed previously and you may have to purchase a new access code. Access codes Access codes that are purchased from sellers other than Pearson carry a higher risk of being either the wrong ISBN or a previously redeemed code. Check with the seller prior to purchase. -- A nice alternative to lengthier and more expense anthologies, Drama: A Pocket Anthology is the perfect choice for professors who want to see several books in an Introduction to Drama course. Chronologically organized, changes to the new edition include: Yasmina Reza's Tony-winning comedy The God of Carnage , produced on Broadway with a cast including James Gandolfini and Jeff Daniels, reflects the robust strength of today's Broadway and of contemporary comedy. Shakespeare's Twelfth Night brings a classic comedy to this collection for the first time.",Literary Criticism,528,N/A,0,en
The Modern Standard Drama,Epes Sargent,N/A,1857,N/A,English drama,658,N/A,0,en
The Drama of Transition,Isaac Goldberg,N/A,1922,N/A,Drama,496,N/A,0,en
Contemporary American Drama,Annette Saddik,Edinburgh University Press,2007-09-13,"This book explores the development of contemporary theatre in the United States in its historical, political and theoretical dimensions. It focuses on representative plays and performance texts that experiment with form and content, discussing influential playwrights and performance artists such as Tennessee Williams, Adrienne Kennedy, Sam Shepard, Tony Kushner, Charles Ludlum, Anna Deavere Smith, Karen Finley and Will Power, alongside avant-garde theatre groups. Saddik traces the development of contemporary drama since 1945, and discusses the cross-cultural impact of postwar British and European innovations on American theatre from the 1950s to the present day in order to examine the performance of American identity. She argues that contemporary American theatre is primarily a postmodern drama of inclusion and diversity that destabilizes the notion of fixed identity and questions the nature of reality.",Literary Criticism,249,N/A,0,en
Story Drama in the Special Needs Classroom,Jessica Perich Carleton,Jessica Kingsley Publishers,2012-01-15,"Introducing drama to the learning experience is guaranteed to enrich a child's development, and is an especially effective approach for children with special educational needs, including those with autism spectrum disorders. This practical handbook offers teachers an array of simple and easy-to-implement theatrical techniques that will enhance students' learning and encourage artistic expression. The author demonstrates how dramatic play doesn't have to be restricted to drama lessons and can be applied to a diverse range of school subjects and recreational settings. 'The Little Red Hen', for example, covers themes that are relevant to literacy (rhyming and rhythm), maths (counting seeds), science (discussing farming), and art lessons (designing costumes). Step-by-step lesson plans take teachers through every aspect of running fun and engaging story dramas, including warm ups, movement, songs and props. Handy tips throughout suggest ideas for developing the plays further and ways to adapt them according to the needs of the group. This book will be an essential and comprehensive guide for anyone interested in drama as an educational tool in inclusive or special needs settings.",Education,162,N/A,0,en
Baby Drama (An Accidental Billionaire Baby Romance),Sandi Lynn,N/A,2021-04-14,"JennaThere are two things you need to know about me: I'm very independent and I'm a genius. Literally, I'm a genius. At least that's what my IQ score says. But even being a genius, mistakes are bound to happen. I am human, after all. It all started one night when a sexy billionaire bought me a drink and I accidentally tossed it all over his five-thousand-dollar suit. He tried to blame me, but in actuality, it was his fault because of his lack of respect for my personal boundaries. I offered to pay for the dry cleaning and gave him my number to let me know how much it cost. He did, and we ended up spending the night together. Long story short, the condom broke, I forgot to take my pill two days in a row and we mistakenly created a baby. I never planned on telling him about the baby until I lost my job, and my landlord turned the apartments I lived in into condos. He told me he couldn't be a father, and I was okay with that. I didn't need a man complicating my life. I was all set to embark on my journey as a single parent until...LucasThe only thing I did was notice a beautiful woman and buy her a drink. A drink she carelessly spilled all over me and then had the nerve to say it was my fault. I forgave her because I wanted her. At least for one night. Maybe I should have just forgotten about her and thrown her number away. But I didn't, and a mishap occurred during our one-night stand that resulted in a baby. I wasn't father material, or maybe I was, but just didn't want to be. The last thing I needed in my life was baby drama. I liked my bachelor life the way it was, and Jenna was cool with that. She made it clear she didn't want me involved. I was all set to continue on with my life as if nothing happened until...18+",,214,N/A,0,en
The Drama of the Oceans,Elisabeth Mann Borgese,N/A,1975,N/A,Nature,266,N/A,0,en
Drama,J. L. Styan,Peter Lang,2000,"This book introduces the elements of drama and the principles behind the reading and study of plays--classical and modern. It makes a special point of seeing drama as intended for acting and performance, and it therefore emphasizes the role of the spectator at a play and the sort of theatre for which drama was written. The performance approach to the study of plays finally clarifies the different kinds of drama (comedy, tragedy, melodrama, and farce) and identifies its forms (realism, stylization, and symbolism). The book draws on specific examples of drama, is rich in helpful charts and diagrams, and contains a comprehensive glossary. Drama will be a useful guide for students and general playgoers alike.",Drama,156,N/A,0,en
The Modern Standard Drama,Epes Sargent,N/A,1848,N/A,,520,N/A,0,en
English Through Drama,Susan Hillyard,Helbling,2015-09-04,"English through Drama presents a clear introduction to using drama activities with all ages, stressing its importance for the education of the whole learner. It supports teachers with challenging students in their classes to teach English in more stimulating and effective ways.",Juvenile Nonfiction,160,N/A,0,en
The Methuen Drama Dictionary of the Theatre,Jonathan Law,A&C Black,2013-10-28,"The Methuen Drama Dictionary of the Theatre is an essential reference tool and companion for anyone interested in the theatre and theatre-going. Containing over 2500 entries it covers the international spectrum of theatre with particular emphasis on the UK and USA. With biographical information on playwrights, actors and directors, entries on theatres and theatre companies, explanation of technical terms and theatrical genres, and synopses of major plays, this is an authoritative, trustworthy and comprehensive compendium. Included are: synopses of 500 major plays biographical entries on hundreds of playwrights, actors, directors and producers definitions of nearly 200 genres and movements entries on over 100 key characters from plays information about more than 250 theatres and companies Unlike similar products, The Methuen Drama Dictionary of the Theatre avoids a dry, technical approach with its sprinkling of anecdotal asides and fascinating trivia, such as how Michael Gambon gave his name to a corner of a racing track following an incident on BBC's Top Gear programme, and under 'advice to actors' the sage words of Alec Guinness: 'First wipe your nose and check your flies', and the equally wise guidance from the master of his art, Noël Coward: 'Just know your lines and don't bump into the furniture.' As a companion to everything from the main stage to the fringes of theatrical fact and folklore, this will prove an irresistible book to all fans of the theatre.",Reference,833,N/A,0,en
Media in China,"Stephanie Hemelryk Donald, Yin Hong, Michael Keane",Routledge,2014-02-04,"Multinational media companies increasingly look to China as a highly important market for the future, but with what degree of confidence should they do so? Media in China is about a new kind of revolution in China - a revolution in which rapidly commercializing media industries confront slow-changing power relations between political, social and economic spheres. This interdisciplinary collection draws on the expertise of industry professionals, academic experts and cultural critics. It offers a variety of perspectives on audio-visual industries in the world's largest media market. In particular, the contributors examine television, film, music, commercial and political advertising, and new media such as the internet and multimedia. These essays explore evolving audience demographies, new patterns of media reception in regional centres, and the gradual internationalization of media content and foreign investment in China's broadcasting industries. This book will of use to students and professionals involved in media and communication, as well as anyone interested in contemporary China.",History,264,N/A,0,en
Teaching English Literature 16-19,"Carol Atherton, Andrew Green, Gary Snapper",Routledge,2013-07-18,"Teaching English Literature 16 – 19 is an essential new resource that is suitable for use both as an introductory guide for those new to teaching literature and also as an aid to reflection and renewal for more experienced teachers. Using the central philosophy that students will learn best when actively engaged in discussion and encouraged to apply what they have learnt independently, this highly practical new text contains: discussion of the principles behind the teaching of literature at this level; guidelines on course planning, pedagogy, content and subject knowledge; advice on teaching literature taking into account a range of broader contexts, such as literary criticism, literary theory, performance, publishing, creative writing and journalism; examples of practical activities, worksheets and suggestions for texts; guides to available resources. Aimed at English teachers, teacher trainees, teacher trainers and advisors, this resource is packed full of new and workable ideas for teaching all English literature courses.",Education,271,5,1,en
Monthly Bulletin,St. Louis Public Library,N/A,1924,"""Teachers' bulletin"", vol. 4- issued as part of v. 23, no. 9-",,434,N/A,0,en
The Routledge Reader in Politics and Performance,"Lizbeth Goodman, Jane De Gay",Psychology Press,2000,"The Routledge Reader in Politics and Performance brings together a collection of extracts from key writings on politics, ideology, and performance.",Art,360,N/A,0,en
Routledge International Companion to Education,"Miriam Ben-Peretz, Sally Brown, Bob Moon",Routledge,2004-04-28,"The Routledge International Companion to Education addresses the key issues underpinning the rethinking and restructuring of education at the beginning of the new millennium. The volume contains over fifty major contributions exploring a wide range of issues, including: * philosophy of education * the economics and resourcing of education * testing and assessment: current issues and future prospects * standards * multiculturalism * anti-racism * computers in classrooms * mother tongue education * civics and moral education. Each chapter gives a contemporary account of developments in the field, and looks to the future and the directions that new activity and inquiry are likely to take. All the chapters are written from an international perspective.",Education,1434,N/A,0,en
"Catalog of Copyright Entries. Part 1. [B] Group 2. Pamphlets, Etc. New Series",Library of Congress. Copyright Office,N/A,1911,N/A,,632,5,1,en
Performance Theory,Richard Schechner,Routledge,2004-06,This cogent and provocative compilation of essays is now a classic text for students of the emergent discipline of performance studies.,Art,428,N/A,0,en
An International Annotated Bibliography of Strindberg Studies 1870-2005: The plays,Michael Robinson,MHRA,2008,"This copiously annotated bibliography documents and examines the whole range of commentary on Strindberg's works and activity in many fields besides the plays for which he is internationally best known. These include his prose fiction and poetry, his work as an historian and natural historian, and his relationship to the other arts, most notably his painting. It is concerned with both lasting works of literary and dramatic criticism, as well as reviews of his books and plays in the theatre, and some more ephemeral material, all of this in several languages. Organised generically and by subject and individual work, the bibliography enables the reader to trace the changing impact of Strindberg and his works in various countries and during different periods. It is thus very much a study in reception as well as a bibliographical record of published material. It traces the developing image of Strindberg and his writing both during his lifetime and in subsequent years, and with frequent cross reference offers a comprehensive overview of a literary and existential project that has rarely been matched for its multifaceted diversity. The bibliography is published in three parts. Volume 1, General Studies (978-0-947623-81-4) and Volume 3, Prose, Poetry, Miscellaneous (978-0-947623-83-8) are also now available. Michael Robinson is Emeritus Professor of Drama and Scandinavian Studies at the University of East Anglia, Norwich.",Literary Criticism,758,5,1,en
Implementing the Primary Curriculum,"Kate Ashcroft, David Palacio",Routledge,2003-10-04,"First published in 2004. Routledge is an imprint of Taylor & Francis, an informa company.",Education,264,N/A,0,en
The Bulletin of the Brooklyn Institute of Arts and Sciences,Brooklyn Institute of Arts and Sciences,N/A,1911,N/A,Art,474,N/A,0,en
Research in Education,,N/A,1973,N/A,Education,1272,N/A,0,en
