Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
"The Philosophy of Music: a Series of Essays, Entitled, Respectively, the Relationship of Music to the Other Fine Arts; the Moral Theory of Music; and the Laws of Life in Art","Joseph GODDARD (of Camden Square, London.)",N/A,1862,N/A,,190,N/A,0,en
"A Plea for Church Music. A sermon [on Ps. cl. 3-6], etc",James RIDGWAY (B.D.),N/A,1868,N/A,,26,N/A,0,en
World Music: A Very Short Introduction,Philip V. Bohlman,OUP Oxford,2002-05-30,"'World music' emerged as an invention of the West from encounters with other cultures. This book draws readers into a remarkable range of these historical encounters, in which music had the power to evoke the exotic and to give voice to the voiceless. In the course of the volume's eight chapters the reader witnesses music's involvement in the modern world, but also the individual moments and particular histories that are crucial to an understanding of music's diversity. World Music is wide-ranging in its geographical scope, yet individual chapters provide in-depth treatments of selected music cultures and regional music histories. The book frequently zooms in on repertoires and musicians - such as Bob Marley, Bartok, and Nusrat Fateh Ali Khan - and attempts to account for world music's growing presence and popularity at the beginning of the twenty-first century. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.",Music,239,1,1,en
The Oxford Handbook of Algorithmic Music,"Alex McLean, Roger T. Dean",Oxford University Press,2018-01-18,"With the ongoing development of algorithmic composition programs and communities of practice expanding, algorithmic music faces a turning point. Joining dozens of emerging and established scholars alongside leading practitioners in the field, chapters in this Handbook both describe the state of algorithmic composition and also set the agenda for critical research on and analysis of algorithmic music. Organized into four sections, chapters explore the music's history, utility, community, politics, and potential for mass consumption. Contributors address such issues as the role of algorithms as co-performers, live coding practices, and discussions of the algorithmic culture as it currently exists and what it can potentially contribute society, education, and ecommerce. Chapters engage particularly with post-human perspectives - what new musics are now being found through algorithmic means which humans could not otherwise have made - and, in reciprocation, how algorithmic music is being assimilated back into human culture and what meanings it subsequently takes. Blending technical, artistic, cultural, and scientific viewpoints, this Handbook positions algorithmic music making as an essentially human activity.",Music,713,N/A,0,en
Capturing Music,Thomas Forrest Kelly,National Geographic Books,2015,"An accessible history of how musicians learned to record music discusses the work of five centuries of religious scholars while demonstrating how people developed methods for measuring rhythm, melody and precise pitch, leading to the technological systems of notation in today's world.",Music,0,N/A,0,en
Rethinking Social Action through Music,Geoffrey Baker,Open Book Publishers,2021-04-12,"How can we better understand the past, present and future of Social Action through Music (SATM)? This ground-breaking book examines the development of the Red de Escuelas de Música de Medellín (the Network of Music Schools of Medellín), a network of 27 schools founded in Colombia’s second city in 1996 as a response to its reputation as the most dangerous city on Earth. Inspired by El Sistema, the foundational Venezuelan music education program, the Red is nonetheless markedly different: its history is one of multiple reinventions and a continual search to improve its educational offering and better realise its social goals. Its internal reflections and attempts at transformation shed valuable light on the past, present, and future of SATM. Based on a year of intensive fieldwork in Colombia and written by Geoffrey Baker, the author of El Sistema: Orchestrating Venezuela’s Youth (2014), this important volume offers fresh insights on SATM and its evolution both in scholarship and in practice. It will be of interest to a very varied readership: employees and leaders of SATM programs; music educators; funders and policy-makers; and students and scholars of SATM, music education, ethnomusicology, and other related fields.",Music,264,N/A,0,en
The Sound of Broadway Music,Steven Suskin,"Oxford University Press, USA",2011,This title examines the careers of Broadway's major orchestrators and follows the song as it travels from the composer's piano to the orchestra pit.,Language Arts & Disciplines,703,N/A,0,en
Music,Ted Gioia,Hachette UK,2019-10-15,"""A dauntingly ambitious, obsessively researched"" (Los Angeles Times) global history of music that reveals how songs have shifted societies and sparked revolutions. Histories of music overwhelmingly suppress stories of the outsiders and rebels who created musical revolutions and instead celebrate the mainstream assimilators who borrowed innovations, diluted their impact, and disguised their sources. In Music: A Subversive History, Ted Gioia reclaims the story of music for the riffraff, insurgents, and provocateurs. Gioia tells a four-thousand-year history of music as a global source of power, change, and upheaval. He shows how outcasts, immigrants, slaves, and others at the margins of society have repeatedly served as trailblazers of musical expression, reinventing our most cherished songs from ancient times all the way to the jazz, reggae, and hip-hop sounds of the current day. Music: A Subversive History is essential reading for anyone interested in the meaning of music, from Sappho to the Sex Pistols to Spotify.",Music,488,N/A,0,en
Film Music: a Very Short Introduction,Kathryn Kalinak,Oxford University Press,2023,"""Film Music: A Very Short Introduction focuses on the most central issues in the practice of film music. What is film music? How is it composed? How does film music work? Why does film music work? The rich and deeply moving sounds of film music are as old as cinema. The very first projected moving images were accompanied by music around the globe as a variety of performers-from single piano players to small orchestras-brought images to life. Film music has since become its own industry, an aesthetic platform for expressing creative visions, and a commercial vehicle for generating increased revenue. The second edition updates coverage to 2022 and includes attention to recent developments in global film music, women in film music, and African -American and minority composers""--",Motion picture music,177,N/A,0,en
Film and Television Music,Warren M. Sherk,N/A,2011,Music has played a critical component in the success of films. This volume compiles over 100 years of writings devoted to the subject of film and television music and its practitioners.,Music,0,N/A,0,en
"The Concise Garland Encyclopedia of World Music: The Middle East, South Asia, East Asia, Southeast Asia",Ellen Koskoff,Routledge,2008,"The critical importance of past for the present--of music histories in local and global forms--asserts itself. The history of world music, as each chapter makes clear, is one of critical moments and paradigm shifts.",Music,652,N/A,0,en
The Music between Us,Kathleen Marie Higgins,University of Chicago Press,2012-05-01,"“Higgins’ love of music and cultural variety is evident throughout. She writes in a relaxed, accessible, sophisticated style…Highly recommended.”—Choice From our first social bonding as infants to the funeral rites that mark our passing, music plays an important role in our lives, bringing us closer to one another. In this book, philosopher Kathleen Marie Higgins investigates this role, examining the features of human perception that enable music’s uncanny ability to provoke—despite its myriad forms across continents and throughout centuries—the sense of a shared human experience. Drawing on disciplines such as philosophy, psychology, musicology, linguistics, and anthropology, Higgins’s richly researched study showcases the ways music is used in rituals, education, work, and healing, and as a source of security and—perhaps most importantly—joy. By participating so integrally in such meaningful facets of society, Higgins argues, music situates itself as one of the most fundamental bridges between people, a truly cross-cultural form of communication that can create solidarity across political divides. Moving beyond the well-worn takes on music’s universality, The Music between Us provides a new understanding of what it means to be musical and, in turn, human. “Those who, like Higgins, deeply love music, actually know something about it, have open minds and ears, and are willing to look beyond the confines of Western aesthetics…will find much to learn in The Music between Us.”—Journalof Aesthetics and Art Criticism",Music,291,N/A,0,en
Music for Airports,,N/A,2019-08,"This collection of essays has been assembled and developed from papers given at the Ambient@40 International Conference held in February 2018 at the University of Huddersfield. The original premise of the conference was not merely to celebrate Enos work and the landmark release of Music for Airports in 1978, but to consider the development of the genre, how it has permeated our wider musical culture, and what the role of such music is today given the societal changes that have occurred since the release of that album. In the context of the conference, ambient was considered from the perspectives of aesthetic, influence, appropriation, process, strategy and activity. A detailed consideration of each of these topics could fill many volumes. With that in mind, this book does not seek to provide an in-depth analysis of each of these topics or a comprehensive history of the last 40 years of ambient music. Rather it provides a series of provocations, observations and reflections that each open up seams for further discussion. As such, this book should be read as a starting point for future research, one that seeks to critically interrogate the very meaning of ambient, how it creates its effect, and how the genre can remain vital and relevant in twenty-first century music-making.",,234,N/A,0,en
Popular Music: The Key Concepts,Roy Shuker,Taylor & Francis,2017-03-27,"Now in an updated fourth edition, this popular A-Z student handbook provides a comprehensive survey of key ideas and concepts in popular music culture. With new and expanded entries on genres and subgenres, the text comprehensively examines the social and cultural aspects of popular music, taking into account the digital music revolution and changes in the way that music is manufactured, marketed and delivered. New and updated entries include: Age and youth Black music Digital music culture K-Pop Mash-ups Philadelphia Soul Pub music Religion and spirituality Remix Southern Soul Streaming Vinyl With further reading and listening included throughout, Popular Music: The Key Concepts is an essential reference text for all students studying the social and cultural dimensions of popular music.",Social Science,381,N/A,0,en
Analyzing Music in Advertising,Nicolai Graakjaer,Routledge,2014-11-27,"The study of music in commercials is well-suited for exploring the persuasive impact that music has beyond the ability to entertain, edify, and purify its audience. This book focuses on music in commercials from an interpretive text analytical perspective, answering hitherto neglected questions: What characterizes music in commercials compared to other commercial music and other music on TV? How does music in commercials relate to music ‘outside’ the universe of commercials? How and what can music in commercials signify? Author Nicolai Graakjær sets a new benchmark for the international scholarly study of music on television and its pervading influence on consumer choice.",Business & Economics,179,N/A,0,en
A History of American Classical Music,Barrymore Laurence Scherer,"Sourcebooks, Inc.",2007,"This richly detailed narrative tells the stories of America's classical composers, set against significant events in American history. Acclaimed music writer Barrymore Scherer follows the development of American classical music, from Gershwin, Copland, Bernstein, Joplin, and Sousa, to lesser-known names such as William Henry Fry and Alan Hovhaness. Scherer surveys the period from the Mayflower through the Europe-tribute years to the two world wars and onwards to the growing academic and concert confidence of the post-war period. Broadway, opera, musicals, bandstands, marching bands and piano players all get their place. The book includes a CD of carefully chosen pieces. Readers also gain access to an exclusive website that offers new essays, the musical works in full, and more. This revolutionary book utilizes traditional and new media to provide a uniquely rounded portrait of the American classical scene and music.",Music,264,N/A,0,en
British Women Composers and Instrumental Chamber Music in the Early Twentieth Century,Laura Seddon,Routledge,2016-04-15,"This is the first full-length study of British women's instrumental chamber music in the early twentieth century. Laura Seddon argues that the Cobbett competitions, instigated by Walter Willson Cobbett in 1905, and the formation of the Society of Women Musicians in 1911 contributed to the explosion of instrumental music written by women in this period and highlighted women's place in British musical society in the years leading up to and during the First World War. Seddon investigates the relationship between Cobbett, the Society of Women Musicians and women composers themselves. The book’s six case studies - of Adela Maddison (1866-1929), Ethel Smyth (1858-1944), Morfydd Owen (1891-1918), Ethel Barns (1880-1948), Alice Verne-Bredt (1868-1958) and Susan Spain-Dunk (1880-1962) - offer valuable insight into the women’s musical education and compositional careers. Seddon’s discussion of their chamber works for differing instrumental combinations includes an exploration of formal procedures, an issue much discussed by contemporary sources. The individual composers' reactions to the debate instigated by the Society of Women Musicians, on the future of women's music, is considered in relation to their lives, careers and the chamber music itself. As the composers in this study were not a cohesive group, creatively or ideologically, the book draws on primary sources, as well as the writings of contemporary commentators, to assess the legacy of the chamber works produced.",Music,249,N/A,0,en
Music: A Social Experience,"Steven Cornelius, Mary Natvig",Routledge,2016-06-03,"Music: A Social Experience offers a topical approach for a music appreciation course. Through a series of subjects–from Music and Worship to Music and War and Music and Gender–the authors present active listening experiences for students to experience music's social and cultural impact. The book offers an introduction to the standard concert repertoire, but also gives equal treatment to world music, rock and popular music, and jazz, to give students a thorough introduction to today's rich musical world. Through lively narratives and innovative activities, the student is given the tools to form a personal appreciation and understanding of the power of music. The book is paired with an audio compilation featuring listening guides with streaming audio, short texts on special topics, and sample recordings and notation to illustrate basic concepts in music. There is not a CD-set, but the companion website with streaming audio is provided at no additional charge.",Music,346,N/A,0,en
A Guide to Library Research in Music,Pauline Shaw Bayne,Scarecrow Press,2008-09-18,"A Guide to Library Research in Music introduces the process and techniques for researching and writing about music. This informative textbook provides concrete examples of different types of writing, offering a thorough introduction to music literature. It clearly describes various information-searching techniques and library-based organizational systems and introduces the array of music resources available. Each chapter concludes with learning exercises to aid the students' concept application and skill development. Appendixes provide short cuts to specific topics in library organizational systems, including Library of Congress Subject Headings and Classification. The concluding bibliography provides a quick overview of music literature and resources, emphasizing electronic and print publications since 2000, but including standard references that all music researchers should know.",Language Arts & Disciplines,290,N/A,0,en
Dance and Music,Harriet Cavalli,N/A,2001,"Harriet Cavalli, internationally recognized as one of the most talented and experienced specialists in the art of music for dancers and dance teachers, presents here the definitive book on accompaniment, as well as her personal - often humorous - look behind the scenes at the world of dance. The text is enhanced by diagrams and 83 complete musical examples, providing a wealth of repertoire choices.",Music,425,N/A,0,en
Sweet Anticipation,David Huron,MIT Press,2008-01-25,"The psychological theory of expectation that David Huron proposes in Sweet Anticipation grew out of the author's experimental efforts to understand how music evokes emotions. These efforts evolved into a general theory of expectation that will prove informative to readers interested in cognitive science and evolutionary psychology as well as those interested in music. The book describes a set of psychological mechanisms and illustrates how these mechanisms work in the case of music. All examples of notated music can be heard on the Web. Huron proposes that emotions evoked by expectation involve five functionally distinct response systems: reaction responses (which engage defensive reflexes); tension responses (where uncertainty leads to stress); prediction responses (which reward accurate prediction); imagination responses (which facilitate deferred gratification); and appraisal responses (which occur after conscious thought is engaged). For real-world events, these five response systems typically produce a complex mixture of feelings. The book identifies some of the aesthetic possibilities afforded by expectation, and shows how common musical devices (such as syncopation, cadence, meter, tonality, and climax) exploit the psychological opportunities. The theory also provides new insights into the physiological psychology of awe, laughter, and spine-tingling chills. Huron traces the psychology of expectations from the patterns of the physical/cultural world through imperfectly learned heuristics used to predict that world to the phenomenal qualia we experienced as we apprehend the world.",Psychology,477,N/A,0,en
Music and Politics,John Street,John Wiley & Sons,2013-04-17,"It is common to hear talk of how music can inspire crowds, move individuals and mobilise movements. We know too of how governments can live in fear of its effects, censor its sounds and imprison its creators. At the same time, there are other governments that use music for propaganda or for torture. All of these examples speak to the idea of music's political importance. But while we may share these assumptions about music's power, we rarely stop to analyse what it is about organised sound - about notes and rhythms - that has the effects attributed to it. This is the first book to examine systematically music's political power. It shows how music has been at the heart of accounts of political order, at how musicians from Bono to Lily Allen have claimed to speak for peoples and political causes. It looks too at the emergence of music as an object of public policy, whether in the classroom or in the copyright courts, whether as focus of national pride or employment opportunities. The book brings together a vast array of ideas about music's political significance (from Aristotle to Rousseau, from Adorno to Deleuze) and new empirical data to tell a story of the extraordinary potency of music across time and space. At the heart of the book lies the argument that music and politics are inseparably linked, and that each animates the other.",Music,207,N/A,0,en
Frog Music,Emma Donoghue,"Little, Brown",2014-04-01,"From the New York Times bestselling author of Room, a young French burlesque dancer living in San Francisco is ready to risk anything in order to solve her friend’s murder—but only if the killer doesn’t get her first. Summer of 1876: San Francisco is in the fierce grip of a record-breaking heat wave and a smallpox epidemic. Through the window of a railroad saloon, a young woman named Jenny Bonnet is shot dead. The survivor, her friend Blanche Beunon, is a French burlesque dancer. Over the next three days, she will risk everything to bring Jenny's murderer to justice—if he doesn't track her down first. The story Blanche struggles to piece together is one of free-love bohemians, desperate paupers, and arrogant millionaires; of jealous men, icy women, and damaged children. It's the secret life of Jenny herself, a notorious character who breaks the law every morning by getting dressed: a charmer as slippery as the frogs she hunts. In thrilling, cinematic style, Frog Music digs up a long-forgotten, never-solved crime. Full of songs that migrated across the world, Emma Donoghue's lyrical tale of love and bloodshed among lowlifes captures the pulse of a boomtown like no other. ""Her greatest achievement yet . . . Emma Donoghue shows more than range with Frog Music—she shows genius."" —Darin Strauss, author of Half a Life.",Fiction,402,4,3,en
Street Music,Timothy Hallinan,Soho Press,2020-04-28,"Eight years ago, Poke Rafferty, an American travel writer, and his Thai wife, Rose, adopted a Bangkok street child named Miaow, forming an unconventional intercultural family. That family has weathered extreme challenges—each of its three members carried the scars of a painful and dangerous history—but has stuck together with tenacity and love (and a little help from some friends). Now that family is in jeopardy: the birth of Poke and Rose’s newborn son has littered their small apartment with emotional land mines, forcing Poke to question his identity as a dad and Miaow to question her identity as a daughter. At the same time, the most cantankerous member of the small gang of Old Bangkok Hands who hang out at the Expat Bar suddenly goes missing under suspicious circumstances. Engaged in the search for the missing American, Poke is caught completely off-guard when someone he thought was gone forever resurfaces—and she has the power to tear the Raffertys apart.",Fiction,385,N/A,0,en
Music,Edward T. Cone,University of Chicago Press,1989-04-24,"Included in these eighteen essays by Cone are his never-before-published essay, ""The World of Opera and Its Inhabitants,"" the unabridged version of ""Music: A View from Delft,"" an introduction to this collection by the author himself, and a complete bibliography of his published writings. ""This selection of [Cone's] writings includes all the most incandescent and influential articles. We should have had such a book long ago.""—Joseph Kerman, University of California at Berkeley Winner of the ASCAP-Deems Taylor Award for 1990",Music,348,N/A,0,en
"Music and Liturgy, Identity and Formation",Sue Whittaker,Wipf and Stock Publishers,2021-08-24,"Music and Liturgy, Identity and Formation is a one-of-a-kind book about All Saints Moda Church in Istanbul. In this book, Sue Whittaker explores the ways Dr. Turgay Ücal, the MBB founding pastor, has intuitively blended Christian faith and the local urban culture. Indigenous songs and adaptations of Reformed liturgy work together to enable worshipers to feel comfortable with Christianity. Images, customs, and gestures guide seekers into new ways to pray and live their lives. Turgay’s theologically sound approach provides a welcoming Christian home for Muslims searching to connect to Allah/God. For thirty years, the practices and strategies detailed in this book have merged to clearly present the gospel message in culturally appropriate ways. The principles of the All Saints Moda Church model of inculturation can be applied to Christian ministry among Muslims in all countries and cultures worldwide.",Religion,239,N/A,0,en
Pronouncing Musical Dictionary,W. Ludden,BoD – Books on Demand,2023-11-17,"Reprint of the original, first published in 1875.",Fiction,230,N/A,0,en
Elevator Music,Joseph Lanza,University of Michigan Press,2004-01-26,DIVNoted music historian Joseph Lanza seriously appraises an American musical tradition /div,Music,350,N/A,0,en
Expression of emotion in music and vocal communication," Anjali Bhatara, Petri Laukka, Daniel J. Levitin",Frontiers E-books,2014-08-18,"Two of the most important social skills in humans are the ability to determine the moods of those around us, and to use this to guide our behavior. To accomplish this, we make use of numerous cues. Among the most important are vocal cues from both speech and non-speech sounds. Music is also a reliable method for communicating emotion. It is often present in social situations and can serve to unify a group's mood for ceremonial purposes (funerals, weddings) or general social interactions. Scientists and philosophers have speculated on the origins of music and language, and the possible common bases of emotional expression through music, speech and other vocalizations. They have found increasing evidence of commonalities among them. However, the domains in which researchers investigate these topics do not always overlap or share a common language, so communication between disciplines has been limited. The aim of this Research Topic is to bring together research across multiple disciplines related to the production and perception of emotional cues in music, speech, and non-verbal vocalizations. This includes natural sounds produced by human and non-human primates as well as synthesized sounds. Research methodology includes survey, behavioral, and neuroimaging techniques investigating adults as well as developmental populations, including those with atypical development. Studies using laboratory tasks as well as studies in more naturalistic settings are included.",Emotions in music,295,N/A,0,en
The Everything Essential Music Theory Book,Marc Schonbrun,Simon and Schuster,2014-08-08,"Master musical skills quickly and easily! From classical music to new age, hard rock, and pop, music has always played an important role in everyday life. Whether you're an intermediate musician or an aspiring music major, The Everything Essential Music Theory Book is a guide to mastering one of the most important tools for every musician: musical understanding. This compact, portable volume covers all the basics, including: The construction of chords and scales How to understand rhythm and time signatures How keys are identified and organized Creating harmonization and melody With each clear and easy-to-understand chapter, musician and educator Marc Schonbrun takes you through the essentials of music theory--the very glue that holds music together.",Music,288,N/A,0,en
"Suzy, Led Zeppelin and Me",Martin Millar,Independently Published,2019-04-02,"In Glasgow in 1972 Led Zeppelin were coming to play. From the moment the gig was announced, nothing seemed quite the same. Events may have proceeded as normal for a gig in Glasgow, as young fans, many still at school, queued in the freezing cold overnight for tickets. They played led Zeppelin records and talked about the gig. They wondered if they had anything good to wear (they hadn't) and wondered if they might have enough nerve to ask out the girl they had a crush on (they didn't). When the band finally arrived, they rushed into the venue, an old cinema, and created as much noise and mayhem as they possibly could. Afterwards they walked through the rain to catch the last bus home. But in-between these ordinary events, more things were happening. Events to change some of their lives and never to be forgotten, even if the only lesson for some was that while love might break your heart, Led Zeppelin would never let you down.",Fiction,164,N/A,0,en
Music,William Smythe Babcock Mathews,N/A,1892,N/A,Music,876,N/A,0,en
"Sound and Music: an Elementary Treatise on the Physical Constitution of Musical Sounds and Harmony, Including the Chief Acoustical Discoveries of Professor Helmholtz",Sedley Taylor,N/A,1883,N/A,Music,248,N/A,0,en
American Popular Music,"Glenn Appell, David Hemphill",Schirmer Books,2006,"Appell (jazz studies, Diablo Valley College) and Hemphill (graduate studies, research, and development, San Francisco State University) offer a textbook for popular music, humanities, or cultural studies courses, organized by the musical influences of particular cultural groups--African American, European American, Latin, Native American and Asian--rather than a strict chronological approach. This is followed by a section tracing modern jazz to hip hop. They survey a broad range of styles, from minstrelsy, blues, hymns, and wind bands to Chicano music, Afro-Caribbean music, bebop, acid jazz, girl groups, folk-rock, the British invasion, R&B, and rock.",Education,484,N/A,0,en
How to Practice Music,Andrew Eales,Hal Leonard,2022-03-01,"(Instructional). The essential companion for every musician. Accessible and authoritative, How to Practice Music is an ideal guide for anyone learning to play music. Suitable for instrumentalists and vocalists of any genre, this comprehensive handbook will give you a better idea of how to practice music, good reasons for doing so, and the confidence to succeed. Concepts: how to be motivated; how to plan your practice; how to warm up; how to practice core skills; how to practice pieces; how to practice mindfully; how to practice playing; and more!",Music,80,N/A,0,en
