Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
My Little House Christmas Crafts Book,Carolyn Strom Collins,HarperFestival,1997-10-10,"Inside this book are eighteen easy-to-make Christmas decorations, gifts, and foods, taken straight from the pages of the Little House books. From Laura's popcorn strings to Carrie's Christmas candy bags, from Ma's clove apple to Almanzo's jingle bells, you'll have all the fixings for a very special Little House Christmas right in your own little house.",Juvenile Nonfiction,48,N/A,0,en
A Cultural Economic Analysis of Craft,"Anna Mignosa, Priyatej Kotipalli",Springer,2019-06-11,"Are we aware of the values of craft? In this edited volume, cultural economists, researchers and professionals provide an interdisciplinary discussion of the relevance and contribution of the craft sector to the economy, as well as to society at large. Mignosa and Kotipalli bring together contributors to compare the craft sector across countries, analysing the role of institutions, educational bodies, organisations and market structure in its evolution and perception. The Western approach to craft and its subordinate position to the arts is contrasted with the prestige of craftmanship in Eastern countries, while the differing ways that craft has attracted the attention of policy agencies, museums, designers and private institutions across regions is also analysed. This volume is vital reading to those interested in the economic features of craft and craftsmanship around the world, as well as for those interested in the importance of policy in bringing about effective sustainable development.",Business & Economics,318,N/A,0,en
Italian Crafts,"Janet D'Amato, Alex D'Amato",Rowman & Littlefield,2014-07-28,"The folk artists of Italy have created some of the most beautiful crafts in the world: laces, mosaics, leatherwork, quilting, and wood inlay are among the most well-known. In this vintage book, originally published in 1977, Janet and Alex D’Amato explore these traditional Italian crafts as well as others not so well known, such as tambour (a kind of crocheting worked directly into a fabric), straw marquetry (a mosaic-like craft done with tiny pieces of straw), wood carving and quillwork. They explain each craft as it was originally practiced, then adapt it to make contemporary craft pieces. The projects include an embroidered full length apron, a bobbin lace wall hanging, a straw marquetry box, jewelry, and many more. Also included are instructions for a Presepio (a traditional Italian manger scene) and a Pinocchio marionette. Italian Crafts will teach you the traditional folk arts of Italy, and will inspire you to use those folk arts in new and creative ways. There are line drawings and photographs throughout this unique book.",Crafts & Hobbies,161,N/A,0,en
Day Services for Adults,Jan Carter,Routledge,2021-11-07,"Originally published in 1981, this book describes day services for adults, a relatively recent development in health and social services at the time. Most people assume immediately that day care is only provided for young children: Day Services for Adults will make it clear that a growing number of services exist by day for adults, and in a diversity and variety which have enormous potential both for those who use them and for those who work in them. Day Services for Adults reports the results of a five-year national survey. The broad terms of reference of the research were to review the present provision of day centres for adults. To consider the policy questions of staffing and accommodation and to suggest which groups in the community might benefit most from day centres and to advise on how these centres might contribute to the integration and development of local services for those in need. The result was the first comprehensive investigation of day services in the world. Jan Carter analyses services for the elderly, the mentally handicapped, the mentally ill, the physically handicapped, offenders, drug addicts and those in family care centres sponsored by health, social services, probation and voluntary agencies. By a full coverage of all these groups and their sponsors, unique comparisons between services for the various groups can be made. Day Services for Adults was intended for those who made decisions about day units and particularly for local authority policy-makers and executive civil servants in local authority health authorities and central government. It was also addressed to those senior professionals practising inside and outside day services: psychiatrists, geriatricians, those practising rehabilitation medicine, senior nursing officers, psychologists, senior social workers and social work administrators.",Medical,394,N/A,0,en
Construction Paper Crafts for Kids,"Kate Force, Susie Ortiz",Createspace Independent Publishing Platform,2017-09-19,"With step by step pictures and early reader instructions, children can create most of these paper crafts with minimal assistance from adults. While they're at it, they'll be learning how to follow instructions, practicing their fine motor skills, and exploring their creativity. Created by the sisters behind Twitchetts where you'll find simple crafts for kids. We love to create using simple supplies, easy instructions, and an added twist.",,54,N/A,0,en
Handbook for the Home,États-Unis. Department of agriculture,N/A,1973,N/A,Home economics,404,N/A,0,en
Craft in America,"Jo Lauria, Steve Fenton",Potter Style,2007,"Illustrated with 200 stunning photographs and encompassing objects from furniture and ceramics to jewelry and metal, this definitive work from Jo Lauria and Steve Fenton showcases some of the greatest pieces of American crafts of the last two centuries. Potter Craft",Decorative arts,323,N/A,0,en
Forgotten Household Crafts,John Seymour,DK,2007,"From bottling to cheese making, crocheting to making festive decorations, John Seymour's classic primer guides you through tried and trusted methods that have been honed over the centuries.",Handicraft,0,N/A,0,en
Yearbook of Agriculture,,N/A,1973,N/A,Agriculture,400,N/A,0,en
Spaghetti with the Yeti,"Adam Guillain, Charlotte Guillain",George's Amazing Adventures,2013,"A hilarious, rhyming monster romp of a story about--you guessed it--a yeti and some spaghetti ""Hurrah "" shouted George, ""At last it is you. I've been looking so hard for the Yeti."" The monster looked down with a horrible howl . . . ""Are you bonkers? My name is Netty "" Join George, a young and courageous explorer, determined to track down the elusive Yeti against all odds. Armed with only a map, a woolly hat, and a tin of spaghetti in his rucksack, George sets off on his quest up the steep mountain path--and spots the Yeti immediately But wait, just look at that lipstick. Can it really be the Yeti? This funny adventure story is the perfect, rhyming picture book read for boy and girl monster lovers.","Children's songs, English",0,N/A,0,en
"Apprenticeship, Past and Present",United States. Bureau of Apprenticeship and Training,N/A,1952,N/A,Apprentices,40,N/A,0,en
N/A,,Smocot Ionut Mihai,N/A,N/A,,81,N/A,0,en
Work Study and Ergonomics,Lakhwinder Pal Singh,Cambridge University Press,2018-10-18,"""Discusses the strategies to effectively use design in order to enhance human well-being and work efficiency""--",Technology & Engineering,404,N/A,0,en
Makers,"Janet Koplos, Bruce Metcalf",Univ of North Carolina Press,2010-07-31,"Here is the first comprehensive survey of modern craft in the United States. Makers follows the development of studio craft--objects in fiber, clay, glass, wood, and metal--from its roots in nineteenth-century reform movements to the rich diversity of expression at the end of the twentieth century. More than four hundred illustrations complement this chronological exploration of the American craft tradition. Keeping as their main focus the objects and the makers, Janet Koplos and Bruce Metcalf offer a detailed analysis of seminal works and discussions of education, institutional support, and the philosophical underpinnings of craft. In a vivid and accessible narrative, they highlight the value of physical skill, examine craft as a force for moral reform, and consider the role of craft as an aesthetic alternative. Exploring craft's relationship to fine arts and design, Koplos and Metcalf foster a critical understanding of the field and help explain craft's place in contemporary culture. Makers will be an indispensable volume for craftspeople, curators, collectors, critics, historians, students, and anyone who is interested in American craft.",Crafts & Hobbies,544,N/A,0,en
Chris-Craft Boats,"Anthony S. Mollica, Jack Savage",Motorbooks International,2001,"As the most prestigious name in American boatbuilders, the Chris-Craft is a lovingly crafted vessel with wood hulls, swank chrome and brawny motors. Color photos take a look at the history and details of this beloved boat. 100 photos.",Algonac (Mich.),202,N/A,0,en
Decisions of the United States Railroad Labor Board with Addenda and Interpretations,United States Railroad Labor Board,N/A,1926,N/A,"Arbitration, Industrial",1524,N/A,0,en
The Ancestors of Demons - Book 2,Tess Grebe,Austin Macauley Publishers,2024-01-05,"Life; an endless mingling and mixing of light and darkness. A mystery to most, but we demons know all of it. Every world, every rule, every wonder of the worlduniverse. We have descended onto the world “Earth” once more, to share our wisdom with you. The time has come to amaze you humans once more with the wonders of the worlduniverse. Prepare yourself, as your mind takes flight, ready to find adventure, wonder, bafflement and strangeness at every corner. And see how we Shadows, one of the most powerful beings that exist could possible fit into all of it. Enjoy, as we aren’t just gonna tell you the story of the great worlduniverse and the life within it, but we will also share some of our own memories with you.",Fiction,133,N/A,0,en
Embodied Avatars,Uri McMillan,NYU Press,2015-11-04,"""Tracing a dynamic genealogy of performance from the nineteenth century to the twenty-first, McMillian contends that black women artists practiced a purposeful self-objectification, transforming themselves into art objects. In doing so, these artists raised new ways to ponder the intersections of art, performance, and black female embodiment.""--Back cover.",Art,307,N/A,0,en
Painting Culture,Fred R. Myers,Duke University Press,2002-12-16,"Painting Culture tells the complex story of how, over the past three decades, the acrylic ""dot"" paintings of central Australia were transformed into objects of international high art, eagerly sought by upscale galleries and collectors. Since the early 1970s, Fred R. Myers has studied—often as a participant-observer—the Pintupi, one of several Aboriginal groups who paint the famous acrylic works. Describing their paintings and the complicated cultural issues they raise, Myers looks at how the paintings represent Aboriginal people and their culture and how their heritage is translated into exchangeable values. He tracks the way these paintings become high art as they move outward from indigenous communities through and among other social institutions—the world of dealers, museums, and critics. At the same time, he shows how this change in the status of the acrylic paintings is directly related to the initiative of the painters themselves and their hopes for greater levels of recognition. Painting Culture describes in detail the actual practice of painting, insisting that such a focus is necessary to engage directly with the role of the art in the lives of contemporary Aboriginals. The book includes a unique local art history, a study of the complete corpus of two painters over a two-year period. It also explores the awkward local issues around the valuation and sale of the acrylic paintings, traces the shifting approaches of the Australian government and key organizations such as the Aboriginal Arts Board to the promotion of the work, and describes the early and subsequent phases of the works’ inclusion in major Australian and international exhibitions. Myers provides an account of some of the events related to these exhibits, most notably the Asia Society’s 1988 ""Dreamings"" show in New York, which was so pivotal in bringing the work to North American notice. He also traces the approaches and concerns of dealers, ranging from semi-tourist outlets in Alice Springs to more prestigious venues in Sydney and Melbourne. With its innovative approach to the transnational circulation of culture, this book will appeal to art historians, as well as those in cultural anthropology, cultural studies, museum studies, and performance studies.",Social Science,431,N/A,0,en
Oakshaw,William Turner Coggeshall,N/A,1855,N/A,American fiction,142,N/A,0,en
The Oxford Companion to American Food and Drink,Andrew F. Smith,Oxford University Press,2007-05,"Offering a panoramic view of the history and culture of food and drink in America with fascinating entries on everything from the smell of asparagus to the history of White Castle, and the origin of Bloody Marys to jambalaya, the Oxford Companion to American Food and Drink provides a concise, authoritative, and exuberant look at this modern American obsession. Ideal for the food scholar and food enthusiast alike, it is equally appetizing for anyone fascinated by Americana, capturing our culture and history through what we love most--food!Building on the highly praised and deliciously browseable two-volume compendium the Oxford Encyclopedia of Food and Drink in America, this new work serves up everything you could ever want to know about American consumables and their impact on popular culture and the culinary world. Within its pages for example, we learn that Lifesavers candy owes its success to the canny marketing idea of placing the original flavor, mint, next to cash registers at bars. Patrons who bought them to mask the smell of alcohol on their breath before heading home soon found they were just as tasty sober and the company began producing other flavors.Edited by Andrew Smith, a writer and lecturer on culinary history, the Companion serves up more than just trivia however, including hundreds of entries on fast food, celebrity chefs, fish, sandwiches, regional and ethnic cuisine, food science, and historical food traditions. It also dispels a few commonly held myths. Veganism, isn't simply the practice of a few ""hippies,"" but is in fact wide-spread among elite athletic circles. Many of the top competitors in the Ironman and Ultramarathon events go even further, avoiding all animal products by following a strictly vegan diet. Anyone hungering to know what our nation has been cooking and eating for the last three centuries should own the Oxford Companion to American Food and Drink. DT Nearly 1,000 articles on American food and drink, from the curious to the commonplace DT Beautifully illustrated with hundreds of historical photographs and color images DT Includes informative lists of food websites, museums, organizations, and festivals",Cooking,720,N/A,0,en
Architectural Crafts,Bridget Beattie McCarthy,N/A,1982,N/A,Architecture,168,N/A,0,en
Refracted Modernity,Yuko Kikuchi,University of Hawaii Press,2007-08-01,"Since the mid-1990s Taiwanese artists have been responsible for shaping much of the international contemporary art scene, yet studies on modern Taiwanese art published outside of Taiwan are scarce. The nine essays collected here present different perspectives on Taiwanese visual culture and landscape during the Japanese colonial period (1895–1945), focusing variously on travel writings, Western and Japanese/Oriental-style paintings, architecture, aboriginal material culture, and crafts. Issues addressed include the imagined Taiwan and the ""discovery"" of the Taiwanese landscape, which developed into the imperial ideology of nangoku (southern country); the problematic idea of ""local color,"" which was imposed by Japanese, and its relation to the ""nativism"" that was embraced by Taiwanese; the gendered modernity exemplified in the representation of Chinese/Taiwanese women; and the development of Taiwanese artifacts and crafts from colonial to postcolonial times, from their discovery, estheticization, and industrialization to their commodification by both the colonizers and the colonized. Contributors: Chao-Ching Fu, Chia-yu Hu, Yuko Kikuchi, Kaoru Kojima, Ming-chu Lai, Hsin-tien Liao, Naoko Shimazu, Toshio Watanabe, Chuan-ying Yen.",Art,298,N/A,0,en
Journal of the Boston Society of Civil Engineers,Boston Society of Civil Engineers,N/A,1923,N/A,Civil engineering,606,N/A,0,en
Red Ted Art,Margarita Woodley,Random House,2013-03-28,"Crafting has never been more popular and Maggy Woodley, the creative force behind Red Ted, is passionate about making things with her children, Max, four, and Pippa, two. Using recycled materials and bits and bobs collected when out and about, here are over 60 utterly irresistible things to make with your kids. From adorable peanut shell finger puppets to walnut babies, loo roll marionettes and egg carton fairy lights, fabric mache bowls, stick men and shell crabs, stone people, and many more, these are projects for all the family to have fun with. And what's more, the end results are so cute and desirable that they look great around the home, or make wonderfully unique and personal gifts. With a funky, modern design and vibrant full colour photography throughout, this is a must-have addition to every young family's bookshelf.",Crafts & Hobbies,162,N/A,0,en
Records and Briefs of the United States Supreme Court,,N/A,1832,N/A,"Law reports, digests, etc",1294,N/A,0,en
Cracking Cases,Henry C. Lee,Prometheus Books,2011-02-10,"Looks at the investigative process of five murder cases, including the O.J. Simpson case and the Woodchipper case, detailing how the forensic evidence was used at trial, and how it was used to exonerate or convict the killers.",Law,320,N/A,0,en
On Ideas,Gail Fine,Oxford University Press,1993,"This is the first book on Aristotle's important but neglected essay Peri ideon, 'On Ideas', to be published in English. Gail Fine explores the philosophical merits of Aristotle's criticisms of Plato, and relates their views to current debates about universals, properties, meaning, and knowledge. The full, annotated text of Peri ideon is included, with translation.",Literary Collections,417,N/A,0,en
The Forum,"Lorettus Sutton Metcalf, Walter Hines Page, Joseph Mayer Rice, Frederic Taber Cooper, Arthur Hooley, George Henry Payne, Henry Goddard Leach",N/A,1908,"Current political, social, scientific, education, and literary news written about by many famous authors and reform movements.",History,624,N/A,0,en
Forum and Column Review,,N/A,1908,N/A,,624,N/A,0,en
"Transcript of Proceedings of Emergency Board No. 106, Appointed by the President of the United States",United States. Emergency Board No. 106,N/A,1954,N/A,Railroads,1144,N/A,0,en
Developing a Didactic Framework Across and Beyond School Subjects,"Søren Harnow Klausen, Nina Mård",Taylor & Francis,2024-02-13,"Centred around a contemporary conception of Bildung, this book effectively demonstrates how the aims of cross- and transcurricular teaching can be reconciled, resulting in a didactic framework for teaching and learning in secondary schools that can be applied internationally. Chapters present a nuanced and unified approach to fusing theory and practice by offering accounts of some of the most promising teaching methods from leading scholars in the field of curriculum research. These methods include dialogic teaching or movement integration, transversal competences like digital or entrepreneurial thinking, and topics that call for crosscurricular approaches, like sustainability or citizenship. Addressing diverse worries and criticisms of crosscurricular teaching, the book includes international viewpoints and trends such sustainability, citizenship, and student motivation to present a comprehensive and systematic scholarly treatment of crosscurricular didactics within the classroom. It further addresses important challenges that have been widely ignored, like how to evaluate crosscurricular work. Ultimately, this volume makes a highly novel contribution to the field of crosscurricular didactics, and will be of interest to researchers, scholars, academics in the fields of secondary education teaching and learning, educational science, and curriculum design. Those interested more broadly in the theory of education will also find the volume of use.",Education,267,N/A,0,en
That's a Great Answer!,,"Maupin House Publishing, Inc.",N/A,N/A,,368,N/A,0,en
Craft Communities,"Susan Luckman, Nicola Thomas",Bloomsbury Publishing,2023-12-14,"Craft Communities addresses the social groups, old and new, which have developed around craft production and consumption, exploring the social and cultural impact of contemporary practices of making. Addressing a wide range of crafting practice, from yarnbombs to Shetlands shawls, brassware to paper crafting, in a variety of regional and national contexts, the contributors consider how craft practices operate collectively in the home, communities, businesses, workshops, schools, social enterprises, and online. It further identifies how social media has emerged as a key driver of the 'Third Wave' of craft. From Etsy to Instagram, Twitter to Pinterest, online communities of the handmade are changing the way people buy and sell, make and meet.",Design,233,N/A,0,en
Craft,Glenn Adamson,Bloomsbury Publishing USA,2021-01-19,"New York Times Book Review Editors' Choice A groundbreaking and endlessly surprising history of how artisans created America, from the nation's origins to the present day. At the center of the United States' economic and social development, according to conventional wisdom, are industry and technology-while craftspeople and handmade objects are relegated to a bygone past. Renowned historian Glenn Adamson turns that narrative on its head in this innovative account, revealing makers' central role in shaping America's identity. Examine any phase of the nation's struggle to define itself, and artisans are there-from the silversmith Paul Revere and the revolutionary carpenters and blacksmiths who hurled tea into Boston Harbor, to today's “maker movement.” From Mother Jones to Rosie the Riveter. From Betsy Ross to Rosa Parks. From suffrage banners to the AIDS Quilt. Adamson shows that craft has long been implicated in debates around equality, education, and class. Artisanship has often been a site of resistance for oppressed people, such as enslaved African-Americans whose skilled labor might confer hard-won agency under bondage, or the Native American makers who adapted traditional arts into statements of modernity. Theirs are among the array of memorable portraits of Americans both celebrated and unfamiliar in this richly peopled book. As Adamson argues, these artisans' stories speak to our collective striving toward a more perfect union. From the beginning, America had to be-and still remains to be-crafted.",History,401,N/A,0,en
An Introduction to the Industrial History of England,Abbott Payson Usher,N/A,1920,"Library owns c. 1,2.",Great Britain,598,N/A,0,en
Adorable DIY Crafts for Your Baby's Nursery,Aurora Brooks,BornIncredible.com,N/A,"**Adorable DIY Crafts for Your Baby's Nursery** Transform your baby's nursery into a magical haven with *Adorable DIY Crafts for Your Baby's Nursery*. This delightful guide offers creative and easy-to-follow tutorials that will help you personalize and beautify your little one's room with charm and whimsy. This book is your go-to resource for crafting everything from eye-catching *Wall Art* to enchanting *Mobiles*. Learn how to make both *Paper* and *Felt Mobiles*, and add a personal touch with a custom *Name Sign*. Dive into the world of *Decorative Pillows*, including adorable *Animal-Shaped* and *Applique Pillows*, and brighten up the space with colorful *Fabric Banners*. Track your baby's growth with a *Personalized Growth Chart*, choosing between a *Wooden* or *Fabric* version. Enhance your nursery with practical yet stylish *Nursery Wall Shelves*, and create beloved *Soft Toys* such as *Stuffed Animals* and *Fabric Dolls*. Craft a cozy ambiance with a unique *DIY Lampshade* and whimsical *Wall Decals*, available in *Vinyl* and *Fabric* options. Explore additional projects like a *Ribbon Mobile*, *Nursery Garland*, and a personalized *Wall Clock*. Design functional and decorative items like a *DIY Crib Skirt*, *DIY Bookshelf*, and *Fabric Storage Bins*. For added fun, make your own *DIY Wall Letters* and *Nursery Wall Murals*. Dive into crafting with our special *DIY Baby Mobile* section, featuring a *Nature-Inspired Mobile* and a *Colorful Pom-Pom Mobile*.",Health & Fitness,47,N/A,0,en
News for Farmer Cooperatives,,N/A,1972,N/A,"Agriculture, Cooperative",616,N/A,0,en
The Architect and Contract Reporter,,N/A,1918,N/A,Architecture,902,N/A,0,en
