Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Wisconsin Session Laws,Wisconsin,N/A,1953,N/A,"Bills, Private",666,N/A,0,en
Automated Guideway Transit,United States. Congress. Office of Technology Assessment,N/A,1975,N/A,Personal rapid transit,416,N/A,0,en
"County Business Patterns, South Dakota",,N/A,1986,N/A,Industrial statistics,72,N/A,0,en
Reports of the Industrial Commission...,United States. Industrial Commission,N/A,1900,N/A,Industries,1038,N/A,0,en
"City of Grand Haven v. Grocer's Cooperative Dairy Company, 330 MICH 394 (1951)",,N/A,1951,23,,352,N/A,0,en
"County Business Patterns, Missouri",,N/A,1989,N/A,Industries,776,N/A,0,en
Federal Register,,N/A,1995-01-11,N/A,Administrative law,944,5,1,en
Industry and Trade,Avard Longley Bishop,N/A,1918,N/A,Industries,444,N/A,0,en
Hearings,United States. Congress. Senate. Committee on Commerce,N/A,N/A,N/A,,1456,N/A,0,en
Transport Justice,Karel Martens,Routledge,2016-07-01,"Transport Justice develops a new paradigm for transportation planning based on principles of justice. Author Karel Martens starts from the observation that for the last fifty years the focus of transportation planning and policy has been on the performance of the transport system and ways to improve it, without much attention being paid to the persons actually using – or failing to use – that transport system. There are far-reaching consequences of this approach, with some enjoying the fruits of the improvements in the transport system, while others have experienced a substantial deterioration in their situation. The growing body of academic evidence on the resulting disparities in mobility and accessibility, have been paralleled by increasingly vocal calls for policy changes to address the inequities that have developed over time. Drawing on philosophies of social justice, Transport Justice argues that governments have the fundamental duty of providing virtually every person with adequate transportation and thus of mitigating the social disparities that have been created over the past decades. Critical reading for transport planners and students of transportation planning, this book develops a new approach to transportation planning that takes people as its starting point, and justice as its end.",Architecture,240,N/A,0,en
